Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,Machine_ID,Breakdown,Operating_Time_Minutes,Repair_Time_Minutes,Failure_Code,Planned_Time_Minutes,Run_Time_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units,Downtime_Minutes
M9913,MA1AB100000002913,WO12913,Sedan X,PAINT-1,STN-05,2026-03-03 18:41,ENG-1402,SUP-032,EMP367,TL-074,,MC-105,Yes,461,19,F002,480,459,0.93,452,6,446,21
M9914,MA1AB100000002914,WO12914,Hatch Z,GA-1, stn-05 ,2026-03-03 18:42,ENG-1187,SUP-145,EMP148,TL-056,A,MC-102,No,420,0,,480,466,1.12,571,14,557,14
M9915,MA1AB100000002915,WO12915,Sedan X,TRIM-1,STN-02,2026-03-03 18:43,ENG-1274,SUP-096,EMP270,TL-071,A,MC-103,No,447,0,,480,442,1.15,531,2,529,38
M9916,MA1AB100000002916,WO12916,Hatch Z,PAINT-1,STN-05,2026-03-03 18:45,ENG-1383,SUP-119,EMP340,TL-022,A,MC-101,No,476,0,,480,434,1.15,511,15,496,46
M9917,MA1AB100000002917,WO12917,SUV Pro,GA-1, stn-05 ,2026-03-03 18:46,ENG-1025,SUP-193,EMP273,TL-031,,MC-104,No,465,0,,480,479,1.05,600,10,590,1
M9918,MA1AB100000002918,WO12918,Hatch Z,GA-2,STN-01,2026-03-03 18:47,ENG-1280,SUP-097,EMP179,TL-066,,MC-101,No,478,0,,480,479,0.89,482,7,475,1
M9919,MA1AB100000002919,WO12919,Sedan X,PAINT-1,STN-03,2026-03-03 18:48,ENG-1492,SUP-080,EMP127,TL-085,A,MC-103,No,439,0,,480,460,0.97,554,0,554,20
M9920,MA1AB100000002920,WO12920,Hatch Z,GA-2,STN-02,2026-03-03 18:50,ENG-1369,SUP-194,EMP344,TL-021,A,MC-104,No,447,0,,480,420,0.87,549,8,541,60
M9921,MA1AB100000002921,WO12921,Sedan X,GA-2,STN-05,2026-03-03 18:51,ENG-1109,SUP-158,EMP250,TL-069,B,MC-101,No,437,0,,480,420,1.03,584,13,571,60
M9922,MA1AB100000002922,WO12922,Hatch Z,GA-2,STN-02,2026-03-03 18:52,ENG-1339,SUP-040,EMP130,TL-033,A,MC-101,No,453,0,,480,451,1.09,577,7,570,29
M9923,MA1AB100000002923,WO12923,SUV Pro,PAINT-1,STN-04,2026-03-03 18:53,ENG-1142,SUP-168,EMP208,TL-094,B,MC-102,No,480,0,,480,422,0.92,500,14,486,58
M9924,MA1AB100000002924,WO12924,Hatch Z,GA-1,STN-01,2026-03-03 18:55,ENG-1215,SUP-093,EMP395,TL-078,B,MC-103,No,433,0,,480,430,1.16,552,7,545,50
M9925,MA1AB100000002925,WO12925,Hatch Z,GA-1, stn-05 ,2026-03-03 18:56,ENG-1064,SUP-189,EMP106,TL-017,A,MC-103,No,423,0,,480,436,0.99,516,5,511,44
M9926,MA1AB100000002926,WO12926,Hatch Z,GA-2,STN-01,2026-03-03 18:57,ENG-1141,SUP-183,EMP176,TL-029,B,MC-103,No,431,0,,480,477,1.11,582,9,573,3
M9927,MA1AB100000002927,WO12927,Sedan X,TRIM-1,STN-04,2026-03-03 18:58,ENG-1183,SUP-033,EMP152,TL-032,C,MC-104,No,455,0,,480,455,1.01,522,12,510,25
M9928,MA1AB100000002928,WO12928,Hatch Z,GA-2,STN-01,2026-03-03 19:00,ENG-1460,SUP-199,EMP166,TL-065,A,MC-102,No,424,0,,480,422,1.15,506,6,500,58
M9929,MA1AB100000002929,WO12929,SUV Pro,PAINT-1,STN-01,2026-03-03 19:01,ENG-1208,SUP-065,EMP302,TL-026,A,MC-105,No,449,0,,480,420,1.14,492,15,477,60
M9930,MA1AB100000002930,WO12930,Hatch Z,GA-1,STN-03,2026-03-03 19:02,ENG-1366,SUP-153,EMP218,TL-057,,MC-104,No,461,0,,480,434,1.06,542,2,540,46
M9931,MA1AB100000002931,WO12931,SUV Pro,PAINT-1,STN-04,2026-03-03 19:03,ENG-1462,SUP-150,EMP149,TL-079,B,MC-103,No,472,0,,480,468,0.9,457,0,457,12
M9932,MA1AB100000002932,WO12932,Sedan X,GA-1, stn-05 ,2026-03-03 19:05,ENG-1011,SUP-167,EMP182,TL-077,A,MC-104,No,423,0,,480,476,0.83,559,15,544,4
M9933,MA1AB100000002933,WO12933,SUV Pro,GA-1,STN-04,2026-03-03 19:06,ENG-1152,SUP-097,EMP120,TL-021,B,MC-101,No,461,0,,480,425,1.14,519,15,504,55
M9934,MA1AB100000002934,WO12934,Sedan X,GA-1,STN-03,2026-03-03 19:07,ENG-1126,SUP-190,EMP377,TL-036,A,MC-104,No,437,0,,480,453,0.93,543,14,529,27
M9935,MA1AB100000002935,WO12935,Hatch Z,TRIM-1,STN-04,2026-03-03 19:08,ENG-1083,SUP-039,EMP390,TL-011,B,MC-104,No,424,0,,480,472,1.06,474,13,461,8
M9936,MA1AB100000002936,WO12936,Sedan X,TRIM-1,STN-04,2026-03-03 19:10,ENG-1007,SUP-129,EMP128,TL-047,,MC-103,No,469,0,,480,431,1.04,538,3,535,49
M9937,MA1AB100000002937,WO12937,Hatch Z,PAINT-1,Stn-03,2026-03-03 19:11,ENG-1213,SUP-101,EMP335,TL-097,A,MC-101,No,421,0,,480,422,0.89,538,11,527,58
M9938,MA1AB100000002938,WO12938,SUV Pro,GA-2, stn-05 ,2026-03-03 19:12,ENG-1201,SUP-040,EMP143,TL-074,,MC-103,No,430,0,,480,480,1.11,495,11,484,0
M9939,MA1AB100000002939,WO12939,SUV Pro,PAINT-1,STN-01,2026-03-03 19:13,ENG-1155,SUP-149,EMP246,TL-100,C,MC-101,No,424,0,,480,453,0.86,554,8,546,27
M9940,MA1AB100000002940,WO12940,SUV Pro,GA-1,STN-04,2026-03-03 19:15,ENG-1494,SUP-111,EMP300,TL-026,C,MC-101,No,420,0,,480,432,1.13,470,9,461,48
M9941,MA1AB100000002941,WO12941,Hatch Z,GA-2, stn-05 ,2026/03/03 19:16,ENG-1115,SUP-146,EMP313,TL-045,A,MC-101,No,439,0,,480,433,0.82,468,8,460,47
M9942,MA1AB100000002942,WO12942,SUV Pro,TRIM-1,STN-02,2026-03-03 19:17,ENG-1232,SUP-049,EMP166,TL-022,,MC-103,No,432,0,,480,448,0.94,507,14,493,32
M9943,MA1AB100000002943,WO12943,Sedan X,TRIM-1,Stn-03,2026-03-03 19:18,ENG-1060,SUP-023,EMP251,TL-019,C,MC-101,No,422,0,,480,438,1.15,509,3,506,42
M9944,MA1AB100000002944,WO12944,Sedan X,TRIM-1, stn-05 ,2026-03-03 19:20,ENG-1070,SUP-190,EMP275,TL-084,C,MC-102,No,425,0,,480,435,1.05,459,8,451,45
M9945,MA1AB100000002945,WO12945,SUV Pro,GA-2,STN-01,2026-03-03 19:21,ENG-1347,SUP-132,EMP362,TL-082,A,MC-102,No,456,0,,480,451,0.92,505,3,502,29
M9946,MA1AB100000002946,WO12946,Hatch Z,TRIM-1,STN-05,2026-03-03 19:22,ENG-1486,SUP-176,EMP150,TL-095,,MC-105,Yes,470,76,F001,480,452,0.82,520,15,505,28
M9947,MA1AB100000002947,WO12947,Sedan X,GA-2, stn-05 ,2026-03-03 19:23,ENG-1159,SUP-183,EMP143,TL-085,,MC-102,Yes,425,54,F001,480,443,0.98,485,0,485,37
M9948,MA1AB100000002948,WO12948,SUV Pro,GA-2,STN-02,2026-03-03 19:25,ENG-1286,SUP-087,EMP222,TL-018,C,MC-105,No,468,0,,480,440,1.19,531,10,521,40
M9949,MA1AB100000002949,WO12949,SUV Pro,GA-2,STN-03,2026-03-03 19:26,ENG-1341,SUP-015,EMP286,TL-069,B,MC-102,No,445,0,,480,445,1.1,498,15,483,35
M9950,MA1AB100000002950,WO12950,Sedan X,GA-2,STN-03,2026-03-03 19:27,ENG-1486,SUP-052,EMP117,TL-089,B,MC-103,No,440,0,,480,480,0.87,458,8,450,0
M9951,MA1AB100000002951,WO12951,Sedan X,GA-1, stn-05 ,2026-03-03 19:28,ENG-1427,SUP-094,EMP370,TL-064,,MC-105,No,466,0,,480,461,1.02,572,15,557,19
M9952,MA1AB100000002952,WO12952,Sedan X,PAINT-1, stn-05 ,2026-03-03 19:30,ENG-1136,SUP-095,EMP339,TL-100,,MC-104,No,428,0,,480,424,1.12,499,14,485,56
M9953,MA1AB100000002953,WO12953,Hatch Z,PAINT-1,STN-04,2026-03-03 19:31,ENG-1169,SUP-117,EMP305,TL-076,C,MC-104,No,426,0,,480,432,1.07,477,6,471,48
M9954,MA1AB100000002954,WO12954,Hatch Z,PAINT-1,STN-02,2026-03-03 19:70,ENG-1184,SUP-062,EMP323,TL-048,,MC-102,No,477,0,,480,458,1.0,511,3,508,22
M9955,MA1AB100000002955,WO12955,SUV Pro,TRIM-1,STN-04,2026-03-03 19:33,ENG-1476,SUP-187,EMP357,TL-049,A,MC-104,No,426,0,,480,431,1.09,455,12,443,49
M9956,MA1AB100000002956,WO12956,SUV Pro,GA-2,STN-03,2026-03-03 19:35,ENG-1064,SUP-021,EMP190,TL-044,C,MC-102,No,469,0,,480,432,0.92,581,2,579,48
M9957,MA1AB100000002957,WO12957,SUV Pro,GA-1,STN-05,2026-03-03 19:36,ENG-1357,SUP-003,EMP393,TL-043,C,MC-102,No,457,0,,480,463,0.86,586,8,578,17
M9958,MA1AB100000002958,WO12958,Hatch Z,GA-1,Stn-03,2026-03-03 19:37,ENG-1174,SUP-048,EMP304,TL-077,B,MC-104,No,450,0,,480,459,1.07,519,10,509,21
M9959,MA1AB100000002959,WO12959,SUV Pro,PAINT-1,STN-05,2026-03-03 19:38,ENG-1195,SUP-102,EMP254,TL-058,B,MC-104,No,474,0,,480,439,1.01,453,4,449,41
M9960,MA1AB100000002960,WO12960,Sedan X,GA-2,STN-01,2026-03-03 19:40,ENG-1232,SUP-071,EMP169,TL-031,C,MC-101,Yes,430,34,F004,480,479,1.09,470,2,468,1
M9961,MA1AB100000002961,WO12961,Hatch Z,GA-1,STN-03,2026-03-03 19:41,ENG-1092,SUP-099,EMP162,TL-037,A,MC-105,Yes,460,26,F002,480,457,1.13,572,6,566,23
M9962,MA1AB100000002962,WO12962,Hatch Z,PAINT-1, stn-05 ,2026-03-03 19:42,ENG-1278,SUP-150,EMP200,TL-032,B,MC-102,No,471,0,,480,447,1.1,459,11,448,33
M9963,MA1AB100000002963,WO12963,SUV Pro,GA-1,STN-03,2026-03-03 19:43,ENG-1397,SUP-082,EMP258,TL-028,A,MC-104,No,429,0,,480,459,0.97,581,9,572,21
M9964,MA1AB100000002964,WO12964,SUV Pro,TRIM-1,STN-02,2026-03-03 19:45,ENG-1336,SUP-198,EMP334,TL-029,A,MC-105,No,430,0,,480,450,0.9,552,8,544,30
M9965,MA1AB100000002965,WO12965,Hatch Z,GA-1,STN-01,2026-03-03 19:46,ENG-1273,SUP-166,EMP162,TL-064,C,MC-104,No,452,0,,480,443,1.19,478,14,464,37
M9966,MA1AB100000002966,WO12966,Sedan X,GA-2,STN-01,2026-03-03 19:47,ENG-1040,SUP-095,EMP381,TL-058,A,MC-104,No,466,0,,480,421,0.95,560,6,554,59
M9967,MA1AB100000002967,WO12967,Hatch Z,PAINT-1,STN-03,2026-03-03 19:48,ENG-1080,SUP-054,EMP285,TL-085,C,MC-101,No,453,0,,480,451,1.17,553,0,553,29
M9968,MA1AB100000002968,WO12968,Hatch Z,GA-2,STN-04,2026-03-03 19:50,ENG-1455,SUP-130,EMP335,TL-034,C,MC-102,No,441,0,,480,421,0.94,550,6,544,59
M9969,MA1AB100000002969,WO12969,Hatch Z,TRIM-1,STN-01,2026-03-03 19:51,ENG-1057,SUP-128,EMP199,TL-083,B,MC-102,No,428,0,,480,479,1.09,599,11,588,1
M9970,MA1AB100000002970,WO12970,Hatch Z,GA-1, stn-05 ,2026-03-03 19:52,ENG-1270,SUP-106,EMP274,TL-095,B,MC-103,No,443,0,,480,426,0.95,539,0,539,54
M9971,MA1AB100000002971,WO12971,Sedan X,TRIM-1,STN-04,2026-03-03 19:53,ENG-1231,SUP-034,EMP395,TL-056,,MC-101,No,480,0,,480,462,1.07,573,13,560,18
M9972,MA1AB100000002972,WO12972,Hatch Z,PAINT-1,STN-04,2026-03-03 19:55,ENG-1096,SUP-050,EMP339,TL-001,A,MC-105,No,477,0,,480,460,1.07,545,5,540,20
M9973,MA1AB100000002973,WO12973,SUV Pro,GA-1, stn-05 ,2026-03-03 19:56,ENG-1423,SUP-012,EMP282,TL-020,,MC-101,No,463,0,,480,456,1.07,531,8,523,24
M9974,MA1AB100000002974,WO12974,Hatch Z,GA-1,STN-01,2026-03-03 19:57,ENG-1474,SUP-095,EMP266,TL-084,A,MC-105,No,433,0,,480,462,0.82,569,14,555,18
M9975,MA1AB100000002975,WO12975,Sedan X,GA-1,STN-02,2026-03-03 19:58,ENG-1247,SUP-175,EMP191,TL-094,B,MC-102,No,458,0,,480,459,1.03,515,6,509,21
M9976,MA1AB100000002976,WO12976,Sedan X,PAINT-1,STN-02,2026-03-03 20:00,ENG-1163,SUP-119,EMP199,TL-016,,MC-103,Yes,429,87,F004,480,480,1.17,581,2,579,0
M9977,MA1AB100000002977,WO12977,Sedan X,PAINT-1,STN-02,2026-03-03 20:01,ENG-1495,SUP-147,EMP163,TL-099,B,MC-103,No,420,0,,480,474,1.01,487,5,482,6
M9978,MA1AB100000002978,WO12978,SUV Pro,GA-1,STN-04,2026-03-03 20:02,ENG-1084,SUP-009,EMP201,TL-016,B,MC-102,No,475,0,,480,447,0.95,593,6,587,33
M9979,MA1AB100000002979,WO12979,SUV Pro,PAINT-1,STN-03,2026-03-03 20:03,ENG-1363,SUP-040,EMP365,TL-100,,MC-104,No,475,0,,480,472,0.84,491,3,488,8
M9980,MA1AB100000002980,WO12980,Sedan X,GA-1,STN-05,2026-03-03 20:05,ENG-1330,SUP-048,EMP394,TL-093,,MC-101,No,470,0,,480,465,0.8,480,2,478,15
M9981,MA1AB100000002981,WO12981,Sedan X,PAINT-1,STN-02,2026-03-03 20:06,ENG-1368,SUP-096,EMP280,TL-085,B,MC-103,No,451,0,,480,457,0.8,558,8,550,23
M9982,MA1AB100000002982,WO12982,Sedan X,GA-2,STN-02,2026-03-03 20:07,ENG-1077,SUP-164,EMP326,TL-030,B,MC-104,No,440,0,,480,441,0.87,484,1,483,39
M9983,MA1AB100000002983,WO12983,Hatch Z,GA-2,STN-01,2026-03-03 20:08,ENG-1147,SUP-094,EMP342,TL-089,B,MC-105,No,438,0,,480,441,0.84,467,0,467,39
M9984,MA1AB100000002984,WO12984,SUV Pro,GA-2,STN-02,2026-03-03 20:10,ENG-1116,SUP-109,EMP318,TL-012,C,MC-103,No,437,0,,480,424,0.95,501,14,487,56
M9985,MA1AB100000002985,WO12985,Sedan X,TRIM-1,STN-04,2026-03-03 20:11,ENG-1046,SUP-013,EMP382,TL-059,A,MC-105,No,442,0,,480,461,1.0,551,3,548,19
M9986,MA1AB100000002986,WO12986,Hatch Z,GA-2,STN-04,2026-03-03 20:12,ENG-1310,SUP-128,EMP161,TL-098,B,MC-104,No,431,0,,480,446,0.96,556,4,552,34
M9987,MA1AB100000002987,WO12987,Sedan X,TRIM-1,STN-01,2026-03-03 20:13,ENG-1050,SUP-004,EMP351,TL-016,B,MC-105,No,449,0,,480,432,0.98,596,2,594,48
M9988,MA1AB100000002988,WO12988,SUV Pro,GA-1,STN-03,2026-03-03 20:15,ENG-1330,SUP-142,EMP213,TL-072,B,MC-104,No,450,0,,480,464,1.04,522,2,520,16
M9989,MA1AB100000002989,WO12989,Hatch Z,GA-1,Stn-03,2026-03-03 20:16,ENG-1252,SUP-171,EMP322,TL-091,C,MC-105,No,468,0,,480,452,1.01,579,7,572,28
M9990,MA1AB100000002990,WO12990,Hatch Z,PAINT-1,Stn-03,2026-03-03 20:17,ENG-1206,SUP-123,EMP202,TL-042,,MC-101,No,461,0,,480,471,0.91,562,6,556,9
M9991,MA1AB100000002991,WO12991,SUV Pro,GA-2,STN-02,2026-03-03 20:18,ENG-1107,SUP-056,EMP178,TL-019,B,MC-103,No,480,0,,480,451,0.99,462,1,461,29
M9992,MA1AB100000002992,WO12992,Hatch Z,GA-1, stn-05 ,2026-03-03 20:20,ENG-1054,SUP-194,EMP249,TL-033,B,MC-103,No,456,0,,480,480,0.87,532,12,520,0
M9993,MA1AB100000002993,WO12993,SUV Pro,GA-2, stn-05 ,2026-03-03 20:21,ENG-1417,SUP-171,EMP194,TL-023,C,MC-104,No,443,0,,480,473,1.06,496,9,487,7
M9994,MA1AB100000002994,WO12994,SUV Pro,GA-1,STN-04,2026-03-03 20:22,ENG-1093,SUP-159,EMP272,TL-028,C,MC-105,No,445,0,,480,473,1.2,595,5,590,7
M9995,MA1AB100000002995,WO12995,Hatch Z,GA-1,STN-04,2026-03-03 20:23,ENG-1124,SUP-163,EMP345,TL-032,A,MC-102,No,459,0,,480,458,1.06,500,15,485,22
M9996,MA1AB100000002996,WO12996,Hatch Z,GA-1,STN-05,2026-03-03 20:25,ENG-1028,SUP-070,EMP303,TL-088,,MC-103,No,428,0,,480,456,0.83,600,12,588,24
M9997,XX1 2 3 4,WO12997,SUV Pro,GA-1,Stn-03,2026-03-03 20:26,ENG-1120,SUP-002,EMP348,TL-086,C,MC-105,No,452,0,,480,462,1.17,535,10,525,18
M9998,MA1AB100000002998,WO12998,Sedan X,PAINT-1,Stn-03,2026-03-03 20:27,ENG-1062,SUP-168,EMP387,TL-042,B,MC-105,No,480,0,,480,455,0.86,546,15,531,25
M9999,MA1AB100000002999,WO12999,Sedan X,GA-1,STN-02,2026-03-03 20:28,ENG-1396,SUP-099,EMP189,TL-052,A,MC-101,No,425,0,,480,480,0.89,519,13,506,0
M10000,MA1AB100000003000,WO13000,Hatch Z,PAINT-1, stn-05 ,2026-03-03 20:30,ENG-1204,SUP-059,EMP392,TL-093,,MC-102,No,452,0,,480,452,0.91,567,9,558,28
M10001,MA1AB100000003001,WO13001,Hatch Z,PAINT-1,STN-04,2026-03-03 20:31,ENG-1032,SUP-081,EMP241,TL-061,A,MC-103,No,476,0,,480,474,1.14,488,2,486,6
M10002,MA1AB100000003002,WO13002,SUV Pro,PAINT-1,STN-03,2026-03-03 20:32,ENG-1291,SUP-019,EMP189,TL-081,A,MC-101,No,463,0,,480,450,1.16,588,5,583,30
M10003,MA1AB100000003003,WO13003,SUV Pro,GA-1,STN-04,2026-03-03 20:33,ENG-1368,SUP-069,EMP136,TL-010,C,MC-102,Yes,461,22,F002,480,458,0.82,551,15,536,22
M10004,MA1AB100000003004,WO13004,SUV Pro,TRIM-1,STN-03,2026-03-03 20:35,ENG-1008,SUP-146,EMP146,TL-074,,MC-103,No,455,0,,480,463,1.04,512,11,501,17
M10005,MA1AB100000003005,WO13005,Hatch Z,GA-2,STN-05,2026-03-03 20:36,ENG-1164,SUP-116,EMP380,TL-064,C,MC-101,Yes,474,28,F003,480,467,0.8,488,8,480,13
M10006,MA1AB100000003006,WO13006,Sedan X,GA-1,STN-04,2026-03-03 20:37,ENG-1411,SUP-001,EMP170,TL-003,C,MC-102,No,456,0,,480,456,1.08,537,5,532,24
M10007,MA1AB100000003007,WO13007,Sedan X,TRIM-1,STN-02,2026-03-03 20:38,ENG-1341,SUP-004,EMP136,TL-080,,MC-103,No,424,0,,480,477,0.81,598,13,585,3
M10008,MA1AB100000003008,WO13008,Sedan X,GA-2, stn-05 ,2026-03-03 20:40,ENG-1338,SUP-023,EMP176,TL-040,A,MC-102,No,475,0,,480,474,1.16,502,3,499,6
M10009,MA1AB100000003009,WO13009,Sedan X,GA-2,Stn-03,2026-03-03 20:41,ENG-1366,SUP-111,EMP306,TL-060,,MC-105,No,425,0,,480,469,0.98,512,14,498,11
M10010,MA1AB100000003010,WO13010,SUV Pro,GA-1,STN-05,2026-03-03 20:42,ENG-1488,SUP-134,EMP342,TL-028,A,MC-104,No,449,0,,480,448,0.88,546,15,531,32
M10011,MA1AB100000003011,WO13011,Sedan X,TRIM-1,STN-04,2026-03-03 20:43,ENG-1457,SUP-124,EMP218,TL-011,B,MC-104,No,477,0,,480,458,0.95,450,7,443,22
M10012,MA1AB100000003012,WO13012,Sedan X,TRIM-1, stn-05 ,2026-03-03 20:45,ENG-1199,SUP-173,EMP114,TL-059,C,MC-105,No,426,0,,480,450,0.86,572,11,561,30
M10013,MA1AB100000003013,WO13013,Hatch Z,TRIM-1, stn-05 ,2026-03-03 20:46,ENG-1278,SUP-108,EMP280,TL-031,B,MC-102,No,466,0,,480,430,0.94,523,9,514,50
M10014,MA1AB100000003014,WO13014,Hatch Z,PAINT-1,STN-02,2026-03-03 20:47,ENG-1059,SUP-155,EMP146,TL-081,,MC-105,No,479,0,,480,473,1.05,484,13,471,7
M10015,MA1AB100000003015,WO13015,SUV Pro,PAINT-1,STN-02,2026-03-03 20:48,ENG-1015,SUP-132,EMP396,TL-082,C,MC-104,No,447,0,,480,437,0.84,595,3,592,43
M10016,MA1AB100000003016,WO13016,Sedan X,GA-2,STN-01,2026-03-03 20:50,ENG-1074,SUP-012,EMP181,TL-016,A,MC-104,No,441,0,,480,463,1.12,505,2,503,17
M10017,MA1AB100000003017,WO13017,SUV Pro,GA-1,Stn-03,2026-03-03 20:51,ENG-1178,SUP-125,EMP293,TL-035,C,MC-102,Yes,441,77,F002,480,472,1.05,537,2,535,8
M10018,MA1AB100000003018,WO13018,Hatch Z,TRIM-1,Stn-03,2026-03-03 20:52,ENG-1471,SUP-073,EMP345,TL-001,A,MC-104,No,450,0,,480,453,0.94,537,11,526,27
M10019,MA1AB100000003019,WO13019,Sedan X,GA-2,STN-04,2026-03-03 20:53,ENG-1495,SUP-144,EMP337,TL-051,C,MC-105,No,449,0,,480,439,0.97,516,9,507,41
M10020,MA1AB100000003020,WO13020,SUV Pro,TRIM-1,STN-04,2026-03-03 20:55,ENG-1205,SUP-077,EMP393,TL-058,,MC-102,Yes,429,75,F002,480,456,1.09,462,15,447,24
M10021,MA1AB100000003021,WO13021,SUV Pro,GA-1,STN-04,2026-03-03 20:56,ENG-1417,SUP-052,EMP297,TL-045,,MC-105,No,440,0,,480,468,0.87,456,6,450,12
M10022,MA1AB100000003022,WO13022,Hatch Z,GA-1,STN-03,2026-03-03 20:57,ENG-1439,SUP-085,EMP116,TL-003,,MC-102,No,458,0,,480,471,1.0,578,6,572,9
M10023,MA1AB100000003023,WO13023,Sedan X,PAINT-1,STN-03,2026-03-03 20:58,ENG-1357,SUP-057,EMP340,TL-026,A,MC-104,No,423,0,,480,445,0.99,468,12,456,35
M10024,MA1AB100000003024,WO13024,Hatch Z,TRIM-1,STN-03,2026-03-03 21:00,ENG-1289,SUP-110,EMP195,TL-060,,MC-103,No,443,0,,480,458,1.15,511,9,502,22
M10025,MA1AB100000003025,WO13025,Sedan X,GA-1, stn-05 ,2026-03-03 21:01,ENG-1289,SUP-167,EMP283,TL-018,,MC-102,No,450,0,,480,454,0.83,553,12,541,26
M10026,MA1AB100000003026,WO13026,Sedan X,PAINT-1,STN-02,2026-03-03 21:02,ENG-1025,SUP-178,EMP289,TL-076,,MC-102,No,433,0,,480,436,0.89,597,8,589,44
M10027,MA1AB100000003027,WO13027,Hatch Z,GA-1,STN-02,2026-03-03 21:03,ENG-1188,SUP-090,EMP156,TL-021,B,MC-103,No,480,0,,480,436,1.04,497,5,492,44
M10028,MA1AB100000003028,WO13028,SUV Pro,TRIM-1, stn-05 ,2026-03-03 21:05,ENG-1105,SUP-110,EMP253,TL-031,A,MC-104,No,447,0,,480,439,0.86,582,6,576,41
M10029,MA1AB100000003029,WO13029,SUV Pro,PAINT-1,STN-05,2026-03-03 21:06,ENG-1317,SUP-144,EMP391,TL-098,C,MC-105,No,460,0,,480,420,0.9,593,14,579,60
M10030,MA1AB100000003030,WO13030,Hatch Z,TRIM-1,STN-03,2026-03-03 21:07,ENG-1472,SUP-073,EMP311,TL-085,,MC-101,No,429,0,,480,458,0.9,459,1,458,22
M10031,MA1AB100000003031,WO13031,Sedan X,PAINT-1,STN-03,2026-03-03 21:08,ENG-1385,SUP-068,EMP249,TL-096,B,MC-103,Yes,445,25,F003,480,468,1.14,585,13,572,12
M10032,MA1AB100000003032,WO13032,SUV Pro,PAINT-1,Stn-03,2026-03-03 21:10,ENG-1037,SUP-079,EMP162,TL-051,B,MC-101,No,448,0,,480,422,0.94,500,11,489,58
M10033,MA1AB100000003033,WO13033,Hatch Z,GA-2,Stn-03,2026-03-03 21:11,ENG-1361,SUP-067,EMP241,TL-075,,MC-104,No,453,0,,480,470,1.01,512,6,506,10
M10034,MA1AB100000003034,WO13034,SUV Pro,GA-2,STN-05,2026-03-03 21:12,ENG-1451,SUP-070,EMP309,TL-034,A,MC-102,No,477,0,,480,449,1.03,511,7,504,31
M10035,MA1AB100000003035,WO13035,Hatch Z,GA-2,STN-02,2026-03-03 21:13,ENG-1114,SUP-013,EMP268,TL-065,,MC-102,No,473,0,,480,449,0.88,579,11,568,31
M10036,MA1AB100000003036,WO13036,Sedan X,TRIM-1, stn-05 ,2026-03-03 21:15,ENG-1478,SUP-056,EMP394,TL-086,C,MC-104,Yes,477,69,F003,480,477,0.81,537,10,527,3
M10037,MA1AB100000003037,WO13037,Sedan X,GA-2,STN-02,2026-03-03 21:16,ENG-1053,SUP-003,EMP392,TL-058,B,MC-105,No,439,0,,480,442,0.84,561,10,551,38
M10038,MA1AB100000003038,WO13038,Sedan X,GA-2,STN-01,2026-03-03 21:17,ENG-1440,SUP-123,EMP122,TL-062,C,MC-105,No,442,0,,480,434,0.96,532,12,520,46
M10039,MA1AB100000003039,WO13039,SUV Pro,PAINT-1,STN-02,2026-03-03 21:18,ENG-1146,SUP-162,EMP311,TL-048,C,MC-104,No,450,0,,480,452,1.14,463,12,451,28
M10040,MA1AB100000003040,WO13040,SUV Pro,GA-2,Stn-03,2026-03-03 21:20,ENG-1398,SUP-033,EMP119,TL-032,A,MC-104,No,464,0,,480,448,1.12,451,7,444,32
M10041,MA1AB100000003041,WO13041,Sedan X,PAINT-1,STN-03,2026-03-03 21:21,ENG-1290,SUP-111,EMP255,TL-049,A,MC-104,No,464,0,,480,433,1.0,593,5,588,47
M10042,MA1AB100000003042,WO13042,Sedan X,GA-2,STN-05,2026-03-03 21:22,ENG-1027,SUP-008,EMP172,TL-095,C,MC-104,No,478,0,,480,464,0.89,562,1,561,16
M10043,MA1AB100000003043,WO13043,Sedan X,GA-2,Stn-03,2026-03-03 21:23,ENG-1058,SUP-053,EMP336,TL-043,,MC-104,No,444,0,,480,450,0.82,536,14,522,30
M10044,MA1AB100000003044,WO13044,SUV Pro,TRIM-1,STN-02,2026-03-03 21:25,ENG-1169,SUP-150,EMP272,TL-081,,MC-104,No,455,0,,480,479,0.87,534,0,534,1
M10045,MA1AB100000003045,WO13045,Sedan X,TRIM-1,Stn-03,2026-03-03 21:26, eng-1001 ,SUP-021,EMP393,TL-079,B,MC-102,No,458,0,,480,441,1.12,491,11,480,39
M10046,MA1AB100000003046,WO13046,Sedan X,PAINT-1, stn-05 ,2026-03-03 21:27,ENG-1184,SUP-142,EMP252,TL-025,C,MC-101,No,466,0,,480,464,1.07,507,1,506,16
M10047,MA1AB100000003047,WO13047,Hatch Z,PAINT-1,STN-04,2026-03-03 21:28,ENG-1198,SUP-057,EMP143,TL-010,B,MC-105,No,459,0,,480,460,0.97,577,2,575,20
M10048,MA1AB100000003048,WO13048,Hatch Z,PAINT-1,STN-01,2026-03-03 21:30,ENG-1453,SUP-053,EMP251,TL-024,B,MC-101,No,462,0,,480,429,1.02,451,0,451,51
