Supplier_Code,Supplier_Name,Part_Number,VIN,Claim_ID,Failure_Code,Warranty_Cost,Claim_Status
SUP-176,Auto Supplier 176,ENG-1415,MA1AB100000002668,,,,
SUP-185,Auto Supplier 185,ENG-1378,MA1AB100000002669,,,,
SUP-101,Auto Supplier 101,ENG-1273,MA1AB100000002670,,,,
SUP-061,Auto Supplier 61,ENG-1154,MA1AB100000002671,,,,
SUP-018,Auto Supplier 18,ENG-1235,MA1AB100000002672,,,,
SUP-039,Auto Supplier 39,ENG-1398,MA1AB100000002673,,,,
SUP-051,Auto Supplier 51,ENG-1155,MA1AB100000002674,,,,
SUP-107,Auto Supplier 107,ENG-1295,MA1AB100000002675,,,,
SUP-030,Auto Supplier 30,ENG-1311,MA1AB100000002676,,,,
SUP-030,Auto Supplier 30,ENG-1077,MA1AB100000002677,,,,
SUP-193,Auto Supplier 193,ENG-1238,MA1AB100000002678,,,,
SUP-098,Auto Supplier 98,ENG-1057,MA1AB100000002679,,,,
SUP-185,Auto Supplier 185,ENG-1316,MA1AB100000002680,,,,
SUP-136,Auto Supplier 136,ENG-1380,MA1AB100000002681,,,,
SUP-147,Auto Supplier 147,ENG-1150,MA1AB100000002682,,,,
SUP-170,Auto Supplier 170,ENG-1006,MA1AB100000002683,,,,
SUP-073,Auto Supplier 73,ENG-1391,MA1AB100000002684,,,,
SUP-175,Auto Supplier 175,ENG-1285,MA1AB100000002685,,,,
SUP-084,Auto Supplier 84,ENG-1340,MA1AB100000002686,,,,
SUP-152,Auto Supplier 152,ENG-1430,MA1AB100000002687,,,,
SUP-017,Auto Supplier 17,ENG-1404,MA1AB100000002688,,,,
SUP-199,Auto Supplier 199,ENG-1008,MA1AB100000002689,,,,
SUP-109,Auto Supplier 109,ENG-1097,MA1AB100000002690,,,,
SUP-196,Auto Supplier 196,ENG-1157,MA1AB100000002691,,,,
SUP-040,Auto Supplier 40,ENG-1398,MA1AB100000002692,,,,
SUP-158,Auto Supplier 158,ENG-1185,MA1AB100000002693,,,,
SUP-043,Auto Supplier 43,ENG-1030,MA1AB100000002694,,,,
SUP-006,Auto Supplier 6,ENG-1302,MA1AB100000002695,,,,
SUP-028,Auto Supplier 28,ENG-1332,MA1AB100000002696,,,,
SUP-182,Auto Supplier 182,ENG-1359,MA1AB100000002697,,,,
SUP-093,Auto Supplier 93,ENG-1315,MA1AB100000002698,,,,
SUP-160,Auto Supplier 160,ENG-1157,MA1AB100000002699,,,,
SUP-109,Auto Supplier 109,ENG-1145,MA1AB100000002700,,,,
SUP-065,Auto Supplier 65,ENG-1428,MA1AB100000002701,,,,
SUP-197,Auto Supplier 197,ENG-1030,MA1AB100000002702,,,,
SUP-189,Auto Supplier 189,ENG-1412,MA1AB100000002703,,,,
SUP-196,Auto Supplier 196,ENG-1141,MA1AB100000002704,,,,
SUP-133,Auto Supplier 133,ENG-1006,MA1AB100000002705,,,,
SUP-008,Auto Supplier 8,ENG-1303,MA1AB100000002706,,,,
SUP-011,Auto Supplier 11,ENG-1260,MA1AB100000002707,,,,
SUP-059,Auto Supplier 59,ENG-1364,MA1AB100000002708,,,,
SUP-071,Auto Supplier 71,ENG-1488,MA1AB100000002709,,,,
SUP-051,Auto Supplier 51,ENG-1360,MA1AB100000002710,,,,
SUP-136,Auto Supplier 136,ENG-1440,MA1AB100000002711,,,,
SUP-128,Auto Supplier 128,ENG-1129,MA1AB100000002712,,,,
SUP-172,Auto Supplier 172,ENG-1101,MA1AB100000002713,,,,
SUP-112,Auto Supplier 112,ENG-1429,MA1AB100000002714,,,,
SUP-135,Auto Supplier 135,ENG-1032,MA1AB100000002715,,,,
SUP-104,Auto Supplier 104,ENG-1136,MA1AB100000002716,,,,
SUP-007,Auto Supplier 7,ENG-1301,MA1AB100000002717,,,,
SUP-032,Auto Supplier 32,ENG-1239,MA1AB100000002718,,,,
SUP-140,Auto Supplier 140,ENG-1120,MA1AB100000002719,,,,
SUP-171,Auto Supplier 171,ENG-1127,MA1AB100000002720,,,,
SUP-129,Auto Supplier 129,ENG-1311,MA1AB100000002721,,,,
SUP-156,Auto Supplier 156,ENG-1401,MA1AB100000002722,,,,
SUP-152,Auto Supplier 152,ENG-1237,MA1AB100000002723,,,,
SUP-192,Auto Supplier 192,ENG-1284,MA1AB100000002724,,,,
SUP-125,Auto Supplier 125,ENG-1110,MA1AB100000002725,,,,
SUP-045,Auto Supplier 45,ENG-1119,MA1AB100000002726,,,,
SUP-030,Auto Supplier 30,ENG-1291,MA1AB100000002727,,,,
SUP-111,Auto Supplier 111,ENG-1452,MA1AB100000002728,,,,
SUP-139,Auto Supplier 139,ENG-1235,MA1AB100000002729,,,,
SUP-170,Auto Supplier 170,ENG-1081,MA1AB100000002730,,,,
SUP-176,Auto Supplier 176,ENG-1189,MA1AB100000002731,,,,
SUP-114,Auto Supplier 114,ENG-1499,MA1AB100000002732,,,,
SUP-019,Auto Supplier 19,ENG-1420,MA1AB100000002733,,,,
SUP-031,Auto Supplier 31,ENG-1388,MA1AB100000002734,,,,
SUP-113,Auto Supplier 113,ENG-1191,MA1AB100000002735,,,,
SUP-012,Auto Supplier 12,ENG-1276,MA1AB100000002736,,,,
SUP-047,Auto Supplier 47,ENG-1431,MA1AB100000002737,,,,
SUP-166,Auto Supplier 166,ENG-1391,MA1AB100000002738,,,,
SUP-154,Auto Supplier 154,ENG-1084,MA1AB100000002739,,,,
SUP-172,Auto Supplier 172,ENG-1482,MA1AB100000002740,,,,
SUP-059,Auto Supplier 59,ENG-1181,MA1AB100000002741,,,,
SUP-110,Auto Supplier 110,ENG-1181,MA1AB100000002742,,,,
SUP-177,Auto Supplier 177,ENG-1345,MA1AB100000002743,,,,
SUP-200,Auto Supplier 200,ENG-1054,MA1AB100000002744,,,,
SUP-155,Auto Supplier 155,ENG-1023,MA1AB100000002745,,,,
SUP-064,Auto Supplier 64,ENG-1279,MA1AB100000002746,,,,
SUP-080,Auto Supplier 80,ENG-1261,MA1AB100000002747,,,,
SUP-027,Auto Supplier 27,ENG-1173,MA1AB100000002748,,,,
SUP-105,Auto Supplier 105,ENG-1322,MA1AB100000002749,,,,
SUP-103,Auto Supplier 103,ENG-1273,MA1AB100000002750,,,,
SUP-067,Auto Supplier 67,ENG-1070,MA1AB100000002751,,,,
SUP-018,Auto Supplier 18,ENG-1294,MA1AB100000002752,,,,
SUP-029,Auto Supplier 29,ENG-1109,MA1AB100000002753,,,,
SUP-055,Auto Supplier 55,ENG-1119,MA1AB100000002754,,,,
SUP-064,Auto Supplier 64, eng-1001 ,MA1AB100000002755,,,,
SUP-200,Auto Supplier 200,ENG-1170,MA1AB100000002756,,,,
SUP-068,Auto Supplier 68,ENG-1074,MA1AB100000002757,,,,
SUP-050,Auto Supplier 50,ENG-1016,MA1AB100000002758,,,,
SUP-017,Auto Supplier 17,ENG-1432,MA1AB100000002759,,,,
SUP-033,Auto Supplier 33,ENG-1264,MA1AB100000002760,,,,
SUP-119,Auto Supplier 119,ENG-1205,MA1AB100000002761,,,,
SUP-106,Auto Supplier 106,ENG-1138,MA1AB100000002762,,,,
SUP-097,Auto Supplier 97,ENG-1320,MA1AB100000002763,,,,
SUP-149,Auto Supplier 149,ENG-1499,MA1AB100000002764,,,,
SUP-177,Auto Supplier 177,ENG-1159,MA1AB100000002765,,,,
SUP-169,Auto Supplier 169,ENG-1411,MA1AB100000002766,,,,
SUP-174,Auto Supplier 174,ENG-1306,MA1AB100000002767,,,,
SUP-098,Auto Supplier 98,ENG-1475,MA1AB100000002768,,,,
SUP-175,Auto Supplier 175,ENG-1216,MA1AB100000002769,,,,
SUP-106,Auto Supplier 106,ENG-1127,MA1AB100000002770,,,,
SUP-098,Auto Supplier 98,ENG-1028,MA1AB100000002771,,,,
SUP-077,Auto Supplier 77,ENG-1069,MA1AB100000002772,,,,
SUP-097,Auto Supplier 97,ENG-1471,MA1AB100000002773,,,,
SUP-106,Auto Supplier 106,ENG-1254,MA1AB100000002774,,,,
SUP-080,Auto Supplier 80,ENG-1419,MA1AB100000002775,,,,
SUP-008,Auto Supplier 8,ENG-1275,MA1AB100000002776,,,,
SUP-130,Auto Supplier 130,ENG-1400,MA1AB100000002777,,,,
SUP-104,Auto Supplier 104,ENG-1409,MA1AB100000002778,,,,
SUP-087,Auto Supplier 87,ENG-1214,MA1AB100000002779,,,,
SUP-089,Auto Supplier 89,ENG-1311,MA1AB100000002780,,,,
SUP-048,Auto Supplier 48,ENG-1438,MA1AB100000002781,,,,
SUP-116,Auto Supplier 116,ENG-1408,MA1AB100000002782,,,,
SUP-081,Auto Supplier 81,ENG-1391,MA1AB100000002783,,,,
SUP-182,Auto Supplier 182,ENG-1143,MA1AB100000002784,,,,
SUP-133,Auto Supplier 133,ENG-1408,MA1AB100000002785,,,,
SUP-151,Auto Supplier 151,ENG-1242,MA1AB100000002786,,,,
SUP-051,Auto Supplier 51,ENG-1065,MA1AB100000002787,,,,
SUP-115,Auto Supplier 115,ENG-1139,MA1AB100000002788,,,,
SUP-109,Auto Supplier 109,ENG-1415,MA1AB100000002789,,,,
SUP-065,Auto Supplier 65,ENG-1270,MA1AB100000002790,,,,
SUP-179,Auto Supplier 179,ENG-1177,MA1AB100000002791,,,,
SUP-044,Auto Supplier 44,ENG-1325,MA1AB100000002792,,,,
SUP-143,Auto Supplier 143,ENG-1343,MA1AB100000002793,,,,
SUP-069,Auto Supplier 69,ENG-1385,MA1AB100000002794,,,,
SUP-074,Auto Supplier 74,ENG-1188,MA1AB100000002795,,,,
SUP-050,Auto Supplier 50,ENG-1071,MA1AB100000002796,,,,
SUP-159,Auto Supplier 159,ENG-1481,MA1AB100000002797,,,,
SUP-076,Auto Supplier 76,ENG-1340,MA1AB100000002798,,,,
SUP-143,Auto Supplier 143,ENG-1426,MA1AB100000002799,,,,
SUP-004,Auto Supplier 4,ENG-1365,MA1AB100000002800,,,,
SUP-011,Auto Supplier 11,ENG-1423,MA1AB100000002801,,,,
SUP-059,Auto Supplier 59,ENG-1405,MA1AB100000002802,,,,
SUP-059,Auto Supplier 59,ENG-1434,MA1AB100000002803,,,,
SUP-184,Auto Supplier 184,ENG-1035,MA1AB100000002804,,,,
SUP-018,Auto Supplier 18,ENG-1463,MA1AB100000002805,,,,
SUP-172,Auto Supplier 172,ENG-1469,MA1AB100000002806,,,,
SUP-054,Auto Supplier 54,ENG-1272,MA1AB100000002807,,,,
SUP-142,Auto Supplier 142,ENG-1360,MA1AB100000002808,,,,
SUP-117,Auto Supplier 117,ENG-1274,MA1AB100000002809,,,,
SUP-146,Auto Supplier 146,ENG-1318,MA1AB100000002810,,,,
SUP-124,Auto Supplier 124,ENG-1161,MA1AB100000002811,,,,
SUP-116,Auto Supplier 116,ENG-1429,MA1AB100000002812,,,,
SUP-187,Auto Supplier 187,ENG-1045,MA1AB100000002813,,,,
SUP-034,Auto Supplier 34,ENG-1137,MA1AB100000002814,,,,
SUP-061,Auto Supplier 61,ENG-1266,MA1AB100000002815,,,,
SUP-141,Auto Supplier 141,ENG-1337,MA1AB100000002816,,,,
SUP-132,Auto Supplier 132,ENG-1264,MA1AB100000002817,,,,
SUP-030,Auto Supplier 30,ENG-1022,MA1AB100000002818,,,,
SUP-178,Auto Supplier 178,ENG-1032,MA1AB100000002819,,,,
SUP-008,Auto Supplier 8,ENG-1023,MA1AB100000002820,,,,
SUP-141,Auto Supplier 141,ENG-1005,MA1AB100000002821,,,,
SUP-074,Auto Supplier 74,ENG-1047,MA1AB100000002822,,,,
SUP-063,Auto Supplier 63,ENG-1332,MA1AB100000002823,,,,
SUP-193,Auto Supplier 193,ENG-1400,MA1AB100000002824,,,,
SUP-151,Auto Supplier 151,ENG-1209,MA1AB100000002825,,,,
SUP-198,Auto Supplier 198,ENG-1375,MA1AB100000002826,,,,
SUP-072,Auto Supplier 72,ENG-1418,MA1AB100000002827,,,,
SUP-177,Auto Supplier 177,ENG-1010,MA1AB100000002828,,,,
SUP-024,Auto Supplier 24,ENG-1137,MA1AB100000002829,,,,
SUP-182,Auto Supplier 182,ENG-1044,MA1AB100000002830,,,,
SUP-139,Auto Supplier 139,ENG-1228,MA1AB100000002831,,,,
SUP-121,Auto Supplier 121,ENG-1316,MA1AB100000002832,,,,
SUP-141,Auto Supplier 141,ENG-1214,MA1AB100000002833,,,,
SUP-156,Auto Supplier 156,ENG-1198,MA1AB100000002834,,,,
SUP-143,Auto Supplier 143,ENG-1221,MA1AB100000002835,,,,
SUP-019,Auto Supplier 19,ENG-1314,MA1AB100000002836,,,,
SUP-117,Auto Supplier 117,ENG-1185,MA1AB100000002837,,,,
SUP-061,Auto Supplier 61,ENG-1304,MA1AB100000002838,,,,
SUP-092,Auto Supplier 92,ENG-1391,MA1AB100000002839,,,,
SUP-142,Auto Supplier 142,ENG-1040,MA1AB100000002840,,,,
SUP-093,Auto Supplier 93,ENG-1236,MA1AB100000002841,,,,
SUP-075,Auto Supplier 75,ENG-1233,MA1AB100000002842,,,,
SUP-048,Auto Supplier 48,ENG-1308,MA1AB100000002843,,,,
SUP-152,Auto Supplier 152,ENG-1364,MA1AB100000002844,,,,
SUP-155,Auto Supplier 155,ENG-1072,MA1AB100000002845,,,,
SUP-068,Auto Supplier 68,ENG-1362,MA1AB100000002846,,,,
SUP-096,Auto Supplier 96,ENG-1150,MA1AB100000002847,,,,
SUP-148,Auto Supplier 148,ENG-1432,MA1AB100000002848,,,,
SUP-005,Auto Supplier 5,ENG-1294,MA1AB100000002849,,,,
SUP-014,Auto Supplier 14,ENG-1140,MA1AB100000002850,,,,
SUP-121,Auto Supplier 121,ENG-1442,MA1AB100000002851,,,,
SUP-072,Auto Supplier 72,ENG-1453,MA1AB100000002852,,,,
SUP-068,Auto Supplier 68,ENG-1352,MA1AB100000002853,,,,
SUP-139,Auto Supplier 139,ENG-1199,MA1AB100000002854,,,,
SUP-144,Auto Supplier 144,ENG-1179,MA1AB100000002855,,,,
SUP-046,Auto Supplier 46,ENG-1312,MA1AB100000002856,,,,
SUP-192,Auto Supplier 192,ENG-1041,MA1AB100000002857,,,,
SUP-146,Auto Supplier 146,ENG-1420,MA1AB100000002858,,,,
SUP-111,Auto Supplier 111,ENG-1414,MA1AB100000002859,,,,
SUP-180,Auto Supplier 180,ENG-1463,MA1AB100000002860,,,,
SUP-059,Auto Supplier 59,ENG-1150,MA1AB100000002861,,,,
SUP-106,Auto Supplier 106,ENG-1439,MA1AB100000002862,,,,
SUP-106,Auto Supplier 106,ENG-1059,MA1AB100000002863,,,,
SUP-138,Auto Supplier 138,ENG-1159,MA1AB100000002864,,,,
SUP-040,Auto Supplier 40,ENG-1023,MA1AB100000002865,,,,
SUP-076,Auto Supplier 76,ENG-1239,MA1AB100000002866,,,,
SUP-062,Auto Supplier 62,ENG-1391,MA1AB100000002867,,,,
SUP-070,Auto Supplier 70,ENG-1441,MA1AB100000002868,,,,
SUP-151,Auto Supplier 151,ENG-1099,MA1AB100000002869,,,,
SUP-046,Auto Supplier 46,ENG-1155,MA1AB100000002870,,,,
SUP-036,Auto Supplier 36,ENG-1468,MA1AB100000002871,,,,
SUP-114,Auto Supplier 114,ENG-1417,MA1AB100000002872,,,,
SUP-086,Auto Supplier 86,ENG-1317,MA1AB100000002873,,,,
SUP-047,Auto Supplier 47,ENG-1289,MA1AB100000002874,,,,
SUP-028,Auto Supplier 28,ENG-1166,MA1AB100000002875,,,,
SUP-027,Auto Supplier 27,ENG-1307,MA1AB100000002876,,,,
SUP-100,Auto Supplier 100,ENG-1259,MA1AB100000002877,,,,
SUP-181,Auto Supplier 181,ENG-1151,MA1AB100000002878,,,,
SUP-007,Auto Supplier 7,ENG-1324,MA1AB100000002879,,,,
SUP-069,Auto Supplier 69,ENG-1470,MA1AB100000002880,,,,
SUP-047,Auto Supplier 47,ENG-1069,MA1AB100000002881,,,,
SUP-107,Auto Supplier 107,ENG-1440,MA1AB100000002882,,,,
SUP-185,Auto Supplier 185,ENG-1441,MA1AB100000002883,,,,
SUP-073,Auto Supplier 73,ENG-1224,MA1AB100000002884,,,,
SUP-119,Auto Supplier 119,ENG-1066,MA1AB100000002885,,,,
,,ENG-1014,MA1AB100000002886,,,,
SUP-174,Auto Supplier 174,ENG-1147,MA1AB100000002887,,,,
SUP-090,Auto Supplier 90,ENG-1142,MA1AB100000002888,,,,
SUP-179,Auto Supplier 179,ENG-1313,MA1AB100000002889,,,,
SUP-025,Auto Supplier 25,ENG-1314,MA1AB100000002890,,,,
SUP-089,Auto Supplier 89,ENG-1183,MA1AB100000002891,,,,
SUP-019,Auto Supplier 19,ENG-1198,MA1AB100000002892,,,,
SUP-102,Auto Supplier 102,ENG-1009,MA1AB100000002893,,,,
SUP-123,Auto Supplier 123,ENG-1224,MA1AB100000002894,,,,
SUP-033,Auto Supplier 33,ENG-1348,MA1AB100000002895,,,,
SUP-179,Auto Supplier 179,ENG-1297,MA1AB100000002896,,,,
SUP-097,Auto Supplier 97,ENG-1234,MA1AB100000002897,,,,
SUP-090,Auto Supplier 90,ENG-1324,MA1AB100000002898,,,,
SUP-034,Auto Supplier 34,ENG-1130,MA1AB100000002899,,,,
SUP-066,Auto Supplier 66, eng-1001 ,MA1AB100000002900,,,,
SUP-147,Auto Supplier 147,ENG-1484,MA1AB100000002901,,,,
SUP-018,Auto Supplier 18,ENG-1048,MA1AB100000002902,,,,
SUP-108,Auto Supplier 108,ENG-1458,MA1AB100000002903,,,,
SUP-063,Auto Supplier 63,ENG-1129,MA1AB100000002904,,,,
SUP-057,Auto Supplier 57,ENG-1227,MA1AB100000002905,,,,
SUP-194,Auto Supplier 194,ENG-1171,MA1AB100000002906,,,,
SUP-152,Auto Supplier 152,ENG-1087,MA1AB100000002907,,,,
SUP-062,Auto Supplier 62,ENG-1488,MA1AB100000002908,,,,
SUP-091,Auto Supplier 91,ENG-1189,MA1AB100000002909,,,,
SUP-007,Auto Supplier 7,ENG-1455,MA1AB100000002910,,,,
SUP-042,Auto Supplier 42,ENG-1176,MA1AB100000002911,,,,
SUP-044,Auto Supplier 44,ENG-1358,MA1AB100000002912,,,,
SUP-032,Auto Supplier 32,ENG-1402,MA1AB100000002913,,,,
SUP-145,Auto Supplier 145,ENG-1187,MA1AB100000002914,,,,
SUP-096,Auto Supplier 96,ENG-1274,MA1AB100000002915,,,,
SUP-119,Auto Supplier 119,ENG-1383,MA1AB100000002916,,,,
SUP-193,Auto Supplier 193,ENG-1025,MA1AB100000002917,,,,
SUP-097,Auto Supplier 97,ENG-1280,MA1AB100000002918,,,,
SUP-080,Auto Supplier 80,ENG-1492,MA1AB100000002919,,,,
SUP-194,Auto Supplier 194,ENG-1369,MA1AB100000002920,,,,
SUP-158,Auto Supplier 158,ENG-1109,MA1AB100000002921,,,,
SUP-040,Auto Supplier 40,ENG-1339,MA1AB100000002922,,,,
SUP-168,Auto Supplier 168,ENG-1142,MA1AB100000002923,,,,
SUP-093,Auto Supplier 93,ENG-1215,MA1AB100000002924,,,,
SUP-189,Auto Supplier 189,ENG-1064,MA1AB100000002925,,,,
SUP-183,Auto Supplier 183,ENG-1141,MA1AB100000002926,,,,
SUP-033,Auto Supplier 33,ENG-1183,MA1AB100000002927,,,,
SUP-199,Auto Supplier 199,ENG-1460,MA1AB100000002928,,,,
SUP-065,Auto Supplier 65,ENG-1208,MA1AB100000002929,,,,
SUP-153,Auto Supplier 153,ENG-1366,MA1AB100000002930,,,,
SUP-150,Auto Supplier 150,ENG-1462,MA1AB100000002931,,,,
SUP-167,Auto Supplier 167,ENG-1011,MA1AB100000002932,,,,
SUP-097,Auto Supplier 97,ENG-1152,MA1AB100000002933,,,,
SUP-190,Auto Supplier 190,ENG-1126,MA1AB100000002934,,,,
SUP-039,Auto Supplier 39,ENG-1083,MA1AB100000002935,,,,
SUP-129,Auto Supplier 129,ENG-1007,MA1AB100000002936,,,,
SUP-101,Auto Supplier 101,ENG-1213,MA1AB100000002937,,,,
SUP-040,Auto Supplier 40,ENG-1201,MA1AB100000002938,,,,
SUP-149,Auto Supplier 149,ENG-1155,MA1AB100000002939,,,,
SUP-111,Auto Supplier 111,ENG-1494,MA1AB100000002940,,,,
SUP-146,Auto Supplier 146,ENG-1115,MA1AB100000002941,,,,
SUP-049,Auto Supplier 49,ENG-1232,MA1AB100000002942,,,,
SUP-023,Auto Supplier 23,ENG-1060,MA1AB100000002943,,,,
SUP-190,Auto Supplier 190,ENG-1070,MA1AB100000002944,,,,
SUP-132,Auto Supplier 132,ENG-1347,MA1AB100000002945,,,,
SUP-176,Auto Supplier 176,ENG-1486,MA1AB100000002946,,,,
SUP-183,Auto Supplier 183,ENG-1159,MA1AB100000002947,,,,
SUP-087,Auto Supplier 87,ENG-1286,MA1AB100000002948,,,,
SUP-015,Auto Supplier 15,ENG-1341,MA1AB100000002949,,,,
SUP-052,Auto Supplier 52,ENG-1486,MA1AB100000002950,,,,
SUP-094,Auto Supplier 94,ENG-1427,MA1AB100000002951,,,,
SUP-095,Auto Supplier 95,ENG-1136,MA1AB100000002952,,,,
SUP-117,Auto Supplier 117,ENG-1169,MA1AB100000002953,,,,
SUP-062,Auto Supplier 62,ENG-1184,MA1AB100000002954,,,,
SUP-187,Auto Supplier 187,ENG-1476,MA1AB100000002955,,,,
SUP-021,Auto Supplier 21,ENG-1064,MA1AB100000002956,,,,
SUP-003,Auto Supplier 3,ENG-1357,MA1AB100000002957,,,,
SUP-048,Auto Supplier 48,ENG-1174,MA1AB100000002958,,,,
SUP-102,Auto Supplier 102,ENG-1195,MA1AB100000002959,,,,
SUP-071,Auto Supplier 71,ENG-1232,MA1AB100000002960,,,,
SUP-099,Auto Supplier 99,ENG-1092,MA1AB100000002961,,,,
SUP-150,Auto Supplier 150,ENG-1278,MA1AB100000002962,,,,
SUP-082,Auto Supplier 82,ENG-1397,MA1AB100000002963,,,,
SUP-198,Auto Supplier 198,ENG-1336,MA1AB100000002964,,,,
SUP-166,Auto Supplier 166,ENG-1273,MA1AB100000002965,,,,
SUP-095,Auto Supplier 95,ENG-1040,MA1AB100000002966,,,,
SUP-054,Auto Supplier 54,ENG-1080,MA1AB100000002967,,,,
SUP-130,Auto Supplier 130,ENG-1455,MA1AB100000002968,,,,
SUP-128,Auto Supplier 128,ENG-1057,MA1AB100000002969,,,,
SUP-106,Auto Supplier 106,ENG-1270,MA1AB100000002970,,,,
SUP-034,Auto Supplier 34,ENG-1231,MA1AB100000002971,,,,
SUP-050,Auto Supplier 50,ENG-1096,MA1AB100000002972,,,,
SUP-012,Auto Supplier 12,ENG-1423,MA1AB100000002973,,,,
SUP-095,Auto Supplier 95,ENG-1474,MA1AB100000002974,,,,
SUP-175,Auto Supplier 175,ENG-1247,MA1AB100000002975,,,,
SUP-119,Auto Supplier 119,ENG-1163,MA1AB100000002976,,,,
SUP-147,Auto Supplier 147,ENG-1495,MA1AB100000002977,,,,
SUP-009,Auto Supplier 9,ENG-1084,MA1AB100000002978,,,,
SUP-040,Auto Supplier 40,ENG-1363,MA1AB100000002979,,,,
SUP-048,Auto Supplier 48,ENG-1330,MA1AB100000002980,,,,
SUP-096,Auto Supplier 96,ENG-1368,MA1AB100000002981,,,,
SUP-164,Auto Supplier 164,ENG-1077,MA1AB100000002982,,,,
SUP-094,Auto Supplier 94,ENG-1147,MA1AB100000002983,,,,
SUP-109,Auto Supplier 109,ENG-1116,MA1AB100000002984,,,,
SUP-013,Auto Supplier 13,ENG-1046,MA1AB100000002985,,,,
SUP-128,Auto Supplier 128,ENG-1310,MA1AB100000002986,,,,
SUP-004,Auto Supplier 4,ENG-1050,MA1AB100000002987,,,,
SUP-142,Auto Supplier 142,ENG-1330,MA1AB100000002988,,,,
SUP-171,Auto Supplier 171,ENG-1252,MA1AB100000002989,,,,
SUP-123,Auto Supplier 123,ENG-1206,MA1AB100000002990,,,,
SUP-056,Auto Supplier 56,ENG-1107,MA1AB100000002991,,,,
SUP-194,Auto Supplier 194,ENG-1054,MA1AB100000002992,,,,
SUP-171,Auto Supplier 171,ENG-1417,MA1AB100000002993,,,,
SUP-159,Auto Supplier 159,ENG-1093,MA1AB100000002994,,,,
SUP-163,Auto Supplier 163,ENG-1124,MA1AB100000002995,,,,
SUP-070,Auto Supplier 70,ENG-1028,MA1AB100000002996,,,,
SUP-002,Auto Supplier 2,ENG-1120,XX1 2 3 4,,,,
SUP-168,Auto Supplier 168,ENG-1062,MA1AB100000002998,,,,
SUP-099,Auto Supplier 99,ENG-1396,MA1AB100000002999,,,,
SUP-059,Auto Supplier 59,ENG-1204,MA1AB100000003000,,,,
SUP-081,Auto Supplier 81,ENG-1032,MA1AB100000003001,,,,
SUP-019,Auto Supplier 19,ENG-1291,MA1AB100000003002,,,,
SUP-069,Auto Supplier 69,ENG-1368,MA1AB100000003003,,,,
SUP-146,Auto Supplier 146,ENG-1008,MA1AB100000003004,,,,
SUP-116,Auto Supplier 116,ENG-1164,MA1AB100000003005,,,,
SUP-001,Auto Supplier 1,ENG-1411,MA1AB100000003006,,,,
SUP-004,Auto Supplier 4,ENG-1341,MA1AB100000003007,,,,
SUP-023,Auto Supplier 23,ENG-1338,MA1AB100000003008,,,,
SUP-111,Auto Supplier 111,ENG-1366,MA1AB100000003009,,,,
SUP-134,Auto Supplier 134,ENG-1488,MA1AB100000003010,,,,
SUP-124,Auto Supplier 124,ENG-1457,MA1AB100000003011,,,,
SUP-173,Auto Supplier 173,ENG-1199,MA1AB100000003012,,,,
SUP-108,Auto Supplier 108,ENG-1278,MA1AB100000003013,,,,
SUP-155,Auto Supplier 155,ENG-1059,MA1AB100000003014,,,,
SUP-132,Auto Supplier 132,ENG-1015,MA1AB100000003015,,,,
SUP-012,Auto Supplier 12,ENG-1074,MA1AB100000003016,,,,
SUP-125,Auto Supplier 125,ENG-1178,MA1AB100000003017,,,,
SUP-073,Auto Supplier 73,ENG-1471,MA1AB100000003018,,,,
SUP-144,Auto Supplier 144,ENG-1495,MA1AB100000003019,,,,
SUP-077,Auto Supplier 77,ENG-1205,MA1AB100000003020,,,,
SUP-052,Auto Supplier 52,ENG-1417,MA1AB100000003021,,,,
SUP-085,Auto Supplier 85,ENG-1439,MA1AB100000003022,,,,
SUP-057,Auto Supplier 57,ENG-1357,MA1AB100000003023,,,,
SUP-110,Auto Supplier 110,ENG-1289,MA1AB100000003024,,,,
SUP-167,Auto Supplier 167,ENG-1289,MA1AB100000003025,,,,
SUP-178,Auto Supplier 178,ENG-1025,MA1AB100000003026,,,,
SUP-090,Auto Supplier 90,ENG-1188,MA1AB100000003027,,,,
SUP-110,Auto Supplier 110,ENG-1105,MA1AB100000003028,,,,
SUP-144,Auto Supplier 144,ENG-1317,MA1AB100000003029,,,,
SUP-073,Auto Supplier 73,ENG-1472,MA1AB100000003030,,,,
SUP-068,Auto Supplier 68,ENG-1385,MA1AB100000003031,,,,
SUP-079,Auto Supplier 79,ENG-1037,MA1AB100000003032,,,,
SUP-067,Auto Supplier 67,ENG-1361,MA1AB100000003033,,,,
SUP-070,Auto Supplier 70,ENG-1451,MA1AB100000003034,,,,
SUP-013,Auto Supplier 13,ENG-1114,MA1AB100000003035,,,,
SUP-056,Auto Supplier 56,ENG-1478,MA1AB100000003036,,,,
SUP-003,Auto Supplier 3,ENG-1053,MA1AB100000003037,,,,
SUP-123,Auto Supplier 123,ENG-1440,MA1AB100000003038,,,,
SUP-162,Auto Supplier 162,ENG-1146,MA1AB100000003039,,,,
SUP-033,Auto Supplier 33,ENG-1398,MA1AB100000003040,,,,
SUP-111,Auto Supplier 111,ENG-1290,MA1AB100000003041,,,,
SUP-008,Auto Supplier 8,ENG-1027,MA1AB100000003042,,,,
SUP-053,Auto Supplier 53,ENG-1058,MA1AB100000003043,,,,
SUP-150,Auto Supplier 150,ENG-1169,MA1AB100000003044,,,,
