Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift
M9394,MA1A**********394,WO12394,Hatch Z,PAINT-1,Stn-03,2026-03-03 07:52,ENG-1059,SUP-061,EMP299,TL-072,C
M9395,MA1A**********395,WO12395,Sedan X,GA-2,STN-01,2026-03-03 07:53,ENG-1350,SUP-110,EMP140,TL-043,B
M9396,MA1A**********396,WO12396,SUV Pro,GA-1,STN-01,2026-03-03 07:55,ENG-1066,SUP-192,EMP232,TL-022,C
M9397,MA1A**********397,WO12397,Hatch Z,PAINT-1,STN-04,2026-03-03 07:56,ENG-1082,SUP-110,EMP204,TL-094,B
M9398,MA1A**********398,WO12398,SUV Pro,GA-1,Stn-03,2026-03-03 07:57,ENG-1477,SUP-074,EMP258,TL-070,A
M9399,MA1A**********399,WO12399,Sedan X,GA-2,Stn-03,2026-03-03 07:58,ENG-1062,SUP-001,EMP222,TL-009,C
M9400,MA1A**********400,WO12400,Sedan X,GA-1,Stn-03,2026-03-03 08:00,ENG-1231,SUP-087,EMP162,TL-065,
M9401,MA1A**********401,WO12401,Hatch Z,GA-1,STN-04,2026-03-03 08:01,ENG-1342,SUP-158,EMP242,TL-999,A
M9402,MA1A**********402,WO12402,SUV Pro,GA-1,STN-03,2026-03-03 08:02,ENG-1090,SUP-100,EMP196,TL-070,C
M9403,MA1A**********403,WO12403,Hatch Z,GA-1,STN-05,2026-03-03 08:03,ENG-1411,SUP-197,EMP144,TL-009,B
M9404,MA1A**********404,WO12404,Sedan X,PAINT-1,STN-02,2026-03-03 08:05,ENG-1267,SUP-177,EMP373,TL-025,
M9405,MA1A**********405,WO12405,Hatch Z,PAINT-1,STN-01,2026-03-03 08:06,ENG-1174,SUP-100,EMP321,TL-014,
M9406,MA1A**********406,WO12406,Sedan X,GA-2,STN-02,2026-03-03 08:07,ENG-1317,SUP-164,EMP347,TL-100,A
M9407,MA1A**********407,WO12407,Hatch Z,GA-2,Stn-03,2026-03-03 08:08,ENG-1336,SUP-200,EMP353,TL-072,
M9408,MA1A**********408,WO12408,SUV Pro,PAINT-1, stn-05 ,2026-03-03 08:10,ENG-1188,SUP-051,EMP121,TL-005,
M9409,MA1A**********409,WO12409,Sedan X,GA-1,STN-05,2026-03-03 08:11,ENG-1181,SUP-005,EMP290,TL-084,C
M9410,MA1A**********410,WO12410,SUV Pro,GA-1,STN-03,2026-03-03 08:12,ENG-1441,SUP-119,EMP143,TL-018,A
M9411,MA1A**********411,WO12411,Hatch Z,GA-1,STN-05,2026-03-03 08:13,ENG-1069,SUP-122,EMP353,TL-071,C
M9412,MA1A**********412,WO12412,Sedan X,GA-1,Stn-03,2026-03-03 08:15,ENG-1427,SUP-164,EMP262,TL-032,C
M9413,MA1A**********413,WO12413,Hatch Z,TRIM-1,STN-03,2026-03-03 08:16,ENG-1019,SUP-028,EMP128,TL-039,B
M9414,MA1A**********414,WO12414,Hatch Z,PAINT-1,Stn-03,2026-03-03 08:17,ENG-1194,SUP-040,EMP243,TL-044,
M9415,MA1A**********415,WO12415,Sedan X,PAINT-1,STN-01,2026-03-03 08:18,ENG-1255,SUP-079,EMP253,TL-053,A
M9416,MA1A**********416,WO12416,Sedan X,PAINT-1,STN-03,2026-03-03 08:20,ENG-1094,SUP-183,EMP147,TL-018,A
M9417,MA1A**********417,WO12417,SUV Pro,GA-1,STN-01,2026-03-03 08:21,ENG-1499,SUP-068,EMP270,TL-041,A
M9418,MA1A**********418,WO12418,Sedan X,GA-2,STN-05,2026-03-03 08:22,ENG-1409,SUP-021,EMP218,TL-007,C
M9419,MA1A**********419,WO12419,SUV Pro,GA-1,Stn-03,2026-03-03 08:23,ENG-1364,SUP-141,EMP395,TL-089,C
M9420,MA1A**********420,WO12420,Hatch Z,PAINT-1,STN-01,2026-03-03 08:25,ENG-1458,SUP-104,EMP120,TL-040,
M9421,MA1A**********421,WO12421,Sedan X,PAINT-1,STN-03,2026-03-03 08:26,ENG-1379,SUP-014,EMP170,TL-009,A
M9422,MA1A**********422,WO12422,Hatch Z,GA-1,STN-01,2026/03/03 08:27,ENG-1456,SUP-123,EMP121,TL-061,C
M9423,MA1A**********423,WO12423,SUV Pro,GA-1,STN-03,2026-03-03 08:28,ENG-1081,SUP-152,EMP387,TL-032,A
M9424,MA1A**********424,WO12424,SUV Pro,GA-2,STN-02,2026-03-03 08:30,ENG-1332,SUP-146,EMP153,TL-081,A
M9425,MA1A**********425,WO12425,SUV Pro,GA-2, stn-05 ,2026-03-03 08:31,ENG-1362,SUP-033,EMP186,TL-095,B
M9426,MA1A**********426,WO12426,SUV Pro,GA-1, stn-05 ,2026-03-03 08:32,ENG-1267,SUP-070,EMP395,TL-094,B
M9427,MA1A**********427,WO12427,SUV Pro,GA-2,STN-01,2026-03-03 08:33,ENG-1220,SUP-055,EMP298,TL-025,C
M9428,MA1A**********428,WO12428,SUV Pro,GA-2,STN-04,2026-03-03 08:35,ENG-1498,SUP-152,EMP310,TL-075,C
M9429,MA1A**********429,WO12429,SUV Pro,GA-2,STN-05,2026-03-03 08:36,ENG-1438,SUP-032,EMP315,TL-033,
M9430,MA1A**********430,WO12430,Sedan X,GA-1,STN-04,2026-03-03 08:37,ENG-1302,SUP-049,EMP229,TL-089,B
M9431,MA1A**********431,WO12431,Hatch Z,GA-2,Stn-03,2026-03-03 08:38,ENG-1328,SUP-149,EMP161,TL-086,B
M9432,MA1A**********432,WO12432,Sedan X,GA-1,STN-02,2026-03-03 08:40,ENG-1127,SUP-191,EMP123,TL-094,A
M9433,MA1A**********433,WO12433,Hatch Z,TRIM-1,STN-02,2026-03-03 08:41,ENG-1494,SUP-056,EMP241,TL-015,A
M9434,MA1A**********434,WO12434,Hatch Z,GA-2, stn-05 ,2026-03-03 08:42,ENG-1056,SUP-179,EMP107,TL-053,A
M9435,MA1A**********435,WO12435,SUV Pro,GA-2,STN-04,2026-03-03 08:43,ENG-1073,SUP-038,EMP163,TL-048,C
M9436,MA1A**********436,WO12436,SUV Pro,TRIM-1, stn-05 ,2026-03-03 08:45,ENG-1265,SUP-175,EMP240,TL-057,B
M9437,MA1A**********437,WO12437,Hatch Z,GA-2,STN-02,2026-03-03 08:46,ENG-1199,SUP-091,EMP196,TL-086,B
M9438,MA1A**********438,WO12438,SUV Pro,TRIM-1,STN-03,2026-03-03 08:47,ENG-1223,SUP-013,EMP229,TL-001,
M9439,MA1A**********439,WO12439,SUV Pro,GA-2,STN-01,2026-03-03 08:48,ENG-1400,SUP-016,EMP334,TL-068,C
M9440,MA1A**********440,WO12440,Sedan X,TRIM-1,STN-01,2026-03-03 08:50,ENG-1451,SUP-074,EMP172,TL-037,C
M9441,MA1A**********441,WO12441,Sedan X,TRIM-1,Stn-03,2026-03-03 08:51,ENG-1007,SUP-122,EMP371,TL-009,
M9442,MA1A**********442,WO12442,SUV Pro,PAINT-1, stn-05 ,2026-03-03 08:52,ENG-1114,,EMP330,TL-026,C
M9443,MA1A**********443,WO12443,SUV Pro,TRIM-1,STN-03,2026-03-03 08:53,ENG-1082,SUP-123,EMP212,TL-057,B
M9444,MA1A**********444,WO12444,Sedan X,GA-2, stn-05 ,2026-03-03 08:55,ENG-1248,SUP-099,EMP212,TL-071,B
M9445,MA1A**********445,WO12445,Sedan X,PAINT-1, stn-05 ,2026-03-03 08:56,ENG-1189,SUP-134,EMP230,TL-089,A
M9446,MA1A**********446,WO12446,SUV Pro,PAINT-1, stn-05 ,2026-03-03 08:57,ENG-1206,SUP-006,EMP132,TL-073,A
M9447,MA1A**********447,WO12447,Sedan X,PAINT-1,STN-03,2026-03-03 08:58,ENG-1414,SUP-063,EMP384,TL-079,B
M9448,MA1A**********448,WO12448,Hatch Z,TRIM-1,STN-05,2026-03-03 09:00,ENG-1001,SUP-039,EMP110,TL-042,
M9449,MA1A**********449,WO12449,Hatch Z,PAINT-1,STN-01,2026-03-03 09:01,ENG-1246,SUP-050,EMP195,TL-014,C
M9450,MA1A**********450,WO12450,Hatch Z,TRIM-1,STN-03,2026-03-03 09:02,ENG-1356,SUP-070,EMP202,TL-081,
M9451,MA1A**********451,WO12451,Hatch Z,PAINT-1,STN-01,2026-03-03 09:03,ENG-1194,SUP-121,EMP200,TL-032,C
M9452,MA1A**********452,WO12452,Sedan X,PAINT-1,STN-03,2026-03-03 09:05,ENG-1241,SUP-195,EMP223,TL-069,C
M9453,MA1A**********453,WO12453,SUV Pro,GA-2,STN-04,2026-03-03 09:06,ENG-1490,SUP-144,EMP108,TL-089,A
M9454,MA1A**********454,WO12454,Sedan X,GA-2,STN-02,2026-03-03 09:07,ENG-1210,SUP-012,EMP204,TL-060,
M9455,MA1A**********455,WO12455,Hatch Z,GA-1,STN-01,2026-03-03 09:08,ENG-1348,SUP-141,EMP325,TL-092,B
M9456,MA1A**********456,WO12456,Sedan X,GA-2,STN-02,2026-03-03 09:10,ENG-1189,SUP-025,EMP118,TL-033,A
M9457,MA1A**********457,WO12457,Hatch Z,TRIM-1,STN-01,2026-03-03 09:11,ENG-1143,SUP-165,EMP330,TL-027,A
M9458,MA1A**********458,WO12458,SUV Pro,GA-2,STN-05,2026-03-03 09:12,ENG-1060,SUP-024,EMP228,TL-077,B
M9459,MA1A**********459,WO12459,Sedan X,TRIM-1, stn-05 ,2026-03-03 09:13,ENG-1141,SUP-139,EMP185,TL-085,A
M9460,MA1A**********460,WO12460,SUV Pro,GA-2,Stn-03,2026-03-03 09:15,ENG-1210,SUP-085,EMP151,TL-012,B
M9461,MA1A**********461,WO12461,Hatch Z,PAINT-1,STN-01,2026-03-03 09:16,ENG-1218,SUP-179,EMP278,TL-046,
M9462,MA1A**********462,WO12462,Hatch Z,GA-2,STN-01,2026-03-03 09:17,ENG-1378,SUP-025,EMP392,TL-003,C
M9463,MA1A**********463,WO12463,Sedan X,GA-2,Stn-03,2026-03-03 09:18,ENG-1080,SUP-060,EMP123,TL-094,B
M9464,MA1A**********464,WO12464,Sedan X,GA-2,STN-02,2026-03-03 09:20,ENG-1067,SUP-076,EMP335,TL-008,
M9465,MA1A**********465,WO12465,Sedan X,GA-2,STN-01,2026-03-03 09:21, eng-1001 ,SUP-031,EMP204,TL-047,C
M9466,MA1A**********466,WO12466,Hatch Z,TRIM-1,STN-02,2026-03-03 09:22,ENG-1352,SUP-017,EMP181,TL-061,
M9467,MA1A**********467,WO12467,Sedan X,GA-2,STN-03,2026-03-03 09:23,ENG-1017,SUP-137,EMP189,TL-088,
M9468,MA1A**********468,WO12468,Sedan X,GA-1,Stn-03,2026-03-03 09:25,ENG-1080,SUP-055,EMP137,TL-020,
M9469,MA1A**********469,WO12469,Sedan X,TRIM-1,STN-02,2026-03-03 09:26,ENG-1358,SUP-043,EMP236,TL-092,C
M9470,MA1A**********470,WO12470,SUV Pro,GA-2,Stn-03,2026-03-03 09:27,ENG-1304,SUP-137,EMP390,TL-028,
M9471,MA1A**********471,WO12471,SUV Pro,GA-2,STN-05,2026-03-03 09:28,ENG-1428,SUP-114,EMP242,TL-041,C
M9472,MA1A**********472,WO12472,Hatch Z,GA-2, stn-05 ,2026-03-03 09:30,ENG-1408,SUP-198,EMP110,TL-026,
M9473,MA1A**********473,WO12473,SUV Pro,TRIM-1,Stn-03,2026-03-03 09:31,ENG-1274,SUP-120,EMP146,TL-075,A
M9474,MA1A**********474,WO12474,Hatch Z,GA-2,STN-01,2026-03-03 09:32,ENG-1117,SUP-189,EMP373,TL-015,
M9475,MA1A**********475,WO12475,SUV Pro,GA-2,STN-01,2026-03-03 09:33,ENG-1265,SUP-047,EMP375,TL-030,B
M9476,MA1A**********476,WO12476,Sedan X,GA-1,STN-05,2026-03-03 09:35,ENG-1439,SUP-156,EMP378,TL-010,B
M9477,MA1A**********477,WO12477,Hatch Z,GA-1,STN-03,2026-03-03 09:36,ENG-1268,SUP-138,EMP147,TL-034,C
M9478,MA1A**********478,WO12478,SUV Pro,GA-2,Stn-03,2026-03-03 09:37,ENG-1091,SUP-012,EMP318,TL-063,B
M9479,MA1A**********479,WO12479,Sedan X,GA-2, stn-05 ,2026-03-03 09:38,ENG-1325,SUP-023,EMP365,TL-019,
M9480,MA1A**********480,WO12480,Sedan X,TRIM-1, stn-05 ,2026-03-03 09:40,ENG-1324,SUP-140,EMP141,TL-095,C
M9481,MA1A**********481,WO12481,SUV Pro,GA-2, stn-05 ,2026-03-03 09:41,ENG-1141,SUP-087,EMP115,TL-005,A
M9482,MA1A**********482,WO12482,Sedan X,GA-1,Stn-03,2026-03-03 09:42,ENG-1414,SUP-186,EMP115,TL-011,C
M9483,MA1A**********483,WO12483,Sedan X,GA-1,STN-01,2026-03-03 09:43,ENG-1352,SUP-049,EMP346,TL-013,
M9484,MA1A**********484,WO12484,Hatch Z,PAINT-1,STN-01,2026-03-03 09:45,ENG-1403,SUP-162,EMP113,TL-093,B
M9485,MA1A**********485,WO12485,SUV Pro,PAINT-1,STN-04,2026-03-03 09:46,ENG-1344,SUP-030,EMP358,TL-083,C
M9486,MA1A**********486,WO12486,SUV Pro,PAINT-1,STN-02,2026-03-03 09:47,ENG-1043,SUP-140,EMP175,TL-077,
M9487,MA1A**********487,WO12487,SUV Pro,TRIM-1,STN-05,2026-03-03 09:48,ENG-1466,SUP-197,EMP139,TL-020,B
M9488,MA1A**********488,WO12488,SUV Pro,GA-1,STN-03,2026-03-03 09:50,ENG-1194,SUP-121,EMP120,TL-065,
M9489,MA1A**********489,WO12489,SUV Pro,GA-1,STN-01,2026-03-03 09:51,ENG-1306,SUP-013,EMP101,TL-085,C
M9490,MA1A**********490,WO12490,Sedan X,TRIM-1,STN-03,2026-03-03 09:52,ENG-1325,SUP-088,EMP145,TL-047,C
M9491,MA1A**********491,WO12491,Hatch Z,GA-2,STN-04,2026-03-03 09:53,ENG-1193,SUP-145,EMP162,TL-031,
M9492,MA1A**********492,WO12492,Sedan X,PAINT-1,STN-05,2026-03-03 09:55,ENG-1116,SUP-083,EMP289,TL-085,A
M9493,MA1A**********493,WO12493,SUV Pro,PAINT-1,Stn-03,2026-03-03 09:56,ENG-1087,SUP-148,EMP292,TL-094,A
M9494,MA1A**********494,WO12494,Hatch Z,GA-1, stn-05 ,2026-03-03 09:57,ENG-1240,SUP-014,EMP308,TL-027,B
M9495,MA1A**********495,WO12495,SUV Pro,TRIM-1,STN-05,2026-03-03 09:58,ENG-1181,SUP-005,EMP369,TL-024,B
M9496,MA1A**********496,WO12496,Sedan X,GA-1,STN-03,2026-03-03 10:00,ENG-1410,SUP-013,EMP162,TL-051,C
M9497,MA1A**********497,WO12497,Hatch Z,GA-1,STN-05,2026-03-03 10:01,ENG-1468,SUP-136,EMP102,TL-034,C
M9498,MA1A**********498,WO12498,Hatch Z,GA-2,STN-05,2026-03-03 10:02,ENG-1485,SUP-122,EMP355,TL-032,B
M9499,MA1A**********499,WO12499,SUV Pro,GA-2,STN-05,2026-03-03 10:03,ENG-1331,SUP-017,EMP304,TL-035,B
M9500,MA1A**********500,WO12500,Sedan X,GA-1,STN-02,2026-03-03 10:05,ENG-1356,SUP-103,EMP251,TL-093,B
M9501,MA1A**********501,WO12501,Hatch Z,PAINT-1,STN-04,2026-03-03 10:06,ENG-1152,SUP-041,EMP110,TL-032,
M9502,MA1A**********502,WO12502,Hatch Z,GA-2,STN-03,2026-03-03 10:07,ENG-1369,SUP-186,EMP370,TL-056,B
M9503,MA1A**********503,WO12503,Sedan X,PAINT-1,Stn-03,2026-03-03 10:08,ENG-1128,SUP-022,EMP336,TL-006,
M9504,MA1A**********504,WO12504,SUV Pro,TRIM-1,STN-02,2026-03-03 10:10,ENG-1181,SUP-193,EMP291,TL-097,C
M9505,MA1A**********505,WO12505,Sedan X,GA-2,STN-04,2026-03-03 10:11,ENG-1403,SUP-059,EMP288,TL-044,B
M9506,MA1A**********506,WO12506,SUV Pro,GA-2,Stn-03,2026-03-03 10:12,ENG-1466,SUP-187,EMP111,TL-086,A
M9507,MA1A**********507,WO12507,SUV Pro,TRIM-1,STN-03,2026-03-03 10:13,ENG-1210,SUP-072,EMP248,TL-066,A
M9508,MA1A**********508,WO12508,Sedan X,GA-1,STN-03,2026-03-03 10:15,ENG-1123,SUP-143,EMP356,TL-067,B
M9509,MA1A**********509,WO12509,SUV Pro,PAINT-1, stn-05 ,2026-03-03 10:16,ENG-1497,SUP-035,EMP338,TL-079,A
M9510,MA1A**********510,WO12510,Hatch Z,PAINT-1,STN-01,2026-03-03 10:17,ENG-1148,SUP-176,EMP129,TL-038,B
M9511,MA1A**********511,WO12511,Sedan X,GA-2,STN-02,2026-03-03 10:18,ENG-1496,SUP-196,EMP281,TL-025,C
M9512,MA1A**********512,WO12512,Hatch Z,PAINT-1, stn-05 ,2026-03-03 10:20,ENG-1062,SUP-102,EMP213,TL-019,A
M9513,MA1A**********513,WO12513,Sedan X,GA-1, stn-05 ,2026-03-03 10:21,ENG-1307,SUP-117,EMP369,TL-060,A
M9514,MA1A**********514,WO12514,Hatch Z,GA-1,STN-05,2026-03-03 10:22,ENG-1499,SUP-051,EMP223,TL-076,A
M9515,MA1A**********515,WO12515,Hatch Z,GA-2,STN-04,2026-03-03 10:23,ENG-1110,SUP-035,EMP307,TL-083,C
M9516,MA1A**********516,WO12516,Sedan X,GA-1,STN-04,2026-03-03 10:25,ENG-1437,SUP-009,EMP139,TL-011,
M9517,MA1A**********517,WO12517,SUV Pro,TRIM-1,STN-01,2026-03-03 10:26,ENG-1236,SUP-129,EMP308,TL-100,A
M9518,MA1A**********518,WO12518,Sedan X,GA-2,STN-02,2026-03-03 10:27,ENG-1420,SUP-007,EMP115,TL-076,A
M9519,MA1A**********519,WO12519,SUV Pro,TRIM-1,STN-01,2026-03-03 10:28,ENG-1281,SUP-033,EMP368,TL-002,B
M9520,MA1A**********520,WO12520,Hatch Z,TRIM-1,STN-03,2026-03-03 10:30,ENG-1241,SUP-164,EMP354,TL-034,C
M9521,MA1A**********521,WO12521,Hatch Z,GA-1, stn-05 ,2026-03-03 10:31,ENG-1464,SUP-107,EMP101,TL-080,B
M9522,MA1A**********522,WO12522,SUV Pro,PAINT-1,STN-05,2026-03-03 10:32,ENG-1405,SUP-089,EMP168,TL-008,A
M9523,MA1A**********523,WO12523,SUV Pro,GA-1,Stn-03,2026-03-03 10:33,ENG-1063,SUP-135,EMP394,TL-037,A
M9524,MA1A**********524,WO12524,Hatch Z,PAINT-1,STN-02,2026-03-03 10:35,ENG-1118,SUP-102,EMP371,TL-062,C
M9525,MA1A**********525,WO12525,Sedan X,GA-2,Stn-03,2026-03-03 10:36,ENG-1208,SUP-050,EMP187,TL-093,B
M9526,MA1A**********526,WO12526,Sedan X,GA-2,STN-01,2026-03-03 10:37,ENG-1122,SUP-116,EMP240,TL-043,C
M9527,MA1A**********527,WO12527,SUV Pro,GA-1,STN-01,2026-03-03 10:38,ENG-1130,SUP-010,EMP250,TL-017,
M9528,MA1A**********528,WO12528,Hatch Z,GA-1,Stn-03,2026-03-03 10:40,ENG-1187,SUP-162,EMP110,TL-100,C
M9529,MA1A**********529,WO12529,Sedan X,TRIM-1,STN-04,2026-03-03 10:41,ENG-1219,SUP-112,EMP123,TL-067,A
M9530,MA1A**********530,WO12530,Sedan X,GA-2,STN-04,2026-03-03 10:42,ENG-1399,SUP-005,EMP121,TL-025,A
M9531,MA1A**********531,WO12531,Hatch Z,GA-2,STN-03,2026-03-03 10:43,ENG-1199,SUP-102,EMP145,TL-098,A
M9532,MA1A**********532,WO12532,SUV Pro,GA-2, stn-05 ,2026-03-03 10:70,ENG-1233,SUP-019,EMP264,TL-096,B
M9533,MA1A**********533,WO12533,Sedan X,GA-2,Stn-03,2026-03-03 10:46,ENG-1111,SUP-066,EMP274,TL-046,A
M9534,MA1A**********534,WO12534,SUV Pro,GA-2,STN-04,2026-03-03 10:47,ENG-1292,SUP-028,EMP348,TL-081,
M9535,MA1A**********535,WO12535,SUV Pro,GA-2,STN-05,2026-03-03 10:48,ENG-1107,SUP-135,EMP235,TL-038,A
M9536,MA1A**********536,WO12536,Sedan X,GA-2,STN-03,2026-03-03 10:50,ENG-1458,SUP-142,EMP102,TL-068,
M9537,MA1A**********537,WO12537,Sedan X,PAINT-1,STN-03,2026-03-03 10:51,ENG-1121,SUP-123,EMP381,TL-095,B
M9538,MA1A**********538,WO12538,SUV Pro,GA-1,STN-02,2026-03-03 10:52,ENG-1119,SUP-166,EMP291,TL-079,A
M9539,MA1A**********539,WO12539,Sedan X,GA-1, stn-05 ,2026-03-03 10:53,ENG-1189,SUP-116,EMP109,TL-078,A
M9540,MA1A**********540,WO12540,Hatch Z,PAINT-1,STN-05,2026-03-03 10:55,ENG-1297,SUP-182,EMP133,TL-038,C
M9541,MA1A**********541,WO12541,Hatch Z,GA-2,STN-01,2026-03-03 10:56,ENG-1365,SUP-116,EMP230,TL-075,B
M9542,MA1A**********542,WO12542,SUV Pro,TRIM-1,Stn-03,2026-03-03 10:57,ENG-1319,SUP-147,EMP292,TL-100,C
M9543,MA1A**********543,WO12543,Hatch Z,TRIM-1,STN-01,2026-03-03 10:58,ENG-1455,SUP-134,EMP251,TL-019,C
M9544,MA1A**********544,WO12544,Hatch Z,TRIM-1, stn-05 ,2026-03-03 11:00,ENG-1487,SUP-146,EMP227,TL-019,C
M9545,MA1A**********545,WO12545,Hatch Z,GA-1,STN-03,2026-03-03 11:01,ENG-1010,SUP-198,EMP356,TL-040,B
M9546,MA1A**********546,WO12546,Sedan X,GA-2,STN-01,2026-03-03 11:02,ENG-1094,SUP-200,EMP214,TL-038,B
M9547,MA1A**********547,WO12547,SUV Pro,TRIM-1,STN-05,2026-03-03 11:03,ENG-1286,SUP-015,EMP308,TL-080,A
M9548,MA1A**********548,WO12548,Hatch Z,TRIM-1,STN-02,2026-03-03 11:05,ENG-1203,SUP-164,EMP160,TL-059,
M9549,MA1A**********549,WO12549,Sedan X,TRIM-1,STN-02,2026-03-03 11:06,ENG-1383,SUP-056,EMP258,TL-072,B
M9550,MA1A**********550,WO12550,Hatch Z,GA-2,STN-03,2026-03-03 11:07,ENG-1343,SUP-170,EMP285,TL-084,B
M9551,MA1A**********551,WO12551,Hatch Z,GA-2, stn-05 ,2026-03-03 11:08,ENG-1459,SUP-144,EMP108,TL-037,A
M9552,MA1A**********552,WO12552,SUV Pro,TRIM-1, stn-05 ,2026-03-03 11:10,ENG-1060,SUP-037,EMP389,TL-079,
M9553,MA1A**********553,WO12553,SUV Pro,GA-1,STN-05,2026-03-03 11:11,ENG-1411,SUP-038,EMP307,TL-076,C
M9554,MA1A**********554,WO12554,Hatch Z,GA-2,STN-04,2026-03-03 11:12,ENG-1338,SUP-069,EMP147,TL-999,
M9555,MA1A**********555,WO12555,Hatch Z,TRIM-1,STN-03,2026-03-03 11:13,ENG-1208,SUP-162,EMP137,TL-028,A
M9556,MA1A**********556,WO12556,Hatch Z,TRIM-1,Stn-03,2026-03-03 11:15,ENG-1218,SUP-026,EMP174,TL-099,B
M9557,MA1A**********557,WO12557,Hatch Z,PAINT-1,STN-05,2026-03-03 11:16,ENG-1172,SUP-193,EMP161,TL-033,B
M9558,MA1A**********558,WO12558,SUV Pro,TRIM-1,STN-05,2026-03-03 11:17,ENG-1076,SUP-062,EMP259,TL-066,C
M9559,MA1A**********559,WO12559,Hatch Z,GA-1,Stn-03,2026-03-03 11:18,ENG-1015,SUP-043,EMP344,TL-097,B
M9560,MA1A**********560,WO12560,Sedan X,GA-1, stn-05 ,2026-03-03 11:20,ENG-1436,SUP-132,EMP322,TL-077,
M9561,MA1A**********561,WO12561,SUV Pro,GA-1,STN-01,2026-03-03 11:21,ENG-1059,SUP-196,EMP298,TL-065,B
M9562,MA1A**********562,WO12562,Sedan X,GA-1, stn-05 ,2026-03-03 11:22,ENG-1098,SUP-157,EMP271,TL-004,A
M9563,MA1A**********563,WO12563,Sedan X,TRIM-1,STN-05,2026-03-03 11:23,ENG-1028,SUP-157,EMP242,TL-011,C
M9564,MA1A**********564,WO12564,Hatch Z,GA-1,Stn-03,2026-03-03 11:25,ENG-1377,SUP-083,EMP127,TL-059,
M9565,MA1A**********565,WO12565,Sedan X,GA-2,Stn-03,2026-03-03 11:26,ENG-1298,SUP-114,EMP310,TL-081,B
M9566,MA1A**********566,WO12566,Sedan X,PAINT-1,STN-02,2026-03-03 11:27,ENG-1326,SUP-072,EMP238,TL-003,
M9567,MA1A**********567,WO12567,SUV Pro,TRIM-1,STN-05,2026-03-03 11:28,ENG-1144,SUP-101,EMP183,TL-008,
M9568,MA1A**********568,WO12568,Sedan X,TRIM-1,Stn-03,2026-03-03 11:30,ENG-1441,SUP-106,EMP166,TL-077,B
M9569,MA1A**********569,WO12569,SUV Pro,GA-1,STN-05,2026-03-03 11:31,ENG-1408,SUP-024,EMP351,TL-093,
M9570,MA1A**********570,WO12570,SUV Pro,GA-1,STN-02,2026-03-03 11:32,ENG-1289,SUP-180,EMP134,TL-099,C
M9571,MA1A**********571,WO12571,Sedan X,TRIM-1,STN-05,2026-03-03 11:33,ENG-1345,SUP-137,EMP234,TL-009,B
M9572,MA1A**********572,WO12572,Sedan X,GA-2,STN-04,2026-03-03 11:35,ENG-1118,SUP-023,EMP167,TL-041,C
M9573,MA1A**********573,WO12573,Hatch Z,GA-2,STN-02,2026-03-03 11:36,ENG-1176,SUP-103,EMP155,TL-060,A
M9574,MA1A**********574,WO12574,SUV Pro,GA-1,STN-02,2026-03-03 11:37,ENG-1434,SUP-043,EMP152,TL-011,B
M9575,MA1A**********575,WO12575,Sedan X,TRIM-1,STN-01,2026-03-03 11:38,ENG-1112,SUP-193,EMP316,TL-031,C
M9576,MA1A**********576,WO12576,Sedan X,TRIM-1,STN-04,2026-03-03 11:40,ENG-1279,SUP-147,EMP276,TL-049,A
M9577,MA1A**********577,WO12577,Sedan X,GA-2,STN-04,2026-03-03 11:41,ENG-1038,SUP-171,EMP379,TL-038,C
M9578,MA1A**********578,WO12578,SUV Pro,GA-1, stn-05 ,2026-03-03 11:42,ENG-1492,SUP-044,EMP396,TL-042,A
M9579,MA1A**********579,WO12579,Sedan X,TRIM-1,STN-03,2026-03-03 11:43,ENG-1261,SUP-012,EMP148,TL-056,C
M9580,MA1A**********580,WO12580,SUV Pro,GA-1,STN-02,2026-03-03 11:45,ENG-1231,SUP-053,EMP228,TL-014,
M9581,MA1A**********581,WO12581,SUV Pro,GA-1,STN-02,2026-03-03 11:46,ENG-1463,SUP-119,EMP355,TL-086,B
M9582,MA1A**********582,WO12582,Sedan X,GA-1,STN-01,2026-03-03 11:47,ENG-1426,SUP-042,EMP147,TL-063,B
M9583,MA1A**********583,WO12583,Sedan X,GA-2,STN-03,2026-03-03 11:48,ENG-1265,SUP-108,EMP187,TL-074,C
M9584,MA1A**********584,WO12584,Hatch Z,TRIM-1,Stn-03,2026-03-03 11:50,ENG-1374,SUP-176,EMP324,TL-030,
M9585,MA1A**********585,WO12585,Sedan X,GA-2,STN-01,2026-03-03 11:51,ENG-1434,SUP-132,EMP190,TL-070,C
M9586,MA1A**********586,WO12586,SUV Pro,GA-1,STN-03,2026-03-03 11:52,ENG-1117,SUP-147,EMP330,TL-095,A
M9587,MA1A**********587,WO12587,SUV Pro,TRIM-1,STN-04,2026-03-03 11:53,ENG-1348,SUP-031,EMP332,TL-062,A
M9588,MA1A**********588,WO12588,SUV Pro,TRIM-1,STN-02,2026-03-03 11:55,ENG-1460,SUP-104,EMP365,TL-100,B
M9589,MA1A**********589,WO12589,Sedan X,PAINT-1,Stn-03,2026-03-03 11:56,ENG-1001,SUP-097,EMP376,TL-019,A
M9590,MA1A**********590,WO12590,Hatch Z,GA-2,STN-02,2026-03-03 11:57,ENG-1114,SUP-162,EMP278,TL-042,B
