Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,BOM_Status,VIN_Status
M9280,*************2280,WO12280,Hatch Z,GA-2,STN-05,2026-03-03 05:30,ENG-1464,SUP-033,EMP345,TL-079,,Valid,Valid
M9281,*************2281,WO12281,Hatch Z,GA-2,STN-02,2026-03-03 05:31,ENG-1306,SUP-134,EMP247,TL-064,A,Valid,Valid
M9282,*************2282,WO12282,SUV Pro,GA-1,STN-04,2026-03-03 05:32,ENG-1033,SUP-144,EMP143,TL-091,B,Valid,Valid
M9283,*************2283,WO12283,Hatch Z,GA-1,STN-03,2026-03-03 05:33,ENG-1142,SUP-101,EMP243,TL-060,C,Valid,Valid
M9284,*************2284,WO12284,SUV Pro,PAINT-1,STN-03,2026-03-03 05:35,ENG-1437,SUP-121,EMP361,TL-063,,Valid,Valid
M9285,*************2285,WO12285,Hatch Z,GA-2,STN-04,2026-03-03 05:36,ENG-1172,SUP-024,EMP350,TL-044,A,Valid,Valid
M9286,*************2286,WO12286,SUV Pro,PAINT-1,STN-03,2026-03-03 05:37,ENG-1447,SUP-074,EMP362,TL-030,C,Valid,Valid
M9287,*************2287,WO12287,SUV Pro,GA-2,STN-05,2026-03-03 05:38,ENG-1097,SUP-090,EMP256,TL-025,C,Valid,Valid
M9288,*************2288,WO12288,Hatch Z,TRIM-1,STN-03,2026-03-03 05:40,ENG-1135,SUP-154,EMP317,TL-086,B,Valid,Valid
M9289,*************2289,WO12289,Hatch Z,GA-2,STN-03,2026-03-03 05:41,ENG-1394,SUP-177,EMP251,TL-025,C,Valid,Valid
M9290,*************2290,WO12290,Hatch Z,PAINT-1,STN-02,2026-03-03 05:42,ENG-1408,SUP-119,EMP397,TL-067,B,Valid,Valid
M9291,*************2291,WO12291,Sedan X,PAINT-1,STN-05,2026-03-03 05:43,ENG-1126,SUP-053,EMP272,TL-024,,Valid,Valid
M9292,*************2292,WO12292,SUV Pro,GA-2,STN-04,2026-03-03 05:45,ENG-1247,SUP-184,EMP238,TL-073,,Valid,Valid
M9293,*************2293,WO12293,Hatch Z,PAINT-1,STN-02,2026-03-03 05:46,ENG-1130,SUP-156,EMP136,TL-033,A,Valid,Valid
M9294,*************2294,WO12294,SUV Pro,TRIM-1,STN-01,2026-03-03 05:47,ENG-1034,SUP-049,EMP230,TL-064,,Valid,Valid
M9295,*************2295,WO12295,Hatch Z,PAINT-1,STN-05,2026-03-03 05:48,ENG-1290,SUP-108,EMP201,TL-035,A,Valid,Valid
M9296,*************2296,WO12296,SUV Pro,TRIM-1,STN-05,2026-03-03 05:50,ENG-1055,SUP-122,EMP323,TL-050,C,Valid,Valid
M9297,*************2297,WO12297,Sedan X,GA-2,STN-02,2026-03-03 05:51,ENG-1062,SUP-093,EMP127,TL-006,A,Valid,Valid
M9298,*************2298,WO12298,SUV Pro,GA-1,STN-05,2026-03-03 05:52,ENG-1274,SUP-069,EMP165,TL-999,A,Valid,Valid
M9299,*************2299,WO12299,Hatch Z,TRIM-1,STN-02,2026-03-03 05:53,ENG-1020,SUP-170,EMP390,TL-008,A,Valid,Valid
M9300,*************2300,WO12300,Sedan X,PAINT-1,STN-05,2026-03-03 05:55,ENG-1368,SUP-071,EMP245,TL-056,B,Valid,Valid
M9301,*************2301,WO12301,Sedan X,GA-2,STN-05,2026-03-03 05:56,ENG-1309,SUP-147,EMP236,TL-071,C,Valid,Valid
M9302,*************2302,WO12302,Sedan X,GA-2,STN-01,2026-03-03 05:57,ENG-1283,SUP-150,EMP262,TL-098,B,Valid,Valid
M9303,*************2303,WO12303,Sedan X,TRIM-1,STN-02,2026-03-03 05:58,ENG-1277,SUP-158,EMP108,TL-021,A,Valid,Valid
M9304,*************2304,WO12304,Hatch Z,PAINT-1,STN-03,2026-03-03 06:00,ENG-1248,SUP-032,EMP148,TL-032,,Valid,Valid
M9305,*************2305,WO12305,Sedan X,GA-2,STN-04,2026-03-03 06:01,ENG-1312,SUP-043,EMP188,TL-029,C,Valid,Valid
M9306,*************2306,WO12306,Sedan X,GA-1,STN-02,2026-03-03 06:02,ENG-1343,SUP-079,EMP322,TL-075,,Valid,Valid
M9307,*************2307,WO12307,SUV Pro,GA-2,STN-02,2026-03-03 06:03,ENG-1051,SUP-021,EMP309,TL-092,,Valid,Valid
M9308,*************2308,WO12308,SUV Pro,GA-2,STN-05,2026-03-03 06:05,ENG-1454,SUP-099,EMP294,TL-003,C,Valid,Valid
M9309,*************2309,WO12309,Sedan X,TRIM-1,STN-04,2026-03-03 06:06,ENG-1404,SUP-135,EMP275,TL-042,A,Valid,Valid
M9310,*************2310,WO12310,SUV Pro,TRIM-1,STN-03,2026-03-03 06:07,ENG-1226,SUP-156,EMP205,TL-048,B,Valid,Valid
M9311,*************2311,WO12311,Hatch Z,GA-1,STN-05,2026-03-03 06:08,ENG-1428,SUP-179,EMP293,TL-022,,Valid,Valid
M9312,*************2312,WO12312,Sedan X,GA-2,STN-03,2026-03-03 06:10,ENG-1180,SUP-104,EMP240,TL-032,C,Valid,Valid
M9313,*************2313,WO12313,Sedan X,TRIM-1,STN-05,2026-03-03 06:11,ENG-1449,SUP-121,EMP112,TL-088,B,Valid,Valid
M9314,*************2314,WO12314,Hatch Z,GA-1,STN-04,2026-03-03 06:12,ENG-1365,SUP-006,EMP299,TL-074,C,Valid,Valid
M9315,*************2315,WO12315,SUV Pro,TRIM-1,STN-01,2026-03-03 06:13,ENG-1251,SUP-112,EMP328,TL-055,A,Valid,Valid
M9316,*************2316,WO12316,SUV Pro,PAINT-1,STN-03,2026-03-03 06:15,ENG-1117,SUP-069,EMP287,TL-034,,Valid,Valid
M9317,*************2317,WO12317,Sedan X,GA-2,STN-02,2026-03-03 06:16,ENG-1437,SUP-150,EMP364,TL-077,B,Valid,Valid
M9318,*************2318,WO12318,Sedan X,TRIM-1,STN-03,2026-03-03 06:17,ENG-1024,SUP-195,EMP217,TL-012,B,Valid,Valid
M9319,*************2319,WO12319,Sedan X,GA-1,STN-03,2026-03-03 06:18,ENG-1040,SUP-135,EMP230,TL-058,B,Valid,Valid
M9320,*************2320,WO12320,SUV Pro,GA-2,STN-03,2026-03-03 06:20,ENG-1001,SUP-112,EMP242,TL-024,B,Valid,Valid
M9321,*************2321,WO12321,SUV Pro,PAINT-1,STN-02,2026-03-03 06:59,ENG-1266,SUP-018,EMP218,TL-012,A,Valid,Valid
M9322,*************2322,WO12322,Hatch Z,GA-2,STN-03,2026-03-03 06:22,ENG-1280,SUP-121,EMP316,TL-022,B,Valid,Valid
M9323,*************2323,WO12323,Sedan X,GA-2,STN-05,2026-03-03 06:23,ENG-1364,SUP-020,EMP134,TL-099,A,Valid,Valid
M9324,*************2324,WO12324,SUV Pro,GA-2,STN-05,2026-03-03 06:25,ENG-1063,SUP-200,EMP336,TL-071,C,Valid,Valid
M9325,*************2325,WO12325,Hatch Z,GA-2,STN-02,2026-03-03 06:26,ENG-1273,SUP-048,EMP225,TL-999,A,Valid,Valid
M9326,*************2326,WO12326,SUV Pro,GA-2,STN-03,2026-03-03 06:27,ENG-1139,SUP-132,EMP110,TL-065,A,Valid,Valid
M9327,*************2327,WO12327,SUV Pro,GA-2,STN-02,2026-03-03 06:28,ENG-1024,SUP-121,EMP179,TL-017,B,Valid,Valid
M9328,*************2328,WO12328,Hatch Z,PAINT-1,STN-05,2026-03-03 06:30,ENG-1400,SUP-072,EMP336,TL-032,,Valid,Valid
M9329,*************2329,WO12329,Sedan X,GA-1,STN-05,2026-03-03 06:31,ENG-1127,SUP-042,EMP121,TL-009,,Valid,Valid
M9330,*************2330,WO12330,Sedan X,GA-1,STN-03,2026-03-03 06:32,ENG-1235,SUP-136,EMP350,TL-087,,Valid,Valid
M9331,,WO12331,Hatch Z,TRIM-1,STN-05,2026-03-03 06:33,ENG-1238,SUP-166,EMP366,TL-046,,Valid,Invalid
M9332,*************2332,WO12332,SUV Pro,TRIM-1,STN-02,2026-03-03 06:35,ENG-1257,SUP-128,EMP164,TL-005,B,Valid,Valid
M9333,*************2333,WO12333,Sedan X,PAINT-1,STN-03,2026-03-03 06:36,ENG-1152,SUP-030,EMP311,TL-049,,Valid,Valid
M9334,*************2334,WO12334,SUV Pro,PAINT-1,STN-01,2026-03-03 06:37,ENG-1161,SUP-125,EMP201,TL-097,A,Valid,Valid
M9335,*************2335,WO12335,Sedan X,TRIM-1,STN-03,2026-03-03 06:38,ENG-1326,SUP-193,EMP175,TL-058,B,Valid,Valid
M9336,*************2336,WO12336,Hatch Z,PAINT-1,STN-04,2026-03-03 06:40,ENG-1125,SUP-037,EMP108,TL-030,,Valid,Valid
M9337,*************2337,WO12337,SUV Pro,TRIM-1,STN-04,2026-03-03 06:41,ENG-1238,SUP-183,EMP338,TL-048,B,Valid,Valid
M9338,*************2338,WO12338,SUV Pro,GA-2,STN-04,2026-03-03 06:42,ENG-1491,SUP-014,EMP225,TL-019,A,Valid,Valid
M9339,*************2339,WO12339,SUV Pro,PAINT-1,STN-01,2026-03-03 06:43,ENG-1179,SUP-120,EMP297,TL-084,,Valid,Valid
M9340,*************2340,WO12340,Sedan X,PAINT-1,STN-03,2026-03-03 06:45,ENG-1420,SUP-132,EMP382,TL-062,A,Valid,Valid
M9341,*************2341,WO12341,SUV Pro,GA-1,STN-03,2026-03-03 06:46,ENG-1169,SUP-050,EMP258,TL-065,B,Valid,Valid
M9342,*************2342,WO12342,Sedan X,GA-1,STN-02,2026-03-03 06:47,ENG-1381,SUP-183,EMP387,TL-035,A,Valid,Valid
M9343,*************2343,WO12343,Sedan X,GA-2,STN-05,2026-03-03 06:48,ENG-1266,SUP-096,EMP112,TL-058,,Valid,Valid
M9344,*************2344,WO12344,SUV Pro,TRIM-1,STN-03,2026-03-03 06:50,ENG-1318,SUP-084,EMP245,TL-048,A,Valid,Valid
M9345,*************2345,WO12345,Hatch Z,GA-1,STN-04,2026-03-03 06:51,ENG-1388,SUP-125,EMP321,TL-098,A,Valid,Valid
M9346,*************2346,WO12346,Hatch Z,GA-1,STN-02,2026-03-03 06:52,ENG-1477,SUP-097,EMP269,TL-085,,Valid,Valid
M9347,*************2347,WO12347,Hatch Z,PAINT-1,STN-02,2026-03-03 06:53,ENG-1072,SUP-196,EMP200,TL-012,,Valid,Valid
M9348,*************2348,WO12348,SUV Pro,TRIM-1,STN-02,2026-03-03 06:55,ENG-1021,SUP-012,EMP255,TL-002,B,Valid,Valid
M9349,*************2349,WO12349,Sedan X,TRIM-1,STN-05,2026-03-03 06:56,ENG-1099,SUP-107,EMP177,TL-055,C,Valid,Valid
M9350,*************2350,WO12350,Sedan X,GA-1,STN-01,2026-03-03 06:57,ENG-1083,SUP-010,EMP235,TL-094,,Valid,Valid
M9351,*************2351,WO12351,Sedan X,GA-2,STN-04,2026-03-03 06:58,ENG-1468,SUP-043,EMP352,TL-015,A,Valid,Valid
M9352,*************2352,WO12352,Hatch Z,TRIM-1,STN-03,2026-03-03 07:00,ENG-1460,SUP-088,EMP290,TL-061,C,Valid,Valid
M9353,*************2353,WO12353,Hatch Z,PAINT-1,STN-05,2026-03-03 07:01,ENG-1340,SUP-084,EMP369,TL-020,C,Valid,Valid
M9354,*************2354,WO12354,Hatch Z,GA-2,STN-02,2026-03-03 07:02,ENG-1417,SUP-006,EMP322,TL-062,C,Valid,Valid
M9355,*************2355,WO12355,SUV Pro,PAINT-1,STN-04,2026-03-03 07:03,ENG-1498,SUP-186,EMP307,TL-007,C,Valid,Valid
M9356,*************2356,WO12356,SUV Pro,GA-1,STN-03,2026-03-03 07:05,ENG-1075,SUP-143,EMP214,TL-999,B,Valid,Valid
M9357,*************2357,WO12357,Sedan X,TRIM-1,STN-02,2026-03-03 07:06,ENG-1474,SUP-026,EMP377,TL-065,C,Valid,Valid
M9358,*************2358,WO12358,SUV Pro,TRIM-1,STN-04,2026-03-03 07:07,ENG-1290,SUP-085,EMP253,TL-011,B,Valid,Valid
M9359,*************2359,WO12359,Sedan X,TRIM-1,STN-05,2026-03-03 07:08,ENG-1033,SUP-199,EMP260,TL-008,,Valid,Valid
M9360,*************2360,WO12360,SUV Pro,TRIM-1,STN-02,2026-03-03 07:10,ENG-1212,SUP-122,EMP115,TL-043,C,Valid,Valid
M9361,*************2361,WO12361,Sedan X,PAINT-1,STN-02,2026-03-03 07:11,ENG-1249,SUP-126,EMP302,TL-076,B,Valid,Valid
M9362,*************2362,WO12362,SUV Pro,TRIM-1,STN-03,2026-03-03 07:12,ENG-1120,SUP-074,EMP224,TL-079,B,Valid,Valid
M9363,*************2363,WO12363,SUV Pro,GA-2,STN-05,2026-03-03 07:13,ENG-1167,SUP-152,EMP292,TL-011,A,Valid,Valid
M9364,*************2364,WO12364,Sedan X,GA-1,STN-03,2026-03-03 07:15,ENG-1377,SUP-003,EMP176,TL-070,,Valid,Valid
M9365,*************2365,WO12365,SUV Pro,GA-1,STN-03,2026-03-03 07:16,ENG-1413,SUP-179,EMP177,TL-007,A,Valid,Valid
M9366,*************2366,WO12366,SUV Pro,GA-2,STN-01,2026-03-03 07:17,ENG-1068,SUP-075,EMP287,TL-087,C,Valid,Valid
M9367,*************2367,WO12367,Hatch Z,GA-1,STN-01,2026-03-03 07:18,ENG-1084,SUP-080,EMP269,TL-013,A,Valid,Valid
M9368,*************2368,WO12368,Hatch Z,GA-1,STN-01,2026-03-03 07:20,ENG-1314,SUP-001,EMP198,TL-022,,Valid,Valid
M9369,*************2369,WO12369,SUV Pro,GA-1,STN-03,2026-03-03 07:21,ENG-1303,SUP-075,EMP369,TL-010,C,Valid,Valid
M9370,*************2370,WO12370,Sedan X,GA-1,STN-04,2026-03-03 07:22,ENG-1310,SUP-067,EMP180,TL-083,A,Valid,Valid
M9371,*************2371,WO12371,SUV Pro,GA-2,STN-05,2026-03-03 07:23,ENG-1145,SUP-009,EMP301,TL-044,B,Valid,Valid
M9372,*************2372,WO12372,Hatch Z,TRIM-1,STN-03,2026-03-03 07:25,ENG-1231,SUP-092,EMP360,TL-040,C,Valid,Valid
M9373,*************2373,WO12373,Hatch Z,TRIM-1,STN-04,2026-03-03 07:26,ENG-1413,SUP-061,EMP258,TL-086,C,Valid,Valid
M9374,*************2374,WO12374,Sedan X,GA-2,STN-04,2026-03-03 07:27,ENG-1076,SUP-181,EMP179,TL-005,A,Valid,Valid
M9375,*************2375,WO12375,Sedan X,GA-1,STN-02,2026-03-03 07:28,ENG-1055,SUP-115,EMP164,TL-020,A,Valid,Valid
M9376,*************2376,WO12376,SUV Pro,PAINT-1,STN-05,2026-03-03 07:30,ENG-1163,SUP-149,EMP222,TL-092,,Valid,Valid
M9377,*************2377,WO12377,SUV Pro,TRIM-1,STN-01,2026-03-03 07:31,ENG-1476,SUP-165,EMP382,TL-094,C,Valid,Valid
M9378,*************2378,WO12378,Hatch Z,GA-2,STN-04,2026-03-03 07:32,ENG-1335,SUP-009,EMP286,TL-021,,Valid,Valid
M9379,*************2379,WO12379,Sedan X,PAINT-1,STN-01,2026-03-03 07:33,ENG-1025,SUP-009,EMP229,TL-050,B,Valid,Valid
M9380,*************2380,WO12380,SUV Pro,TRIM-1,STN-05,2026-03-03 07:35,ENG-1494,SUP-102,EMP265,TL-058,B,Valid,Valid
M9381,*************2381,WO12381,SUV Pro,TRIM-1,STN-05,2026-03-03 07:36,ENG-1161,SUP-193,EMP390,TL-090,B,Valid,Valid
M9382,*************2382,WO12382,Sedan X,GA-2,STN-03,2026-03-03 07:37,ENG-1212,SUP-024,EMP349,TL-043,B,Valid,Valid
M9383,*************2383,WO12383,Sedan X,GA-2,STN-02,2026-03-03 07:38,ENG-1262,SUP-155,EMP353,TL-036,B,Valid,Valid
M9384,*************2384,WO12384,Hatch Z,GA-2,STN-04,2026-03-03 07:40,ENG-1019,SUP-198,EMP104,TL-081,C,Valid,Valid
M9385,*************2385,WO12385,Hatch Z,PAINT-1,STN-03,2026-03-03 07:41,ENG-1314,SUP-096,EMP272,TL-001,A,Valid,Valid
M9386,*************2386,WO12386,SUV Pro,GA-2,STN-02,2026-03-03 07:42,ENG-1075,SUP-086,EMP358,TL-036,,Valid,Valid
M9387,*************2387,WO12387,Hatch Z,GA-2,STN-04,2026-03-03 07:43,ENG-1394,SUP-188,EMP120,TL-059,C,Valid,Valid
M9388,*************2388,WO12388,Hatch Z,TRIM-1,STN-01,2026-03-03 07:45,ENG-1145,SUP-086,EMP109,TL-053,A,Valid,Valid
M9389,*************2389,WO12389,SUV Pro,TRIM-1,STN-04,2026-03-03 07:46,ENG-1468,SUP-156,EMP392,TL-030,C,Valid,Valid
M9390,*************2390,WO12390,Hatch Z,GA-2,STN-04,2026-03-03 07:47,ENG-1135,SUP-077,EMP119,TL-030,C,Valid,Valid
M9391,*************2391,WO12391,SUV Pro,PAINT-1,STN-01,2026-03-03 07:48,ENG-1271,SUP-059,EMP120,TL-029,,Valid,Valid
M9392,*************2392,WO12392,Sedan X,TRIM-1,STN-01,2026-03-03 07:50,ENG-1220,SUP-013,EMP138,TL-036,,Valid,Valid
M9393,*************2393,WO12393,Sedan X,PAINT-1,STN-03,2026-03-03 07:51,ENG-1307,SUP-170,EMP126,TL-064,B,Valid,Valid
M9394,*************2394,WO12394,Hatch Z,PAINT-1,STN-03,2026-03-03 07:52,ENG-1059,SUP-061,EMP299,TL-072,C,Valid,Valid
M9395,*************2395,WO12395,Sedan X,GA-2,STN-01,2026-03-03 07:53,ENG-1350,SUP-110,EMP140,TL-043,B,Valid,Valid
M9396,*************2396,WO12396,SUV Pro,GA-1,STN-01,2026-03-03 07:55,ENG-1066,SUP-192,EMP232,TL-022,C,Valid,Valid
M9397,*************2397,WO12397,Hatch Z,PAINT-1,STN-04,2026-03-03 07:56,ENG-1082,SUP-110,EMP204,TL-094,B,Valid,Valid
M9398,*************2398,WO12398,SUV Pro,GA-1,STN-03,2026-03-03 07:57,ENG-1477,SUP-074,EMP258,TL-070,A,Valid,Valid
M9399,*************2399,WO12399,Sedan X,GA-2,STN-03,2026-03-03 07:58,ENG-1062,SUP-001,EMP222,TL-009,C,Valid,Valid
M9400,*************2400,WO12400,Sedan X,GA-1,STN-03,2026-03-03 08:00,ENG-1231,SUP-087,EMP162,TL-065,,Valid,Valid
M9401,*************2401,WO12401,Hatch Z,GA-1,STN-04,2026-03-03 08:01,ENG-1342,SUP-158,EMP242,TL-999,A,Valid,Valid
M9402,*************2402,WO12402,SUV Pro,GA-1,STN-03,2026-03-03 08:02,ENG-1090,SUP-100,EMP196,TL-070,C,Valid,Valid
M9403,*************2403,WO12403,Hatch Z,GA-1,STN-05,2026-03-03 08:03,ENG-1411,SUP-197,EMP144,TL-009,B,Valid,Valid
M9404,*************2404,WO12404,Sedan X,PAINT-1,STN-02,2026-03-03 08:05,ENG-1267,SUP-177,EMP373,TL-025,,Valid,Valid
M9405,*************2405,WO12405,Hatch Z,PAINT-1,STN-01,2026-03-03 08:06,ENG-1174,SUP-100,EMP321,TL-014,,Valid,Valid
M9406,*************2406,WO12406,Sedan X,GA-2,STN-02,2026-03-03 08:07,ENG-1317,SUP-164,EMP347,TL-100,A,Valid,Valid
M9407,*************2407,WO12407,Hatch Z,GA-2,STN-03,2026-03-03 08:08,ENG-1336,SUP-200,EMP353,TL-072,,Valid,Valid
M9408,*************2408,WO12408,SUV Pro,PAINT-1,STN-05,2026-03-03 08:10,ENG-1188,SUP-051,EMP121,TL-005,,Valid,Valid
M9409,*************2409,WO12409,Sedan X,GA-1,STN-05,2026-03-03 08:11,ENG-1181,SUP-005,EMP290,TL-084,C,Valid,Valid
M9410,*************2410,WO12410,SUV Pro,GA-1,STN-03,2026-03-03 08:12,ENG-1441,SUP-119,EMP143,TL-018,A,Valid,Valid
M9411,*************2411,WO12411,Hatch Z,GA-1,STN-05,2026-03-03 08:13,ENG-1069,SUP-122,EMP353,TL-071,C,Valid,Valid
M9412,*************2412,WO12412,Sedan X,GA-1,STN-03,2026-03-03 08:15,ENG-1427,SUP-164,EMP262,TL-032,C,Valid,Valid
M9413,*************2413,WO12413,Hatch Z,TRIM-1,STN-03,2026-03-03 08:16,ENG-1019,SUP-028,EMP128,TL-039,B,Valid,Valid
M9414,*************2414,WO12414,Hatch Z,PAINT-1,STN-03,2026-03-03 08:17,ENG-1194,SUP-040,EMP243,TL-044,,Valid,Valid
M9415,*************2415,WO12415,Sedan X,PAINT-1,STN-01,2026-03-03 08:18,ENG-1255,SUP-079,EMP253,TL-053,A,Valid,Valid
M9416,*************2416,WO12416,Sedan X,PAINT-1,STN-03,2026-03-03 08:20,ENG-1094,SUP-183,EMP147,TL-018,A,Valid,Valid
M9417,*************2417,WO12417,SUV Pro,GA-1,STN-01,2026-03-03 08:21,ENG-1499,SUP-068,EMP270,TL-041,A,Valid,Valid
M9418,*************2418,WO12418,Sedan X,GA-2,STN-05,2026-03-03 08:22,ENG-1409,SUP-021,EMP218,TL-007,C,Valid,Valid
M9419,*************2419,WO12419,SUV Pro,GA-1,STN-03,2026-03-03 08:23,ENG-1364,SUP-141,EMP395,TL-089,C,Valid,Valid
M9420,*************2420,WO12420,Hatch Z,PAINT-1,STN-01,2026-03-03 08:25,ENG-1458,SUP-104,EMP120,TL-040,,Valid,Valid
M9421,*************2421,WO12421,Sedan X,PAINT-1,STN-03,2026-03-03 08:26,ENG-1379,SUP-014,EMP170,TL-009,A,Valid,Valid
M9422,*************2422,WO12422,Hatch Z,GA-1,STN-01,2026-03-03 08:27,ENG-1456,SUP-123,EMP121,TL-061,C,Valid,Valid
M9423,*************2423,WO12423,SUV Pro,GA-1,STN-03,2026-03-03 08:28,ENG-1081,SUP-152,EMP387,TL-032,A,Valid,Valid
M9424,*************2424,WO12424,SUV Pro,GA-2,STN-02,2026-03-03 08:30,ENG-1332,SUP-146,EMP153,TL-081,A,Valid,Valid
M9425,*************2425,WO12425,SUV Pro,GA-2,STN-05,2026-03-03 08:31,ENG-1362,SUP-033,EMP186,TL-095,B,Valid,Valid
M9426,*************2426,WO12426,SUV Pro,GA-1,STN-05,2026-03-03 08:32,ENG-1267,SUP-070,EMP395,TL-094,B,Valid,Valid
M9427,*************2427,WO12427,SUV Pro,GA-2,STN-01,2026-03-03 08:33,ENG-1220,SUP-055,EMP298,TL-025,C,Valid,Valid
M9428,*************2428,WO12428,SUV Pro,GA-2,STN-04,2026-03-03 08:35,ENG-1498,SUP-152,EMP310,TL-075,C,Valid,Valid
M9429,*************2429,WO12429,SUV Pro,GA-2,STN-05,2026-03-03 08:36,ENG-1438,SUP-032,EMP315,TL-033,,Valid,Valid
M9430,*************2430,WO12430,Sedan X,GA-1,STN-04,2026-03-03 08:37,ENG-1302,SUP-049,EMP229,TL-089,B,Valid,Valid
M9431,*************2431,WO12431,Hatch Z,GA-2,STN-03,2026-03-03 08:38,ENG-1328,SUP-149,EMP161,TL-086,B,Valid,Valid
M9432,*************2432,WO12432,Sedan X,GA-1,STN-02,2026-03-03 08:40,ENG-1127,SUP-191,EMP123,TL-094,A,Valid,Valid
M9433,*************2433,WO12433,Hatch Z,TRIM-1,STN-02,2026-03-03 08:41,ENG-1494,SUP-056,EMP241,TL-015,A,Valid,Valid
M9434,*************2434,WO12434,Hatch Z,GA-2,STN-05,2026-03-03 08:42,ENG-1056,SUP-179,EMP107,TL-053,A,Valid,Valid
M9435,*************2435,WO12435,SUV Pro,GA-2,STN-04,2026-03-03 08:43,ENG-1073,SUP-038,EMP163,TL-048,C,Valid,Valid
M9436,*************2436,WO12436,SUV Pro,TRIM-1,STN-05,2026-03-03 08:45,ENG-1265,SUP-175,EMP240,TL-057,B,Valid,Valid
M9437,*************2437,WO12437,Hatch Z,GA-2,STN-02,2026-03-03 08:46,ENG-1199,SUP-091,EMP196,TL-086,B,Valid,Valid
M9438,*************2438,WO12438,SUV Pro,TRIM-1,STN-03,2026-03-03 08:47,ENG-1223,SUP-013,EMP229,TL-001,,Valid,Valid
M9439,*************2439,WO12439,SUV Pro,GA-2,STN-01,2026-03-03 08:48,ENG-1400,SUP-016,EMP334,TL-068,C,Valid,Valid
M9440,*************2440,WO12440,Sedan X,TRIM-1,STN-01,2026-03-03 08:50,ENG-1451,SUP-074,EMP172,TL-037,C,Valid,Valid
M9441,*************2441,WO12441,Sedan X,TRIM-1,STN-03,2026-03-03 08:51,ENG-1007,SUP-122,EMP371,TL-009,,Valid,Valid
M9442,*************2442,WO12442,SUV Pro,PAINT-1,STN-05,2026-03-03 08:52,ENG-1114,,EMP330,TL-026,C,Valid,Valid
M9443,*************2443,WO12443,SUV Pro,TRIM-1,STN-03,2026-03-03 08:53,ENG-1082,SUP-123,EMP212,TL-057,B,Valid,Valid
M9444,*************2444,WO12444,Sedan X,GA-2,STN-05,2026-03-03 08:55,ENG-1248,SUP-099,EMP212,TL-071,B,Valid,Valid
M9445,*************2445,WO12445,Sedan X,PAINT-1,STN-05,2026-03-03 08:56,ENG-1189,SUP-134,EMP230,TL-089,A,Valid,Valid
M9446,*************2446,WO12446,SUV Pro,PAINT-1,STN-05,2026-03-03 08:57,ENG-1206,SUP-006,EMP132,TL-073,A,Valid,Valid
M9447,*************2447,WO12447,Sedan X,PAINT-1,STN-03,2026-03-03 08:58,ENG-1414,SUP-063,EMP384,TL-079,B,Valid,Valid
M9448,*************2448,WO12448,Hatch Z,TRIM-1,STN-05,2026-03-03 09:00,ENG-1001,SUP-039,EMP110,TL-042,,Valid,Valid
M9449,*************2449,WO12449,Hatch Z,PAINT-1,STN-01,2026-03-03 09:01,ENG-1246,SUP-050,EMP195,TL-014,C,Valid,Valid
M9450,*************2450,WO12450,Hatch Z,TRIM-1,STN-03,2026-03-03 09:02,ENG-1356,SUP-070,EMP202,TL-081,,Valid,Valid
M9451,*************2451,WO12451,Hatch Z,PAINT-1,STN-01,2026-03-03 09:03,ENG-1194,SUP-121,EMP200,TL-032,C,Valid,Valid
M9452,*************2452,WO12452,Sedan X,PAINT-1,STN-03,2026-03-03 09:05,ENG-1241,SUP-195,EMP223,TL-069,C,Valid,Valid
M9453,*************2453,WO12453,SUV Pro,GA-2,STN-04,2026-03-03 09:06,ENG-1490,SUP-144,EMP108,TL-089,A,Valid,Valid
M9454,*************2454,WO12454,Sedan X,GA-2,STN-02,2026-03-03 09:07,ENG-1210,SUP-012,EMP204,TL-060,,Valid,Valid
M9455,*************2455,WO12455,Hatch Z,GA-1,STN-01,2026-03-03 09:08,ENG-1348,SUP-141,EMP325,TL-092,B,Valid,Valid
M9456,*************2456,WO12456,Sedan X,GA-2,STN-02,2026-03-03 09:10,ENG-1189,SUP-025,EMP118,TL-033,A,Valid,Valid
M9457,*************2457,WO12457,Hatch Z,TRIM-1,STN-01,2026-03-03 09:11,ENG-1143,SUP-165,EMP330,TL-027,A,Valid,Valid
M9458,*************2458,WO12458,SUV Pro,GA-2,STN-05,2026-03-03 09:12,ENG-1060,SUP-024,EMP228,TL-077,B,Valid,Valid
M9459,*************2459,WO12459,Sedan X,TRIM-1,STN-05,2026-03-03 09:13,ENG-1141,SUP-139,EMP185,TL-085,A,Valid,Valid
M9460,*************2460,WO12460,SUV Pro,GA-2,STN-03,2026-03-03 09:15,ENG-1210,SUP-085,EMP151,TL-012,B,Valid,Valid
M9461,*************2461,WO12461,Hatch Z,PAINT-1,STN-01,2026-03-03 09:16,ENG-1218,SUP-179,EMP278,TL-046,,Valid,Valid
M9462,*************2462,WO12462,Hatch Z,GA-2,STN-01,2026-03-03 09:17,ENG-1378,SUP-025,EMP392,TL-003,C,Valid,Valid
M9463,*************2463,WO12463,Sedan X,GA-2,STN-03,2026-03-03 09:18,ENG-1080,SUP-060,EMP123,TL-094,B,Valid,Valid
