Reading_ID,Event_ID,Tool_Mac,Torque,Temp
SR-6886,EVT-11036,AA:BB:CC:00:28,41.7,94.6
SR-6887,EVT-13951,AA:BB:CC:00:100,46.3,81.5
SR-6888,EVT-11335,AA:BB:CC:00:32,39.3,84.6
SR-6889,EVT-14006,AA:BB:CC:00:58,47.3,96.1
SR-6890,EVT-13941,AA:BB:CC:00:70,45.3,77.3
SR-6891,EVT-13138,AA:BB:CC:00:23,44.4,73.2
SR-6892,EVT-13997,AA:BB:CC:00:70,42.2,86.2
SR-6893,EVT-13161,AA:BB:CC:00:64,46.3,81.3
SR-6894,EVT-14490,AA:BB:CC:00:86,41.8,86.9
SR-6895,EVT-11477,AA:BB:CC:00:31,47.9,89.7
SR-6896,EVT-11611,AA:BB:CC:00:19,45.6,85.5
SR-6897,EVT-14885,AA:BB:CC:00:72,45.9,94.3
SR-6898,EVT-14773,AA:BB:CC:00:08,44.1 Nm,84.5
SR-6899,EVT-14619,AA:BB:CC:00:84,46.7,89.5
SR-6900,EVT-13491,AA:BB:CC:00:64,41.2,85.1
SR-6901,EVT-12865,AA:BB:CC:00:88,44.7,85.0
SR-6902,EVT-11296,AA:BB:CC:00:77,41.9,87.3
SR-6903,EVT-11695,AA:BB:CC:00:41,46.0,80.3
SR-6904,EVT-14268,AA:BB:CC:00:51,43.2,76.4
SR-6905,EVT-10706,AA:BB:CC:00:07,45.2,90.8
SR-6906,EVT-11816,AA:BB:CC:00:52,44.0,89.6
SR-6907,EVT-13173,AA:BB:CC:00:72,46.0,90.2
SR-6908,EVT-12864,AA:BB:CC:00:91,45.7,83.2
SR-6909,EVT-11066,AA:BB:CC:00:03,43.9,85.9
SR-6910,EVT-13310,AA:BB:CC:00:17,45.3,84.6
SR-6911,EVT-11817,AA:BB:CC:00:05,43.0,83.5
SR-6912,EVT-14192,AA:BB:CC:00:60,49.6,75.2
SR-6913,EVT-14110,AA:BB:CC:00:73,45.8,96.0
SR-6914,EVT-13380,AA:BB:CC:00:70,44.9,87.3
SR-6915,EVT-10228,AA:BB:CC:00:08,40.2,89.4
SR-6916,EVT-12579,AA:BB:CC:00:44,46.1,85.3
SR-6917,EVT-11668,AA:BB:CC:00:26,41.3,82.7
SR-6918,EVT-12879,AA:BB:CC:00:48,44.2,85.3
SR-6919,EVT-10431,AA:BB:CC:00:84,44.1,87.1
SR-6920,EVT-10935,AA:BB:CC:00:26,48.7,88.8
SR-6921,EVT-12045,AA:BB:CC:00:58,45.6,85.4
SR-6922,EVT-11815,AA:BB:CC:00:67,42.8,82.9
SR-6923,EVT-10837,AA:BB:CC:00:58,42.6,84.5
SR-6924,EVT-10907,AA:BB:CC:00:25,45.7,89.1
SR-6925,EVT-14735,AA:BB:CC:00:15,46.9,80.8
SR-6926,EVT-10623,AA:BB:CC:00:11,44.8,90.8
SR-6927,EVT-14044,AA:BB:CC:00:96,33.19 ft-lb,93.0
SR-6928,EVT-11732,AA:BB:CC:00:96,45.1,80.5
SR-6929,EVT-11420,AA:BB:CC:00:06, 47.5 ,88.4
SR-6930,EVT-10257,AA:BB:CC:00:02,46.0,82.7
SR-6931,EVT-10363,AA:BB:CC:00:23,45.0 Nm,76.3
SR-6932,EVT-14425,AA:BB:CC:00:93,43.6,87.4
SR-6933,EVT-10344,AA:BB:CC:00:07,46.7,87.9
SR-6934,EVT-10675,AA:BB:CC:00:62,46.3,86.3
SR-6935,EVT-13462,AA:BB:CC:00:30,47.5,90.7
SR-6936,EVT-12836,AA:BB:CC:00:80,46.8,85.3
SR-6937,EVT-14181,AA:BB:CC:00:01,45.9,84.1
SR-6938,EVT-13025,AA:BB:CC:00:77,45.5,88.0
SR-6939,EVT-12392,AA:BB:CC:00:36,43.5,185 F
SR-6940,EVT-14343,AA:BB:CC:00:01,45.8,88.0
SR-6941,EVT-10989,AA:BB:CC:00:22,44.0,81.7
SR-6942,EVT-11439,AA:BB:CC:00:93,41.9,85.4
SR-6943,EVT-13042,AA:BB:CC:00:62,48.8,84.8
SR-6944,EVT-14334,AA:BB:CC:00:80,43.1,87.5
SR-6945,EVT-10013,AA:BB:CC:00:44,43.4,87.5
SR-6946,EVT-13878,AA:BB:CC:00:09,45.3,83.1
SR-6947,EVT-13709,AA:BB:CC:00:89,45.4,79.5
SR-6948,EVT-11321,AA:BB:CC:00:38,45.4,82.7
SR-6949,EVT-12840,AA:BB:CC:00:22,44.2,82.2
SR-6950,EVT-14860,AA:BB:CC:00:41,46.0,82.0
SR-6951,EVT-12023,AA:BB:CC:00:02,47.3,86.7
SR-6952,EVT-10010,AA:BB:CC:00:01,43.2,79.9
SR-6953,EVT-14251,AA:BB:CC:00:10,42.6,84.0
SR-6954,EVT-14548,AA:BB:CC:00:99,40.7,82.0
SR-6955,EVT-11791,AA:BB:CC:00:88,44.1,78.9
SR-6956,EVT-10738,AA:BB:CC:00:50,45.2,90.5
SR-6957,EVT-14147,AA:BB:CC:00:24,45.7,91.0
SR-6958,EVT-11670,AA:BB:CC:00:47,43.9,81.5
SR-6959,EVT-10986,AA:BB:CC:00:46,47.7,88.5
SR-6960,EVT-12923,AA:BB:CC:00:74,46.6,89.1
SR-6961,EVT-13032,AA:BB:CC:00:20,45.4,86.9
SR-6962,EVT-10010,AA:BB:CC:00:76,44.4,74.8
SR-6963,EVT-12077,AA:BB:CC:00:60,42.7,84.0
SR-6964,EVT-11499,AA:BB:CC:00:23,43.4,90.1
SR-6965,EVT-14816,AA:BB:CC:00:23,43.4,77.9
SR-6966,EVT-12866,AA:BB:CC:00:73,45.5,86.8
SR-6967,EVT-14833,AA:BB:CC:00:62,45.6,83.0
SR-6968,EVT-12388,AA:BB:CC:00:04,41.9,86.1
SR-6969,EVT-14913,AA:BB:CC:00:93,45.9 Nm,76.2
SR-6970,EVT-10255,AA:BB:CC:00:27,45.7,80.4
SR-6971,EVT-13243,AA:BB:CC:00:93,45.8,83.8
SR-6972,EVT-10526,AA:BB:CC:00:57,44.9,86.3
SR-6973,EVT-13765,AA:BB:CC:00:68,44.0,94.5
SR-6974,EVT-12259,AA:BB:CC:00:66,47.8,90.1
SR-6975,EVT-14477,AA:BB:CC:00:71,42.7,82.5
SR-6976,EVT-14398,AA:BB:CC:00:57,40.9,86.8 C
SR-6977,EVT-14853,AA:BB:CC:00:43,43.3,83.1
SR-6978,EVT-10340,AA:BB:CC:00:48,47.3,81.2
SR-6979,EVT-11788,AA:BB:CC:00:42,45.3,83.5
SR-6980,EVT-12524,AA:BB:CC:00:98,43.2,82.3
SR-6981,EVT-11010,AA:BB:CC:00:12,46.2,77.8
SR-6982,EVT-12981,AA:BB:CC:00:91,45.3,94.6
SR-6983,EVT-11561,AA:BB:CC:00:54,45.2,79.9
SR-6984,EVT-13603,AA:BB:CC:00:86,42.8,78.7
SR-6985,EVT-10291,AA:BB:CC:00:79,46.4,83.5
SR-6986,EVT-12879,AA:BB:CC:00:74,43.5,77.3
SR-6987,EVT-10554,AA:BB:CC:00:35,47.6,89.7
SR-6988,EVT-12727,AA:BB:CC:00:40,42.2,84.5
SR-6989,EVT-10917,AA:BB:CC:00:53,45.6,90.7
SR-6990,EVT-10204,AA:BB:CC:00:84,42.6,92.3
SR-6991,EVT-10078,AA:BB:CC:00:32,42.2,80.9
SR-6992,EVT-10527,AA:BB:CC:00:84,33.19 ft-lb,78.8
SR-6993,EVT-13842,AA:BB:CC:00:05,43.2,85.9
SR-6994,EVT-12884,AA:BB:CC:00:29,44.1,90.2
SR-6995,EVT-10922,AA:BB:CC:00:91,42.8,87.9
SR-6996,EVT-11959,AA:BB:CC:00:90,48.0,81.0
SR-6997,EVT-10613,AA:BB:CC:00:11,43.8,86.9
SR-6998,EVT-12867,AA:BB:CC:00:29,46.6,85.2
SR-6999,EVT-10247,AA:BB:CC:00:20,43.6,82.2
SR-7000,EVT-11843,AA:BB:CC:00:43,41.7,83.4
SR-7001,EVT-13393,AA:BB:CC:00:70,44.9,99.9
SR-7002,EVT-13666,AA:BB:CC:00:08,46.7,81.8 C
SR-7003,EVT-14274,AA:BB:CC:00:45,44.6,87.9
SR-7004,EVT-11215,AA:BB:CC:00:66,44.4,92.2
SR-7005,EVT-12999,AA:BB:CC:00:62,45.4,78.8
SR-7006,EVT-11186,AA:BB:CC:00:55,46.4,83.1
SR-7007,EVT-13978,AA:BB:CC:00:91,45.4,185 F
SR-7008,EVT-14512,AA:BB:CC:00:38,43.2,88.5
SR-7009,EVT-13649,AA:BB:CC:00:84,43.5,81.5
SR-7010,EVT-11015,AA:BB:CC:00:94,46.1,80.8
SR-7011,EVT-10032,AA:BB:CC:00:93,43.3,83.5
SR-7012,EVT-14172,AA:BB:CC:00:66,44.4,85.1
SR-7013,EVT-13738,AA:BB:CC:00:15,46.8,88.4
SR-7014,EVT-10873,AA:BB:CC:00:33,45.3,88.2
SR-7015,EVT-12268,AA:BB:CC:00:11,44.8,85.8
SR-7016,EVT-11895,AA:BB:CC:00:40,42.4,86.0
SR-7017,EVT-10299,AA:BB:CC:00:88,41.9,85.3
SR-7018,EVT-12604,AA:BB:CC:00:41,45.8,80.6
SR-7019,EVT-14776,AA:BB:CC:00:79,45.1,79.7
SR-7020,EVT-10435,AA:BB:CC:00:05,42.3,84.0
SR-7021,EVT-12097,AA:BB:CC:00:73,47.0,82.9
SR-7022,EVT-12551,AA:BB:CC:00:04,42.6,90.7
SR-7023,EVT-10879,AA:BB:CC:00:91,43.5,82.8
SR-7024,EVT-10947,AA:BB:CC:00:68,43.9,96.0
SR-7025,EVT-13929,AA:BB:CC:00:37,48.0,77.1
SR-7026,EVT-10780,AA:BB:CC:00:13,45.9,72.1
SR-7027,EVT-14022,AA:BB:CC:00:21,45.4,81.8 C
SR-7028,EVT-11185,AA:BB:CC:00:11,43.7,83.1
SR-7029,EVT-14918,AA:BB:CC:00:76,43.5,86.6
SR-7030,EVT-12397,AA:BB:CC:00:14,43.0,87.4
SR-7031,EVT-14008,AA:BB:CC:00:36,33.19 ft-lb,80.6
SR-7032,EVT-14097,AA:BB:CC:00:13,43.0,85.3
SR-7033,EVT-12763,AA:BB:CC:00:59,42.6,80.0
SR-7034,EVT-10853,AA:BB:CC:00:69,44.3,90.5
SR-7035,EVT-10869,AA:BB:CC:00:21,48.6,78.0
SR-7036,EVT-14876,AA:BB:CC:00:73,45.3,95.2
SR-7037,EVT-12479,AA:BB:CC:00:97,44.2,87.2
SR-7038,EVT-10856,AA:BB:CC:00:64,43.0,94.2
SR-7039,EVT-14007,AA:BB:CC:00:55,46.7,86.4
SR-7040,EVT-11638,AA:BB:CC:00:81,47.5,79.9
SR-7041,EVT-12542,AA:BB:CC:00:91,42.8,97.2
SR-7042,EVT-12580,AA:BB:CC:00:65,43.9,93.0
SR-7043,EVT-14369,AA:BB:CC:00:51,43.5,87.1
SR-7044,EVT-10600,AA:BB:CC:00:69,43.8,89.5
SR-7045,EVT-11231,AA:BB:CC:00:76,45.1,91.0
SR-7046,EVT-11132,AA:BB:CC:00:25,43.3,76.9
SR-7047,EVT-12809,AA:BB:CC:00:25,44.6,80.3
SR-7048,EVT-10574,AA:BB:CC:00:12,43.5,88.0
SR-7049,EVT-13771,AA:BB:CC:00:11,44.1,85.0
SR-7050,EVT-10685,AA:BB:CC:00:94,45.3,82.7
SR-7051,EVT-12261,AA:BB:CC:00:48,46.2,89.1
SR-7052,EVT-10683,AA:BB:CC:00:91,45.4,86.9
SR-7053,EVT-14747,AA:BB:CC:00:81,45.4,93.7
SR-7054,EVT-12794,AA:BB:CC:00:94,51.1,93.2
SR-7055,EVT-12521,AA:BB:CC:00:03,45.5,89.0
SR-7056,EVT-12843,AA:BB:CC:00:75,47.8,85.1
SR-7057,EVT-14963,AA:BB:CC:00:49,45.6,85.1
SR-7058,EVT-14005,AA:BB:CC:00:33,43.8,90.7
SR-7059,EVT-12998,AA:BB:CC:00:47,47.5,90.7 C
SR-7060,EVT-14493,AA:BB:CC:00:73,47.3,91.6
SR-7061,EVT-11785,AA:BB:CC:00:18,45.7,80.9
SR-7062,EVT-12110,AA:BB:CC:00:01,46.0,81.1
SR-7063,EVT-14013,AA:BB:CC:00:70,44.6,86.2
SR-7064,EVT-14171,AA:BB:CC:00:98,46.5,85.7
SR-7065,EVT-11482,AA:BB:CC:00:05,45.6,89.2
SR-7066,EVT-14483,AA:BB:CC:00:03,45.1,88.2 C
SR-7067,EVT-10344,AA:BB:CC:00:90,41.9,85.3
SR-7068,EVT-12897,AA:BB:CC:00:70,48.6,75.7
SR-7069,EVT-11431,AA:BB:CC:00:11,48.4,75.9
SR-7070,EVT-14420,AA:BB:CC:00:75,44.5,81.2
SR-7071,EVT-13116,AA:BB:CC:00:40,44.1,83.6
SR-7072,EVT-13404,AA:BB:CC:00:64,44.7,93.3
SR-7073,EVT-11729,AA:BB:CC:00:80,44.9,84.1
SR-7074,EVT-13508,AA:BB:CC:00:84,46.7,88.9
SR-7075,EVT-11903,AA:BB:CC:00:84,40.5,89.8
SR-7076,EVT-13520,AA:BB:CC:00:90,45.6,84.2
SR-7077,EVT-11495,AA:BB:CC:00:58,41.9,85.1
SR-7078,EVT-13105,AA:BB:CC:00:99,42.2,82.5
SR-7079,EVT-10876,AA:BB:CC:00:25,46.0,82.8
SR-7080,EVT-10384,AA:BB:CC:00:30,45.0,77.2
SR-7081,EVT-13422,AA:BB:CC:00:40,46.1,90.4
SR-7082,EVT-12646,AA:BB:CC:00:25,42.6,92.7
SR-7083,EVT-13553,AA:BB:CC:00:10,41.7,78.6
SR-7084,EVT-10078,AA:BB:CC:00:57,45.8,79.4
SR-7085,EVT-14546,AA:BB:CC:00:35,41.8,91.8
SR-7086,EVT-10786,AA:BB:CC:00:27,41.4,81.2
SR-7087,EVT-13370,AA:BB:CC:00:68,44.8,79.3
SR-7088,EVT-13622,AA:BB:CC:00:62,41.9,84.1
SR-7089,EVT-10230,AA:BB:CC:00:80,43.9,83.8
SR-7090,EVT-14506,AA:BB:CC:00:29,43.9,88.1
SR-7091,EVT-14501,AA:BB:CC:00:99,45.4,87.8
SR-7092,EVT-14912,AA:BB:CC:00:21,45.5,69.7
SR-7093,EVT-13898,AA:BB:CC:00:41,48.6,80.0
SR-7094,EVT-13623,AA:BB:CC:00:31,42.4,90.0
SR-7095,EVT-13422,AA:BB:CC:00:19,40.8,81.4
SR-7096,EVT-10055,AA:BB:CC:00:38,40.4,87.6
SR-7097,EVT-13174,AA:BB:CC:00:32,45.8,85.9
SR-7098,EVT-13020,AA:BB:CC:00:04, 46.1 ,78.3
SR-7099,EVT-10997,AA:BB:CC:00:78,46.0,81.1
SR-7100,EVT-13300,AA:BB:CC:00:65,47.5,82.9
SR-7101,EVT-12767,AA:BB:CC:00:83,42.7,81.0
SR-7102,EVT-10283,AA:BB:CC:00:48,44.0,87.4
SR-7103,EVT-11431,AA:BB:CC:00:32,42.7,185 F
SR-7104,EVT-10381,AA:BB:CC:00:08,39.6,82.1
SR-7105,EVT-12749,AA:BB:CC:00:05,45.7,86.4
SR-7106,EVT-13076,AA:BB:CC:00:72,46.2,76.4
SR-7107,EVT-13755,AA:BB:CC:00:49,43.5,82.4
SR-7108,EVT-10305,AA:BB:CC:00:70,43.7,83.0
SR-7109,EVT-10640,AA:BB:CC:00:99,44.6,91.2
SR-7110,EVT-13519,AA:BB:CC:00:53,45.6,86.0
SR-7111,EVT-13532,AA:BB:CC:00:60,44.5,88.8
SR-7112,EVT-11280,AA:BB:CC:00:61,9000,78.3
SR-7113,EVT-10142,AA:BB:CC:00:62,47.2,83.7
SR-7114,EVT-14297,AA:BB:CC:00:75,45.3,185 F
SR-7115,EVT-13021,AA:BB:CC:00:13,47.2,87.1
SR-7116,EVT-11843,AA:BB:CC:00:89,46.4,82.3
SR-7117,EVT-10745,AA:BB:CC:00:51,42.6,87.3
SR-7118,EVT-10552,AA:BB:CC:00:29,48.1,81.7
SR-7119,EVT-10941,AA:BB:CC:00:20,43.9,85.5
SR-7120,EVT-10276,AA:BB:CC:00:35,45.3,80.3
SR-7121,EVT-10370,AA:BB:CC:00:90,45.9,82.7
SR-7122,EVT-12099,AA:BB:CC:00:84,43.5,83.1
SR-7123,EVT-14561,AA:BB:CC:00:41,45.0,87.6
SR-7124,EVT-14899,AA:BB:CC:00:44,47.1,84.7
SR-7125,EVT-12981,AA:BB:CC:00:44,46.2,84.4
SR-7126,EVT-10610,AA:BB:CC:00:06,43.4,80.8
SR-7127,EVT-10067,AA:BB:CC:00:63,43.1,84.0
SR-7128,EVT-13320,AA:BB:CC:00:17,44.5,83.3
SR-7129,EVT-11793,AA:BB:CC:00:91,45.9,85.3
SR-7130,EVT-12914,AA:BB:CC:00:41,45.9,76.1
SR-7131,EVT-10337,AA:BB:CC:00:83,46.2,81.7
SR-7132,EVT-11473,AA:BB:CC:00:96,45.7,90.6
SR-7133,EVT-14934,AA:BB:CC:00:23,41.2,74.6
SR-7134,EVT-10765,AA:BB:CC:00:38,43.7,80.9
SR-7135,EVT-12344,AA:BB:CC:00:41,43.6,87.7
SR-7136,EVT-14855,AA:BB:CC:00:31,48.2,87.5
SR-7137,EVT-10616,AA:BB:CC:00:16,48.4,84.9
SR-7138,EVT-12310,AA:BB:CC:00:03,44.2,86.5
SR-7139,EVT-10568,AA:BB:CC:00:80,47.6,85.4
SR-7140,EVT-12173,AA:BB:CC:00:16,44.6,87.3
SR-7141,EVT-12140,AA:BB:CC:00:68,45.5,87.2
SR-7142,EVT-13192,AA:BB:CC:00:69,45.2,84.9
SR-7143,EVT-12951,AA:BB:CC:00:54,49.1,84.1
SR-7144,EVT-13586,AA:BB:CC:00:92,46.0,88.3
SR-7145,EVT-12151,AA:BB:CC:00:87,44.3,90.7
SR-7146,EVT-12719,AA:BB:CC:00:42,49.7,86.2
SR-7147,EVT-11746,AA:BB:CC:00:64,44.8,79.8
SR-7148,EVT-12386,AA:BB:CC:00:19,45.7,81.6
SR-7149,EVT-11204,AA:BB:CC:00:89,44.2,85.9
SR-7150,EVT-10587,AA:BB:CC:00:83,43.6,89.6
SR-7151,EVT-10906,AA:BB:CC:00:62,45.1,78.6
SR-7152,EVT-13743,AA:BB:CC:00:03,45.2,85.7
SR-7153,EVT-14613,AA:BB:CC:00:08,45.7,81.6
SR-7154,EVT-11701,AA:BB:CC:00:90,38.2,84.9
SR-7155,EVT-13894,AA:BB:CC:00:31,44.2,82.1
SR-7156,EVT-11947,AA:BB:CC:00:19,44.7,84.3
SR-7157,EVT-10793,AA:BB:CC:00:81,45.3,80.1
SR-7158,EVT-13061,AA:BB:CC:00:65,46.4,94.1
SR-7159,EVT-14681,AA:BB:CC:00:53,40.6,85.9
SR-7160,EVT-11249,AA:BB:CC:00:13,44.5,84.1
SR-7161,EVT-11132,AA:BB:CC:00:59,45.6,82.9
SR-7162,EVT-11138,AA:BB:CC:00:57,49.0,97.9
SR-7163,EVT-14351,AA:BB:CC:00:43,45.4,86.7
SR-7164,EVT-11621,AA:BB:CC:00:12,47.3,91.9
SR-7165,EVT-14501,AA:BB:CC:00:96,42.2,84.7
SR-7166,EVT-13589,AA:BB:CC:00:88,45.2,84.4
SR-7167,EVT-12826,AA:BB:CC:00:98,46.0,80.4
SR-7168,EVT-12385,AA:BB:CC:00:24,43.5,85.9
SR-7169,EVT-10258,AA:BB:CC:00:42,46.7,88.1
SR-7170,EVT-14848,AA:BB:CC:00:09,42.7,77.8
SR-7171,EVT-13698,AA:BB:CC:00:48, 41.9 ,85.8
SR-7172,EVT-11457,AA:BB:CC:00:68,46.0,86.5
SR-7173,EVT-14453,AA:BB:CC:00:48,48.1,77.6
SR-7174,EVT-11271,AA:BB:CC:00:25,46.8,85.2
SR-7175,EVT-11744,AA:BB:CC:00:100,45.1,87.9
SR-7176,EVT-12486,AA:BB:CC:00:24,44.3,81.8
SR-7177,EVT-14637,AA:BB:CC:00:23,44.2,90.9
SR-7178,EVT-12802,AA:BB:CC:00:62,45.5,89.5
SR-7179,EVT-13252,AA:BB:CC:00:79,41.9,74.6
SR-7180,EVT-11585,AA:BB:CC:00:89,43.4,85.6
SR-7181,EVT-10222,AA:BB:CC:00:61,47.6,83.1
SR-7182,EVT-12207,AA:BB:CC:00:10,46.4,94.1
SR-7183,EVT-14975,AA:BB:CC:00:10,45.0,80.3
SR-7184,EVT-11362,AA:BB:CC:00:70,46.1,84.5 C
SR-7185,EVT-13848,AA:BB:CC:00:69,45.4,81.3
SR-7186,EVT-14367,AA:BB:CC:00:60,48.6,86.2
SR-7187,EVT-13493,AA:BB:CC:00:93,42.7,80.9
SR-7188,EVT-13474,AA:BB:CC:00:84,43.9,82.1
SR-7189,EVT-13933,AA:BB:CC:00:65,45.4,96.4
SR-7190,EVT-10803,AA:BB:CC:00:86,46.9,81.2
SR-7191,EVT-14874,AA:BB:CC:00:57,47.6,95.3
SR-7192,EVT-14595,AA:BB:CC:00:87,48.1,82.8
SR-7193,EVT-14055,AA:BB:CC:00:90,43.5,80.5
SR-7194,EVT-10190,AA:BB:CC:00:14,42.8,75.3
SR-7195,EVT-13668,AA:BB:CC:00:36,44.6,95.6
SR-7196,EVT-14522,AA:BB:CC:00:62,47.4,87.8
SR-7197,EVT-13657,AA:BB:CC:00:76,44.9,83.4
SR-7198,EVT-10498,AA:BB:CC:00:15,44.4,80.5
SR-7199,EVT-11375,AA:BB:CC:00:49,46.0,88.5
SR-7200,EVT-13360,AA:BB:CC:00:80,44.2,97.2
SR-7201,EVT-11072,AA:BB:CC:00:15,45.4,83.9
SR-7202,EVT-14274,AA:BB:CC:00:72,45.0,84.7
SR-7203,EVT-10689,AA:BB:CC:00:44,45.1,88.3
SR-7204,EVT-13607,AA:BB:CC:00:78,44.0,80.7
SR-7205,EVT-13348,AA:BB:CC:00:02,44.9,91.5
SR-7206,EVT-12640,AA:BB:CC:00:76,44.7,95.5
SR-7207,EVT-13218,AA:BB:CC:00:63,43.5,88.0
SR-7208,EVT-10577,AA:BB:CC:00:24,43.1,85.0
SR-7209,EVT-10063,AA:BB:CC:00:02,42.1,84.7
SR-7210,EVT-10364,AA:BB:CC:00:82,46.7,81.5
SR-7211,EVT-11503,AA:BB:CC:00:04,47.3,84.9
SR-7212,EVT-13615,AA:BB:CC:00:92,46.2,82.4
SR-7213,EVT-14713,AA:BB:CC:00:89,45.8,81.6
SR-7214,EVT-13515,AA:BB:CC:00:40,50.5,88.1
SR-7215,EVT-14914,AA:BB:CC:00:07,44.1,81.7
SR-7216,EVT-12054,AA:BB:CC:00:76,44.9,82.5
SR-7217,EVT-13696,AA:BB:CC:00:61,45.0,89.2
SR-7218,EVT-11212,AA:BB:CC:00:44,45.1,83.5
SR-7219,EVT-14888,AA:BB:CC:00:83,41.2,81.7
SR-7220,EVT-13675,AA:BB:CC:00:68,46.9,80.9
SR-7221,EVT-11543,AA:BB:CC:00:02,9000,85.3
SR-7222,EVT-12786,AA:BB:CC:00:88,43.9,81.7
SR-7223,EVT-13069,AA:BB:CC:00:45,45.7,80.7
SR-7224,EVT-12840,AA:BB:CC:00:11,44.4,82.4
SR-7225,EVT-14511,AA:BB:CC:00:88,44.5,92.6
SR-7226,EVT-14323,AA:BB:CC:00:39,43.0,85.5
SR-7227,EVT-11304,AA:BB:CC:00:73,42.6,82.4
SR-7228,EVT-10196,AA:BB:CC:00:07, 46.3 ,80.2
SR-7229,EVT-14074,AA:BB:CC:00:29,45.7,89.7
SR-7230,EVT-11510,AA:BB:CC:00:99,48.3,85.8
SR-7231,EVT-11270,AA:BB:CC:00:64,41.8,86.6
SR-7232,EVT-14871,AA:BB:CC:00:24,44.8,88.8
SR-7233,EVT-13258,AA:BB:CC:00:67,44.4,82.4
SR-7234,EVT-10132,AA:BB:CC:00:01,44.1,86.6
SR-7235,EVT-14940,AA:BB:CC:00:97,46.1,79.2
SR-7236,EVT-13189,AA:BB:CC:00:46,45.0,91.2
SR-7237,EVT-14480,AA:BB:CC:00:98,46.6,81.6
SR-7238,EVT-13629,AA:BB:CC:00:43,42.7,86.9
SR-7239,EVT-13203,AA:BB:CC:00:10,44.3,75.9
SR-7240,EVT-14469,AA:BB:CC:00:79,42.6,90.4
SR-7241,EVT-11055,AA:BB:CC:00:75,43.2,80.3
SR-7242,EVT-12144,AA:BB:CC:00:33, 42.4 ,84.1
SR-7243,EVT-13967,AA:BB:CC:00:61,46.6,90.5
SR-7244,EVT-13410,AA:BB:CC:00:96,44.3,89.2
SR-7245,EVT-10882,AA:BB:CC:00:38,45.3,85.1
SR-7246,EVT-12434,AA:BB:CC:00:20,40.8,79.4
SR-7247,EVT-14915,AA:BB:CC:00:96,46.3,81.7
SR-7248,EVT-13850,AA:BB:CC:00:72,44.9,88.4
SR-7249,EVT-12824,AA:BB:CC:00:53,45.3,81.1
SR-7250,EVT-12232,AA:BB:CC:00:55,47.3,90.2
SR-7251,EVT-13005,AA:BB:CC:00:17,45.6,82.8
SR-7252,EVT-11207,AA:BB:CC:00:46,41.8,91.1
SR-7253,EVT-11917,AA:BB:CC:00:100,46.0,80.8
SR-7254,EVT-12779,AA:BB:CC:00:02,46.8,81.6
SR-7255,EVT-12049,AA:BB:CC:00:98,41.7,93.9
SR-7256,EVT-13042,AA:BB:CC:00:11,45.1,79.9
SR-7257,EVT-13550,AA:BB:CC:00:78,42.2,84.7
SR-7258,EVT-11485,AA:BB:CC:00:82,46.9,83.5
SR-7259,EVT-14494,AA:BB:CC:00:10,45.4,77.7
SR-7260,EVT-13908,AA:BB:CC:00:23,44.7,83.1
SR-7261,EVT-11062,AA:BB:CC:00:88,44.3,88.6
SR-7262,EVT-14641,AA:BB:CC:00:44,43.4,79.3
SR-7263,EVT-10741,AA:BB:CC:00:75,43.9,81.6
SR-7264,EVT-11452,AA:BB:CC:00:56,33.19 ft-lb,83.5
SR-7265,EVT-11376,AA:BB:CC:00:28,45.8,85.0
SR-7266,EVT-10382,AA:BB:CC:00:27,45.0,74.4
SR-7267,EVT-10066,AA:BB:CC:00:48,44.5,81.8
SR-7268,EVT-13903,AA:BB:CC:00:72,40.2,86.7
SR-7269,EVT-14595,AA:BB:CC:00:37,47.8,91.6
SR-7270,EVT-11921,AA:BB:CC:00:64,47.0,93.3
SR-7271,EVT-14850,AA:BB:CC:00:47,43.4,87.1
SR-7272,EVT-11435,AA:BB:CC:00:49,44.8,83.4
SR-7273,EVT-11653,AA:BB:CC:00:66,45.4,86.4
SR-7274,EVT-10598,AA:BB:CC:00:45,47.4,83.3
SR-7275,EVT-11632,AA:BB:CC:00:58,47.4,87.2
SR-7276,EVT-11459,AA:BB:CC:00:65,44.8,78.5
SR-7277,EVT-11805,AA:BB:CC:00:68,42.3,84.0
SR-7278,EVT-10060,AA:BB:CC:00:03,45.9,90.3
SR-7279,EVT-14045,AA:BB:CC:00:90,48.5,88.3
SR-7280,EVT-13596,AA:BB:CC:00:71,43.6,84.8
SR-7281,EVT-11298,AA:BB:CC:00:86,45.1,85.1
SR-7282,EVT-12263,AA:BB:CC:00:10,45.2,81.1
SR-7283,EVT-13397,AA:BB:CC:00:10,43.7,84.5
SR-7284,EVT-13912,AA:BB:CC:00:39,41.5,72.3
SR-7285,EVT-12572,AA:BB:CC:00:65,42.6,83.0
SR-7286,EVT-10173,AA:BB:CC:00:58,46.0,84.0
SR-7287,EVT-13854,AA:BB:CC:00:37,44.9,83.3
SR-7288,EVT-11453,AA:BB:CC:00:75,44.9,82.5
SR-7289,EVT-12929,AA:BB:CC:00:34,42.8,80.5
SR-7290,EVT-12653,AA:BB:CC:00:10,45.2,77.7
SR-7291,EVT-10607,AA:BB:CC:00:78,45.5,85.7
SR-7292,EVT-14130,AA:BB:CC:00:38,43.9,89.5
SR-7293,EVT-11777,AA:BB:CC:00:61,45.1,79.6
SR-7294,EVT-12840,AA:BB:CC:00:66,44.3,185 F
