Event_ID,VIN,Line,Station,Shift,Supplier_Code_x,Supplier_Code_y,Tool_ID,Temperature,Torque,Pressure,Vibration_mm_s,Energy_kWh,Inspection_Result
M7479,MA1A**********479,PAINT-1,STN-02,NAN,SUP-183,SUP-093,TL-046,Unknown,Unknown,4.5 bar,2.08,3.63,FAIL
M7479,MA1A**********479,PAINT-1,STN-02,NAN,SUP-183,SUP-093,TL-046,95 F,72 lb-ft,5.2 bar,0.8,6.95,FAIL
M7479,MA1A**********479,PAINT-1,STN-02,NAN,SUP-183,SUP-093,TL-046,104 F,35 lb-ft,4.5 bar,0.93,7.0,FAIL
M8479,MA1A**********479,GA-2,STN-04,A,SUP-157,SUP-087,TL-042,Unknown,35 lb-ft,72 psi,1.71,5.37,Unknown
M9479,MA1A**********479,GA-2,STN-05,NAN,SUP-023,SUP-149,TL-019,104 F,35 lb-ft,72 psi,0.29,0.8,Unknown
M9479,MA1A**********479,GA-2,STN-05,NAN,SUP-023,SUP-149,TL-019,35 C,50 Nm,65 psi,4.23,0.83,Unknown
M9479,MA1A**********479,GA-2,STN-05,NAN,SUP-023,SUP-149,TL-019,95 F,72 lb-ft,72 psi,7.58,7.01,Unknown
M9479,MA1A**********479,GA-2,STN-05,NAN,SUP-023,SUP-149,TL-019,40 C,35 lb-ft,5.2 bar,6.77,3.47,Unknown
M10479,MA1A**********479,GA-1,STN-05,NAN,SUP-113,SUP-126,TL-012,95 F,50 Nm,5.2 bar,1.63,1.45,PASS
M10479,MA1A**********479,GA-1,STN-05,NAN,SUP-113,SUP-126,TL-012,95 F,50 Nm,5.2 bar,1.63,1.45,PASS
M10479,MA1A**********479,GA-1,STN-05,NAN,SUP-113,SUP-126,TL-012,95 F,60Nm,4.5 bar,2.51,1.78,PASS
M10479,MA1A**********479,GA-1,STN-05,NAN,SUP-113,SUP-126,TL-012,95 F,60Nm,4.5 bar,2.51,1.78,PASS
M10480,MA1A**********480,GA-2,STN-02,B,SUP-077,SUP-162,TL-006,85C,50 Nm,72 psi,6.24,4.14,FAIL
M8480,MA1A**********480,GA-1,STN-03,C,SUP-057,SUP-095,TL-023,104 F,60Nm,5.2 bar,6.66,5.84,Unknown
M11480,MA1A**********480,GA-1,STN-04,A,SUP-005,SUP-024,TL-011,Unknown,35 lb-ft,4.5 bar,7.04,6.9,FAIL
M7480,MA1A**********480,GA-1,STN-05,NAN,SUP-067,SUP-114,TL-004,104 F,72 lb-ft,4.5 bar,2.07,3.93,PASS
M9480,MA1A**********480,TRIM-1,STN-05,C,SUP-140,SUP-162,TL-095,40 C,50 Nm,5.2 bar,2.32,5.95,Unknown
M7481,MA1A**********481,GA-2,STN-01,A,SUP-027,SUP-035,TL-016,40 C,45 Nm,65 psi,5.65,7.47,PASS
M11481,MA1A**********481,TRIM-1,STN-03,A,SUP-176,SUP-044,TL-020,35 C,50 Nm,65 psi,8.31,7.88,Unknown
M11481,MA1A**********481,TRIM-1,STN-03,A,SUP-176,SUP-044,TL-020,35 C,45 Nm,4.5 bar,1.49,4.29,Unknown
M11481,MA1A**********481,TRIM-1,STN-03,A,SUP-176,SUP-044,TL-020,85C,Unknown,72 psi,0.28,1.97,Unknown
M10481,MA1A**********481,GA-2,STN-04,NAN,SUP-069,SUP-042,TL-010,104 F,35 lb-ft,65 psi,7.5,2.08,Unknown
M8481,MA1A**********481,GA-1,STN-05,C,SUP-177,SUP-149,TL-084,95 F,35 lb-ft,65 psi,2.22,6.9,FAIL
M8481,MA1A**********481,GA-1,STN-05,C,SUP-177,SUP-149,TL-084,35 C,72 lb-ft,65 psi,5.99,6.34,FAIL
M9481,MA1A**********481,GA-2,STN-05,A,SUP-087,SUP-053,TL-005,95 F,Unknown,5.2 bar,4.06,1.1,FAIL
M7482,MA1A**********482,GA-2,STN-02,A,SUP-103,SUP-145,TL-088,40 C,45 Nm,65 psi,2.64,0.89,Unknown
M8482,MA1A**********482,GA-2,STN-03,B,SUP-057,SUP-083,TL-035,85C,45 Nm,5.2 bar,8.1,2.74,PASS
M8482,MA1A**********482,GA-2,STN-03,B,SUP-057,SUP-083,TL-035,85C,72 lb-ft,5.2 bar,4.26,4.75,PASS
M8482,MA1A**********482,GA-2,STN-03,B,SUP-057,SUP-083,TL-035,Unknown,60Nm,4.5 bar,6.59,5.84,PASS
M8482,MA1A**********482,GA-2,STN-03,B,SUP-057,SUP-083,TL-035,85C,Unknown,65 psi,1.26,1.44,PASS
M9482,MA1A**********482,GA-1,STN-03,C,SUP-186,SUP-162,TL-011,35 C,50 Nm,4.5 bar,2.17,0.68,Unknown
M9482,MA1A**********482,GA-1,STN-03,C,SUP-186,SUP-162,TL-011,Unknown,45 Nm,72 psi,0.33,5.85,Unknown
M9482,MA1A**********482,GA-1,STN-03,C,SUP-186,SUP-162,TL-011,95 F,72 lb-ft,5.2 bar,0.98,1.8,Unknown
M9482,MA1A**********482,GA-1,STN-03,C,SUP-186,SUP-162,TL-011,Unknown,35 lb-ft,4.5 bar,2.48,4.94,Unknown
M10482,MA1A**********482,GA-2,STN-03,NAN,SUP-110,SUP-004,TL-026,35 C,72 lb-ft,65 psi,3.06,0.5,FAIL
M10482,MA1A**********482,GA-2,STN-03,NAN,SUP-110,SUP-004,TL-026,Unknown,45 Nm,72 psi,6.3,1.78,FAIL
M10482,MA1A**********482,GA-2,STN-03,NAN,SUP-110,SUP-004,TL-026,35 C,72 lb-ft,4.5 bar,6.12,3.17,FAIL
M11482,MA1A**********482,GA-2,STN-05,NAN,SUP-168,SUP-013,TL-011,85C,45 Nm,65 psi,6.87,4.39,FAIL
M11482,MA1A**********482,GA-2,STN-05,NAN,SUP-168,SUP-013,TL-011,35 C,45 Nm,65 psi,4.11,7.95,FAIL
M11482,MA1A**********482,GA-2,STN-05,NAN,SUP-168,SUP-013,TL-011,35 C,50 Nm,72 psi,5.78,4.19,FAIL
M9483,MA1A**********483,GA-1,STN-01,NAN,SUP-049,SUP-173,TL-013,104 F,35 lb-ft,72 psi,5.05,6.78,PASS
M8483,MA1A**********483,TRIM-1,STN-02,B,SUP-060,SUP-003,TL-048,104 F,50 Nm,65 psi,8.07,4.25,FAIL
M8483,MA1A**********483,TRIM-1,STN-02,B,SUP-060,SUP-003,TL-048,104 F,50 Nm,65 psi,8.07,4.25,PASS
M8483,MA1A**********483,TRIM-1,STN-02,B,SUP-060,SUP-003,TL-048,104 F,35 lb-ft,5.2 bar,0.21,7.84,FAIL
M8483,MA1A**********483,TRIM-1,STN-02,B,SUP-060,SUP-003,TL-048,104 F,35 lb-ft,5.2 bar,0.21,7.84,PASS
M8483,MA1A**********483,TRIM-1,STN-02,B,SUP-060,SUP-003,TL-048,Unknown,60Nm,4.5 bar,8.17,6.35,FAIL
M8483,MA1A**********483,TRIM-1,STN-02,B,SUP-060,SUP-003,TL-048,Unknown,60Nm,4.5 bar,8.17,6.35,PASS
M7483,MA1A**********483,PAINT-1,STN-03,NAN,SUP-006,SUP-065,TL-026,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
M11483,MA1A**********483,PAINT-1,STN-03,C,SUP-070,SUP-057,TL-051,Unknown,72 lb-ft,65 psi,2.65,6.98,Unknown
M11483,MA1A**********483,PAINT-1,STN-03,C,SUP-070,SUP-057,TL-051,95 F,72 lb-ft,65 psi,7.07,7.47,Unknown
M10483,MA1A**********483,PAINT-1,STN-04,C,SUP-195,SUP-044,TL-022,95 F,45 Nm,65 psi,2.77,2.37,PASS
M10483,MA1A**********483,PAINT-1,STN-04,C,SUP-195,SUP-044,TL-022,95 F,60Nm,4.5 bar,3.91,6.59,PASS
M9484,MA1A**********484,PAINT-1,STN-01,B,SUP-162,SUP-031,TL-093,40 C,35 lb-ft,72 psi,4.82,3.48,PASS
M9484,MA1A**********484,PAINT-1,STN-01,B,SUP-162,SUP-031,TL-093,35 C,60Nm,65 psi,3.82,4.03,PASS
M9484,MA1A**********484,PAINT-1,STN-01,B,SUP-162,SUP-031,TL-093,104 F,50 Nm,72 psi,6.37,5.91,PASS
M7484,MA1A**********484,GA-1,STN-03,NAN,SUP-085,SUP-028,TL-006,85C,50 Nm,4.5 bar,7.89,7.48,Unknown
M7484,MA1A**********484,GA-1,STN-03,NAN,SUP-085,SUP-028,TL-006,40 C,60Nm,65 psi,5.16,6.02,Unknown
M8484,MA1A**********484,GA-1,STN-04,B,SUP-118,SUP-086,TL-023,85C,60Nm,4.5 bar,6.33,4.32,Unknown
M8484,MA1A**********484,GA-1,STN-04,B,SUP-118,SUP-086,TL-023,Unknown,35 lb-ft,4.5 bar,5.77,1.87,Unknown
M8484,MA1A**********484,GA-1,STN-04,B,SUP-118,SUP-086,TL-023,85C,50 Nm,5.2 bar,4.57,4.68,Unknown
M10484,MA1A**********484,PAINT-1,STN-05,A,SUP-097,SUP-091,TL-054,40 C,Unknown,72 psi,5.38,5.46,Unknown
M11484,MA1A**********484,TRIM-1,STN-05,C,SUP-169,SUP-168,TL-008,35 C,Unknown,65 psi,4.66,2.9,FAIL
M11484,MA1A**********484,TRIM-1,STN-05,C,SUP-169,SUP-168,TL-008,35 C,Unknown,65 psi,4.66,2.9,FAIL
M11484,MA1A**********484,TRIM-1,STN-05,C,SUP-169,SUP-168,TL-008,95 F,60Nm,72 psi,3.16,7.55,FAIL
M11484,MA1A**********484,TRIM-1,STN-05,C,SUP-169,SUP-168,TL-008,95 F,60Nm,72 psi,3.16,7.55,FAIL
M10485,MA1A**********485,TRIM-1,STN-02,C,SUP-133,SUP-145,TL-094,85C,60Nm,4.5 bar,1.25,5.41,PASS
M10485,MA1A**********485,TRIM-1,STN-02,C,SUP-133,SUP-145,TL-094,35 C,72 lb-ft,72 psi,3.77,0.53,PASS
M11485,MA1A**********485,TRIM-1,STN-02,A,SUP-120,SUP-079,TL-084,40 C,72 lb-ft,72 psi,5.57,4.26,Unknown
M9485,MA1A**********485,PAINT-1,STN-04,C,SUP-030,SUP-033,TL-083,Unknown,72 lb-ft,72 psi,1.01,4.5,PASS
M7485,MA1A**********485,GA-2,STN-05,A,SUP-186,SUP-173,TL-064,Unknown,60Nm,72 psi,7.46,1.16,Unknown
M7485,MA1A**********485,GA-2,STN-05,A,SUP-186,SUP-173,TL-064,35 C,45 Nm,4.5 bar,5.79,1.74,Unknown
M7485,MA1A**********485,GA-2,STN-05,A,SUP-186,SUP-173,TL-064,Unknown,Unknown,5.2 bar,2.48,0.72,Unknown
M8485,MA1A**********485,TRIM-1,STN-05,C,SUP-166,SUP-086,TL-003,85C,45 Nm,72 psi,2.38,1.01,PASS
M8485,MA1A**********485,TRIM-1,STN-05,C,SUP-166,SUP-086,TL-003,104 F,Unknown,4.5 bar,7.81,4.79,PASS
M10486,MA1A**********486,GA-1,STN-01,C,SUP-087,SUP-040,TL-065,104 F,45 Nm,65 psi,0.52,6.84,PASS
M10486,MA1A**********486,GA-1,STN-01,C,SUP-087,SUP-040,TL-065,95 F,50 Nm,5.2 bar,5.55,5.57,PASS
M7486,MA1A**********486,TRIM-1,STN-02,C,SUP-055,SUP-200,TL-036,40 C,45 Nm,65 psi,3.68,4.96,FAIL
M7486,MA1A**********486,TRIM-1,STN-02,C,SUP-055,SUP-200,TL-036,40 C,45 Nm,65 psi,3.68,4.96,FAIL
M7486,MA1A**********486,TRIM-1,STN-02,C,SUP-055,SUP-200,TL-036,Unknown,60Nm,65 psi,3.81,4.33,FAIL
M7486,MA1A**********486,TRIM-1,STN-02,C,SUP-055,SUP-200,TL-036,Unknown,60Nm,65 psi,3.81,4.33,FAIL
M9486,MA1A**********486,PAINT-1,STN-02,NAN,SUP-140,SUP-048,TL-077,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
M11486,MA1A**********486,PAINT-1,STN-02,C,SUP-175,SUP-036,TL-058,40 C,Unknown,72 psi,7.52,3.33,Unknown
M11486,MA1A**********486,PAINT-1,STN-02,C,SUP-175,SUP-036,TL-058,85C,35 lb-ft,5.2 bar,0.35,7.23,Unknown
M11486,MA1A**********486,PAINT-1,STN-02,C,SUP-175,SUP-036,TL-058,85C,72 lb-ft,5.2 bar,3.51,3.99,Unknown
M11486,MA1A**********486,PAINT-1,STN-02,C,SUP-175,SUP-036,TL-058,40 C,60Nm,5.2 bar,3.32,4.68,Unknown
M8486,MA1A**********486,GA-2,STN-03,B,SUP-176,SUP-111,TL-009,Unknown,Unknown,Unknown,Unknown,Unknown,FAIL
M7487,MA1A**********487,GA-2,STN-01,C,SUP-159,SUP-054,TL-083,85C,Unknown,65 psi,1.14,4.65,PASS
M7487,MA1A**********487,GA-2,STN-01,C,SUP-159,SUP-054,TL-083,Unknown,60Nm,72 psi,7.91,0.89,PASS
M7487,MA1A**********487,GA-2,STN-01,C,SUP-159,SUP-054,TL-083,85C,60Nm,4.5 bar,7.39,7.73,PASS
M7487,MA1A**********487,GA-2,STN-01,C,SUP-159,SUP-054,TL-083,35 C,72 lb-ft,65 psi,2.0,7.23,PASS
M8487,MA1A**********487,TRIM-1,STN-02,B,SUP-166,SUP-158,TL-013,40 C,Unknown,72 psi,8.03,2.59,Unknown
M8487,MA1A**********487,TRIM-1,STN-02,B,SUP-166,SUP-158,TL-013,95 F,50 Nm,72 psi,6.93,5.42,Unknown
M8487,MA1A**********487,TRIM-1,STN-02,B,SUP-166,SUP-158,TL-013,40 C,72 lb-ft,65 psi,0.64,2.19,Unknown
M11487,MA1A**********487,GA-2,STN-03,NAN,SUP-059,SUP-011,TL-008,Unknown,72 lb-ft,65 psi,2.48,2.39,PASS
M11487,MA1A**********487,GA-2,STN-03,NAN,SUP-059,SUP-011,TL-008,Unknown,72 lb-ft,65 psi,2.48,2.39,FAIL
M11487,MA1A**********487,GA-2,STN-03,NAN,SUP-059,SUP-011,TL-008,95 F,50 Nm,5.2 bar,7.0,1.15,PASS
M11487,MA1A**********487,GA-2,STN-03,NAN,SUP-059,SUP-011,TL-008,95 F,50 Nm,5.2 bar,7.0,1.15,FAIL
M11487,MA1A**********487,GA-2,STN-03,NAN,SUP-059,SUP-011,TL-008,95 F,Unknown,4.5 bar,6.62,6.55,PASS
M11487,MA1A**********487,GA-2,STN-03,NAN,SUP-059,SUP-011,TL-008,95 F,Unknown,4.5 bar,6.62,6.55,FAIL
M10487,MA1A**********487,PAINT-1,STN-04,NAN,SUP-069,SUP-130,TL-012,40 C,60Nm,65 psi,3.1,0.81,PASS
M10487,MA1A**********487,PAINT-1,STN-04,NAN,SUP-069,SUP-130,TL-012,104 F,Unknown,72 psi,5.98,4.66,PASS
M9487,MA1A**********487,TRIM-1,STN-05,B,SUP-197,SUP-130,TL-020,40 C,45 Nm,4.5 bar,6.46,7.64,PASS
M9487,MA1A**********487,TRIM-1,STN-05,B,SUP-197,SUP-130,TL-020,40 C,45 Nm,4.5 bar,6.46,7.64,FAIL
M9487,MA1A**********487,TRIM-1,STN-05,B,SUP-197,SUP-130,TL-020,Unknown,35 lb-ft,5.2 bar,2.49,1.99,PASS
M9487,MA1A**********487,TRIM-1,STN-05,B,SUP-197,SUP-130,TL-020,Unknown,35 lb-ft,5.2 bar,2.49,1.99,FAIL
M9487,MA1A**********487,TRIM-1,STN-05,B,SUP-197,SUP-130,TL-020,95 F,Unknown,4.5 bar,0.2,7.18,PASS
M9487,MA1A**********487,TRIM-1,STN-05,B,SUP-197,SUP-130,TL-020,95 F,Unknown,4.5 bar,0.2,7.18,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,40 C,45 Nm,4.5 bar,7.8,7.13,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,40 C,45 Nm,4.5 bar,7.8,7.13,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,Unknown,45 Nm,65 psi,2.74,1.53,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,Unknown,45 Nm,65 psi,2.74,1.53,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,85C,Unknown,65 psi,7.93,6.79,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,85C,Unknown,65 psi,7.93,6.79,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,40 C,Unknown,72 psi,0.9,1.62,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,40 C,Unknown,72 psi,0.9,1.62,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,35 C,45 Nm,4.5 bar,8.39,7.85,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,35 C,45 Nm,4.5 bar,8.39,7.85,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,104 F,72 lb-ft,65 psi,3.52,2.06,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,104 F,72 lb-ft,65 psi,3.52,2.06,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,40 C,72 lb-ft,72 psi,5.66,5.84,FAIL
M10488,MA1A**********488,PAINT-1,STN-02,B,SUP-200,SUP-010,TL-005,40 C,72 lb-ft,72 psi,5.66,5.84,FAIL
M9488,MA1A**********488,GA-1,STN-03,NAN,SUP-121,SUP-086,TL-065,104 F,Unknown,65 psi,3.02,5.49,Unknown
M9488,MA1A**********488,GA-1,STN-03,NAN,SUP-121,SUP-086,TL-065,Unknown,72 lb-ft,5.2 bar,1.82,6.35,Unknown
M11488,MA1A**********488,PAINT-1,STN-03,A,SUP-139,SUP-132,TL-026,Unknown,45 Nm,72 psi,4.34,7.81,Unknown
M11488,MA1A**********488,PAINT-1,STN-03,A,SUP-139,SUP-132,TL-026,104 F,45 Nm,65 psi,8.13,1.94,Unknown
M7488,MA1A**********488,TRIM-1,STN-05,NAN,SUP-016,SUP-044,TL-036,95 F,Unknown,4.5 bar,5.12,6.92,PASS
M7488,MA1A**********488,TRIM-1,STN-05,NAN,SUP-016,SUP-044,TL-036,85C,60Nm,4.5 bar,1.45,6.51,PASS
M7488,MA1A**********488,TRIM-1,STN-05,NAN,SUP-016,SUP-044,TL-036,95 F,Unknown,65 psi,6.54,2.88,PASS
M8488,MA1A**********488,GA-1,STN-05,A,SUP-097,SUP-127,TL-003,85C,72 lb-ft,4.5 bar,6.46,0.97,Unknown
M8488,MA1A**********488,GA-1,STN-05,A,SUP-097,SUP-127,TL-003,40 C,45 Nm,65 psi,4.6,6.54,Unknown
M9489,MA1A**********489,GA-1,STN-01,C,SUP-013,SUP-003,TL-085,104 F,60Nm,65 psi,6.06,2.78,Unknown
M9489,MA1A**********489,GA-1,STN-01,C,SUP-013,SUP-003,TL-085,95 F,60Nm,4.5 bar,6.53,5.39,Unknown
M9489,MA1A**********489,GA-1,STN-01,C,SUP-013,SUP-003,TL-085,Unknown,50 Nm,5.2 bar,8.3,4.37,Unknown
M7489,MA1A**********489,TRIM-1,STN-02,A,SUP-135,SUP-087,TL-081,104 F,60Nm,65 psi,4.28,6.54,Unknown
M8489,MA1A**********489,GA-1,STN-02,B,SUP-198,SUP-076,TL-035,85C,60Nm,65 psi,7.41,5.62,Unknown
M8489,MA1A**********489,GA-1,STN-02,B,SUP-198,SUP-076,TL-035,95 F,45 Nm,4.5 bar,2.56,6.95,Unknown
M10489,MA1A**********489,GA-1,STN-03,NAN,SUP-110,SUP-033,TL-040,Unknown,72 lb-ft,72 psi,1.4,4.83,Unknown
M10489,MA1A**********489,GA-1,STN-03,NAN,SUP-110,SUP-033,TL-040,85C,72 lb-ft,65 psi,2.59,0.92,Unknown
M10489,MA1A**********489,GA-1,STN-03,NAN,SUP-110,SUP-033,TL-040,95 F,Unknown,72 psi,6.33,7.52,Unknown
M10489,MA1A**********489,GA-1,STN-03,NAN,SUP-110,SUP-033,TL-040,104 F,60Nm,72 psi,4.63,0.7,Unknown
M10489,MA1A**********489,GA-1,STN-03,NAN,SUP-110,SUP-033,TL-040,104 F,72 lb-ft,65 psi,1.43,6.85,Unknown
M10489,MA1A**********489,GA-1,STN-03,NAN,SUP-110,SUP-033,TL-040,40 C,Unknown,72 psi,6.49,7.75,Unknown
M10489,MA1A**********489,GA-1,STN-03,NAN,SUP-110,SUP-033,TL-040,104 F,60Nm,4.5 bar,2.57,4.22,Unknown
M10489,MA1A**********489,GA-1,STN-03,NAN,SUP-110,SUP-033,TL-040,Unknown,Unknown,4.5 bar,6.07,4.12,Unknown
M11489,MA1A**********489,PAINT-1,STN-05,B,SUP-127,SUP-195,TL-031,Unknown,72 lb-ft,65 psi,1.33,4.81,Unknown
M8490,MA1A**********490,GA-1,STN-03,C,SUP-003,SUP-071,TL-070,95 F,72 lb-ft,5.2 bar,7.06,6.73,FAIL
M8490,MA1A**********490,GA-1,STN-03,C,SUP-003,SUP-071,TL-070,95 F,72 lb-ft,5.2 bar,4.0,2.45,FAIL
M9490,MA1A**********490,TRIM-1,STN-03,C,SUP-088,SUP-149,TL-047,Unknown,Unknown,Unknown,Unknown,Unknown,PASS
M7490,MA1A**********490,PAINT-1,STN-04,C,SUP-125,SUP-134,TL-073,85C,60Nm,65 psi,1.86,7.53,Unknown
M7490,MA1A**********490,PAINT-1,STN-04,C,SUP-125,SUP-134,TL-073,35 C,60Nm,4.5 bar,6.04,6.65,Unknown
M7490,MA1A**********490,PAINT-1,STN-04,C,SUP-125,SUP-134,TL-073,40 C,45 Nm,5.2 bar,7.85,1.92,Unknown
M11490,MA1A**********490,GA-1,STN-04,NAN,SUP-023,SUP-109,TL-043,95 F,60Nm,72 psi,4.67,7.84,PASS
M10490,MA1A**********490,TRIM-1,STN-05,C,SUP-076,SUP-146,TL-059,95 F,35 lb-ft,65 psi,0.79,1.49,FAIL
M10490,MA1A**********490,TRIM-1,STN-05,C,SUP-076,SUP-146,TL-059,95 F,35 lb-ft,65 psi,0.79,1.49,PASS
M10490,MA1A**********490,TRIM-1,STN-05,C,SUP-076,SUP-146,TL-059,95 F,35 lb-ft,65 psi,0.79,1.49,FAIL
M10490,MA1A**********490,TRIM-1,STN-05,C,SUP-076,SUP-146,TL-059,95 F,35 lb-ft,65 psi,0.79,1.49,PASS
M10490,MA1A**********490,TRIM-1,STN-05,C,SUP-076,SUP-146,TL-059,95 F,72 lb-ft,72 psi,7.42,6.45,FAIL
M10490,MA1A**********490,TRIM-1,STN-05,C,SUP-076,SUP-146,TL-059,95 F,72 lb-ft,72 psi,7.42,6.45,PASS
M10490,MA1A**********490,TRIM-1,STN-05,C,SUP-076,SUP-146,TL-059,95 F,72 lb-ft,72 psi,7.42,6.45,FAIL
M10490,MA1A**********490,TRIM-1,STN-05,C,SUP-076,SUP-146,TL-059,95 F,72 lb-ft,72 psi,7.42,6.45,PASS
M7491,MA1A**********491,PAINT-1,STN-02,C,SUP-082,SUP-097,TL-004,85C,Unknown,5.2 bar,3.64,4.49,FAIL
M7491,MA1A**********491,PAINT-1,STN-02,C,SUP-082,SUP-097,TL-004,Unknown,45 Nm,72 psi,2.72,0.64,FAIL
M8491,MA1A**********491,GA-1,STN-02,B,SUP-123,SUP-169,TL-057,Unknown,Unknown,Unknown,Unknown,Unknown,FAIL
M11491,MA1A**********491,GA-2,STN-02,C,SUP-103,SUP-076,TL-010,85C,72 lb-ft,5.2 bar,3.53,0.91,Unknown
M9491,MA1A**********491,GA-2,STN-04,NAN,SUP-145,SUP-059,TL-031,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
M10491,MA1A**********491,GA-2,STN-04,NAN,SUP-102,SUP-011,TL-011,104 F,Unknown,5.2 bar,6.77,1.59,PASS
M10491,MA1A**********491,GA-2,STN-04,NAN,SUP-102,SUP-011,TL-011,104 F,Unknown,5.2 bar,6.77,1.59,FAIL
M10491,MA1A**********491,GA-2,STN-04,NAN,SUP-102,SUP-011,TL-011,95 F,45 Nm,65 psi,5.06,2.55,PASS
M10491,MA1A**********491,GA-2,STN-04,NAN,SUP-102,SUP-011,TL-011,95 F,45 Nm,65 psi,5.06,2.55,FAIL
M8492,MA1A**********492,PAINT-1,STN-04,C,SUP-063,SUP-172,TL-070,Unknown,Unknown,Unknown,Unknown,Unknown,PASS
M8492,MA1A**********492,PAINT-1,STN-04,C,SUP-063,SUP-172,TL-070,Unknown,Unknown,Unknown,Unknown,Unknown,FAIL
M10492,MA1A**********492,PAINT-1,STN-04,NAN,SUP-107,SUP-194,TL-017,35 C,72 lb-ft,4.5 bar,6.53,6.87,Unknown
M7492,MA1A**********492,TRIM-1,STN-05,B,SUP-197,SUP-175,TL-030,40 C,60Nm,5.2 bar,4.99,3.29,Unknown
M7492,MA1A**********492,TRIM-1,STN-05,B,SUP-197,SUP-175,TL-030,40 C,72 lb-ft,5.2 bar,2.0,1.69,Unknown
M7492,MA1A**********492,TRIM-1,STN-05,B,SUP-197,SUP-175,TL-030,95 F,72 lb-ft,4.5 bar,3.15,3.73,Unknown
M9492,MA1A**********492,PAINT-1,STN-05,A,SUP-083,SUP-183,TL-085,35 C,Unknown,5.2 bar,1.27,5.48,PASS
M9492,MA1A**********492,PAINT-1,STN-05,A,SUP-083,SUP-183,TL-085,85C,72 lb-ft,4.5 bar,4.28,4.91,PASS
M11492,MA1A**********492,PAINT-1,STN-05,A,SUP-026,SUP-013,TL-001,85C,50 Nm,65 psi,4.77,5.44,FAIL
M11492,MA1A**********492,PAINT-1,STN-05,A,SUP-026,SUP-013,TL-001,85C,50 Nm,65 psi,4.77,5.44,PASS
M11492,MA1A**********492,PAINT-1,STN-05,A,SUP-026,SUP-013,TL-001,40 C,35 lb-ft,72 psi,6.05,4.78,FAIL
M11492,MA1A**********492,PAINT-1,STN-05,A,SUP-026,SUP-013,TL-001,40 C,35 lb-ft,72 psi,6.05,4.78,PASS
M8493,MA1A**********493,GA-1,STN-01,C,SUP-012,SUP-044,TL-070,85C,72 lb-ft,5.2 bar,5.53,1.97,Unknown
M8493,MA1A**********493,GA-1,STN-01,C,SUP-012,SUP-044,TL-070,Unknown,35 lb-ft,5.2 bar,7.06,4.78,Unknown
M9493,MA1A**********493,PAINT-1,STN-03,A,SUP-148,SUP-025,TL-094,104 F,45 Nm,72 psi,4.02,2.62,FAIL
M9493,MA1A**********493,PAINT-1,STN-03,A,SUP-148,SUP-025,TL-094,35 C,60Nm,65 psi,2.9,7.05,FAIL
M9493,MA1A**********493,PAINT-1,STN-03,A,SUP-148,SUP-025,TL-094,95 F,60Nm,4.5 bar,6.38,4.52,FAIL
M9493,MA1A**********493,PAINT-1,STN-03,A,SUP-148,SUP-025,TL-094,85C,35 lb-ft,65 psi,0.91,7.25,FAIL
M7493,MA1A**********493,GA-2,STN-05,A,SUP-069,SUP-030,TL-095,Unknown,60Nm,5.2 bar,6.01,3.75,Unknown
M7493,MA1A**********493,GA-2,STN-05,A,SUP-069,SUP-030,TL-095,40 C,Unknown,5.2 bar,5.42,4.08,Unknown
M7493,MA1A**********493,GA-2,STN-05,A,SUP-069,SUP-030,TL-095,35 C,72 lb-ft,72 psi,1.12,1.67,Unknown
M10493,MA1A**********493,TRIM-1,STN-05,C,SUP-018,SUP-175,TL-085,35 C,35 lb-ft,5.2 bar,3.19,2.28,FAIL
M10493,MA1A**********493,TRIM-1,STN-05,C,SUP-018,SUP-175,TL-085,85C,Unknown,65 psi,6.35,7.56,FAIL
M10493,MA1A**********493,TRIM-1,STN-05,C,SUP-018,SUP-175,TL-085,95 F,60Nm,4.5 bar,4.54,0.78,FAIL
M11493,MA1A**********493,GA-1,STN-05,NAN,SUP-145,SUP-007,TL-064,Unknown,Unknown,Unknown,Unknown,Unknown,FAIL
