Reading_ID,Event_ID,Sensor_ID,Timestamp,Torque,Temperature,Pressure,Vibration_mm_s,Energy_kWh,Calibration_Factor_x,Torque_Nm,Torque_Status,Temperature_C,Temperature_Status,Calibration_Factor_y,Calibrated_Torque,Drift,Calibration_Status
RD004706,M11904,SEN-002,2026-03-02 21:12:30,,,72 psi,6.36,4.38,0.998,97.61904,Valid,,Invalid,1.018,,,Out of Calibration
RD004707,M11545,SEN-011,2026-03-02 21:13:00,,40 C,72 psi,7.33,6.1,1.025,97.61904,Valid,40.0,Valid,0.99,,,Out of Calibration
RD004708,M9648,SEN-036,2026-03-02 21:13:30,45.0,85C,72 psi,2.86,3.78,1.024,45.0,Valid,85.0,Valid,1.012,45.54,0.54,Within Limit
RD004709,M9396,SEN-042,2026-03-02 21:14:00,,40 C,5.2 bar,4.75,5.51,1.01,97.61904,Valid,40.0,Valid,0.976,,,Out of Calibration
RD004710,M11613,SEN-028,2026-03-02 21:14:30,60.0,95 F,72 psi,4.09,4.6,1.028,60.0,Valid,35.0,Valid,1.028,61.68,1.68,Within Limit
RD004711,M9751,SEN-010,2026-03-02 21:15:00,50.0,104 F,72 psi,6.53,3.37,1.028,50.0,Valid,40.0,Valid,1.006,50.3,0.3,Within Limit
RD004712,M10401,SEN-016,2026-03-02 21:15:30,45.0,104 F,65 psi,6.38,3.7,1.003,45.0,Valid,40.0,Valid,0.999,44.96,-0.04,Within Limit
RD004713,M8202,SEN-010,2026-03-02 21:16:00,,35 C,65 psi,5.81,2.8,0.974,97.61904,Valid,35.0,Valid,1.006,,,Out of Calibration
RD004714,M7115,SEN-015,2026-03-02 21:16:30,,40 C,65 psi,6.61,3.87,1.024,,Invalid,40.0,Valid,1.012,,,Out of Calibration
RD004715,M10747,SEN-033,2026-03-02 21:17:00,,,65 psi,6.2,6.95,1.029,,Invalid,,Invalid,0.986,,,Out of Calibration
RD004716,M10597,SEN-001,2026-03-02 21:17:30,,95 F,5.2 bar,3.92,7.37,1.007,,Invalid,35.0,Valid,0.991,,,Out of Calibration
RD004717,M10639,SEN-018,2026-03-02 21:18:00,,104 F,5.2 bar,4.23,4.07,1.003,47.4537,Valid,40.0,Valid,1.013,,,Out of Calibration
RD004718,M11575,SEN-030,2026-03-02 21:18:30,,,65 psi,7.9,1.44,0.987,97.61904,Valid,,Invalid,0.997,,,Out of Calibration
RD004719,M11793,SEN-005,2026-03-02 21:19:00,50.0,35 C,5.2 bar,6.37,4.07,0.973,50.0,Valid,35.0,Valid,0.994,49.7,-0.3,Within Limit
RD004720,M10481,SEN-043,2026-03-02 21:19:30,,104 F,65 psi,7.5,2.08,1.004,47.4537,Valid,40.0,Valid,1.021,,,Out of Calibration
RD004721,M10382,SEN-007,2026-03-02 21:20:00,50.0,85C,5.2 bar,0.67,7.66,0.998,50.0,Valid,85.0,Valid,1.009,50.45,0.45,Within Limit
RD004722,M11775,SEN-027,2026-03-02 21:20:30,,40 C,5.2 bar,2.34,1.04,1.012,97.61904,Valid,40.0,Valid,1.001,,,Out of Calibration
RD004723,M9094,SEN-043,2026-03-02 21:21:00,60.0,35 C,5.2 bar,8.03,3.99,1.019,60.0,Valid,35.0,Valid,1.021,61.26,1.26,Within Limit
RD004724,M7592,SEN-005,2026-03-02 21:21:30,50.0,40 C,4.5 bar,4.48,1.05,0.998,50.0,Valid,40.0,Valid,0.994,49.7,-0.3,Within Limit
RD004725,M9505,SEN-028,2026-03-02 21:22:00,45.0,,72 psi,4.6,5.81,1.013,45.0,Valid,,Invalid,1.028,46.26,1.26,Within Limit
RD004726,M9949,SEN-023,2026-03-02 21:22:30,50.0,95 F,72 psi,6.05,5.14,1.008,50.0,Valid,35.0,Valid,1.015,50.75,0.75,Within Limit
RD004727,M8263,SEN-029,2026-03-02 21:23:00,45.0,104 F,72 psi,5.3,7.62,1.001,45.0,Valid,40.0,Valid,0.971,43.7,-1.3,Within Limit
RD004728,M10979,SEN-048,2026-03-02 21:23:30,60.0,104 F,5.2 bar,6.59,6.25,0.977,60.0,Valid,40.0,Valid,1.003,60.18,0.18,Within Limit
RD004729,M8367,SEN-031,2026-03-02 21:24:00,60.0,,4.5 bar,1.14,3.59,0.985,60.0,Valid,,Invalid,1.019,61.14,1.14,Within Limit
RD004730,M7472,SEN-048,2026-03-02 21:24:30,60.0,35 C,72 psi,5.84,6.21,1.015,60.0,Valid,35.0,Valid,1.003,60.18,0.18,Within Limit
RD004731,M8622,SEN-002,2026-03-02 21:25:00,,95 F,5.2 bar,6.88,5.55,0.995,,Invalid,35.0,Valid,1.018,,,Out of Calibration
RD004732,M7487,SEN-042,2026-03-02 21:25:30,60.0,85C,4.5 bar,7.39,7.73,1.012,60.0,Valid,85.0,Valid,0.976,58.56,-1.44,Within Limit
RD004733,M11545,SEN-046,2026-03-02 21:26:00,60.0,35 C,65 psi,6.91,0.62,0.975,60.0,Valid,35.0,Valid,0.998,59.88,-0.12,Within Limit
RD004734,M7779,SEN-009,2026-03-02 21:26:30,,104 F,4.5 bar,6.44,2.02,1.0,97.61904,Valid,40.0,Valid,1.016,,,Out of Calibration
RD004735,M10740,SEN-016,2026-03-02 21:27:00,60.0,95 F,5.2 bar,8.29,0.8,0.973,60.0,Valid,35.0,Valid,0.999,59.94,-0.06,Within Limit
RD004736,M10682,SEN-016,2026-03-02 21:27:30,60.0,95 F,5.2 bar,6.86,5.34,0.97,60.0,Valid,35.0,Valid,0.999,59.94,-0.06,Within Limit
RD004737,M10207,SEN-008,2026-03-02 21:28:00,,95 F,4.5 bar,0.66,0.68,0.981,47.4537,Valid,35.0,Valid,0.995,,,Out of Calibration
RD004738,M10282,SEN-014,2026-03-02 21:28:30,60.0,104 F,65 psi,3.17,4.02,1.009,60.0,Valid,40.0,Valid,1.026,61.56,1.56,Within Limit
RD004739,M7248,SEN-006,2026-03-02 21:29:00,,85C,5.2 bar,2.35,2.89,0.983,97.61904,Valid,85.0,Valid,0.995,,,Out of Calibration
RD004740,M10282,SEN-036,2026-03-02 21:29:30,,35 C,72 psi,5.36,0.64,0.995,97.61904,Valid,35.0,Valid,1.012,,,Out of Calibration
RD004741,M10378,SEN-048,2026-03-02 21:30:00,60.0,,4.5 bar,4.39,4.23,1.01,60.0,Valid,,Invalid,1.003,60.18,0.18,Within Limit
RD004742,M9618,SEN-036,2026-03-02 21:30:30,,95 F,5.2 bar,3.33,7.1,0.977,97.61904,Valid,35.0,Valid,1.012,,,Out of Calibration
RD004743,M11042,SEN-031,2026-03-02 21:31:00,,95 F,65 psi,5.26,7.96,1.023,47.4537,Valid,35.0,Valid,1.019,,,Out of Calibration
RD004744,M7219,SEN-012,2026-03-02 21:31:30,60.0,95 F,72 psi,1.96,7.97,1.021,60.0,Valid,35.0,Valid,1.012,60.72,0.72,Within Limit
RD004745,M8938,SEN-050,2026-03-02 21:32:00,45.0,95 F,65 psi,7.82,3.01,0.989,45.0,Valid,35.0,Valid,0.995,44.78,-0.22,Within Limit
RD004746,M10310,SEN-039,2026-03-02 21:32:30,,40 C,4.5 bar,7.02,5.09,0.972,,Invalid,40.0,Valid,1.013,,,Out of Calibration
RD004747,M7012,SEN-014,2026-03-02 21:33:00,45.0,,72 psi,4.61,6.79,1.029,45.0,Valid,,Invalid,1.026,46.17,1.17,Within Limit
RD004748,M11761,SEN-005,2026-03-02 21:33:30,45.0,95 F,4.5 bar,2.27,4.9,0.981,45.0,Valid,35.0,Valid,0.994,44.73,-0.27,Within Limit
RD004749,M9535,SEN-016,2026-03-02 21:34:00,,,5.2 bar,5.49,3.03,1.024,47.4537,Valid,,Invalid,0.999,,,Out of Calibration
RD004750,M7576,SEN-006,2026-03-02 21:34:30,,104 F,5.2 bar,5.06,5.79,0.988,97.61904,Valid,40.0,Valid,0.995,,,Out of Calibration
RD004751,M11882,SEN-043,2026-03-02 21:35:00,,95 F,65 psi,7.29,2.58,1.009,97.61904,Valid,35.0,Valid,1.021,,,Out of Calibration
RD004752,M7804,SEN-031,2026-03-02 21:35:30,,85C,72 psi,5.73,4.05,0.972,47.4537,Valid,85.0,Valid,1.019,,,Out of Calibration
RD004753,M11403,SEN-026,2026-03-02 21:36:00,50.0,85C,72 psi,2.88,5.0,1.02,50.0,Valid,85.0,Valid,1.014,50.7,0.7,Within Limit
RD004754,M7531,SEN-031,2026-03-02 21:36:30,45.0,35 C,5.2 bar,6.59,2.68,1.025,45.0,Valid,35.0,Valid,1.019,45.86,0.86,Within Limit
RD004755,M9082,SEN-032,2026-03-02 21:37:00,50.0,35 C,5.2 bar,6.56,2.54,0.987,50.0,Valid,35.0,Valid,1.021,51.05,1.05,Within Limit
RD004756,M11064,SEN-003,2026-03-02 21:37:30,,95 F,5.2 bar,1.06,4.46,1.021,,Invalid,35.0,Valid,0.997,,,Out of Calibration
RD004757,M7594,SEN-023,2026-03-02 21:38:00,50.0,104 F,65 psi,8.19,2.36,1.003,50.0,Valid,40.0,Valid,1.015,50.75,0.75,Within Limit
RD004758,M9850,SEN-001,2026-03-02 21:38:30,,40 C,4.5 bar,2.22,5.28,1.016,97.61904,Valid,40.0,Valid,0.991,,,Out of Calibration
RD004759,M8945,SEN-050,2026-03-02 21:39:00,,95 F,72 psi,7.43,7.07,1.006,97.61904,Valid,35.0,Valid,0.995,,,Out of Calibration
RD004760,M10707,SEN-046,2026-03-02 21:39:30,45.0,40 C,65 psi,7.88,5.99,1.002,45.0,Valid,40.0,Valid,0.998,44.91,-0.09,Within Limit
RD004761,M7443,SEN-006,2026-03-02 21:40:00,45.0,104 F,72 psi,5.33,0.93,1.03,45.0,Valid,40.0,Valid,0.995,44.78,-0.22,Within Limit
RD004762,M7325,SEN-014,2026-03-02 21:40:30,,85C,65 psi,5.76,5.18,1.004,,Invalid,85.0,Valid,1.026,,,Out of Calibration
RD004763,M10227,SEN-029,2026-03-02 21:41:00,,35 C,4.5 bar,2.29,1.27,0.99,,Invalid,35.0,Valid,0.971,,,Out of Calibration
RD004764,M7705,SEN-030,2026-03-02 21:41:30,45.0,,4.5 bar,7.11,3.16,0.978,45.0,Valid,,Invalid,0.997,44.86,-0.14,Within Limit
RD004765,M7102,SEN-011,2026-03-02 21:42:00,50.0,95 F,5.2 bar,6.12,2.16,0.995,50.0,Valid,35.0,Valid,0.99,49.5,-0.5,Within Limit
RD004766,M8156,SEN-039,2026-03-02 21:42:30,,104 F,5.2 bar,6.94,7.63,1.02,97.61904,Valid,40.0,Valid,1.013,,,Out of Calibration
RD004767,M10035,SEN-014,2026-03-02 21:43:00,,85C,5.2 bar,7.36,0.53,1.02,,Invalid,85.0,Valid,1.026,,,Out of Calibration
RD004768,M8092,SEN-033,2026-03-02 21:43:30,60.0,35 C,65 psi,6.71,1.63,0.974,60.0,Valid,35.0,Valid,0.986,59.16,-0.84,Within Limit
RD004769,M11232,SEN-040,2026-03-02 21:44:00,50.0,40 C,4.5 bar,7.13,1.88,0.979,50.0,Valid,40.0,Valid,0.982,49.1,-0.9,Within Limit
RD004770,M11421,SEN-003,2026-03-02 21:44:30,,85C,5.2 bar,6.67,2.02,1.013,97.61904,Valid,85.0,Valid,0.997,,,Out of Calibration
RD004771,M11249,SEN-020,2026-03-02 21:45:00,45.0,35 C,5.2 bar,3.43,6.44,1.013,45.0,Valid,35.0,Valid,0.985,44.32,-0.68,Within Limit
RD004772,M10439,SEN-023,2026-03-02 21:45:30,,104 F,72 psi,0.25,4.93,1.001,97.61904,Valid,40.0,Valid,1.015,,,Out of Calibration
RD004773,M11657,SEN-016,2026-03-02 21:46:00,,85C,5.2 bar,6.34,4.24,0.986,47.4537,Valid,85.0,Valid,0.999,,,Out of Calibration
RD004774,M11015,SEN-049,2026-03-02 21:46:30,,35 C,65 psi,2.06,2.22,1.025,,Invalid,35.0,Valid,0.975,,,Out of Calibration
RD004775,M7706,SEN-022,2026-03-02 21:47:00,,40 C,72 psi,3.39,3.35,1.006,,Invalid,40.0,Valid,1.021,,,Out of Calibration
RD004776,M9674,SEN-006,2026-03-02 21:47:30,60.0,35 C,5.2 bar,5.31,7.31,1.029,60.0,Valid,35.0,Valid,0.995,59.7,-0.3,Within Limit
RD004777,M10173,SEN-032,2026-03-02 21:48:00,50.0,,65 psi,7.62,7.76,1.007,50.0,Valid,,Invalid,1.021,51.05,1.05,Within Limit
RD004778,M11149,SEN-035,2026-03-02 21:48:30,,,4.5 bar,6.1,3.49,0.98,47.4537,Valid,,Invalid,1.026,,,Out of Calibration
RD004779,M7967,SEN-011,2026-03-02 21:49:00,,104 F,4.5 bar,5.85,4.47,1.016,47.4537,Valid,40.0,Valid,0.99,,,Out of Calibration
RD004780,M9429,SEN-009,2026-03-02 21:49:30,45.0,35 C,65 psi,1.47,4.68,1.028,45.0,Valid,35.0,Valid,1.016,45.72,0.72,Within Limit
RD004781,M7040,SEN-005,2026-03-02 21:50:00,45.0,40 C,72 psi,2.55,5.42,0.995,45.0,Valid,40.0,Valid,0.994,44.73,-0.27,Within Limit
RD004782,M9792,SEN-047,2026-03-02 21:50:30,60.0,35 C,5.2 bar,1.78,2.95,0.989,60.0,Valid,35.0,Valid,0.998,59.88,-0.12,Within Limit
RD004783,M7516,SEN-027,2026-03-02 21:51:00,,85C,65 psi,4.06,4.88,1.018,97.61904,Valid,85.0,Valid,1.001,,,Out of Calibration
RD004784,M9333,SEN-028,2026-03-02 21:51:30,45.0,40 C,65 psi,1.6,0.52,1.021,45.0,Valid,40.0,Valid,1.028,46.26,1.26,Within Limit
RD004785,M9799,SEN-012,2026-03-02 21:52:00,60.0,95 F,65 psi,1.65,1.64,0.972,60.0,Valid,35.0,Valid,1.012,60.72,0.72,Within Limit
RD004786,M8579,SEN-018,2026-03-02 21:52:30,45.0,35 C,5.2 bar,0.81,5.2,0.997,45.0,Valid,35.0,Valid,1.013,45.58,0.58,Within Limit
RD004787,M9938,SEN-042,2026-03-02 21:53:00,,35 C,72 psi,4.95,6.78,0.975,47.4537,Valid,35.0,Valid,0.976,,,Out of Calibration
RD004788,M9813,SEN-037,2026-03-02 21:53:30,,35 C,72 psi,7.01,2.74,1.015,47.4537,Valid,35.0,Valid,1.028,,,Out of Calibration
RD004789,M7449,SEN-017,2026-03-02 21:54:00,,95 F,4.5 bar,1.61,5.27,1.017,97.61904,Valid,35.0,Valid,0.98,,,Out of Calibration
RD004790,M10739,SEN-003,2026-03-02 21:54:30,60.0,104 F,5.2 bar,0.42,0.78,0.984,60.0,Valid,40.0,Valid,0.997,59.82,-0.18,Within Limit
RD004791,M10983,SEN-038,2026-03-02 21:55:00,,35 C,65 psi,2.9,5.79,0.992,,Invalid,35.0,Valid,0.981,,,Out of Calibration
RD004792,M9324,SEN-032,2026-03-02 21:55:30,45.0,85C,65 psi,7.14,7.63,1.014,45.0,Valid,85.0,Valid,1.021,45.94,0.94,Within Limit
RD004793,M11849,SEN-038,2026-03-02 21:56:00,,85C,5.2 bar,5.49,4.77,0.982,,Invalid,85.0,Valid,0.981,,,Out of Calibration
RD004794,M10716,SEN-048,2026-03-02 21:56:30,50.0,40 C,72 psi,6.1,5.89,0.997,50.0,Valid,40.0,Valid,1.003,50.15,0.15,Within Limit
RD004795,M8442,SEN-013,2026-03-02 21:57:00,50.0,85C,4.5 bar,1.39,7.0,1.029,50.0,Valid,85.0,Valid,1.003,50.15,0.15,Within Limit
RD004796,M7493,SEN-013,2026-03-02 21:57:30,,40 C,5.2 bar,5.42,4.08,0.971,,Invalid,40.0,Valid,1.003,,,Out of Calibration
RD004797,M8261,SEN-039,2026-03-02 21:58:00,,40 C,72 psi,2.8,6.44,1.028,47.4537,Valid,40.0,Valid,1.013,,,Out of Calibration
RD004798,M9606,SEN-042,2026-03-02 21:58:30,50.0,104 F,65 psi,5.25,3.45,1.019,50.0,Valid,40.0,Valid,0.976,48.8,-1.2,Within Limit
RD004799,M9676,SEN-048,2026-03-02 21:59:00,,35 C,4.5 bar,7.11,2.31,0.985,47.4537,Valid,35.0,Valid,1.003,,,Out of Calibration
RD004800,M9609,SEN-006,2026-03-02 21:59:30,,85C,72 psi,2.96,1.1,1.005,97.61904,Valid,85.0,Valid,0.995,,,Out of Calibration
RD004801,M10178,SEN-011,2026-03-02 22:00:00,,95 F,4.5 bar,0.38,3.4,1.023,47.4537,Valid,35.0,Valid,0.99,,,Out of Calibration
RD004802,M11531,SEN-017,2026-03-02 22:00:30,50.0,95 F,4.5 bar,1.28,6.59,0.977,50.0,Valid,35.0,Valid,0.98,49.0,-1.0,Within Limit
RD004803,M7998,SEN-002,2026-03-02 22:01:00,50.0,95 F,65 psi,7.64,2.04,1.027,50.0,Valid,35.0,Valid,1.018,50.9,0.9,Within Limit
RD004804,M11870,SEN-003,2026-03-02 22:01:30,,40 C,65 psi,5.58,7.8,1.008,,Invalid,40.0,Valid,0.997,,,Out of Calibration
RD004805,M10989,SEN-042,2026-03-02 22:02:00,60.0,104 F,65 psi,0.49,4.05,1.003,60.0,Valid,40.0,Valid,0.976,58.56,-1.44,Within Limit
RD004806,M8639,SEN-011,2026-03-02 22:02:30,,85C,4.5 bar,7.79,5.33,1.026,97.61904,Valid,85.0,Valid,0.99,,,Out of Calibration
RD004807,M7166,SEN-048,2026-03-02 22:03:00,,95 F,72 psi,2.12,5.55,1.02,47.4537,Valid,35.0,Valid,1.003,,,Out of Calibration
RD004808,M10204,SEN-034,2026-03-02 22:03:30,,104 F,5.2 bar,1.53,4.32,1.014,47.4537,Valid,40.0,Valid,1.016,,,Out of Calibration
RD004809,M10934,SEN-028,2026-03-02 22:04:00,45.0,104 F,65 psi,1.29,2.81,1.012,45.0,Valid,40.0,Valid,1.028,46.26,1.26,Within Limit
RD004810,M8683,SEN-008,2026-03-02 22:04:30,60.0,35 C,65 psi,7.91,3.48,0.988,60.0,Valid,35.0,Valid,0.995,59.7,-0.3,Within Limit
RD004811,M9421,SEN-030,2026-03-02 22:05:00,50.0,40 C,72 psi,6.82,0.51,0.997,50.0,Valid,40.0,Valid,0.997,49.85,-0.15,Within Limit
RD004812,M8036,SEN-019,2026-03-02 22:05:30,45.0,85C,72 psi,1.72,0.5,0.97,45.0,Valid,85.0,Valid,1.027,46.22,1.22,Within Limit
RD004813,M8913,SEN-038,2026-03-02 22:06:00,,104 F,4.5 bar,4.49,1.72,0.973,47.4537,Valid,40.0,Valid,0.981,,,Out of Calibration
RD004814,M10121,SEN-021,2026-03-02 22:06:30,,95 F,5.2 bar,6.95,7.43,0.988,,Invalid,35.0,Valid,1.01,,,Out of Calibration
RD004815,M7666,SEN-015,2026-03-02 22:07:00,,104 F,72 psi,7.4,1.65,0.971,,Invalid,40.0,Valid,1.012,,,Out of Calibration
RD004816,M11613,SEN-008,2026/03/02 22:07:30,,,65 psi,4.31,0.56,0.985,97.61904,Valid,,Invalid,0.995,,,Out of Calibration
RD004817,M8271,SEN-040,2026-03-02 22:08:00,,85C,65 psi,1.88,1.23,1.026,97.61904,Valid,85.0,Valid,0.982,,,Out of Calibration
RD004818,M11604,SEN-037,2026-03-02 22:08:30,45.0,104 F,72 psi,7.07,6.02,0.999,45.0,Valid,40.0,Valid,1.028,46.26,1.26,Within Limit
RD004819,M10162,SEN-027,2026-03-02 22:09:00,,40 C,5.2 bar,1.21,3.55,0.998,97.61904,Valid,40.0,Valid,1.001,,,Out of Calibration
RD004820,M9096,SEN-006,2026-03-02 22:09:30,45.0,,4.5 bar,0.26,4.91,0.974,45.0,Valid,,Invalid,0.995,44.78,-0.22,Within Limit
RD004821,M7860,SEN-018,2026-03-02 22:10:00,60.0,35 C,4.5 bar,7.15,7.31,0.983,60.0,Valid,35.0,Valid,1.013,60.78,0.78,Within Limit
RD004822,M10079,SEN-026,2026-03-02 22:10:30,50.0,85C,5.2 bar,8.36,1.13,0.979,50.0,Valid,85.0,Valid,1.014,50.7,0.7,Within Limit
RD004823,M9218,SEN-005,2026-03-02 22:11:00,,35 C,65 psi,2.53,6.34,1.021,,Invalid,35.0,Valid,0.994,,,Out of Calibration
RD004824,M8504,SEN-030,2026-03-02 22:11:30,,35 C,4.5 bar,6.72,6.58,1.026,97.61904,Valid,35.0,Valid,0.997,,,Out of Calibration
RD004825,M8535,SEN-047,2026-03-02 22:12:00,50.0,35 C,4.5 bar,7.97,5.74,0.986,50.0,Valid,35.0,Valid,0.998,49.9,-0.1,Within Limit
RD004826,M11676,SEN-015,2026-03-02 22:12:30,,85C,5.2 bar,8.4,0.99,1.016,97.61904,Valid,85.0,Valid,1.012,,,Out of Calibration
RD004827,M9113,SEN-005,2026-03-02 22:13:00,,95 F,5.2 bar,1.2,6.78,0.972,47.4537,Valid,35.0,Valid,0.994,,,Out of Calibration
RD004828,M10025,SEN-015,2026-03-02 22:13:30,50.0,95 F,5.2 bar,3.35,1.59,0.972,50.0,Valid,35.0,Valid,1.012,50.6,0.6,Within Limit
RD004829,M7378,SEN-006,2026-03-02 22:14:00,,40 C,65 psi,2.42,4.46,0.972,97.61904,Valid,40.0,Valid,0.995,,,Out of Calibration
RD004830,M11631,SEN-041,2026-03-02 22:14:30,,104 F,72 psi,7.48,6.95,0.992,97.61904,Valid,40.0,Valid,0.984,,,Out of Calibration
RD004831,M10621,SEN-048,2026-03-02 22:15:00,,85C,65 psi,6.32,1.1,1.028,,Invalid,85.0,Valid,1.003,,,Out of Calibration
RD004832,M10239,SEN-044,2026-03-02 22:15:30,45.0,95 F,72 psi,1.68,2.99,1.013,45.0,Valid,35.0,Valid,0.975,43.88,-1.12,Within Limit
RD004833,M11769,SEN-031,2026-03-02 22:16:00,60.0,40 C,65 psi,5.36,5.67,1.03,60.0,Valid,40.0,Valid,1.019,61.14,1.14,Within Limit
RD004834,M8821,SEN-038,2026-03-02 22:16:30,,,65 psi,0.86,2.86,1.002,47.4537,Valid,,Invalid,0.981,,,Out of Calibration
RD004835,M10197,SEN-028,2026-03-02 22:17:00,60.0,40 C,4.5 bar,7.13,7.14,1.005,60.0,Valid,40.0,Valid,1.028,61.68,1.68,Within Limit
RD004836,M8728,SEN-003,2026-03-02 22:17:30,45.0,104 F,72 psi,8.32,0.62,0.987,45.0,Valid,40.0,Valid,0.997,44.86,-0.14,Within Limit
RD004837,M11750,SEN-041,2026-03-02 22:18:00,,104 F,4.5 bar,4.5,0.66,0.997,,Invalid,40.0,Valid,0.984,,,Out of Calibration
RD004838,M8233,SEN-024,2026-03-02 22:18:30,60.0,85C,5.2 bar,5.06,3.28,1.01,60.0,Valid,85.0,Valid,1.028,61.68,1.68,Within Limit
RD004839,M11723,SEN-021,2026-03-02 22:19:00,,,4.5 bar,3.3,6.38,1.0,,Invalid,,Invalid,1.01,,,Out of Calibration
RD004840,M10178,SEN-026,2026-03-02 22:19:30,,85C,5.2 bar,5.81,5.17,0.986,47.4537,Valid,85.0,Valid,1.014,,,Out of Calibration
RD004841,M10129,SEN-016,2026-03-02 22:20:00,60.0,95 F,72 psi,4.89,2.04,1.025,60.0,Valid,35.0,Valid,0.999,59.94,-0.06,Within Limit
RD004842,M10228,SEN-006,2026-03-02 22:20:30,50.0,35 C,5.2 bar,5.32,1.47,1.029,50.0,Valid,35.0,Valid,0.995,49.75,-0.25,Within Limit
RD004843,M10680,SEN-007,2026-03-02 22:21:00,50.0,85C,65 psi,0.38,2.8,1.023,50.0,Valid,85.0,Valid,1.009,50.45,0.45,Within Limit
RD004844,M10963,SEN-040,2026-03-02 22:21:30,,35 C,65 psi,4.52,2.87,0.999,47.4537,Valid,35.0,Valid,0.982,,,Out of Calibration
RD004845,M10987,SEN-020,2026-03-02 22:22:00,60.0,35 C,4.5 bar,7.38,1.47,0.981,60.0,Valid,35.0,Valid,0.985,59.1,-0.9,Within Limit
RD004846,M11846,SEN-039,2026-03-02 22:22:30,,104 F,72 psi,6.1,2.22,1.012,47.4537,Valid,40.0,Valid,1.013,,,Out of Calibration
RD004847,M11971,SEN-006,2026-03-02 22:23:00,,40 C,5.2 bar,0.58,0.9,0.974,47.4537,Valid,40.0,Valid,0.995,,,Out of Calibration
RD004848,M10060,SEN-007,2026-03-02 22:23:30,45.0,104 F,65 psi,8.41,6.52,1.019,45.0,Valid,40.0,Valid,1.009,45.4,0.4,Within Limit
RD004849,M9093,SEN-005,2026-03-02 22:24:00,45.0,104 F,4.5 bar,2.62,7.18,1.02,45.0,Valid,40.0,Valid,0.994,44.73,-0.27,Within Limit
RD004850,M8086,SEN-015,2026-03-02 22:24:30,60.0,35 C,5.2 bar,3.99,4.51,0.975,60.0,Valid,35.0,Valid,1.012,60.72,0.72,Within Limit
RD004851,M8591,SEN-006,2026-03-02 22:25:00,50.0,85C,65 psi,5.71,3.46,1.026,50.0,Valid,85.0,Valid,0.995,49.75,-0.25,Within Limit
RD004852,M9310,SEN-021,2026-03-02 22:25:30,,,65 psi,4.08,2.83,0.989,47.4537,Valid,,Invalid,1.01,,,Out of Calibration
RD004853,M11124,SEN-035,2026-03-02 22:26:00,60.0,,4.5 bar,8.27,7.23,1.016,60.0,Valid,,Invalid,1.026,61.56,1.56,Within Limit
RD004854,M10564,SEN-036,2026-03-02 22:26:30,,,72 psi,6.89,1.94,1.008,97.61904,Valid,,Invalid,1.012,,,Out of Calibration
RD004855,M7715,SEN-006,2026-03-02 22:27:00,,,4.5 bar,7.96,1.78,1.019,97.61904,Valid,,Invalid,0.995,,,Out of Calibration
RD004856,M10925,SEN-011,2026-03-02 22:27:30,45.0,85C,72 psi,6.58,1.42,0.98,45.0,Valid,85.0,Valid,0.99,44.55,-0.45,Within Limit
RD004857,M7274,SEN-042,2026-03-02 22:28:00,60.0,104 F,5.2 bar,3.82,7.06,1.001,60.0,Valid,40.0,Valid,0.976,58.56,-1.44,Within Limit
RD004858,M11379,SEN-050,2026-03-02 22:28:30,,95 F,4.5 bar,1.08,1.94,0.998,47.4537,Valid,35.0,Valid,0.995,,,Out of Calibration
RD004859,M8134,SEN-008,2026-03-02 22:29:00,60.0,85C,72 psi,7.61,4.26,1.012,60.0,Valid,85.0,Valid,0.995,59.7,-0.3,Within Limit
RD004860,M7806,SEN-016,2026-03-02 22:29:30,,,72 psi,8.24,5.88,0.981,97.61904,Valid,,Invalid,0.999,,,Out of Calibration
RD004861,M11782,SEN-043,2026-03-02 22:30:00,60.0,,65 psi,7.89,5.18,1.025,60.0,Valid,,Invalid,1.021,61.26,1.26,Within Limit
RD004862,M11963,SEN-025,2026-03-02 22:30:30,,104 F,4.5 bar,4.68,4.74,0.987,97.61904,Valid,40.0,Valid,1.01,,,Out of Calibration
RD004863,M11376,SEN-047,2026-03-02 22:31:00,60.0,35 C,72 psi,5.28,1.46,1.025,60.0,Valid,35.0,Valid,0.998,59.88,-0.12,Within Limit
RD004864,M7808,SEN-025,2026-03-02 22:31:30,60.0,95 F,72 psi,0.58,0.69,0.973,60.0,Valid,35.0,Valid,1.01,60.6,0.6,Within Limit
RD004865,M10441,SEN-025,2026-03-02 22:32:00,,104 F,4.5 bar,4.9,5.26,1.019,,Invalid,40.0,Valid,1.01,,,Out of Calibration
RD004866,M8065,SEN-024,2026-03-02 22:32:30,50.0,104 F,5.2 bar,4.84,0.9,0.992,50.0,Valid,40.0,Valid,1.028,51.4,1.4,Within Limit
RD004867,M8432,SEN-008,2026-03-02 22:33:00,,95 F,72 psi,8.31,4.79,1.025,97.61904,Valid,35.0,Valid,0.995,,,Out of Calibration
RD004868,M11408,SEN-018,2026-03-02 22:33:30,,95 F,65 psi,3.59,6.79,0.983,97.61904,Valid,35.0,Valid,1.013,,,Out of Calibration
RD004869,M10913,SEN-007,2026-03-02 22:34:00,60.0,40 C,5.2 bar,8.01,4.67,0.986,60.0,Valid,40.0,Valid,1.009,60.54,0.54,Within Limit
