Inspection_ID,Event_ID,VIN,Defect_Code,Defect,Inspection_Source,Inspector_ID,Rework_Flag,Scrap_Reason,Result
INSP11909,M7469,MA1AB100000001282,D004,,Unknown,INS77,N,,PASS
INSP11910,M11314,MA1AB100000004108,D002,OK,Unknown,INS43,Y,Dimension,PASS
INSP11911,M9838,MA1AB100000004685,NONE,,Unknown,INS35,N,Paint,FAIL
INSP11912,M10115,MA1AB100000004565,D004,,Unknown,INS72,Y,Weld,PASS
INSP11913,M10182,MA1AB100000004635,D001,reject,Unknown,INS75,N,Dimension,PASS
INSP11914,M10517,MA1AB100000002410,NONE,Reject,Unknown,INS29,Y,Weld,PASS
INSP11915,M9121,MA1AB100000002380,NONE, ok ,Unknown,INS64,Y,,FAIL
INSP11916,M10435,MA1AB100000004373,D002,Reject,Unknown,INS68,N,Material,FAIL
INSP11917,M8727,MA1AB100000000028,NONE,OK,Unknown,INS32,Y,Weld,PASS
INSP11918,M7547,MA1AB100000004499,NONE,reject,Unknown,INS38,N,Material,PASS
INSP11919,M7205,MA1AB100000000244,D003,Reject,Unknown,INS58,Y,Paint,PASS
INSP11920,M10230,MA1AB100000001181,NONE,reject,Unknown,INS30,N,,PASS
INSP11921,M10729,MA1AB100000004095,D004, ok ,Unknown,INS14,Y,Material,PASS
INSP11922,M11268,MA1AB100000000569,NONE,Reject,Unknown,INS24,Y,Weld,PASS
INSP11923,M9504,MA1AB100000003631,D004,Repair,Unknown,INS56,Y,Dimension,PASS
INSP11924,M9644,MA1AB100000004012,NONE, ok ,Unknown,INS69,N,Material,PASS
INSP11925,M10245,MA1AB100000000913,D002, ok ,Unknown,INS14,N,Paint,FAIL
INSP11926,M7800,MA1AB100000000600,D004,reject,Unknown,INS16,Y,Weld,FAIL
INSP11927,M8545,MA1AB100000004463,D004,OK,Unknown,INS84,N,Paint,PASS
INSP11928,M7325,MA1AB100000000856,D003,,Unknown,INS79,Y,Dimension,PASS
INSP11929,M9839,MA1AB100000002897,D001,Repair,Unknown,INS18,Y,Weld,PASS
INSP11930,M10844,MA1AB100000001471,NONE,Repair,Unknown,INS35,N,Weld,FAIL
INSP11931,M8998,MA1AB100000000677,D002,Repair,Unknown,INS80,N,Weld,FAIL
INSP11932,M7641,MA1AB100000001266,D004, ok ,Unknown,INS97,Y,,PASS
INSP11933,M9182,MA1AB100000003267,D001,OK,Unknown,INS14,Y,Weld,FAIL
INSP11934,M10152,MA1AB100000000029,D002,OK,Unknown,INS75,N,Weld,PASS
INSP11935,M8976,MA1AB100000001682,NONE,Repair,Unknown,INS46,N,Dimension,FAIL
INSP11936,M7751,MA1AB100000002764,NONE,Reject,Unknown,INS26,N,Paint,FAIL
INSP11937,M10799,MA1AB100000001543,NONE,Reject,Unknown,INS30,Y,Dimension,PASS
INSP11938,M8792,MA1AB100000004518,D004,OK,Unknown,INS53,Y,,FAIL
INSP11939,M10950,MA1AB100000003201,D003,OK,Unknown,INS21,Y,,PASS
INSP11940,M9741,MA1AB100000002711,D003, ok ,Unknown,INS99,Y,Weld,FAIL
INSP11941,M11328,MA1AB100000002564,D002, ok ,Unknown,INS65,Y,,PASS
INSP11942,M9385,MA1AB100000000027,D003,OK,Unknown,INS25,N,,FAIL
INSP11943,M8965,MA1AB100000001822,D003,,Unknown,INS77,Y,Material,PASS
INSP11944,M8873,MA1AB100000002208,NONE,Repair,Unknown,INS73,N,,PASS
INSP11945,M7353,MA1AB100000003912,D004,OK,Unknown,INS52,N,Material,FAIL
INSP11946,M10298,MA1AB100000004785,D004,OK,Unknown,INS20,Y,Dimension,PASS
INSP11947,M7496,MA1AB100000003995,D004,Reject,Unknown,INS59,Y,Dimension,FAIL
INSP11948,M7421,MA1AB100000000898,NONE, ok ,Unknown,INS18,Y,,PASS
INSP11949,M8129,MA1AB100000003060,NONE, ok ,Unknown,INS29,Y,Material,PASS
INSP11950,M9678,MA1AB100000000155,D002,reject,Unknown,INS27,N,Dimension,FAIL
INSP11951,M9651,MA1AB100000002575,NONE,Repair,Unknown,INS79,Y,,PASS
INSP11952,M11399,MA1AB100000002282,D003,reject,Unknown,INS40,Y,Paint,PASS
INSP11953,M7936,MA1AB100000001719,D001,,Unknown,INS39,N,Weld,FAIL
INSP11954,M7035,MA1AB100000004324,D003, ok ,Unknown,INS86,N,Weld,FAIL
INSP11955,M10131,MA1AB100000003471,D004,Reject,Unknown,INS88,Y,Dimension,FAIL
INSP11956,M7993,MA1AB100000004504,D002,reject,Unknown,INS81,Y,Weld,PASS
INSP11957,M11046,MA1AB100000004932,D001,Reject,Unknown,INS43,Y,Material,PASS
INSP11958,M8544,MA1AB100000001845,NONE,reject,Unknown,INS70,Y,Paint,FAIL
INSP11959,M8659,MA1AB100000001374,D004,Reject,Unknown,INS84,N,Material,FAIL
INSP11960,M11085,MA1AB100000003440,NONE,,Unknown,INS88,Y,Weld,FAIL
INSP11961,M11439,MA1AB100000001899,D003,Repair,Unknown,INS18,N,,PASS
INSP11962,M8971,MA1AB100000003216,D003,reject,Unknown,INS53,N,,PASS
INSP11963,M11890,MA1AB100000002325,D003,OK,Unknown,INS47,N,Material,PASS
INSP11964,M11313,MA1AB100000001027,D004,,Unknown,INS30,Y,Dimension,PASS
INSP11965,M8549,MA1AB100000000024,D001,Repair,Unknown,INS55,Y,Paint,PASS
INSP11966,M11463,MA1AB100000001992,D002,,Unknown,INS13,N,Material,FAIL
INSP11967,M9993,MA1AB100000004085,D004,,Unknown,INS27,Y,Dimension,PASS
INSP11968,M7320,MA1AB100000003676,D004,Repair,Unknown,INS52,N,Material,FAIL
INSP11969,M7654,MA1AB100000001104,D001, ok ,Unknown,INS73,Y,Paint,PASS
INSP11970,M8549,MA1AB100000000411,D003,,Unknown,INS50,Y,Dimension,FAIL
INSP11971,M8037,MA1AB100000001479,D004,Reject,Unknown,INS38,N,Weld,FAIL
INSP11972,M7838,MA1AB100000004118,D002,,Unknown,INS88,Y,Material,FAIL
INSP11973,M10304,MA1AB100000003459,D001,Repair,Unknown,INS52,N,Material,FAIL
INSP11974,M9435,MA1AB100000004488,D002,Repair,Unknown,INS81,N,Paint,FAIL
INSP11975,M7395,MA1AB100000003722,NONE,OK,Unknown,INS91,Y,Paint,PASS
INSP11976,M9139,MA1AB100000001124,D001,reject,Unknown,INS95,N,,FAIL
INSP11977,M10941,MA1AB100000001759,D001,,Unknown,INS79,N,Material,PASS
INSP11978,M7394,MA1AB100000000392,D003, ok ,Unknown,INS81,Y,Weld,FAIL
INSP11979,M11445,MA1AB100000003784,D003,reject,Unknown,INS70,N,,PASS
INSP11980,M10109,MA1AB100000003089,D003,reject,Unknown,INS57,Y,Dimension,PASS
INSP11981,M11545,MA1AB100000003415,D003,,Unknown,INS14,Y,Paint,PASS
INSP11982,M11507,MA1AB100000000841,D004,Repair,Unknown,INS17,Y,Dimension,FAIL
INSP11983,M11309,MA1AB100000000614,D002,OK,Unknown,INS25,N,Dimension,FAIL
INSP11984,M9410,MA1AB100000003921,D004,Repair,Unknown,INS40,Y,Paint,PASS
INSP11985,M9141,MA1AB100000002995,D002,reject,Unknown,INS65,Y,,FAIL
INSP11986,M7407,MA1AB100000001770,D003,Reject,Unknown,INS40,N,Dimension,FAIL
INSP11987,M11425,MA1AB100000000577,D003,Repair,Unknown,INS95,N,Material,PASS
INSP11988,M9544,MA1AB100000004207,D001, ok ,Unknown,INS92,Y,Dimension,PASS
INSP11989,M7292,MA1AB100000000660,D001,OK,Unknown,INS72,Y,Paint,FAIL
INSP11990,M10990,MA1AB100000003851,D004,,Unknown,INS18,Y,Paint,PASS
INSP11991,M8876,MA1AB100000000096,D001,OK,Unknown,INS61,N,Paint,PASS
INSP11992,M8091,MA1AB100000002715,D003, ok ,Unknown,INS24,N,Dimension,FAIL
INSP11993,M8122,MA1AB100000000290,D003,,Unknown,INS59,N,Paint,PASS
INSP11994,M10371,MA1AB100000004966,NONE,,Unknown,INS53,Y,Weld,PASS
INSP11995,M7401,MA1AB100000000603,D002,Reject,Unknown,INS28,Y,Material,PASS
INSP11996,M9848,MA1AB100000000884,NONE,Repair,Unknown,INS51,Y,Dimension,FAIL
INSP11997,M8760,MA1AB100000002418,D003, ok ,Unknown,INS78,Y,Weld,FAIL
INSP11998,M11246,MA1AB100000000808,D003,OK,Unknown,INS11,Y,Weld,FAIL
INSP11999,M8648,MA1AB100000002608,D004,Reject,Unknown,INS67,Y,Dimension,PASS
INSP12000,M9058,XX1 2 3 4,D004,Repair,Unknown,INS23,N,,FAIL
INSP12001,M8240,MA1AB100000000626,NONE,,Unknown,INS28,Y,Paint,PASS
INSP12002,M7412,MA1AB100000001794,D004,,Unknown,INS84,Y,Dimension,PASS
INSP12003,M10705,MA1AB100000000475,D001,,Unknown,INS73,Y,,PASS
INSP12004,M8094,MA1AB100000000007,D004,,Unknown,INS21,N,Dimension,PASS
INSP12005,M8003,MA1AB100000003984,D002,OK,Unknown,INS68,Y,,FAIL
INSP12006,M10988,MA1AB100000001864,D003,,Unknown,INS55,N,Dimension,PASS
INSP12007,M10729,MA1AB100000001347,D003,,Unknown,INS41,N,,FAIL
INSP12008,M7980,MA1AB100000004161,D004, ok ,Unknown,INS86,Y,Dimension,FAIL
INSP12009,M10195,MA1AB100000002981,D002,Repair,Unknown,INS11,N,Dimension,FAIL
INSP12010,M11794,MA1AB100000001451,D004,Repair,Unknown,INS92,Y,,PASS
INSP12011,M9330,MA1AB100000001745,NONE,reject,Unknown,INS24,N,Weld,PASS
INSP12012,M11255,MA1AB100000004373,D003,reject,Unknown,INS50,N,Material,PASS
INSP12013,M7491,MA1AB100000003141,D003, ok ,Unknown,INS33,Y,Material,FAIL
INSP12014,M10128,MA1AB100000002854,NONE,,Unknown,INS80,N,Material,PASS
INSP12015,M7983,MA1AB100000003667,D002,Repair,Unknown,INS51,Y,,PASS
INSP12016,M9761,MA1AB100000003492,NONE,reject,Unknown,INS15,N,,PASS
INSP12017,M9313,MA1AB100000000729,D003,,Unknown,INS88,N,Weld,FAIL
INSP12018,M8595,MA1AB100000004481,NONE, ok ,Unknown,INS48,Y,Paint,PASS
INSP12019,M10810,MA1AB100000002555,NONE, ok ,Unknown,INS11,Y,Paint,FAIL
INSP12020,M11198,MA1AB100000000161,D003,OK,Unknown,INS35,Y,Paint,FAIL
INSP12021,M7989,MA1AB100000004272,D004,Repair,Unknown,INS45,Y,,FAIL
INSP12022,M8499,MA1AB100000000133,D002, ok ,Unknown,INS31,N,Weld,FAIL
INSP12023,M10110,MA1AB100000004453,D003,,Unknown,INS99,N,Paint,PASS
INSP12024,M7626,MA1AB100000002854,D004,,Unknown,INS98,N,Dimension,FAIL
INSP12025,M9886,MA1AB100000003821,D004,OK,Unknown,INS75,Y,,PASS
INSP12026,M9921,MA1AB100000004411,D003,,Unknown,INS20,Y,,FAIL
INSP12027,M9519,MA1AB100000000526,NONE,,Unknown,INS92,Y,Paint,FAIL
INSP12028,M11223,MA1AB100000002716,NONE,OK,Unknown,INS98,N,Material,PASS
INSP12029,M11955,MA1AB100000004605,NONE,reject,Unknown,INS91,N,Paint,PASS
INSP12030,M7772,MA1AB100000004820,D002,reject,Unknown,INS15,Y,,PASS
INSP12031,M11676,MA1AB100000004328,D002,OK,Unknown,INS74,Y,Weld,FAIL
INSP12032,M7913,MA1AB100000004241,D001, ok ,Unknown,INS78,N,,PASS
INSP12033,M10743,MA1AB100000000001,NONE,OK,Unknown,INS35,Y,Paint,PASS
INSP12034,M8165,MA1AB100000001385,D002,,Unknown,INS16,Y,Dimension,FAIL
INSP12035,M8256,MA1AB100000003109,D001, ok ,Unknown,INS30,Y,,FAIL
INSP12036,M10681,MA1AB100000001409,D003, ok ,Unknown,INS92,Y,Paint,FAIL
INSP12037,M10161,MA1AB100000002400,D001,,Unknown,INS26,Y,,FAIL
INSP12038,M8649,MA1AB100000001846,NONE,reject,Unknown,INS29,N,,PASS
INSP12039,M9707,MA1AB100000002877,NONE,OK,Unknown,INS55,N,Weld,FAIL
INSP12040,M7284,MA1AB100000000070,D002,OK,Unknown,INS12,N,Weld,FAIL
INSP12041,M8287,MA1AB100000001437,D004,Reject,Unknown,INS58,Y,Material,PASS
INSP12042,M9806,MA1AB100000001392,D004, ok ,Unknown,INS65,N,,FAIL
INSP12043,M10527,MA1AB100000004856,D004,Repair,Unknown,INS38,N,,PASS
INSP12044,M11804,MA1AB100000000582,NONE,,Unknown,INS19,Y,Dimension,PASS
INSP12045,M10021,MA1AB100000002965,D003,reject,Unknown,INS90,Y,Dimension,PASS
INSP12046,M10893,MA1AB100000004183,NONE,Repair,Unknown,INS67,N,,FAIL
INSP12047,M9768,MA1AB100000001080,D001,Reject,Unknown,INS73,N,Material,PASS
INSP12048,M7562,MA1AB100000001785,NONE,OK,Unknown,INS34,Y,,PASS
INSP12049,M10720,MA1AB100000004908,NONE,Reject,Unknown,INS86,N,Material,FAIL
INSP12050,M8470,MA1AB100000000267,D002, ok ,Unknown,INS24,N,Dimension,FAIL
INSP12051,M10567,MA1AB100000000487,D004, ok ,Unknown,INS74,N,Paint,FAIL
INSP12052,M7961,MA1AB100000003254,D001,Repair,Unknown,INS36,N,Weld,FAIL
INSP12053,M8855,MA1AB100000001797,D004,Repair,Unknown,INS16,N,Material,PASS
INSP12054,M11565,MA1AB100000004952,D003,,Unknown,INS80,N,Paint,FAIL
INSP12055,M7075,MA1AB100000003492,D003,,Unknown,INS72,N,Material,PASS
INSP12056,M7909,MA1AB100000001312,D004,Repair,Unknown,INS79,N,Material,FAIL
INSP12057,M11268,MA1AB100000004193,D002,,Unknown,INS20,N,Dimension,PASS
INSP12058,M11674,MA1AB100000003818,D003, ok ,Unknown,INS54,N,,FAIL
INSP12059,M10784,MA1AB100000003722,D003,reject,Unknown,INS31,N,Dimension,PASS
INSP12060,M9568,MA1AB100000004697,NONE,Reject,Unknown,INS57,Y,Material,FAIL
INSP12061,M10482,MA1AB100000001584,D004,Reject,Unknown,INS83,N,Dimension,FAIL
INSP12062,M9557,MA1AB100000003905,D001,Reject,Unknown,INS17,Y,,FAIL
INSP12063,M9052,MA1AB100000000427,D003,,Unknown,INS11,Y,Dimension,PASS
INSP12064,M8419,MA1AB100000000789,D001,,Unknown,INS49,N,Paint,FAIL
INSP12065,M7643,MA1AB100000003595,D002,OK,Unknown,INS14,N,Paint,FAIL
INSP12066,M9088,MA1AB100000003092,D001, ok ,Unknown,INS99,N,Paint,FAIL
INSP12067,M7971,MA1AB100000004334,NONE,,Unknown,INS80,Y,Dimension,FAIL
INSP12068,M9590,MA1AB100000001305,NONE, ok ,Unknown,INS86,N,,PASS
INSP12069,M11116,MA1AB100000001989,D001,Repair,Unknown,INS62,Y,Weld,FAIL
INSP12070,M11056,MA1AB100000004363,D004,,Unknown,INS82,N,Weld,PASS
INSP12071,M10769,MA1AB100000000627,D003,Repair,Unknown,INS46,N,,FAIL
INSP12072,M8929,MA1AB100000002115,D002,reject,Unknown,INS39,N,Weld,FAIL
INSP12073,M7157,MA1AB100000003073,D001,reject,Unknown,INS34,N,Paint,PASS
INSP12074,M9175,MA1AB100000001206,D001,Reject,Unknown,INS87,Y,Paint,PASS
INSP12075,M7466,MA1AB100000004306,NONE,,Unknown,INS79,Y,Material,FAIL
INSP12076,M9762,MA1AB100000004300,D002,reject,Unknown,INS77,N,,FAIL
INSP12077,M8938,MA1AB100000000189,D001,Reject,Unknown,INS36,N,Weld,PASS
INSP12078,M8172,MA1AB100000003136,D002,reject,Unknown,INS88,Y,Weld,FAIL
INSP12079,M7541,MA1AB100000004727,D003, ok ,Unknown,INS77,Y,Dimension,FAIL
INSP12080,M11428,MA1AB100000000375,D001,reject,Unknown,INS52,N,Material,FAIL
INSP12081,M9765,MA1AB100000001062,D003,Reject,Unknown,INS26,Y,,PASS
INSP12082,M9487,MA1AB100000004933,D004,Repair,Unknown,INS91,N,Dimension,FAIL
INSP12083,M8882,MA1AB100000004299,D003,reject,Unknown,INS72,N,Weld,PASS
INSP12084,M11873,MA1AB100000001986,D001,Repair,Unknown,INS17,Y,Dimension,PASS
INSP12085,M7157,MA1AB100000002498,D001,Repair,Unknown,INS65,N,Dimension,FAIL
INSP12086,M9218,MA1AB100000002861,D003,OK,Unknown,INS10,N,Dimension,PASS
INSP12087,M10076,MA1AB100000004050,NONE, ok ,Unknown,INS37,Y,,PASS
INSP12088,M9301,MA1AB100000004216,D001,Reject,Unknown,INS79,Y,,FAIL
INSP12089,M9656,MA1AB100000000509,D001,,Unknown,INS46,N,Dimension,FAIL
INSP12090,M10727,MA1AB100000001360,D001, ok ,Unknown,INS44,N,,FAIL
INSP12091,M10001,MA1AB100000001670,D004,,Unknown,INS41,Y,Paint,PASS
INSP12092,M11888,MA1AB100000003160,NONE,Repair,Unknown,INS30,N,,FAIL
INSP12093,M8643,MA1AB100000002787,D003, ok ,Unknown,INS66,N,,PASS
INSP12094,M8509,MA1AB100000002980,D001,Reject,Unknown,INS88,N,Weld,PASS
INSP12095,M7402,MA1AB100000002499,NONE,,Unknown,INS56,Y,Paint,FAIL
INSP12096,M10836,MA1AB100000002650,D003, ok ,Unknown,INS88,N,Weld,PASS
INSP12097,M11925,MA1AB100000003984,D002,reject,Unknown,INS80,N,,PASS
INSP12098,M8126,MA1AB100000000961,D001, ok ,Unknown,INS79,Y,Material,PASS
INSP12099,M8132,MA1AB100000000967,D003, ok ,Unknown,INS32,Y,Weld,FAIL
INSP12100,M10399,MA1AB100000002305,NONE, ok ,Unknown,INS19,Y,Paint,FAIL
INSP12101,M9664,MA1AB100000003163,D004,,Unknown,INS87,N,Weld,PASS
INSP12102,M7706,MA1AB100000003897,D002,Repair,Unknown,INS27,Y,Material,PASS
INSP12103,M11456,MA1AB100000001714,NONE,reject,Unknown,INS54,N,Paint,FAIL
INSP12104,M8069,MA1AB100000004648,D003,OK,Unknown,INS11,N,Dimension,PASS
INSP12105,M8655,MA1AB100000002007,D001,Reject,Unknown,INS82,N,,FAIL
INSP12106,M7536,MA1AB100000002093,D002, ok ,Unknown,INS75,Y,Dimension,FAIL
INSP12107,M7893,MA1AB100000003330,D001,Reject,Unknown,INS38,Y,,PASS
INSP12108,M11895,MA1AB100000002178,D002,Reject,Unknown,INS24,Y,Material,PASS
INSP12109,M8399,MA1AB100000002773,NONE,OK,Unknown,INS47,N,Paint,PASS
INSP12110,M8715,MA1AB100000000919,D004,Reject,Unknown,INS74,Y,Weld,PASS
INSP12111,M7583,MA1AB100000002425,D002,Repair,Unknown,INS95,Y,Dimension,FAIL
INSP12112,M8850,MA1AB100000002535,NONE,Repair,Unknown,INS49,Y,,FAIL
INSP12113,M7982,MA1AB100000001641,D002,Repair,Unknown,INS26,Y,Weld,PASS
INSP12114,M7272,MA1AB100000002372,D004,Repair,Unknown,INS59,N,Paint,FAIL
INSP12115,M11061,MA1AB100000000661,D001,reject,Unknown,INS86,Y,Dimension,PASS
INSP12116,M7361,MA1AB100000004724,D004, ok ,Unknown,INS99,Y,Paint,FAIL
INSP12117,M11420,MA1AB100000003103,D004,Repair,Unknown,INS49,Y,Weld,FAIL
INSP12118,M7512,MA1AB100000003529,D004,Reject,Unknown,INS20,Y,Dimension,PASS
INSP12119,M9614,MA1AB100000003149,D001,Repair,Unknown,INS80,N,Paint,PASS
INSP12120,M11159,MA1AB100000004367,D002,OK,Unknown,INS22,N,Material,PASS
INSP12121,M9677,MA1AB100000000205,D002, ok ,Unknown,INS16,N,Weld,FAIL
INSP12122,M10294,MA1AB100000003785,D003, ok ,Unknown,INS60,N,,PASS
INSP12123,M8597,MA1AB100000002205,D004,reject,Unknown,INS16,N,Weld,FAIL
INSP12124,M11159,MA1AB100000000056,D002,reject,Unknown,INS40,Y,Material,FAIL
INSP12125,M9726,MA1AB100000000977,NONE,Reject,Unknown,INS19,Y,Paint,PASS
INSP12126,M11282,MA1AB100000001550,D004,reject,Unknown,INS60,Y,Material,PASS
INSP12127,M10988,MA1AB100000001041,D003,OK,Unknown,INS88,N,Weld,FAIL
INSP12128,M10213,MA1AB100000001296,NONE,OK,Unknown,INS13,N,Dimension,PASS
INSP12129,M11477,MA1AB100000002073,NONE,Reject,Unknown,INS38,Y,Dimension,PASS
INSP12130,M9034,MA1AB100000004458,D003, ok ,Unknown,INS25,N,,PASS
INSP12131,M9692,MA1AB100000003553,D004,OK,Unknown,INS75,Y,Material,PASS
INSP12132,M7915,MA1AB100000004955,NONE,reject,Unknown,INS58,N,Paint,PASS
INSP12133,M7606,MA1AB100000002618,D003, ok ,Unknown,INS48,Y,Dimension,FAIL
INSP12134,M10000,MA1AB100000003506,D003,reject,Unknown,INS53,N,Material,PASS
INSP12135,M10946,MA1AB100000003738,D001,,Unknown,INS56,Y,Paint,PASS
INSP12136,M9008,MA1AB100000003232,D003,,Unknown,INS88,N,,PASS
INSP12137,M8161,MA1AB100000004152,D003,Repair,Unknown,INS14,Y,Dimension,FAIL
INSP12138,M8456,MA1AB100000004312,D003, ok ,Unknown,INS94,N,Material,PASS
INSP12139,M9270,MA1AB100000003844,D003,reject,Unknown,INS76,N,Weld,PASS
INSP12140,M8076,MA1AB100000004642,D001,Reject,Unknown,INS27,N,Paint,FAIL
INSP12141,M8404,MA1AB100000003742,D004, ok ,Unknown,INS59,N,Dimension,PASS
INSP12142,M11232,MA1AB100000000335,D003,OK,Unknown,INS86,N,Paint,FAIL
INSP12143,M11093,MA1AB100000003282,D002,OK,Unknown,INS45,Y,Dimension,PASS
INSP12144,M11697,MA1AB100000003252,D003,Repair,Unknown,INS74,Y,Dimension,FAIL
INSP12145,M7814,MA1AB100000000150,D001,,Unknown,INS44,N,Weld,FAIL
INSP12146,M7697,MA1AB100000003886,D001,Reject,Unknown,INS35,N,Dimension,FAIL
INSP12147,M9885,MA1AB100000002830,NONE,Repair,Unknown,INS48,N,Material,FAIL
INSP12148,M7303,MA1AB100000001130,D001,OK,Unknown,INS72,Y,Material,PASS
INSP12149,M8339,MA1AB100000002015,D002,Reject,Unknown,INS62,N,Weld,FAIL
INSP12150,M10660,MA1AB100000002404,D003,OK,Unknown,INS83,Y,Dimension,FAIL
INSP12151,M8007,MA1AB100000003694,D003,OK,Unknown,INS67,N,Weld,PASS
INSP12152,M9378,MA1AB100000000218,D004,,Unknown,INS59,Y,Material,PASS
INSP12153,M8898,MA1AB100000003249,NONE,reject,Unknown,INS76,N,Weld,PASS
INSP12154,M9815,MA1AB100000000902,D001,reject,Unknown,INS24,Y,Material,FAIL
INSP12155,M8544,MA1AB100000003871,D001,OK,Unknown,INS84,Y,Paint,PASS
INSP12156,M8307,MA1AB100000000412,D004, ok ,Unknown,INS35,N,Material,PASS
INSP12157,M9870,MA1AB100000004612,D001,,Unknown,INS22,N,Material,PASS
INSP12158,M10989,MA1AB100000002383,D004,Repair,Unknown,INS58,N,Material,FAIL
INSP12159,M8009,MA1AB100000000878,D004,reject,Unknown,INS55,N,Dimension,PASS
INSP12160,M11160,MA1AB100000000792,D002,reject,Unknown,INS63,Y,,PASS
INSP12161,M8816,MA1AB100000001347,D002,Repair,Unknown,INS66,Y,Weld,PASS
INSP12162,M10797,MA1AB100000004709,NONE, ok ,Unknown,INS15,N,Dimension,PASS
INSP12163,M8265,MA1AB100000002648,D001, ok ,Unknown,INS89,Y,Dimension,PASS
INSP12164,M11132,MA1AB100000004591,NONE,OK,Unknown,INS67,Y,Dimension,FAIL
INSP12165,M7104,MA1AB100000004362,D004,,Unknown,INS85,Y,Paint,PASS
INSP12166,M11639,MA1AB100000001624,D003,Repair,Unknown,INS35,Y,Paint,PASS
INSP12167,M11816,MA1AB100000003122,D002, ok ,Unknown,INS63,Y,Material,PASS
INSP12168,M10892,MA1AB100000001097,D001, ok ,Unknown,INS14,N,Material,FAIL
INSP12169,M7395,MA1AB100000000242,D002,,Unknown,INS77,Y,Material,FAIL
INSP12170,M7064,MA1AB100000000402,D004,Reject,Unknown,INS14,Y,Weld,FAIL
INSP12171,M10552,MA1AB100000001681,D003,Repair,Unknown,INS85,Y,Paint,PASS
INSP12172,M8534,MA1AB100000000646,D001,Repair,Unknown,INS33,N,Weld,PASS
INSP12173,M9890,MA1AB100000000697,D004,OK,Unknown,INS81,N,Weld,PASS
INSP12174,M11228,MA1AB100000000717,D001, ok ,Unknown,INS71,Y,Dimension,PASS
INSP12175,M8029,MA1AB100000002995,D001,Repair,Unknown,INS48,N,Material,FAIL
INSP12176,M8684,MA1AB100000000278,NONE,Repair,Unknown,INS58,N,Material,PASS
INSP12177,M10463,MA1AB100000000219,D004,reject,Unknown,INS95,Y,Weld,PASS
INSP12178,M7718,MA1AB100000001357,D002,OK,Unknown,INS46,N,Paint,PASS
INSP12179,M7272,MA1AB100000004574,D004, ok ,Unknown,INS92,N,Weld,FAIL
INSP12180,M7094,MA1AB100000002787,D002,reject,Unknown,INS25,N,Material,FAIL
INSP12181,M11876,MA1AB100000002138,D003,Reject,Unknown,INS72,Y,,FAIL
INSP12182,M10216,MA1AB100000002413,D004,Repair,Unknown,INS89,Y,Material,PASS
INSP12183,M8813,MA1AB100000002551,D003,Repair,Unknown,INS50,Y,Paint,FAIL
INSP12184,M9685,MA1AB100000002204,NONE, ok ,Unknown,INS25,Y,Weld,PASS
INSP12185,M11453,MA1AB100000001724,NONE,Reject,Unknown,INS61,Y,Paint,PASS
INSP12186,M10695,MA1AB100000000229,D003,Reject,Unknown,INS58,Y,Weld,PASS
INSP12187,M8610,MA1AB100000002927,D004, ok ,Unknown,INS83,Y,,FAIL
INSP12188,M7323,MA1AB100000004163,NONE,OK,Unknown,INS42,Y,Material,FAIL
INSP12189,M7319,MA1AB100000002668,D004,Repair,Unknown,INS12,Y,Paint,FAIL
INSP12190,M11060,MA1AB100000004523,D003, ok ,Unknown,INS90,Y,Material,FAIL
INSP12191,M7998,MA1AB100000002667,D002,,Unknown,INS93,Y,Dimension,FAIL
INSP12192,M8523,MA1AB100000004470,D001,,Unknown,INS37,Y,Dimension,FAIL
INSP12193,M7126,MA1AB100000002976,D003,Reject,Unknown,INS59,N,Paint,FAIL
INSP12194,M9536,MA1AB100000001839,NONE,,Unknown,INS57,N,Dimension,FAIL
INSP12195,M9859,MA1AB100000002537,D004,Reject,Unknown,INS89,N,Weld,FAIL
INSP12196,M7264,MA1AB100000001785,D001,,Unknown,INS74,Y,Weld,FAIL
INSP12197,M7907,MA1AB100000001747,D004, ok ,Unknown,INS84,N,Weld,PASS
INSP12198,M9943,MA1AB100000002443,D003, ok ,Unknown,INS89,N,Weld,PASS
INSP12199,M8294,MA1AB100000002987,NONE,OK,Unknown,INS43,Y,,FAIL
INSP12200,M9943,MA1AB100000003484,D003,Reject,Unknown,INS97,Y,Paint,PASS
INSP12201,M10100,MA1AB100000001607,NONE,,Unknown,INS23,N,Material,PASS
INSP12202,M8536,MA1AB100000000808,NONE, ok ,Unknown,INS37,Y,,FAIL
INSP12203,M7380,MA1AB100000000760,D003,Repair,Unknown,INS66,N,Weld,PASS
INSP12204,M8054,MA1AB100000003643,D004,,Unknown,INS88,N,Weld,PASS
INSP12205,M11135,MA1AB100000002757,D001, ok ,Unknown,INS84,Y,Paint,FAIL
INSP12206,M9956,MA1AB100000004834,D003, ok ,Unknown,INS38,Y,,FAIL
INSP12207,M7850,MA1AB100000002136,NONE,OK,Unknown,INS94,N,Dimension,PASS
INSP12208,M8284,MA1AB100000002145,D002,OK,Unknown,INS83,N,Paint,PASS
INSP12209,M9001,MA1AB100000004531,D001,reject,Unknown,INS57,N,Material,PASS
INSP12210,M9670,MA1AB100000003089,NONE,OK,Unknown,INS31,N,Dimension,PASS
INSP12211,M9246,MA1AB100000003844,D001,Reject,Unknown,INS55,N,Weld,FAIL
INSP12212,M7533,MA1AB100000002357,D002,Reject,Unknown,INS71,Y,Material,PASS
