Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,BOM_Status,Machine_ID,Planned_Time_Minutes,Run_Time_Minutes,Downtime_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units,Availability,Performance,Quality,OEE,OEE (%)
M8986,MA1AB100000001986,WO11986,Sedan X,PAINT-1,STN-01,2026-03-02 23:22,ENG-1167,SUP-081,EMP217,TL-085,B,Valid,MC-102,480,462,18,0.86,474,1,473,0.9625,0.8823376623376623,0.9978902953586498,0.8474583333333333,84.75
M8987,MA1AB100000001987,WO11987,Sedan X,PAINT-1,STN-02,2026-03-02 23:23,ENG-1217,SUP-070,EMP219,TL-028,C,Valid,MC-103,480,456,24,0.9,587,12,575,0.95,1.1585526315789476,0.979557069846678,1.0781250000000002,107.81
M8988,MA1AB100000001988,WO11988,Sedan X,GA-2,STN-04,2026-03-02 23:25,ENG-1063,SUP-097,EMP113,TL-057,B,Valid,MC-104,480,474,6,0.87,465,1,464,0.9875,0.8534810126582278,0.9978494623655914,0.8410000000000001,84.1
M8989,MA1AB100000001989,WO11989,SUV Pro,GA-1,STN-04,2026-03-02 23:26,ENG-1224,SUP-103,EMP201,TL-027,,Valid,MC-105,480,452,28,1.06,484,2,482,0.9416666666666667,1.1350442477876108,0.9958677685950413,1.0644166666666668,106.44
M8990,MA1AB100000001990,WO11990,Hatch Z,GA-1,STN-01,2026-03-02 23:27,ENG-1496,SUP-045,EMP359,TL-075,A,Valid,MC-101,480,430,50,0.92,543,14,529,0.8958333333333334,1.161767441860465,0.9742173112338858,1.0139166666666666,101.39
M8991,MA1AB100000001991,WO11991,Sedan X,GA-2,STN-01,2026-03-02 23:28,ENG-1481,SUP-126,EMP283,TL-096,C,Valid,MC-102,480,441,39,0.8,514,0,514,0.91875,0.9324263038548753,1.0,0.8566666666666667,85.67
M8992,MA1AB100000001992,WO11992,SUV Pro,GA-2,STN-02,2026-03-02 23:30,ENG-1046,SUP-130,EMP284,TL-062,C,Valid,MC-103,480,432,48,1.04,549,11,538,0.9,1.3216666666666668,0.9799635701275046,1.1656666666666669,116.57
M8993,MA1AB100000001993,WO11993,Hatch Z,GA-1,STN-04,2026-03-02 23:31,ENG-1008,SUP-002,EMP294,TL-054,,Valid,MC-104,480,435,45,1.12,450,10,440,0.90625,1.1586206896551725,0.9777777777777777,1.0266666666666666,102.67
M8994,MA1AB100000001994,WO11994,Sedan X,PAINT-1,STN-03,2026-03-02 23:32,ENG-1484,SUP-080,EMP133,TL-056,C,Valid,MC-105,480,472,8,0.98,478,4,474,0.9833333333333333,0.992457627118644,0.9916317991631799,0.9677499999999999,96.78
M8995,MA1AB100000001995,WO11995,Sedan X,GA-1, stn-05 ,2026-03-02 23:33,ENG-1329,SUP-100,EMP341,TL-003,C,Valid,MC-101,480,450,30,1.15,571,8,563,0.9375,1.4592222222222222,0.9859894921190894,1.3488541666666667,134.89
M8996,MA1AB100000001996,WO11996,Hatch Z,PAINT-1,STN-01,2026-03-02 23:35,ENG-1072,SUP-064,EMP190,TL-073,A,Valid,MC-102,480,441,39,1.13,470,13,457,0.91875,1.2043083900226754,0.9723404255319149,1.0758541666666666,107.59
M8997,MA1AB100000001997,WO11997,Sedan X,GA-2,STN-02,2026-03-02 23:36,ENG-1355,SUP-121,EMP119,TL-008,B,Valid,MC-103,480,449,31,1.16,502,7,495,0.9354166666666667,1.296926503340757,0.9860557768924303,1.1962499999999998,119.62
M8998,XX1 2 3 4,WO11998,Hatch Z,PAINT-1,STN-03,2026-03-02 23:37,ENG-1316,,EMP312,TL-021,,Valid,MC-104,480,455,25,0.98,521,14,507,0.9479166666666666,1.122153846153846,0.9731285988483686,1.0351249999999999,103.51
M8999,MA1AB100000001999,WO11999,Sedan X,GA-2,STN-05,2026-03-02 23:38,ENG-1494,SUP-039,EMP192,TL-047,A,Valid,MC-105,480,444,36,0.94,471,11,460,0.925,0.997162162162162,0.9766454352441614,0.9008333333333333,90.08
M9000,MA1AB100000002000,WO12000,Sedan X,GA-1,STN-04,2026-03-02 23:40,ENG-1104,SUP-079,EMP306,TL-081,C,Valid,MC-101,480,455,25,1.01,547,10,537,0.9479166666666666,1.2142197802197803,0.9817184643510055,1.1299375,112.99
M9001,MA1AB100000002001,WO12001,SUV Pro,PAINT-1,STN-01,2026-03-02 23:41,ENG-1401,SUP-007,EMP269,TL-004,,Valid,MC-102,480,432,48,0.94,554,2,552,0.9,1.205462962962963,0.9963898916967509,1.081,108.1
M9002,MA1AB100000002002,WO12002,Sedan X,GA-2,STN-04,2026-03-02 23:42,ENG-1023,SUP-139,EMP293,TL-098,B,Valid,MC-103,480,454,26,0.85,529,3,526,0.9458333333333333,0.9904185022026432,0.994328922495274,0.9314583333333333,93.15
M9003,MA1AB100000002003,WO12003,Sedan X,GA-1,STN-01,2026-03-02 23:43,ENG-1178,SUP-058,EMP147,TL-054,A,Valid,MC-104,480,470,10,1.1,450,6,444,0.9791666666666666,1.0531914893617023,0.9866666666666667,1.0175,101.75
M9004,MA1AB100000002004,WO12004,Sedan X,TRIM-1,STN-04,2026-03-02 23:45,ENG-1212,SUP-138,EMP325,TL-018,A,Valid,MC-105,480,473,7,0.82,543,2,541,0.9854166666666667,0.941353065539112,0.996316758747698,0.9242083333333334,92.42
M9005,MA1AB100000002005,WO12005,SUV Pro,TRIM-1,STN-04,2026-03-02 23:46,ENG-1460,SUP-066,EMP165,TL-042,C,Valid,MC-101,480,455,25,0.82,464,4,460,0.9479166666666666,0.8362197802197802,0.9913793103448276,0.7858333333333333,78.58
M9006,MA1AB100000002006,WO12006,Hatch Z,GA-1,STN-04,2026-03-02 23:47,ENG-1252,SUP-192,EMP392,TL-026,B,Valid,MC-102,480,453,27,0.84,487,0,487,0.94375,0.903046357615894,1.0,0.85225,85.22
M9007,MA1AB100000002007,WO12007,Sedan X,GA-2,Stn-03,2026-03-02 23:48,ENG-1482,SUP-037,EMP215,TL-085,A,Valid,MC-103,480,441,39,1.15,579,12,567,0.91875,1.509863945578231,0.9792746113989638,1.3584374999999997,135.84
M9008,MA1AB100000002008,WO12008,Hatch Z,GA-1, stn-05 ,2026-03-02 23:50,ENG-1206,SUP-073,EMP153,TL-032,B,Valid,MC-104,480,458,22,1.01,483,8,475,0.9541666666666667,1.0651310043668123,0.9834368530020704,0.9994791666666668,99.95
M9009,MA1AB100000002009,WO12009,SUV Pro,GA-2, stn-05 ,2026-03-02 23:51,ENG-1337,SUP-078,EMP268,TL-091,,Valid,MC-105,480,448,32,1.0,562,8,554,0.9333333333333333,1.2544642857142858,0.9857651245551602,1.1541666666666668,115.42
M9010,MA1AB100000002010,WO12010,Hatch Z,PAINT-1,Stn-03,2026-03-02 23:52,ENG-1460,SUP-034,EMP267,TL-055,C,Valid,MC-101,480,440,40,0.81,560,1,559,0.9166666666666666,1.030909090909091,0.9982142857142857,0.9433125000000001,94.33
M9011,MA1AB100000002011,WO12011,Hatch Z,GA-2,STN-05,2026-03-02 23:53,ENG-1377,SUP-009,EMP297,TL-081,A,Valid,MC-102,480,453,27,0.9,496,0,496,0.94375,0.985430463576159,1.0,0.93,93.0
M9012,MA1AB100000002012,WO12012,Sedan X,GA-2,STN-01,2026-03-02 23:55,ENG-1073,SUP-163,EMP117,TL-031,B,Valid,MC-103,480,431,49,0.86,543,14,529,0.8979166666666667,1.083480278422274,0.9742173112338858,0.9477916666666668,94.78
M9013,MA1AB100000002013,WO12013,SUV Pro,PAINT-1,STN-01,2026-03-02 23:56,ENG-1292,SUP-124,EMP347,TL-045,B,Valid,MC-104,480,451,29,0.83,494,9,485,0.9395833333333333,0.9091352549889135,0.9817813765182186,0.8386458333333332,83.86
M9014,MA1AB100000002014,WO12014,Hatch Z,TRIM-1,STN-04,2026-03-02 23:57,ENG-1109,SUP-117,EMP234,TL-070,,Valid,MC-105,480,460,20,1.05,564,2,562,0.9583333333333334,1.2873913043478262,0.9964539007092199,1.229375,122.94
M9015,MA1AB100000002015,WO12015,Sedan X,PAINT-1, stn-05 ,2026-03-02 23:58,ENG-1393,SUP-132,EMP272,TL-044,B,Valid,MC-101,480,440,40,1.07,500,3,497,0.9166666666666666,1.2159090909090908,0.994,1.1078958333333333,110.79
M9016,MA1AB100000002016,WO12016,SUV Pro,PAINT-1,Stn-03,2026-03-03 00:00,ENG-1446,SUP-125,EMP381,TL-059,A,Valid,MC-102,480,441,39,1.07,522,12,510,0.91875,1.266530612244898,0.9770114942528736,1.136875,113.69
M9017,MA1AB100000002017,WO12017,Hatch Z,PAINT-1,Stn-03,2026-03-03 00:01,ENG-1265,SUP-068,EMP132,TL-999,C,Valid,MC-103,480,467,13,1.07,467,10,457,0.9729166666666667,1.07,0.9785867237687366,1.0187291666666665,101.87
M9018,MA1AB100000002018,WO12018,SUV Pro,GA-1,STN-05,2026-03-03 00:02,ENG-1064,SUP-025,EMP216,TL-059,A,Valid,MC-104,480,460,20,0.87,575,9,566,0.9583333333333334,1.0875,0.9843478260869565,1.025875,102.59
M9019,MA1AB100000002019,WO12019,Sedan X,PAINT-1,STN-02,2026-03-03 00:03,ENG-1447,SUP-089,EMP257,TL-058,,Valid,MC-105,480,431,49,0.84,525,15,510,0.8979166666666667,1.023201856148492,0.9714285714285714,0.8925000000000001,89.25
M9020,MA1AB100000002020,WO12020,Hatch Z,GA-1,Stn-03,2026-03-03 00:05,ENG-1497,SUP-130,EMP193,TL-051,B,Valid,MC-101,480,441,39,1.1,505,1,504,0.91875,1.2596371882086168,0.998019801980198,1.155,115.5
M9021,MA1AB100000002021,WO12021,Sedan X,GA-2,Stn-03,2026-03-03 00:06,ENG-1008,SUP-051,EMP281,TL-068,B,Valid,MC-102,480,478,2,1.09,544,6,538,0.9958333333333333,1.2405020920502092,0.9889705882352942,1.2217083333333334,122.17
M9022,MA1AB100000002022,WO12022,Hatch Z,GA-1,Stn-03,2026-03-03 00:07,ENG-1272,SUP-093,EMP376,TL-030,B,Valid,MC-103,480,443,37,1.09,496,10,486,0.9229166666666667,1.2204063205417608,0.9798387096774194,1.103625,110.36
M9023,MA1AB100000002023,WO12023,SUV Pro,GA-2,STN-01,2026-03-03 00:08,ENG-1348,SUP-043,EMP215,TL-097,B,Valid,MC-104,480,480,0,0.87,459,9,450,1.0,0.8319375,0.9803921568627451,0.8156249999999999,81.56
M9024,MA1AB100000002024,WO12024,Hatch Z,TRIM-1,Stn-03,2026-03-03 00:10,ENG-1103,SUP-072,EMP125,TL-052,C,Valid,MC-105,480,461,19,1.02,450,14,436,0.9604166666666667,0.9956616052060737,0.9688888888888889,0.9265000000000001,92.65
M9025,MA1AB100000002025,WO12025,SUV Pro,TRIM-1,STN-04,2026-03-03 00:11,ENG-1239,SUP-083,EMP169,TL-093,C,Valid,MC-101,480,449,31,0.85,586,7,579,0.9354166666666667,1.1093541202672605,0.9880546075085325,1.0253124999999998,102.53
M9026,MA1AB100000002026,WO12026,Sedan X,GA-1,STN-03,2026-03-03 00:12,ENG-1362,SUP-143,EMP259,TL-027,A,Valid,MC-102,480,449,31,1.13,590,1,589,0.9354166666666667,1.4848552338530066,0.9983050847457627,1.3866041666666666,138.66
M9027,MA1AB100000002027,WO12027,Sedan X,TRIM-1,STN-02,2026-03-03 00:13,ENG-1073,SUP-124,EMP182,TL-098,B,Valid,MC-103,480,463,17,0.95,514,2,512,0.9645833333333333,1.0546436285097192,0.9961089494163424,1.0133333333333334,101.33
M9028,MA1AB100000002028,WO12028,SUV Pro,GA-2, stn-05 ,2026-03-03 00:15,ENG-1214,SUP-101,EMP199,TL-032,C,Valid,MC-104,480,480,0,0.83,516,12,504,1.0,0.89225,0.9767441860465116,0.8714999999999999,87.15
M9029,MA1AB100000002029,WO12029,Sedan X,GA-2,STN-03,2026-03-03 00:16,ENG-1071,SUP-103,EMP163,TL-093,B,Valid,MC-105,480,465,15,1.05,553,7,546,0.96875,1.2487096774193547,0.9873417721518988,1.194375,119.44
M9030,MA1AB100000002030,WO12030,Sedan X,TRIM-1,STN-02,2026-03-03 00:17,ENG-1001,SUP-173,EMP241,TL-098,C,Valid,MC-101,480,446,34,0.92,500,2,498,0.9291666666666667,1.031390134529148,0.996,0.9545000000000001,95.45
M9031,MA1AB100000002031,WO12031,Sedan X,GA-1,STN-05,2026-03-03 00:18,ENG-1159,SUP-135,EMP152,TL-099,,Valid,MC-102,480,477,3,0.96,453,6,447,0.99375,0.9116981132075471,0.9867549668874173,0.894,89.4
M9032,MA1AB100000002032,WO12032,Sedan X,TRIM-1,STN-03,2026-03-03 00:20,ENG-1420,SUP-032,EMP377,TL-096,,Valid,MC-103,480,446,34,0.91,466,2,464,0.9291666666666667,0.9508071748878923,0.9957081545064378,0.8796666666666667,87.97
M9033,MA1AB100000002033,WO12033,Sedan X,GA-1,Stn-03,2026-03-03 00:21,ENG-1466,SUP-185,EMP274,TL-035,A,Valid,MC-104,480,469,11,0.97,531,12,519,0.9770833333333333,1.098230277185501,0.9774011299435028,1.0488125,104.88
M9034,MA1AB100000002034,WO12034,SUV Pro,PAINT-1,STN-01,2026-03-03 00:22,ENG-1320,SUP-120,EMP318,TL-075,B,Valid,MC-105,480,463,17,0.94,487,0,487,0.9645833333333333,0.9887257019438445,1.0,0.9537083333333333,95.37
M9035,MA1AB100000002035,WO12035,Hatch Z,TRIM-1,Stn-03,2026-03-03 00:23,ENG-1149,SUP-058,EMP367,TL-014,A,Valid,MC-101,480,461,19,1.15,587,3,584,0.9604166666666667,1.4643167028199566,0.9948892674616695,1.399166666666667,139.92
M9036,MA1AB100000002036,WO12036,Hatch Z,PAINT-1,STN-02,2026-03-03 00:25,ENG-1445,SUP-171,EMP353,TL-090,,Valid,MC-102,480,472,8,1.11,555,5,550,0.9833333333333333,1.3051906779661018,0.990990990990991,1.271875,127.19
M9037,MA1AB100000002037,WO12037,SUV Pro,GA-1, stn-05 ,2026-03-03 00:26,ENG-1053,SUP-198,EMP243,TL-093,C,Valid,MC-103,480,451,29,0.81,591,13,578,0.9395833333333333,1.0614412416851442,0.9780033840947546,0.975375,97.54
M9038,MA1AB100000002038,WO12038,SUV Pro,PAINT-1,STN-04,2026-03-03 00:27,ENG-1341,SUP-065,EMP282,TL-011,A,Valid,MC-104,480,468,12,0.99,526,3,523,0.975,1.1126923076923076,0.9942965779467681,1.0786875,107.87
M9039,MA1AB100000002039,WO12039,Sedan X,TRIM-1,STN-02,2026-03-03 00:28,ENG-1299,SUP-127,EMP213,TL-076,,Valid,MC-105,480,442,38,1.02,524,8,516,0.9208333333333333,1.2092307692307693,0.9847328244274809,1.0964999999999998,109.65
M9040,MA1AB100000002040,WO12040,Hatch Z,PAINT-1,STN-01,2026-03-03 00:30,ENG-1399,SUP-182,EMP349,TL-072,,Valid,MC-101,480,474,6,1.18,484,11,473,0.9875,1.2048945147679324,0.9772727272727273,1.1627916666666667,116.28
M9041,MA1AB100000002041,WO12041,Hatch Z,TRIM-1,STN-01,2026-03-03 00:31,ENG-1308,SUP-028,EMP150,TL-074,A,Valid,MC-102,480,451,29,0.82,466,10,456,0.9395833333333333,0.8472727272727273,0.9785407725321889,0.779,77.9
M9042,MA1AB100000002042,WO12042,Sedan X,GA-2,STN-03,2026-03-03 00:32,ENG-1297,SUP-173,EMP315,TL-051,A,Valid,MC-103,480,475,5,0.93,545,12,533,0.9895833333333334,1.0670526315789475,0.9779816513761468,1.0326875000000002,103.27
M9043,MA1AB100000002043,WO12043,SUV Pro,TRIM-1,Stn-03,2026-03-03 00:33,ENG-1235,SUP-147,EMP367,TL-005,,Valid,MC-104,480,452,28,0.86,502,12,490,0.9416666666666667,0.9551327433628318,0.9760956175298805,0.8779166666666667,87.79
M9044,MA1AB100000002044,WO12044,Hatch Z,TRIM-1, stn-05 ,2026-03-03 00:35,ENG-1464,SUP-007,EMP210,TL-073,B,Valid,MC-105,480,430,50,0.89,540,7,533,0.8958333333333334,1.1176744186046512,0.987037037037037,0.9882708333333335,98.83
M9045,MA1AB100000002045,WO12045,Sedan X,PAINT-1,STN-01,2026-03-03 00:36,ENG-1149,SUP-106,EMP114,TL-094,,Valid,MC-101,480,432,48,1.16,557,3,554,0.9,1.495648148148148,0.9946140035906643,1.3388333333333333,133.88
M9046,MA1AB100000002046,WO12046,SUV Pro,PAINT-1,Stn-03,2026-03-03 00:37,ENG-1349,SUP-089,EMP280,TL-032,C,Valid,MC-102,480,455,25,1.18,580,5,575,0.9479166666666666,1.504175824175824,0.9913793103448276,1.4135416666666667,141.35
M9047,MA1AB100000002047,WO12047,SUV Pro,GA-1,STN-03,2026-03-03 00:38,ENG-1234,SUP-179,EMP234,TL-099,B,Valid,MC-103,480,472,8,1.06,576,6,570,0.9833333333333333,1.2935593220338983,0.9895833333333334,1.25875,125.88
M9048,MA1AB100000002048,WO12048,Sedan X,PAINT-1, stn-05 ,2026-03-03 00:40,ENG-1205,SUP-193,EMP278,TL-100,B,Valid,MC-104,480,438,42,1.0,469,1,468,0.9125,1.0707762557077625,0.997867803837953,0.9749999999999998,97.5
M9049,MA1AB100000002049,WO12049,SUV Pro,GA-1,STN-03,2026-03-03 00:41,ENG-1180,SUP-158,EMP375,TL-095,B,Valid,MC-105,480,457,23,1.18,512,14,498,0.9520833333333333,1.3220131291028445,0.97265625,1.2242499999999996,122.42
M9050,MA1AB100000002050,WO12050,SUV Pro,PAINT-1,STN-01,2026-03-03 00:42,ENG-1468,SUP-185,EMP146,TL-082,,Valid,MC-101,480,464,16,1.17,594,2,592,0.9666666666666667,1.497801724137931,0.9966329966329966,1.4429999999999998,144.3
M9051,MA1AB100000002051,WO12051,SUV Pro,TRIM-1, stn-05 ,2026-03-03 00:43,ENG-1095,SUP-194,EMP295,TL-026,C,Valid,MC-102,480,433,47,1.02,600,0,600,0.9020833333333333,1.4133949191685913,1.0,1.2750000000000001,127.5
M9052,MA1AB100000002052,WO12052,Hatch Z,TRIM-1,STN-03,2026-03-03 00:45,ENG-1172,SUP-113,EMP285,TL-097,B,Valid,MC-103,480,434,46,0.85,510,11,499,0.9041666666666667,0.9988479262672811,0.9784313725490196,0.8836458333333334,88.36
M9053,MA1AB100000002053,WO12053,Sedan X,PAINT-1,STN-01,2026-03-03 00:46,ENG-1057,SUP-049,EMP397,TL-040,C,Valid,MC-104,480,439,41,0.81,522,5,517,0.9145833333333333,0.9631435079726652,0.9904214559386973,0.8724375000000001,87.24
M9054,MA1AB100000002054,WO12054,Hatch Z,GA-2,STN-04,2026-03-03 00:47,ENG-1316,SUP-179,EMP138,TL-026,A,Valid,MC-105,480,462,18,0.81,568,4,564,0.9625,0.995844155844156,0.9929577464788732,0.9517500000000001,95.18
M9055,MA1AB100000002055,WO12055,Sedan X,TRIM-1,Stn-03,2026-03-03 00:48,ENG-1134,SUP-038,EMP274,TL-069,C,Valid,MC-101,480,467,13,1.12,545,10,535,0.9729166666666667,1.307066381156317,0.981651376146789,1.2483333333333333,124.83
M9056,MA1AB100000002056,WO12056,SUV Pro,GA-2,STN-04,2026-03-03 00:50,ENG-1053,SUP-189,EMP250,TL-079,A,Valid,MC-102,480,448,32,1.17,500,2,498,0.9333333333333333,1.3058035714285714,0.996,1.213875,121.39
M9057,MA1AB100000002057,WO12057,SUV Pro,GA-2,STN-04,2026-03-03 00:51,ENG-1422,SUP-011,EMP225,TL-071,B,Valid,MC-103,480,465,15,0.85,562,15,547,0.96875,1.0273118279569893,0.9733096085409253,0.9686458333333334,96.86
M9058,MA1AB100000002058,WO12058,Hatch Z,PAINT-1,STN-01,2026-03-03 00:52,ENG-1253,SUP-058,EMP212,TL-032,B,Valid,MC-104,480,437,43,0.95,456,8,448,0.9104166666666667,0.9913043478260869,0.9824561403508771,0.8866666666666666,88.67
M9059,MA1AB100000002059,WO12059,SUV Pro,GA-2,STN-02,2026-03-03 00:53,ENG-1006,SUP-076,EMP224,TL-003,,Valid,MC-105,480,467,13,0.94,489,2,487,0.9729166666666667,0.9842826552462526,0.9959100204498977,0.9537083333333332,95.37
M9060,MA1AB100000002060,WO12060,SUV Pro,TRIM-1,STN-05,2026-03-03 00:55,ENG-1282,SUP-146,EMP198,TL-053,B,Valid,MC-101,480,461,19,0.88,587,9,578,0.9604166666666667,1.1205206073752714,0.9846678023850085,1.059666666666667,105.97
M9061,MA1AB100000002061,WO12061,Hatch Z,TRIM-1, stn-05 ,2026-03-03 00:56,ENG-1294,SUP-100,EMP233,TL-091,C,Valid,MC-102,480,454,26,1.15,501,9,492,0.9458333333333333,1.2690528634361233,0.9820359281437125,1.17875,117.88
M9062,MA1AB100000002062,WO12062,SUV Pro,TRIM-1,STN-03,2026-03-03 00:57,ENG-1186,SUP-061,EMP263,TL-070,C,Valid,MC-103,480,467,13,1.0,536,1,535,0.9729166666666667,1.1477516059957173,0.9981343283582089,1.1145833333333333,111.46
M9063,MA1AB100000002063,WO12063,Sedan X,GA-2,STN-03,2026-03-03 00:58,ENG-1440,SUP-180,EMP226,TL-069,B,Valid,MC-104,480,444,36,0.83,599,12,587,0.925,1.119752252252252,0.9799666110183639,1.0150208333333333,101.5
M9064,MA1AB100000002064,WO12064,Sedan X,TRIM-1,STN-05,2026-03-03 01:00,ENG-1160,SUP-027,EMP216,TL-093,C,Valid,MC-105,480,464,16,0.98,493,0,493,0.9666666666666667,1.04125,1.0,1.0065416666666667,100.65
M9065,MA1AB100000002065,WO12065,Hatch Z,GA-2,STN-04,2026-03-03 01:01,ENG-1137,SUP-148,EMP127,TL-059,,Valid,MC-101,480,446,34,1.09,552,4,548,0.9291666666666667,1.3490582959641257,0.9927536231884058,1.244416666666667,124.44
M9066,MA1AB100000002066,WO12066,SUV Pro,TRIM-1,STN-01,2026-03-03 01:02,ENG-1488,SUP-044,EMP111,TL-072,,Valid,MC-102,480,458,22,0.95,493,15,478,0.9541666666666667,1.022598253275109,0.9695740365111561,0.9460416666666664,94.6
M9067,MA1AB100000002067,WO12067,Hatch Z,GA-1,STN-03,2026-03-03 01:03,ENG-1244,SUP-181,EMP175,TL-009,C,Valid,MC-103,480,436,44,0.83,518,7,511,0.9083333333333333,0.9861009174311927,0.9864864864864865,0.8836041666666666,88.36
M9068,MA1AB100000002068,WO12068,Sedan X,PAINT-1,STN-05,2026-03-03 01:05,ENG-1129,SUP-187,EMP114,TL-092,,Valid,MC-104,480,459,21,0.96,563,10,553,0.95625,1.1775163398692812,0.9822380106571936,1.106,110.6
M9069,MA1AB100000002069,WO12069,SUV Pro,GA-2,STN-04,2026-03-03 01:06,ENG-1110,SUP-170,EMP331,TL-040,C,Valid,MC-105,480,473,7,0.95,454,14,440,0.9854166666666667,0.9118393234672304,0.9691629955947136,0.8708333333333333,87.08
M9070,MA1AB100000002070,WO12070,SUV Pro,GA-2,STN-05,2026-03-03 01:07,ENG-1408,SUP-131,EMP308,TL-019,C,Valid,MC-101,480,454,26,1.12,600,12,588,0.9458333333333333,1.4801762114537447,0.98,1.372,137.2
M9071,MA1AB100000002071,WO12071,Sedan X,GA-1, stn-05 ,2026-03-03 01:08,ENG-1386,SUP-092,EMP161,TL-100,A,Valid,MC-102,480,439,41,0.97,581,5,576,0.9145833333333333,1.2837585421412299,0.9913941480206541,1.164,116.4
M9072,MA1AB100000002072,WO12072,Hatch Z,GA-1,STN-05,2026-03-03 01:10,ENG-1211,SUP-187,EMP182,TL-094,B,Valid,MC-103,480,466,14,0.82,495,15,480,0.9708333333333333,0.8710300429184549,0.9696969696969697,0.82,82.0
M9073,MA1AB100000002073,WO12073,Sedan X,GA-2,Stn-03,2026-03-03 01:11,ENG-1092,SUP-008,EMP353,TL-094,A,Valid,MC-104,480,460,20,0.91,527,9,518,0.9583333333333334,1.0425434782608696,0.9829222011385199,0.9820416666666667,98.2
M9074,MA1AB100000002074,WO12074,SUV Pro,GA-1,STN-01,2026-03-03 01:12,ENG-1484,SUP-104,EMP393,TL-090,,Valid,MC-105,480,441,39,1.13,474,5,469,0.91875,1.2145578231292518,0.989451476793249,1.1041041666666667,110.41
M9075,MA1AB100000002075,WO12075,SUV Pro,TRIM-1, stn-05 ,2026-03-03 01:13,ENG-1242,SUP-036,EMP275,TL-024,A,Valid,MC-101,480,437,43,1.14,534,13,521,0.9104166666666667,1.3930434782608696,0.9756554307116105,1.2373750000000001,123.74
M9076,MA1AB100000002076,WO12076,SUV Pro,PAINT-1,STN-02,2026/03/03 01:15,ENG-1362,SUP-111,EMP229,TL-064,A,Valid,MC-102,480,476,4,1.11,545,2,543,0.9916666666666667,1.270903361344538,0.9963302752293578,1.2556875,125.57
M9077,MA1AB100000002077,WO12077,Sedan X,PAINT-1,STN-04,2026-03-03 01:16,ENG-1102,SUP-059,EMP279,TL-083,A,Valid,MC-103,480,469,11,0.95,463,0,463,0.9770833333333333,0.9378464818763326,1.0,0.9163541666666666,91.64
M9078,MA1AB100000002078,WO12078,SUV Pro,TRIM-1,Stn-03,2026-03-03 01:17,ENG-1048,SUP-135,EMP231,TL-003,A,Valid,MC-104,480,438,42,1.19,583,5,578,0.9125,1.5839497716894977,0.9914236706689536,1.4329583333333331,143.3
M9079,MA1AB100000002079,WO12079,Hatch Z,GA-1, stn-05 ,2026-03-03 01:18,ENG-1191,SUP-025,EMP186,TL-001,A,Valid,MC-105,480,440,40,1.17,517,1,516,0.9166666666666666,1.37475,0.9980657640232108,1.2577499999999997,125.77
M9080,MA1AB100000002080,WO12080,Sedan X,PAINT-1,STN-04,2026-03-03 01:20,ENG-1156,SUP-008,EMP390,TL-073,C,Valid,MC-101,480,440,40,1.12,537,12,525,0.9166666666666666,1.366909090909091,0.9776536312849162,1.225,122.5
M9081,MA1AB100000002081,WO12081,Sedan X,GA-2,STN-02,2026-03-03 01:21,ENG-1325,SUP-159,EMP355,TL-024,B,Valid,MC-102,480,464,16,1.11,531,3,528,0.9666666666666667,1.2702801724137933,0.9943502824858758,1.221,122.1
M9082,MA1AB100000002082,WO12082,SUV Pro,GA-1,Stn-03,2026-03-03 01:22,ENG-1349,SUP-040,EMP291,TL-074,B,Valid,MC-103,480,447,33,1.09,550,1,549,0.93125,1.3411633109619687,0.9981818181818182,1.2466875,124.67
M9083,MA1AB100000002083,WO12083,SUV Pro,GA-2,STN-05,2026-03-03 01:23,ENG-1076,SUP-114,EMP115,TL-080,A,Valid,MC-104,480,442,38,1.03,481,15,466,0.9208333333333333,1.1208823529411764,0.9688149688149689,0.9999583333333334,100.0
M9084,MA1AB100000002084,WO12084,Hatch Z,GA-1,Stn-03,2026-03-03 01:25,ENG-1478,SUP-080,EMP249,TL-014,C,Valid,MC-105,480,437,43,0.93,492,15,477,0.9104166666666667,1.0470480549199084,0.9695121951219512,0.9241874999999999,92.42
M9085,MA1AB100000002085,WO12085,Hatch Z,GA-2,STN-05,2026-03-03 01:26,ENG-1265,SUP-043,EMP151,TL-064,B,Valid,MC-101,480,449,31,0.88,478,1,477,0.9354166666666667,0.936837416481069,0.997907949790795,0.8744999999999999,87.45
M9086,MA1AB100000002086,WO12086,Hatch Z,GA-2,STN-05,2026-03-03 01:27,ENG-1471,SUP-087,EMP332,TL-085,,Valid,MC-102,480,474,6,0.94,578,13,565,0.9875,1.1462447257383965,0.9775086505190311,1.1064583333333333,110.65
M9087,MA1AB100000002087,WO12087,SUV Pro,GA-1, stn-05 ,2026-03-03 01:28,ENG-1283,SUP-017,EMP273,TL-032,C,Valid,MC-103,480,431,49,0.89,468,8,460,0.8979166666666667,0.9664037122969837,0.9829059829059829,0.8529166666666667,85.29
M9088,MA1AB100000002088,WO12088,Sedan X,GA-2,Stn-03,2026-03-03 01:30,ENG-1251,SUP-049,EMP306,TL-006,C,Valid,MC-104,480,455,25,0.82,489,9,480,0.9479166666666666,0.8812747252747252,0.9815950920245399,0.8199999999999998,82.0
