VIN,Total_Energy_kWh,Energy_per_Vehicle_kWh
MA1AB100000001474,9.03,9.03
MA1AB100000001475,11.830000000000002,11.830000000000002
MA1AB100000001476,17.87,17.87
MA1AB100000001477,8.73,8.73
MA1AB100000001478,17.33,17.33
MA1AB100000001479,5.37,5.37
MA1AB100000001480,5.84,5.84
MA1AB100000001481,13.24,13.24
MA1AB100000001482,14.77,14.77
MA1AB100000001483,18.439999999999998,18.439999999999998
MA1AB100000001484,10.870000000000001,10.870000000000001
MA1AB100000001485,5.8,5.8
MA1AB100000001486,0.0,0.0
MA1AB100000001487,10.2,10.2
MA1AB100000001488,7.51,7.51
MA1AB100000001489,12.57,12.57
MA1AB100000001490,9.18,9.18
MA1AB100000001491,0.0,0.0
MA1AB100000001492,0.0,0.0
MA1AB100000001493,6.75,6.75
MA1AB100000001494,7.63,7.63
MA1AB100000001495,4.46,4.46
MA1AB100000001496,0.0,0.0
MA1AB100000001497,7.74,7.74
MA1AB100000001498,2.72,2.72
MA1AB100000001499,5.37,5.37
MA1AB100000001500,13.73,13.73
MA1AB100000001501,7.16,7.16
MA1AB100000001502,0.0,0.0
MA1AB100000001503,0.0,0.0
MA1AB100000001504,10.96,10.96
MA1AB100000001505,12.1,12.1
MA1AB100000001506,21.35,21.35
MA1AB100000001507,6.87,6.87
MA1AB100000001508,3.13,3.13
MA1AB100000001509,8.74,8.74
MA1AB100000001510,5.54,5.54
MA1AB100000001511,13.65,13.65
MA1AB100000001512,7.93,7.93
MA1AB100000001513,4.470000000000001,4.470000000000001
MA1AB100000001514,3.8,3.8
MA1AB100000001515,8.27,8.27
MA1AB100000001516,8.71,8.71
MA1AB100000001517,7.11,7.11
MA1AB100000001518,10.25,10.25
MA1AB100000001519,8.28,8.28
MA1AB100000001520,11.74,11.74
MA1AB100000001521,17.939999999999998,17.939999999999998
MA1AB100000001522,11.7,11.7
MA1AB100000001523,20.43,20.43
MA1AB100000001524,8.34,8.34
MA1AB100000001525,0.0,0.0
MA1AB100000001526,14.14,14.14
MA1AB100000001527,6.57,6.57
MA1AB100000001528,2.13,2.13
MA1AB100000001529,8.69,8.69
MA1AB100000001530,5.9,5.9
MA1AB100000001531,6.28,6.28
MA1AB100000001532,15.030000000000001,15.030000000000001
MA1AB100000001533,0.0,0.0
MA1AB100000001534,4.2,4.2
MA1AB100000001535,26.35,26.35
MA1AB100000001536,0.0,0.0
MA1AB100000001537,20.64,20.64
MA1AB100000001538,21.48,21.48
MA1AB100000001539,4.96,4.96
MA1AB100000001540,13.71,13.71
MA1AB100000001541,3.88,3.88
MA1AB100000001542,2.11,2.11
MA1AB100000001543,15.43,15.43
MA1AB100000001544,7.96,7.96
MA1AB100000001545,10.57,10.57
MA1AB100000001546,9.530000000000001,9.530000000000001
MA1AB100000001547,2.42,2.42
MA1AB100000001548,0.58,0.58
MA1AB100000001549,8.86,8.86
MA1AB100000001550,13.23,13.23
MA1AB100000001551,6.79,6.79
MA1AB100000001552,11.44,11.44
MA1AB100000001553,27.42,27.42
MA1AB100000001554,0.64,0.64
MA1AB100000001555,17.56,17.56
MA1AB100000001556,3.62,3.62
MA1AB100000001557,7.68,7.68
MA1AB100000001558,7.1899999999999995,7.1899999999999995
MA1AB100000001559,14.18,14.18
MA1AB100000001560,1.16,1.16
MA1AB100000001561,6.38,6.38
MA1AB100000001562,9.76,9.76
MA1AB100000001563,12.93,12.93
MA1AB100000001564,0.0,0.0
MA1AB100000001565,7.07,7.07
MA1AB100000001566,5.32,5.32
MA1AB100000001567,17.75,17.75
MA1AB100000001568,0.0,0.0
MA1AB100000001569,11.79,11.79
MA1AB100000001570,6.94,6.94
MA1AB100000001571,11.12,11.12
MA1AB100000001572,12.41,12.41
MA1AB100000001573,2.18,2.18
MA1AB100000001574,6.71,6.71
MA1AB100000001575,8.16,8.16
MA1AB100000001576,7.65,7.65
MA1AB100000001577,13.149999999999999,13.149999999999999
MA1AB100000001578,14.149999999999999,14.149999999999999
MA1AB100000001579,13.46,13.46
MA1AB100000001580,1.28,1.28
MA1AB100000001581,0.0,0.0
MA1AB100000001582,10.850000000000001,10.850000000000001
MA1AB100000001583,4.85,4.85
MA1AB100000001584,26.32,26.32
MA1AB100000001585,2.86,2.86
MA1AB100000001586,7.2,7.2
MA1AB100000001587,14.75,14.75
MA1AB100000001588,6.67,6.67
MA1AB100000001589,11.98,11.98
MA1AB100000001590,10.19,10.19
MA1AB100000001591,16.16,16.16
MA1AB100000001592,5.5,5.5
MA1AB100000001593,31.57,31.57
MA1AB100000001594,6.22,6.22
MA1AB100000001595,1.58,1.58
MA1AB100000001596,0.0,0.0
MA1AB100000001597,0.0,0.0
MA1AB100000001598,1.22,1.22
MA1AB100000001599,10.98,10.98
MA1AB100000001600,14.389999999999999,14.389999999999999
MA1AB100000001601,0.68,0.68
MA1AB100000001602,6.09,6.09
MA1AB100000001603,2.2,2.2
MA1AB100000001604,6.8,6.8
MA1AB100000001605,2.24,2.24
MA1AB100000001606,0.0,0.0
MA1AB100000001607,10.54,10.54
MA1AB100000001608,1.85,1.85
MA1AB100000001609,3.37,3.37
MA1AB100000001610,3.21,3.21
MA1AB100000001611,7.8,7.8
MA1AB100000001612,6.97,6.97
MA1AB100000001613,14.23,14.23
MA1AB100000001614,11.84,11.84
MA1AB100000001615,6.5,6.5
MA1AB100000001616,2.07,2.07
MA1AB100000001617,23.05,23.05
MA1AB100000001618,8.71,8.71
MA1AB100000001619,2.77,2.77
MA1AB100000001620,2.81,2.81
MA1AB100000001621,0.0,0.0
MA1AB100000001622,10.370000000000001,10.370000000000001
MA1AB100000001623,24.59,24.59
MA1AB100000001624,4.86,4.86
MA1AB100000001625,12.9,12.9
MA1AB100000001626,7.35,7.35
MA1AB100000001627,0.0,0.0
MA1AB100000001628,3.8,3.8
MA1AB100000001629,13.879999999999999,13.879999999999999
MA1AB100000001630,1.4,1.4
MA1AB100000001631,0.0,0.0
MA1AB100000001632,8.75,8.75
MA1AB100000001633,17.32,17.32
MA1AB100000001634,0.0,0.0
MA1AB100000001635,3.5199999999999996,3.5199999999999996
MA1AB100000001636,11.72,11.72
MA1AB100000001637,0.0,0.0
MA1AB100000001638,3.21,3.21
MA1AB100000001639,18.34,18.34
MA1AB100000001640,4.4,4.4
MA1AB100000001641,23.58,23.58
MA1AB100000001642,17.86,17.86
MA1AB100000001643,10.8,10.8
MA1AB100000001644,9.89,9.89
MA1AB100000001645,0.0,0.0
MA1AB100000001646,11.719999999999999,11.719999999999999
MA1AB100000001647,9.030000000000001,9.030000000000001
MA1AB100000001648,0.0,0.0
MA1AB100000001649,7.289999999999999,7.289999999999999
MA1AB100000001650,0.0,0.0
MA1AB100000001651,8.33,8.33
MA1AB100000001652,6.55,6.55
MA1AB100000001653,16.009999999999998,16.009999999999998
MA1AB100000001654,11.83,11.83
MA1AB100000001655,11.030000000000001,11.030000000000001
MA1AB100000001656,8.74,8.74
MA1AB100000001657,0.99,0.99
MA1AB100000001658,22.939999999999998,22.939999999999998
MA1AB100000001659,13.75,13.75
MA1AB100000001660,4.9,4.9
MA1AB100000001661,20.14,20.14
MA1AB100000001662,5.19,5.19
MA1AB100000001663,9.8,9.8
MA1AB100000001664,0.0,0.0
MA1AB100000001666,0.0,0.0
MA1AB100000001667,8.47,8.47
MA1AB100000001668,5.63,5.63
MA1AB100000001669,16.87,16.87
MA1AB100000001670,8.969999999999999,8.969999999999999
MA1AB100000001671,18.45,18.45
MA1AB100000001672,11.09,11.09
MA1AB100000001673,0.0,0.0
MA1AB100000001674,3.7,3.7
MA1AB100000001675,6.95,6.95
MA1AB100000001676,6.18,6.18
MA1AB100000001677,10.5,10.5
MA1AB100000001678,5.69,5.69
MA1AB100000001679,12.45,12.45
MA1AB100000001680,7.98,7.98
MA1AB100000001681,13.33,13.33
MA1AB100000001682,3.69,3.69
MA1AB100000001683,3.48,3.48
MA1AB100000001684,3.82,3.82
MA1AB100000001685,0.92,0.92
MA1AB100000001686,4.18,4.18
MA1AB100000001687,4.65,4.65
MA1AB100000001688,6.81,6.81
MA1AB100000001689,15.51,15.51
MA1AB100000001690,13.99,13.99
MA1AB100000001691,4.46,4.46
MA1AB100000001692,21.95,21.95
MA1AB100000001693,2.48,2.48
MA1AB100000001694,15.68,15.68
MA1AB100000001695,5.14,5.14
MA1AB100000001696,12.059999999999999,12.059999999999999
MA1AB100000001697,0.0,0.0
MA1AB100000001698,6.51,6.51
MA1AB100000001699,21.19,21.19
MA1AB100000001700,5.53,5.53
MA1AB100000001701,0.0,0.0
MA1AB100000001702,16.9,16.9
MA1AB100000001703,3.61,3.61
MA1AB100000001704,6.53,6.53
MA1AB100000001705,10.76,10.76
MA1AB100000001706,11.15,11.15
MA1AB100000001707,2.75,2.75
MA1AB100000001708,10.09,10.09
MA1AB100000001709,0.0,0.0
MA1AB100000001710,4.42,4.42
MA1AB100000001711,26.3,26.3
MA1AB100000001712,19.509999999999998,19.509999999999998
MA1AB100000001713,6.98,6.98
MA1AB100000001714,32.67,32.67
MA1AB100000001715,13.87,13.87
MA1AB100000001716,15.89,15.89
MA1AB100000001717,6.33,6.33
MA1AB100000001718,7.92,7.92
MA1AB100000001719,18.509999999999998,18.509999999999998
MA1AB100000001720,5.46,5.46
MA1AB100000001721,7.95,7.95
MA1AB100000001722,14.53,14.53
MA1AB100000001723,4.18,4.18
MA1AB100000001724,0.0,0.0
MA1AB100000001725,4.98,4.98
MA1AB100000001726,3.58,3.58
MA1AB100000001727,5.07,5.07
MA1AB100000001728,9.600000000000001,9.600000000000001
MA1AB100000001729,0.0,0.0
MA1AB100000001730,1.36,1.36
MA1AB100000001731,4.31,4.31
MA1AB100000001732,22.87,22.87
MA1AB100000001733,5.64,5.64
MA1AB100000001734,12.48,12.48
MA1AB100000001735,5.38,5.38
MA1AB100000001736,12.83,12.83
MA1AB100000001737,0.0,0.0
MA1AB100000001738,10.82,10.82
MA1AB100000001739,3.99,3.99
MA1AB100000001740,1.87,1.87
MA1AB100000001741,3.37,3.37
MA1AB100000001742,17.97,17.97
MA1AB100000001743,9.52,9.52
MA1AB100000001744,12.620000000000001,12.620000000000001
MA1AB100000001745,10.54,10.54
MA1AB100000001746,10.45,10.45
MA1AB100000001747,11.22,11.22
MA1AB100000001748,8.75,8.75
MA1AB100000001749,13.43,13.43
MA1AB100000001750,21.25,21.25
MA1AB100000001751,5.88,5.88
MA1AB100000001752,4.9,4.9
MA1AB100000001753,1.02,1.02
MA1AB100000001754,8.01,8.01
MA1AB100000001755,2.31,2.31
MA1AB100000001756,0.0,0.0
MA1AB100000001757,8.42,8.42
MA1AB100000001758,7.0600000000000005,7.0600000000000005
MA1AB100000001759,15.4,15.4
MA1AB100000001760,0.0,0.0
MA1AB100000001761,0.0,0.0
MA1AB100000001762,15.870000000000001,15.870000000000001
MA1AB100000001763,11.05,11.05
MA1AB100000001764,6.08,6.08
MA1AB100000001765,11.01,11.01
MA1AB100000001766,8.5,8.5
MA1AB100000001767,0.0,0.0
MA1AB100000001768,20.27,20.27
MA1AB100000001769,7.73,7.73
MA1AB100000001770,0.0,0.0
MA1AB100000001771,12.69,12.69
MA1AB100000001772,4.34,4.34
MA1AB100000001773,2.99,2.99
MA1AB100000001774,0.0,0.0
MA1AB100000001775,9.13,9.13
MA1AB100000001776,11.39,11.39
MA1AB100000001777,16.4,16.4
MA1AB100000001778,0.0,0.0
MA1AB100000001779,0.74,0.74
MA1AB100000001780,9.57,9.57
MA1AB100000001781,6.550000000000001,6.550000000000001
MA1AB100000001782,4.0,4.0
MA1AB100000001783,3.78,3.78
MA1AB100000001784,0.0,0.0
MA1AB100000001785,3.92,3.92
MA1AB100000001786,9.84,9.84
MA1AB100000001787,9.059999999999999,9.059999999999999
MA1AB100000001788,7.98,7.98
MA1AB100000001789,12.34,12.34
MA1AB100000001790,0.0,0.0
MA1AB100000001791,19.84,19.84
MA1AB100000001792,28.34,28.34
MA1AB100000001793,2.67,2.67
MA1AB100000001794,1.28,1.28
MA1AB100000001795,2.42,2.42
MA1AB100000001796,12.1,12.1
MA1AB100000001797,14.079999999999998,14.079999999999998
MA1AB100000001798,0.0,0.0
MA1AB100000001799,11.01,11.01
MA1AB100000001800,10.3,10.3
MA1AB100000001801,6.95,6.95
MA1AB100000001802,7.27,7.27
MA1AB100000001803,2.71,2.71
MA1AB100000001804,18.69,18.69
MA1AB100000001805,15.76,15.76
MA1AB100000001806,11.010000000000002,11.010000000000002
MA1AB100000001807,7.58,7.58
MA1AB100000001808,10.45,10.45
MA1AB100000001809,12.45,12.45
MA1AB100000001810,0.0,0.0
MA1AB100000001811,0.0,0.0
MA1AB100000001812,8.67,8.67
MA1AB100000001813,2.46,2.46
MA1AB100000001814,16.68,16.68
MA1AB100000001815,12.23,12.23
MA1AB100000001816,20.13,20.13
MA1AB100000001817,7.680000000000001,7.680000000000001
MA1AB100000001818,5.68,5.68
MA1AB100000001819,23.34,23.34
MA1AB100000001820,15.59,15.59
MA1AB100000001821,8.280000000000001,8.280000000000001
MA1AB100000001822,13.46,13.46
MA1AB100000001823,2.38,2.38
MA1AB100000001824,15.64,15.64
MA1AB100000001825,14.71,14.71
MA1AB100000001826,14.94,14.94
MA1AB100000001827,2.13,2.13
MA1AB100000001828,0.0,0.0
MA1AB100000001829,9.940000000000001,9.940000000000001
MA1AB100000001830,6.49,6.49
MA1AB100000001831,3.09,3.09
MA1AB100000001832,3.91,3.91
MA1AB100000001833,6.92,6.92
MA1AB100000001834,3.14,3.14
MA1AB100000001835,9.649999999999999,9.649999999999999
MA1AB100000001836,9.19,9.19
MA1AB100000001837,14.75,14.75
MA1AB100000001838,0.0,0.0
MA1AB100000001839,3.18,3.18
MA1AB100000001840,17.9,17.9
MA1AB100000001841,4.4,4.4
MA1AB100000001842,0.0,0.0
MA1AB100000001843,10.370000000000001,10.370000000000001
MA1AB100000001844,0.0,0.0
MA1AB100000001845,0.0,0.0
MA1AB100000001846,8.780000000000001,8.780000000000001
MA1AB100000001847,7.3500000000000005,7.3500000000000005
MA1AB100000001848,9.48,9.48
MA1AB100000001849,6.11,6.11
MA1AB100000001850,17.14,17.14
MA1AB100000001851,8.95,8.95
MA1AB100000001852,12.629999999999999,12.629999999999999
MA1AB100000001853,10.7,10.7
MA1AB100000001854,7.3500000000000005,7.3500000000000005
MA1AB100000001855,4.64,4.64
MA1AB100000001856,3.47,3.47
MA1AB100000001857,14.280000000000001,14.280000000000001
MA1AB100000001858,9.56,9.56
MA1AB100000001859,11.44,11.44
MA1AB100000001860,2.02,2.02
MA1AB100000001861,10.14,10.14
MA1AB100000001862,2.2,2.2
MA1AB100000001863,5.619999999999999,5.619999999999999
MA1AB100000001864,7.0,7.0
MA1AB100000001865,18.37,18.37
MA1AB100000001866,3.06,3.06
MA1AB100000001867,1.35,1.35
MA1AB100000001868,8.0,8.0
MA1AB100000001869,13.469999999999999,13.469999999999999
MA1AB100000001870,6.52,6.52
MA1AB100000001871,0.0,0.0
MA1AB100000001872,10.79,10.79
MA1AB100000001873,9.27,9.27
MA1AB100000001874,9.27,9.27
MA1AB100000001875,0.0,0.0
MA1AB100000001876,2.55,2.55
MA1AB100000001877,12.28,12.28
MA1AB100000001878,0.0,0.0
MA1AB100000001879,5.18,5.18
MA1AB100000001880,3.44,3.44
MA1AB100000001881,7.64,7.64
MA1AB100000001882,11.66,11.66
MA1AB100000001883,3.32,3.32
MA1AB100000001884,0.84,0.84
MA1AB100000001885,5.07,5.07
MA1AB100000001886,12.07,12.07
MA1AB100000001887,7.46,7.46
MA1AB100000001888,7.0200000000000005,7.0200000000000005
MA1AB100000001889,5.52,5.52
MA1AB100000001890,3.2199999999999998,3.2199999999999998
MA1AB100000001891,2.2,2.2
MA1AB100000001892,5.58,5.58
MA1AB100000001893,3.6399999999999997,3.6399999999999997
MA1AB100000001894,1.91,1.91
MA1AB100000001895,18.02,18.02
MA1AB100000001896,8.19,8.19
MA1AB100000001897,6.109999999999999,6.109999999999999
MA1AB100000001898,0.0,0.0
MA1AB100000001899,1.02,1.02
MA1AB100000001900,7.529999999999999,7.529999999999999
MA1AB100000001901,14.010000000000002,14.010000000000002
MA1AB100000001902,7.17,7.17
MA1AB100000001903,3.52,3.52
MA1AB100000001904,4.32,4.32
MA1AB100000001905,9.63,9.63
MA1AB100000001906,15.55,15.55
MA1AB100000001907,13.09,13.09
MA1AB100000001908,0.73,0.73
MA1AB100000001909,2.6,2.6
MA1AB100000001910,6.74,6.74
MA1AB100000001911,10.440000000000001,10.440000000000001
MA1AB100000001912,0.0,0.0
MA1AB100000001913,1.72,1.72
MA1AB100000001914,14.02,14.02
MA1AB100000001915,1.15,1.15
MA1AB100000001916,12.739999999999998,12.739999999999998
MA1AB100000001917,5.77,5.77
MA1AB100000001918,15.18,15.18
MA1AB100000001919,3.18,3.18
MA1AB100000001920,9.66,9.66
MA1AB100000001921,13.03,13.03
MA1AB100000001922,0.0,0.0
MA1AB100000001923,15.23,15.23
MA1AB100000001924,7.25,7.25
MA1AB100000001925,2.84,2.84
MA1AB100000001926,1.15,1.15
MA1AB100000001927,8.96,8.96
MA1AB100000001928,6.51,6.51
MA1AB100000001929,12.920000000000002,12.920000000000002
MA1AB100000001930,38.64,38.64
MA1AB100000001931,9.68,9.68
MA1AB100000001932,0.0,0.0
MA1AB100000001933,0.0,0.0
MA1AB100000001934,10.05,10.05
MA1AB100000001935,1.8,1.8
MA1AB100000001936,6.37,6.37
MA1AB100000001937,6.08,6.08
MA1AB100000001938,9.23,9.23
MA1AB100000001939,8.88,8.88
MA1AB100000001940,0.0,0.0
MA1AB100000001941,4.78,4.78
MA1AB100000001942,4.33,4.33
MA1AB100000001943,3.59,3.59
MA1AB100000001944,8.17,8.17
MA1AB100000001945,10.67,10.67
MA1AB100000001946,5.55,5.55
MA1AB100000001947,19.27,19.27
MA1AB100000001948,3.91,3.91
MA1AB100000001949,2.84,2.84
MA1AB100000001950,0.0,0.0
MA1AB100000001951,6.379999999999999,6.379999999999999
MA1AB100000001952,6.6,6.6
MA1AB100000001953,7.7,7.7
MA1AB100000001954,10.81,10.81
MA1AB100000001955,7.82,7.82
MA1AB100000001956,0.0,0.0
MA1AB100000001957,1.94,1.94
MA1AB100000001958,6.9,6.9
MA1AB100000001959,2.59,2.59
MA1AB100000001960,6.44,6.44
MA1AB100000001961,2.84,2.84
MA1AB100000001962,5.03,5.03
MA1AB100000001963,16.15,16.15
MA1AB100000001964,9.09,9.09
MA1AB100000001965,4.91,4.91
MA1AB100000001966,13.57,13.57
MA1AB100000001967,2.74,2.74
MA1AB100000001968,6.97,6.97
MA1AB100000001969,16.61,16.61
MA1AB100000001970,5.75,5.75
MA1AB100000001971,4.54,4.54
MA1AB100000001972,11.16,11.16
MA1AB100000001973,6.89,6.89
MA1AB100000001974,2.65,2.65
MA1AB100000001975,1.36,1.36
MA1AB100000001976,10.190000000000001,10.190000000000001
MA1AB100000001977,0.0,0.0
MA1AB100000001978,14.49,14.49
MA1AB100000001979,9.09,9.09
MA1AB100000001980,0.0,0.0
MA1AB100000001981,5.15,5.15
MA1AB100000001982,0.0,0.0
MA1AB100000001983,1.2,1.2
MA1AB100000001984,0.0,0.0
MA1AB100000001985,0.0,0.0
MA1AB100000001986,12.75,12.75
MA1AB100000001987,0.97,0.97
MA1AB100000001988,10.58,10.58
MA1AB100000001989,3.39,3.39
MA1AB100000001990,6.33,6.33
MA1AB100000001991,18.4,18.4
MA1AB100000001992,8.0,8.0
MA1AB100000001993,0.0,0.0
MA1AB100000001994,9.200000000000001,9.200000000000001
MA1AB100000001995,19.97,19.97
MA1AB100000001996,3.61,3.61
MA1AB100000001997,7.22,7.22
MA1AB100000001999,8.84,8.84
MA1AB100000002000,7.73,7.73
MA1AB100000002001,12.73,12.73
MA1AB100000002002,5.51,5.51
MA1AB100000002003,10.9,10.9
MA1AB100000002004,4.59,4.59
MA1AB100000002005,4.83,4.83
MA1AB100000002006,13.71,13.71
MA1AB100000002007,6.83,6.83
MA1AB100000002008,0.6,0.6
MA1AB100000002009,3.57,3.57
MA1AB100000002010,0.0,0.0
MA1AB100000002011,15.190000000000001,15.190000000000001
MA1AB100000002012,4.35,4.35
MA1AB100000002013,31.46,31.46
MA1AB100000002014,8.91,8.91
MA1AB100000002015,7.569999999999999,7.569999999999999
MA1AB100000002016,14.73,14.73
MA1AB100000002017,2.41,2.41
MA1AB100000002018,7.46,7.46
MA1AB100000002019,11.95,11.95
MA1AB100000002020,16.78,16.78
MA1AB100000002021,2.41,2.41
MA1AB100000002022,7.88,7.88
MA1AB100000002023,3.0,3.0
MA1AB100000002024,2.82,2.82
MA1AB100000002025,9.709999999999999,9.709999999999999
MA1AB100000002026,0.0,0.0
MA1AB100000002027,5.470000000000001,5.470000000000001
MA1AB100000002028,6.91,6.91
MA1AB100000002029,0.0,0.0
MA1AB100000002030,6.53,6.53
MA1AB100000002031,0.0,0.0
MA1AB100000002032,6.87,6.87
MA1AB100000002033,5.989999999999999,5.989999999999999
MA1AB100000002034,19.18,19.18
MA1AB100000002035,11.22,11.22
MA1AB100000002036,11.28,11.28
MA1AB100000002037,3.11,3.11
MA1AB100000002038,11.59,11.59
MA1AB100000002039,11.51,11.51
MA1AB100000002040,0.81,0.81
MA1AB100000002041,21.72,21.72
MA1AB100000002042,9.47,9.47
MA1AB100000002043,11.55,11.55
MA1AB100000002044,8.08,8.08
MA1AB100000002045,1.76,1.76
MA1AB100000002046,29.380000000000003,29.380000000000003
MA1AB100000002047,1.52,1.52
MA1AB100000002048,2.19,2.19
MA1AB100000002049,0.0,0.0
MA1AB100000002050,1.8399999999999999,1.8399999999999999
MA1AB100000002051,8.190000000000001,8.190000000000001
MA1AB100000002052,13.05,13.05
MA1AB100000002053,0.0,0.0
MA1AB100000002054,0.0,0.0
MA1AB100000002055,9.690000000000001,9.690000000000001
MA1AB100000002056,3.52,3.52
MA1AB100000002057,10.740000000000002,10.740000000000002
MA1AB100000002058,3.42,3.42
MA1AB100000002059,8.35,8.35
MA1AB100000002060,6.96,6.96
MA1AB100000002061,12.84,12.84
MA1AB100000002062,6.54,6.54
MA1AB100000002063,4.53,4.53
MA1AB100000002064,12.23,12.23
MA1AB100000002065,2.43,2.43
MA1AB100000002066,0.77,0.77
MA1AB100000002067,0.0,0.0
MA1AB100000002068,7.43,7.43
MA1AB100000002069,8.85,8.85
MA1AB100000002070,7.210000000000001,7.210000000000001
MA1AB100000002071,20.759999999999998,20.759999999999998
MA1AB100000002072,12.15,12.15
MA1AB100000002073,0.0,0.0
MA1AB100000002074,13.11,13.11
MA1AB100000002075,0.0,0.0
MA1AB100000002076,6.99,6.99
MA1AB100000002077,0.75,0.75
MA1AB100000002078,3.28,3.28
MA1AB100000002079,1.65,1.65
MA1AB100000002080,20.07,20.07
MA1AB100000002081,2.39,2.39
MA1AB100000002082,10.84,10.84
MA1AB100000002083,3.79,3.79
MA1AB100000002084,11.620000000000001,11.620000000000001
MA1AB100000002085,6.86,6.86
MA1AB100000002086,5.85,5.85
MA1AB100000002087,0.0,0.0
MA1AB100000002088,7.45,7.45
MA1AB100000002089,3.42,3.42
MA1AB100000002090,1.94,1.94
MA1AB100000002091,16.47,16.47
MA1AB100000002092,0.0,0.0
MA1AB100000002093,14.780000000000001,14.780000000000001
MA1AB100000002094,3.99,3.99
MA1AB100000002095,12.940000000000001,12.940000000000001
MA1AB100000002096,20.58,20.58
MA1AB100000002097,4.73,4.73
MA1AB100000002098,1.86,1.86
MA1AB100000002099,10.16,10.16
MA1AB100000002100,12.17,12.17
MA1AB100000002101,5.87,5.87
MA1AB100000002102,11.18,11.18
MA1AB100000002103,22.81,22.81
MA1AB100000002104,7.46,7.46
MA1AB100000002105,0.0,0.0
MA1AB100000002106,0.0,0.0
MA1AB100000002107,5.68,5.68
MA1AB100000002108,11.54,11.54
MA1AB100000002109,7.63,7.63
MA1AB100000002110,0.0,0.0
MA1AB100000002111,9.86,9.86
MA1AB100000002112,13.16,13.16
MA1AB100000002113,12.51,12.51
MA1AB100000002114,0.0,0.0
MA1AB100000002115,0.0,0.0
MA1AB100000002116,12.45,12.45
MA1AB100000002117,8.07,8.07
MA1AB100000002118,10.77,10.77
MA1AB100000002119,5.15,5.15
MA1AB100000002120,0.0,0.0
MA1AB100000002121,0.0,0.0
MA1AB100000002122,13.45,13.45
MA1AB100000002123,11.370000000000001,11.370000000000001
MA1AB100000002124,13.62,13.62
MA1AB100000002125,0.0,0.0
MA1AB100000002126,1.98,1.98
MA1AB100000002127,4.94,4.94
MA1AB100000002128,0.67,0.67
MA1AB100000002129,2.88,2.88
MA1AB100000002130,13.64,13.64
MA1AB100000002131,12.66,12.66
MA1AB100000002132,2.46,2.46
MA1AB100000002133,0.0,0.0
MA1AB100000002134,1.29,1.29
MA1AB100000002135,0.0,0.0
MA1AB100000002136,22.97,22.97
MA1AB100000002137,11.01,11.01
MA1AB100000002138,20.61,20.61
MA1AB100000002139,6.3100000000000005,6.3100000000000005
MA1AB100000002140,7.56,7.56
MA1AB100000002141,24.240000000000002,24.240000000000002
MA1AB100000002142,7.67,7.67
MA1AB100000002143,0.9,0.9
MA1AB100000002144,9.54,9.54
MA1AB100000002145,2.46,2.46
MA1AB100000002146,7.36,7.36
MA1AB100000002147,10.57,10.57
MA1AB100000002148,10.6,10.6
MA1AB100000002149,12.7,12.7
MA1AB100000002150,12.469999999999999,12.469999999999999
MA1AB100000002151,13.15,13.15
MA1AB100000002152,0.0,0.0
MA1AB100000002153,6.52,6.52
MA1AB100000002154,27.77,27.77
MA1AB100000002155,12.399999999999999,12.399999999999999
MA1AB100000002156,23.78,23.78
MA1AB100000002157,12.32,12.32
MA1AB100000002158,4.79,4.79
MA1AB100000002159,13.379999999999999,13.379999999999999
MA1AB100000002160,8.540000000000001,8.540000000000001
MA1AB100000002161,5.51,5.51
MA1AB100000002162,22.02,22.02
MA1AB100000002163,4.76,4.76
MA1AB100000002164,11.399999999999999,11.399999999999999
MA1AB100000002165,6.01,6.01
MA1AB100000002166,6.289999999999999,6.289999999999999
MA1AB100000002167,4.720000000000001,4.720000000000001
MA1AB100000002168,0.0,0.0
MA1AB100000002169,0.0,0.0
MA1AB100000002170,0.0,0.0
MA1AB100000002171,14.43,14.43
MA1AB100000002172,10.48,10.48
MA1AB100000002173,7.92,7.92
MA1AB100000002174,4.4,4.4
MA1AB100000002175,10.350000000000001,10.350000000000001
MA1AB100000002176,9.96,9.96
MA1AB100000002177,3.41,3.41
MA1AB100000002178,11.030000000000001,11.030000000000001
MA1AB100000002179,18.19,18.19
MA1AB100000002180,17.39,17.39
MA1AB100000002181,6.35,6.35
MA1AB100000002182,11.22,11.22
MA1AB100000002183,7.93,7.93
MA1AB100000002184,7.05,7.05
MA1AB100000002185,15.76,15.76
MA1AB100000002186,9.16,9.16
MA1AB100000002187,6.609999999999999,6.609999999999999
MA1AB100000002188,9.620000000000001,9.620000000000001
MA1AB100000002189,1.47,1.47
MA1AB100000002190,0.89,0.89
MA1AB100000002191,0.0,0.0
MA1AB100000002192,2.18,2.18
MA1AB100000002193,4.51,4.51
MA1AB100000002194,9.95,9.95
MA1AB100000002195,12.45,12.45
MA1AB100000002196,8.219999999999999,8.219999999999999
MA1AB100000002197,2.0,2.0
MA1AB100000002198,1.49,1.49
MA1AB100000002199,0.0,0.0
MA1AB100000002200,4.06,4.06
MA1AB100000002201,7.65,7.65
MA1AB100000002202,1.4500000000000002,1.4500000000000002
MA1AB100000002203,3.09,3.09
MA1AB100000002204,12.01,12.01
MA1AB100000002205,0.0,0.0
MA1AB100000002206,12.219999999999999,12.219999999999999
MA1AB100000002207,16.99,16.99
MA1AB100000002208,3.62,3.62
MA1AB100000002209,10.5,10.5
MA1AB100000002210,15.23,15.23
