Reading_ID,Event_ID,Sensor_ID,Timestamp,Torque,Temperature,Pressure,Vibration_mm_s,Energy_kWh,Calibration_Factor,Torque_Nm,Torque_Status,Temperature_C,Temperature_Status
RD006071,M9570,SEN-004,2026-03-03 08:35:00,72 lb-ft,85C,5.2 bar,3.18,4.94,0.975,97.61904,Valid,85.0,Valid
RD006072,M8470,SEN-039,2026-03-03 08:35:30,35 lb-ft,40 C,4.5 bar,4.69,1.57,0.981,47.4537,Valid,40.0,Valid
RD006073,M7873,SEN-038,2026-03-03 08:36:00,45 Nm,35 C,65 psi,1.31,4.12,1.0,45.0,Valid,35.0,Valid
RD006074,M10532,SEN-050,2026-03-03 08:36:30,60Nm,40 C,65 psi,3.32,5.26,1.006,60.0,Valid,40.0,Valid
RD006075,M8728,SEN-037,2026-03-03 08:37:00,,104 F,72 psi,5.91,1.58,0.998,,Invalid,40.0,Valid
RD006076,M10222,SEN-013,2026-03-03 08:37:30,45 Nm,,65 psi,7.73,5.98,0.974,45.0,Valid,,Invalid
RD006077,M8813,SEN-049,2026-03-03 08:38:00,35 lb-ft,85C,65 psi,3.83,2.46,1.02,47.4537,Valid,85.0,Valid
RD006078,M10130,SEN-024,2026-03-03 08:38:30,72 lb-ft,35 C,65 psi,6.84,0.9,1.012,97.61904,Valid,35.0,Valid
RD006079,M9445,SEN-044,2026-03-03 08:39:00,50 Nm,40 C,65 psi,2.0,4.15,1.0,50.0,Valid,40.0,Valid
RD006080,M10843,SEN-028,2026-03-03 08:39:30,50 Nm,104 F,72 psi,3.54,7.01,0.999,50.0,Valid,40.0,Valid
RD006081,M10722,SEN-017,2026-03-03 08:40:00,50 Nm,95 F,5.2 bar,7.32,7.0,0.979,50.0,Valid,35.0,Valid
RD006082,M8043,SEN-028,2026-03-03 08:40:30,35 lb-ft,85C,72 psi,6.83,1.46,0.978,47.4537,Valid,85.0,Valid
RD006083,M7997,SEN-017,2026-03-03 08:41:00,35 lb-ft,,65 psi,3.68,7.7,0.976,47.4537,Valid,,Invalid
RD006084,M11108,SEN-026,2026-03-03 08:41:30,72 lb-ft,35 C,4.5 bar,7.99,6.74,1.006,97.61904,Valid,35.0,Valid
RD006085,M8698,SEN-007,2026-03-03 08:42:00,,,72 psi,2.78,6.51,1.005,,Invalid,,Invalid
RD006086,M11608,SEN-005,2026-03-03 08:42:30,45 Nm,40 C,72 psi,5.47,3.41,1.018,45.0,Valid,40.0,Valid
RD006087,M8202,SEN-019,2026-03-03 08:43:00,45 Nm,,4.5 bar,7.1,7.92,0.99,45.0,Valid,,Invalid
RD006088,M7395,SEN-021,2026-03-03 08:43:30,,85C,4.5 bar,2.66,5.52,0.988,,Invalid,85.0,Valid
RD006089,M7936,SEN-012,2026-03-03 08:44:00,35 lb-ft,95 F,65 psi,0.58,7.17,0.985,47.4537,Valid,35.0,Valid
RD006090,M8244,SEN-012,2026-03-03 08:44:30,60Nm,104 F,65 psi,3.56,6.16,0.975,60.0,Valid,40.0,Valid
RD006091,M7858,SEN-050,2026-03-03 08:45:00,72 lb-ft,,5.2 bar,8.47,7.41,1.008,97.61904,Valid,,Invalid
RD006092,M7599,SEN-007,2026-03-03 08:45:30,50 Nm,,65 psi,3.71,4.17,1.027,50.0,Valid,,Invalid
RD006093,M11040,SEN-018,2026-03-03 08:46:00,,35 C,5.2 bar,5.78,7.11,1.02,,Invalid,35.0,Valid
RD006094,M9493,SEN-006,2026-03-03 08:46:30,35 lb-ft,85C,65 psi,0.91,7.25,0.971,47.4537,Valid,85.0,Valid
RD006095,M11063,SEN-042,2026-03-03 08:47:00,60Nm,,72 psi,0.37,7.37,0.978,60.0,Valid,,Invalid
RD006096,M10059,SEN-036,2026-03-03 08:47:30,50 Nm,35 C,65 psi,6.54,3.94,1.019,50.0,Valid,35.0,Valid
RD006097,M9348,SEN-023,2026-03-03 08:48:00,,,4.5 bar,3.66,2.03,1.028,,Invalid,,Invalid
RD006098,M10889,SEN-044,2026-03-03 08:48:30,72 lb-ft,35 C,72 psi,4.2,6.03,1.009,97.61904,Valid,35.0,Valid
RD006099,M7970,SEN-010,2026-03-03 08:49:00,,,65 psi,6.93,1.53,1.0,,Invalid,,Invalid
RD006100,M11157,SEN-044,2026/03/03 08:49:30,,95 F,4.5 bar,7.34,7.8,0.972,,Invalid,35.0,Valid
RD006101,M7338,SEN-008,2026-03-03 08:50:00,35 lb-ft,95 F,72 psi,3.28,4.67,1.009,47.4537,Valid,35.0,Valid
RD006102,M10327,SEN-026,2026-03-03 08:50:30,60Nm,,5.2 bar,4.68,5.2,1.009,60.0,Valid,,Invalid
RD006103,M9237,SEN-002,2026-03-03 08:51:00,50 Nm,104 F,4.5 bar,5.17,0.5,0.994,50.0,Valid,40.0,Valid
RD006104,M11135,SEN-043,2026-03-03 08:51:30,72 lb-ft,,4.5 bar,3.0,6.31,1.005,97.61904,Valid,,Invalid
RD006105,M9447,SEN-011,2026-03-03 08:52:00,50 Nm,,5.2 bar,2.53,6.9,0.986,50.0,Valid,,Invalid
RD006106,M9013,SEN-043,2026-03-03 08:52:30,35 lb-ft,85C,72 psi,4.48,5.83,0.973,47.4537,Valid,85.0,Valid
RD006107,M8561,SEN-045,2026-03-03 08:53:00,60Nm,85C,4.5 bar,3.09,4.99,0.972,60.0,Valid,85.0,Valid
RD006108,M8766,SEN-030,2026-03-03 08:53:30,45 Nm,40 C,65 psi,2.85,6.37,1.017,45.0,Valid,40.0,Valid
RD006109,M8311,SEN-042,2026-03-03 08:54:00,60Nm,40 C,5.2 bar,7.74,1.63,0.991,60.0,Valid,40.0,Valid
RD006110,M11044,SEN-006,2026-03-03 08:54:30,35 lb-ft,104 F,65 psi,8.06,3.92,0.971,47.4537,Valid,40.0,Valid
RD006111,M9573,SEN-039,2026-03-03 08:55:00,,35 C,65 psi,1.09,7.95,0.99,,Invalid,35.0,Valid
RD006112,M10862,SEN-021,2026-03-03 08:55:30,60Nm,40 C,4.5 bar,8.48,1.38,1.012,60.0,Valid,40.0,Valid
RD006113,M8505,SEN-042,2026-03-03 08:56:00,35 lb-ft,35 C,5.2 bar,7.26,4.34,1.006,47.4537,Valid,35.0,Valid
RD006114,M8620,SEN-049,2026-03-03 08:56:30,35 lb-ft,40 C,72 psi,2.21,2.81,1.022,47.4537,Valid,40.0,Valid
RD006115,M11803,SEN-020,2026-03-03 08:57:00,50 Nm,,5.2 bar,6.46,2.89,0.981,50.0,Valid,,Invalid
RD006116,M9661,SEN-042,2026-03-03 08:57:30,35 lb-ft,104 F,4.5 bar,2.99,0.66,1.01,47.4537,Valid,40.0,Valid
RD006117,M7138,SEN-033,2026-03-03 08:58:00,72 lb-ft,40 C,5.2 bar,0.9,1.56,1.006,97.61904,Valid,40.0,Valid
RD006118,M7550,SEN-020,2026-03-03 08:58:30,35 lb-ft,95 F,5.2 bar,5.04,0.73,0.988,47.4537,Valid,35.0,Valid
RD006119,M11120,SEN-011,2026-03-03 08:59:00,60Nm,85C,4.5 bar,6.18,1.94,1.019,60.0,Valid,85.0,Valid
RD006120,M10047,SEN-019,2026-03-03 08:59:30,50 Nm,,5.2 bar,0.97,3.9,1.023,50.0,Valid,,Invalid
RD006121,M7470,SEN-039,2026-03-03 09:00:00,50 Nm,40 C,5.2 bar,4.12,4.24,0.972,50.0,Valid,40.0,Valid
RD006122,M11126,SEN-021,2026-03-03 09:00:30,60Nm,35 C,4.5 bar,1.26,4.13,0.985,60.0,Valid,35.0,Valid
RD006123,M11365,SEN-029,2026-03-03 09:01:00,60Nm,35 C,5.2 bar,6.89,7.72,0.993,60.0,Valid,35.0,Valid
RD006124,M10184,SEN-029,2026-03-03 09:01:30,50 Nm,85C,72 psi,0.32,2.06,0.982,50.0,Valid,85.0,Valid
RD006125,M9206,SEN-028,2026-03-03 09:02:00,72 lb-ft,104 F,5.2 bar,8.29,7.06,1.012,97.61904,Valid,40.0,Valid
RD006126,M10795,SEN-029,2026-03-03 09:02:30,45 Nm,40 C,4.5 bar,4.88,0.51,0.99,45.0,Valid,40.0,Valid
RD006127,M9071,SEN-010,2026-03-03 09:03:00,45 Nm,95 F,5.2 bar,3.8,3.53,1.003,45.0,Valid,35.0,Valid
RD006128,M8974,SEN-023,2026-03-03 09:03:30,60Nm,,65 psi,6.3,2.65,1.03,60.0,Valid,,Invalid
RD006129,M8788,SEN-007,2026-03-03 09:04:00,35 lb-ft,104 F,4.5 bar,4.46,7.98,1.02,47.4537,Valid,40.0,Valid
RD006130,M10721,SEN-026,2026-03-03 09:04:30,45 Nm,85C,72 psi,7.4,0.59,1.014,45.0,Valid,85.0,Valid
RD006131,M7471,SEN-016,2026-03-03 09:05:00,35 lb-ft,,5.2 bar,2.3,3.82,1.011,47.4537,Valid,,Invalid
RD006132,M9436,SEN-037,2026-03-03 09:05:30,,104 F,72 psi,5.28,3.19,1.025,,Invalid,40.0,Valid
RD006133,M10679,SEN-026,2026-03-03 09:06:00,35 lb-ft,,4.5 bar,4.96,3.44,1.012,47.4537,Valid,,Invalid
RD006134,M11717,SEN-011,2026-03-03 09:06:30,60Nm,104 F,72 psi,3.76,3.04,1.004,60.0,Valid,40.0,Valid
RD006135,M11160,SEN-026,2026-03-03 09:07:00,,,72 psi,4.18,6.99,1.026,,Invalid,,Invalid
RD006136,M11476,SEN-018,2026-03-03 09:07:30,35 lb-ft,,65 psi,6.82,1.28,1.024,47.4537,Valid,,Invalid
RD006137,M10493,SEN-023,2026-03-03 09:08:00,,85C,65 psi,6.35,7.56,0.985,,Invalid,85.0,Valid
RD006138,M11576,SEN-048,2026-03-03 09:08:30,72 lb-ft,35 C,5.2 bar,3.0,6.15,0.995,97.61904,Valid,35.0,Valid
RD006139,M7223,SEN-048,2026-03-03 09:09:00,35 lb-ft,85C,5.2 bar,2.38,6.42,1.008,47.4537,Valid,85.0,Valid
RD006140,M10360,SEN-015,2026-03-03 09:09:30,50 Nm,40 C,72 psi,3.75,6.85,0.986,50.0,Valid,40.0,Valid
RD006141,M8903,SEN-002,2026-03-03 09:10:00,35 lb-ft,35 C,72 psi,7.28,3.52,0.973,47.4537,Valid,35.0,Valid
RD006142,M10216,SEN-031,2026-03-03 09:10:30,35 lb-ft,104 F,72 psi,6.37,1.78,1.008,47.4537,Valid,40.0,Valid
RD006143,M10432,SEN-047,2026-03-03 09:11:00,,104 F,72 psi,1.24,4.87,0.974,,Invalid,40.0,Valid
RD006144,M9451,SEN-027,2026-03-03 09:11:30,50 Nm,85C,65 psi,5.91,3.39,1.022,50.0,Valid,85.0,Valid
RD006145,M11367,SEN-024,2026-03-03 09:12:00,45 Nm,,4.5 bar,3.96,3.86,1.029,45.0,Valid,,Invalid
RD006146,M8226,SEN-023,2026-03-03 09:12:30,45 Nm,104 F,65 psi,3.85,4.76,0.985,45.0,Valid,40.0,Valid
RD006147,M8224,SEN-044,2026-03-03 09:13:00,72 lb-ft,,4.5 bar,4.89,4.97,1.001,97.61904,Valid,,Invalid
RD006148,M9386,SEN-047,2026-03-03 09:13:30,60Nm,40 C,65 psi,2.31,2.8,0.99,60.0,Valid,40.0,Valid
RD006149,M8958,SEN-038,2026-03-03 09:14:00,45 Nm,95 F,72 psi,7.23,3.02,1.0,45.0,Valid,35.0,Valid
RD006150,M10373,SEN-045,2026-03-03 09:14:30,35 lb-ft,85C,65 psi,7.41,7.27,1.02,47.4537,Valid,85.0,Valid
RD006151,M9412,SEN-032,2026-03-03 09:15:00,45 Nm,35 C,65 psi,0.92,1.5,0.997,45.0,Valid,35.0,Valid
RD006152,M11690,SEN-049,2026-03-03 09:15:30,60Nm,85C,4.5 bar,3.26,2.54,1.027,60.0,Valid,85.0,Valid
RD006153,M8750,SEN-015,2026-03-03 09:16:00,,40 C,65 psi,3.66,2.11,0.984,,Invalid,40.0,Valid
RD006154,M10435,SEN-017,2026-03-03 09:16:30,,85C,5.2 bar,0.31,0.5,1.006,,Invalid,85.0,Valid
RD006155,M9588,SEN-044,2026-03-03 09:17:00,72 lb-ft,104 F,72 psi,2.14,7.47,0.999,97.61904,Valid,40.0,Valid
RD006156,M11661,SEN-038,2026-03-03 09:17:30,45 Nm,35 C,72 psi,2.8,2.59,1.016,45.0,Valid,35.0,Valid
RD006157,M8471,SEN-047,2026-03-03 09:18:00,50 Nm,85C,5.2 bar,4.61,7.35,1.022,50.0,Valid,85.0,Valid
RD006158,M8911,SEN-049,2026-03-03 09:18:30,35 lb-ft,,65 psi,7.72,5.36,0.99,47.4537,Valid,,Invalid
RD006159,M9992,SEN-022,2026-03-03 09:19:00,35 lb-ft,95 F,5.2 bar,5.05,5.44,1.02,47.4537,Valid,35.0,Valid
RD006160,M7541,SEN-027,2026-03-03 09:19:30,45 Nm,85C,65 psi,5.86,1.48,0.981,45.0,Valid,85.0,Valid
RD006161,M9172,SEN-009,2026-03-03 09:20:00,,,5.2 bar,7.38,3.07,0.988,,Invalid,,Invalid
RD006162,M11804,SEN-015,2026-03-03 09:20:30,35 lb-ft,95 F,4.5 bar,6.61,3.96,0.996,47.4537,Valid,35.0,Valid
RD006163,M8263,SEN-009,2026-03-03 09:21:00,35 lb-ft,95 F,65 psi,2.61,6.4,0.987,47.4537,Valid,35.0,Valid
RD006164,M10808,SEN-025,2026-03-03 09:21:30,45 Nm,104 F,4.5 bar,0.86,4.65,0.991,45.0,Valid,40.0,Valid
RD006165,M11762,SEN-016,2026-03-03 09:22:00,72 lb-ft,104 F,5.2 bar,1.05,1.99,1.021,97.61904,Valid,40.0,Valid
RD006166,M9360,SEN-001,2026-03-03 09:22:30,45 Nm,104 F,65 psi,1.27,1.62,0.973,45.0,Valid,40.0,Valid
RD006167,M9371,SEN-009,2026-03-03 09:23:00,35 lb-ft,,5.2 bar,7.83,5.74,1.013,47.4537,Valid,,Invalid
RD006168,M8963,SEN-027,2026-03-03 09:23:30,60Nm,104 F,5.2 bar,2.78,5.66,1.024,60.0,Valid,40.0,Valid
RD006169,M8436,SEN-004,2026-03-03 09:24:00,72 lb-ft,95 F,65 psi,5.38,4.18,1.018,97.61904,Valid,35.0,Valid
RD006170,M10671,SEN-034,2026-03-03 09:24:30,35 lb-ft,35 C,65 psi,0.51,4.41,1.013,47.4537,Valid,35.0,Valid
RD006171,M8131,SEN-043,2026-03-03 09:25:00,45 Nm,40 C,72 psi,0.71,1.23,1.002,45.0,Valid,40.0,Valid
RD006172,M9042,SEN-021,2026-03-03 09:25:30,45 Nm,85C,65 psi,6.32,4.82,0.973,45.0,Valid,85.0,Valid
RD006173,M9274,SEN-029,2026-03-03 09:26:00,35 lb-ft,85C,4.5 bar,1.09,2.6,1.01,47.4537,Valid,85.0,Valid
RD006174,M10244,SEN-026,2026-03-03 09:26:30,,85C,4.5 bar,8.33,0.77,0.983,,Invalid,85.0,Valid
RD006175,M11731,SEN-020,2026-03-03 09:27:00,60Nm,,72 psi,5.6,2.47,1.017,60.0,Valid,,Invalid
RD006176,M7065,SEN-003,2026-03-03 09:27:30,50 Nm,95 F,65 psi,2.35,1.82,0.989,50.0,Valid,35.0,Valid
RD006177,M10971,SEN-025,2026-03-03 09:28:00,60Nm,85C,5.2 bar,7.35,1.28,0.984,60.0,Valid,85.0,Valid
RD006178,M9863,SEN-019,2026-03-03 09:28:30,72 lb-ft,104 F,5.2 bar,3.12,2.22,0.982,97.61904,Valid,40.0,Valid
RD006179,M11392,SEN-006,2026-03-03 09:29:00,,40 C,65 psi,7.58,3.18,0.975,,Invalid,40.0,Valid
RD006180,M8692,SEN-035,2026-03-03 09:29:30,,85C,65 psi,6.99,4.83,1.025,,Invalid,85.0,Valid
RD006181,M7023,SEN-001,2026-03-03 09:30:00,60Nm,35 C,65 psi,2.3,3.44,1.008,60.0,Valid,35.0,Valid
RD006182,M7247,SEN-042,2026-03-03 09:30:30,72 lb-ft,104 F,65 psi,6.07,4.02,0.974,97.61904,Valid,40.0,Valid
RD006183,M10574,SEN-005,2026-03-03 09:31:00,35 lb-ft,104 F,72 psi,6.74,7.69,1.008,47.4537,Valid,40.0,Valid
RD006184,M9575,SEN-014,2026-03-03 09:31:30,50 Nm,,72 psi,7.79,7.49,1.012,50.0,Valid,,Invalid
RD006185,M9576,SEN-001,2026-03-03 09:32:00,50 Nm,104 F,72 psi,6.55,6.84,0.971,50.0,Valid,40.0,Valid
RD006186,M7717,SEN-042,2026-03-03 09:32:30,72 lb-ft,95 F,72 psi,5.12,1.42,0.996,97.61904,Valid,35.0,Valid
RD006187,M7806,SEN-022,2026-03-03 09:33:00,60Nm,40 C,72 psi,2.24,7.21,1.027,60.0,Valid,40.0,Valid
RD006188,M8574,SEN-023,2026-03-03 09:33:30,72 lb-ft,35 C,72 psi,5.87,5.07,0.999,97.61904,Valid,35.0,Valid
RD006189,M11355,SEN-010,2026-03-03 09:34:00,50 Nm,95 F,5.2 bar,2.42,3.93,1.028,50.0,Valid,35.0,Valid
RD006190,M10842,SEN-010,2026-03-03 09:34:30,,35 C,72 psi,6.36,5.99,0.988,,Invalid,35.0,Valid
RD006191,M10509,SEN-004,2026-03-03 09:35:00,72 lb-ft,104 F,65 psi,8.08,3.91,1.024,97.61904,Valid,40.0,Valid
RD006192,M8426,SEN-027,2026-03-03 09:35:30,50 Nm,,72 psi,2.7,4.06,0.987,50.0,Valid,,Invalid
RD006193,M11559,SEN-024,2026-03-03 09:36:00,,85C,5.2 bar,6.99,6.31,1.006,,Invalid,85.0,Valid
RD006194,M7133,SEN-043,2026-03-03 09:36:30,60Nm,40 C,65 psi,2.13,5.37,1.012,60.0,Valid,40.0,Valid
RD006195,M11112,SEN-044,2026-03-03 09:37:00,50 Nm,40 C,65 psi,5.45,2.51,1.022,50.0,Valid,40.0,Valid
RD006196,M8023,SEN-015,2026-03-03 09:37:30,60Nm,85C,65 psi,7.81,7.93,1.026,60.0,Valid,85.0,Valid
RD006197,M11706,SEN-013,2026-03-03 09:38:00,45 Nm,95 F,72 psi,1.88,4.92,1.009,45.0,Valid,35.0,Valid
RD006198,M8469,SEN-011,2026-03-03 09:38:30,60Nm,35 C,4.5 bar,0.77,7.22,0.983,60.0,Valid,35.0,Valid
RD006199,M11062,SEN-037,2026-03-03 09:39:00,50 Nm,95 F,5.2 bar,4.72,5.56,1.015,50.0,Valid,35.0,Valid
RD006200,M11954,SEN-014,2026-03-03 09:39:30,60Nm,104 F,72 psi,6.13,1.71,1.005,60.0,Valid,40.0,Valid
RD006201,M10224,SEN-050,2026-03-03 09:40:00,72 lb-ft,95 F,5.2 bar,7.63,3.4,1.005,97.61904,Valid,35.0,Valid
RD006202,M8481,SEN-008,2026-03-03 09:40:30,72 lb-ft,35 C,65 psi,5.99,6.34,0.975,97.61904,Valid,35.0,Valid
RD006203,M10151,SEN-046,2026-03-03 09:41:00,72 lb-ft,40 C,65 psi,7.16,1.33,1.022,97.61904,Valid,40.0,Valid
RD006204,M8471,SEN-033,2026-03-03 09:41:30,60Nm,35 C,4.5 bar,8.37,1.54,0.981,60.0,Valid,35.0,Valid
RD006205,M7380,SEN-009,2026-03-03 09:42:00,45 Nm,40 C,5.2 bar,6.85,7.93,1.025,45.0,Valid,40.0,Valid
RD006206,M9228,SEN-020,2026-03-03 09:42:30,72 lb-ft,85C,72 psi,3.87,2.59,0.976,97.61904,Valid,85.0,Valid
RD006207,M9783,SEN-031,2026-03-03 09:43:00,72 lb-ft,95 F,5.2 bar,5.47,2.93,1.027,97.61904,Valid,35.0,Valid
RD006208,M8184,SEN-011,2026-03-03 09:43:30,72 lb-ft,95 F,4.5 bar,2.83,4.72,0.975,97.61904,Valid,35.0,Valid
RD006209,M9378,SEN-015,2026-03-03 09:44:00,45 Nm,85C,72 psi,7.39,4.89,0.983,45.0,Valid,85.0,Valid
RD006210,M9214,SEN-029,2026-03-03 09:44:30,,35 C,4.5 bar,6.68,1.23,1.012,,Invalid,35.0,Valid
RD006211,M9018,SEN-015,2026-03-03 09:45:00,35 lb-ft,95 F,65 psi,5.96,7.46,0.974,47.4537,Valid,35.0,Valid
RD006212,M10425,SEN-036,2026-03-03 09:45:30,50 Nm,35 C,72 psi,8.07,7.61,0.976,50.0,Valid,35.0,Valid
RD006213,M9350,SEN-050,2026-03-03 09:46:00,72 lb-ft,,72 psi,5.57,1.68,0.976,97.61904,Valid,,Invalid
RD006214,M11637,SEN-023,2026-03-03 09:46:30,50 Nm,104 F,72 psi,5.79,5.98,0.976,50.0,Valid,40.0,Valid
RD006215,M9375,SEN-012,2026-03-03 09:47:00,60Nm,95 F,65 psi,7.6,4.72,0.98,60.0,Valid,35.0,Valid
RD006216,M7388,SEN-014,2026-03-03 09:47:30,72 lb-ft,35 C,65 psi,2.8,7.47,0.986,97.61904,Valid,35.0,Valid
RD006217,M11069,SEN-031,2026-03-03 09:48:00,72 lb-ft,95 F,65 psi,6.05,6.16,1.023,97.61904,Valid,35.0,Valid
RD006218,M11218,SEN-035,2026-03-03 09:48:30,72 lb-ft,35 C,5.2 bar,5.22,6.29,1.019,97.61904,Valid,35.0,Valid
RD006219,M11844,SEN-020,2026-03-03 09:49:00,72 lb-ft,35 C,72 psi,5.97,6.64,0.971,97.61904,Valid,35.0,Valid
RD006220,M7405,SEN-026,2026-03-03 09:49:30,,85C,65 psi,1.85,2.74,0.995,,Invalid,85.0,Valid
RD006221,M9972,SEN-049,2026-03-03 09:50:00,72 lb-ft,35 C,4.5 bar,7.11,2.07,0.978,97.61904,Valid,35.0,Valid
RD006222,M11913,SEN-022,2026-03-03 09:50:30,45 Nm,104 F,65 psi,7.22,4.18,0.992,45.0,Valid,40.0,Valid
RD006223,M11831,SEN-014,2026-03-03 09:51:00,50 Nm,85C,5.2 bar,3.93,1.93,1.017,50.0,Valid,85.0,Valid
RD006224,M10822,SEN-036,2026-03-03 09:51:30,35 lb-ft,,65 psi,3.12,2.39,0.989,47.4537,Valid,,Invalid
RD006225,M9825,SEN-029,2026-03-03 09:52:00,50 Nm,95 F,65 psi,6.97,7.96,1.021,50.0,Valid,35.0,Valid
RD006226,M7075,SEN-023,2026-03-03 09:52:30,35 lb-ft,40 C,72 psi,5.33,7.73,1.022,47.4537,Valid,40.0,Valid
RD006227,M7320,SEN-046,2026-03-03 09:53:00,72 lb-ft,85C,4.5 bar,0.68,7.89,0.977,97.61904,Valid,85.0,Valid
RD006228,M11770,SEN-025,2026-03-03 09:53:30,50 Nm,,72 psi,3.74,1.97,0.986,50.0,Valid,,Invalid
RD006229,M11562,SEN-016,2026-03-03 09:54:00,35 lb-ft,,4.5 bar,6.43,5.38,0.992,47.4537,Valid,,Invalid
RD006230,M10424,SEN-039,2026-03-03 09:54:30,,85C,4.5 bar,4.34,7.52,1.009,,Invalid,85.0,Valid
RD006231,M8751,SEN-029,2026-03-03 09:55:00,60Nm,95 F,65 psi,5.02,5.88,1.006,60.0,Valid,35.0,Valid
RD006232,M8613,SEN-045,2026-03-03 09:55:30,50 Nm,35 C,72 psi,5.09,1.79,1.022,50.0,Valid,35.0,Valid
RD006233,M10010,SEN-033,2026-03-03 09:56:00,45 Nm,40 C,4.5 bar,5.51,5.33,0.992,45.0,Valid,40.0,Valid
RD006234,M10078,SEN-036,2026-03-03 09:56:30,72 lb-ft,95 F,72 psi,5.54,0.86,0.985,97.61904,Valid,35.0,Valid
RD006235,M7806,SEN-038,2026-03-03 09:57:00,45 Nm,85C,72 psi,7.22,6.04,1.025,45.0,Valid,85.0,Valid
RD006236,M11002,SEN-044,2026-03-03 09:57:30,35 lb-ft,95 F,72 psi,3.6,6.17,1.021,47.4537,Valid,35.0,Valid
RD006237,M10176,SEN-032,2026-03-03 09:58:00,60Nm,40 C,4.5 bar,5.25,6.84,1.017,60.0,Valid,40.0,Valid
RD006238,M7989,SEN-020,2026-03-03 09:58:30,50 Nm,,5.2 bar,4.16,1.98,0.992,50.0,Valid,,Invalid
RD006239,M7649,SEN-017,2026-03-03 09:59:00,60Nm,40 C,5.2 bar,2.15,4.31,0.975,60.0,Valid,40.0,Valid
RD006240,M9760,SEN-016,2026-03-03 09:59:30,35 lb-ft,40 C,4.5 bar,0.88,7.42,0.977,47.4537,Valid,40.0,Valid
RD006241,M9691,SEN-035,2026-03-03 10:00:00,72 lb-ft,35 C,4.5 bar,6.93,1.63,1.006,97.61904,Valid,35.0,Valid
RD006242,M10405,SEN-028,2026-03-03 10:00:30,,,72 psi,6.79,1.62,0.995,,Invalid,,Invalid
RD006243,M9367,SEN-001,2026-03-03 10:01:00,72 lb-ft,85C,72 psi,8.07,6.73,1.009,97.61904,Valid,85.0,Valid
RD006244,M10741,SEN-016,2026-03-03 10:01:30,72 lb-ft,95 F,65 psi,0.3,5.17,1.013,97.61904,Valid,35.0,Valid
RD006245,M11209,SEN-030,2026-03-03 10:02:00,,95 F,72 psi,6.49,1.36,0.992,,Invalid,35.0,Valid
RD006246,M8057,SEN-001,2026-03-03 10:02:30,60Nm,85C,4.5 bar,6.52,6.82,0.982,60.0,Valid,85.0,Valid
RD006247,M7570,SEN-007,2026-03-03 10:03:00,72 lb-ft,35 C,65 psi,3.55,2.71,0.996,97.61904,Valid,35.0,Valid
RD006248,M10167,SEN-028,2026-03-03 10:03:30,50 Nm,,5.2 bar,5.93,2.63,1.028,50.0,Valid,,Invalid
RD006249,M7038,SEN-009,2026-03-03 10:04:00,60Nm,40 C,65 psi,3.57,4.6,0.979,60.0,Valid,40.0,Valid
RD006250,M11415,SEN-024,2026-03-03 10:04:30,35 lb-ft,40 C,72 psi,1.36,2.73,0.971,47.4537,Valid,40.0,Valid
RD006251,M11235,SEN-016,2026-03-03 10:05:00,35 lb-ft,40 C,4.5 bar,2.78,2.47,0.976,47.4537,Valid,40.0,Valid
RD006252,M10620,SEN-012,2026-03-03 10:05:30,60Nm,35 C,72 psi,7.94,0.86,1.014,60.0,Valid,35.0,Valid
RD006253,M7182,SEN-035,2026-03-03 10:06:00,50 Nm,40 C,4.5 bar,7.23,7.82,1.023,50.0,Valid,40.0,Valid
RD006254,M10754,SEN-038,2026-03-03 10:06:30,35 lb-ft,85C,65 psi,4.86,2.94,1.026,47.4537,Valid,85.0,Valid
RD006255,M8948,SEN-026,2026-03-03 10:07:00,72 lb-ft,35 C,4.5 bar,5.26,3.91,0.989,97.61904,Valid,35.0,Valid
RD006256,M7699,SEN-042,2026-03-03 10:07:30,60Nm,,72 psi,5.47,4.72,1.029,60.0,Valid,,Invalid
RD006257,M10901,SEN-025,2026-03-03 10:08:00,35 lb-ft,85C,65 psi,4.54,6.38,1.001,47.4537,Valid,85.0,Valid
RD006258,M7717,SEN-002,2026-03-03 10:08:30,,40 C,5.2 bar,2.93,2.25,1.018,,Invalid,40.0,Valid
RD006259,M8660,SEN-033,2026-03-03 10:09:00,35 lb-ft,85C,4.5 bar,6.51,4.9,1.022,47.4537,Valid,85.0,Valid
RD006260,M9146,SEN-021,2026-03-03 10:09:30,,35 C,65 psi,1.12,7.36,1.013,,Invalid,35.0,Valid
RD006261,M7413,SEN-022,2026-03-03 10:10:00,72 lb-ft,104 F,65 psi,7.22,7.91,1.011,97.61904,Valid,40.0,Valid
RD006262,M9667,SEN-015,2026-03-03 10:10:30,60Nm,,65 psi,8.04,1.36,0.993,60.0,Valid,,Invalid
RD006263,M10533,SEN-047,2026-03-03 10:11:00,60Nm,85C,72 psi,1.6,3.45,0.989,60.0,Valid,85.0,Valid
RD006264,M7534,SEN-040,2026-03-03 10:11:30,60Nm,104 F,5.2 bar,4.07,2.59,1.009,60.0,Valid,40.0,Valid
RD006265,M10985,SEN-003,2026-03-03 10:12:00,35 lb-ft,40 C,5.2 bar,7.34,4.45,1.01,47.4537,Valid,40.0,Valid
RD006266,M8558,SEN-027,2026-03-03 10:12:30,45 Nm,,65 psi,5.88,6.64,1.014,45.0,Valid,,Invalid
