Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,Tool_Name,Tool_Type,Plant,Calibration_Date,Next_Due_Date,Status,Accuracy_%,Manufacturer,Serial_Number
M9951,MA1AB100000002951,WO12951,Sedan X,GA-1, stn-05 ,2026-03-03 19:28,ENG-1427,SUP-094,EMP370,TL-064,,Tool_64,Press Tool,Plant-A,2026-02-03,2026-05-04,Active,98.09,Atlas Copco,SN100063
M9952,MA1AB100000002952,WO12952,Sedan X,PAINT-1, stn-05 ,2026-03-03 19:30,ENG-1136,SUP-095,EMP339,TL-100,,Tool_100,Welding Gun,Plant-A,2026-04-25,2026-07-24,Maintenance,97.13,Ingersoll Rand,SN100099
M9953,MA1AB100000002953,WO12953,Hatch Z,PAINT-1,STN-04,2026-03-03 19:31,ENG-1169,SUP-117,EMP305,TL-076,C,Tool_76,Welding Gun,Plant-C,2026-02-22,2026-05-23,Maintenance,98.13,Ingersoll Rand,SN100075
M9954,MA1AB100000002954,WO12954,Hatch Z,PAINT-1,STN-02,2026-03-03 19:70,ENG-1184,SUP-062,EMP323,TL-048,,Tool_48,Nut Runner,Plant-B,2026-04-17,2026-07-16,Active,96.56,Stanley,SN100047
M9955,MA1AB100000002955,WO12955,SUV Pro,TRIM-1,STN-04,2026-03-03 19:33,ENG-1476,SUP-187,EMP357,TL-049,A,Tool_49,Press Tool,Plant-A,2026-01-18,2026-04-18,Active,97.7,Atlas Copco,SN100048
M9956,MA1AB100000002956,WO12956,SUV Pro,GA-2,STN-03,2026-03-03 19:35,ENG-1064,SUP-021,EMP190,TL-044,C,Tool_44,Press Tool,Plant-C,2026-01-16,2026-04-16,Maintenance,99.03,Bosch,SN100043
M9957,MA1AB100000002957,WO12957,SUV Pro,GA-1,STN-05,2026-03-03 19:36,ENG-1357,SUP-003,EMP393,TL-043,C,Tool_43,Torque Wrench,Plant-B,2026-04-28,2026-07-27,Active,96.51,Ingersoll Rand,SN100042
M9958,MA1AB100000002958,WO12958,Hatch Z,GA-1,Stn-03,2026-03-03 19:37,ENG-1174,SUP-048,EMP304,TL-077,B,Tool_77,Welding Gun,Plant-C,2026-04-12,2026-07-11,Active,98.71,Stanley,SN100076
M9959,MA1AB100000002959,WO12959,SUV Pro,PAINT-1,STN-05,2026-03-03 19:38,ENG-1195,SUP-102,EMP254,TL-058,B,Tool_58,Robot Arm,Plant-C,2026-04-28,2026-07-27,Active,96.6,Stanley,SN100057
M9960,MA1AB100000002960,WO12960,Sedan X,GA-2,STN-01,2026-03-03 19:40,ENG-1232,SUP-071,EMP169,TL-031,C,Tool_31,Nut Runner,Plant-A,2026-01-31,2026-05-01,Active,97.01,Atlas Copco,SN100030
M9961,MA1AB100000002961,WO12961,Hatch Z,GA-1,STN-03,2026-03-03 19:41,ENG-1092,SUP-099,EMP162,TL-037,A,Tool_37,Torque Wrench,Plant-A,2026-02-12,2026-05-13,Maintenance,95.39,Bosch,SN100036
M9962,MA1AB100000002962,WO12962,Hatch Z,PAINT-1, stn-05 ,2026-03-03 19:42,ENG-1278,SUP-150,EMP200,TL-032,B,Tool_32,Press Tool,Plant-A,2026-03-27,2026-06-25,Maintenance,97.67,Bosch,SN100031
M9963,MA1AB100000002963,WO12963,SUV Pro,GA-1,STN-03,2026-03-03 19:43,ENG-1397,SUP-082,EMP258,TL-028,A,Tool_28,Press Tool,Plant-C,2026-01-25,2026-04-25,Out of Service,97.87,Ingersoll Rand,SN100027
M9964,MA1AB100000002964,WO12964,SUV Pro,TRIM-1,STN-02,2026-03-03 19:45,ENG-1336,SUP-198,EMP334,TL-029,A,Tool_29,Press Tool,Plant-C,2026-04-30,2026-07-29,Maintenance,98.95,Stanley,SN100028
M9965,MA1AB100000002965,WO12965,Hatch Z,GA-1,STN-01,2026-03-03 19:46,ENG-1273,SUP-166,EMP162,TL-064,C,Tool_64,Press Tool,Plant-A,2026-02-03,2026-05-04,Active,98.09,Atlas Copco,SN100063
M9966,MA1AB100000002966,WO12966,Sedan X,GA-2,STN-01,2026-03-03 19:47,ENG-1040,SUP-095,EMP381,TL-058,A,Tool_58,Robot Arm,Plant-C,2026-04-28,2026-07-27,Active,96.6,Stanley,SN100057
M9967,MA1AB100000002967,WO12967,Hatch Z,PAINT-1,STN-03,2026-03-03 19:48,ENG-1080,SUP-054,EMP285,TL-085,C,Tool_85,Nut Runner,Plant-A,2026-01-29,2026-04-29,Out of Service,98.68,Stanley,SN100084
M9968,MA1AB100000002968,WO12968,Hatch Z,GA-2,STN-04,2026-03-03 19:50,ENG-1455,SUP-130,EMP335,TL-034,C,Tool_34,Torque Wrench,Plant-A,2026-06-25,2026-09-23,Out of Service,99.85,Stanley,SN100033
M9969,MA1AB100000002969,WO12969,Hatch Z,TRIM-1,STN-01,2026-03-03 19:51,ENG-1057,SUP-128,EMP199,TL-083,B,Tool_83,Nut Runner,Plant-A,2026-01-22,2026-04-22,Out of Service,98.35,Bosch,SN100082
M9970,MA1AB100000002970,WO12970,Hatch Z,GA-1, stn-05 ,2026-03-03 19:52,ENG-1270,SUP-106,EMP274,TL-095,B,Tool_95,Nut Runner,Plant-A,2026-06-25,2026-09-23,Active,99.37,Bosch,SN100094
M9971,MA1AB100000002971,WO12971,Sedan X,TRIM-1,STN-04,2026-03-03 19:53,ENG-1231,SUP-034,EMP395,TL-056,,Tool_56,Torque Wrench,Plant-C,2026-04-06,2026-07-05,Active,97.45,Atlas Copco,SN100055
M9972,MA1AB100000002972,WO12972,Hatch Z,PAINT-1,STN-04,2026-03-03 19:55,ENG-1096,SUP-050,EMP339,TL-001,A,Tool_1,Welding Gun,Plant-A,2026-05-21,2026-08-19,Maintenance,98.97,Bosch,SN100000
M9973,MA1AB100000002973,WO12973,SUV Pro,GA-1, stn-05 ,2026-03-03 19:56,ENG-1423,SUP-012,EMP282,TL-020,,Tool_20,Robot Arm,Plant-C,2026-06-24,2026-09-22,Active,99.27,Ingersoll Rand,SN100019
M9974,MA1AB100000002974,WO12974,Hatch Z,GA-1,STN-01,2026-03-03 19:57,ENG-1474,SUP-095,EMP266,TL-084,A,Tool_84,Torque Wrench,Plant-C,2026-02-03,2026-05-04,Out of Service,97.78,Ingersoll Rand,SN100083
M9975,MA1AB100000002975,WO12975,Sedan X,GA-1,STN-02,2026-03-03 19:58,ENG-1247,SUP-175,EMP191,TL-094,B,Tool_94,Press Tool,Plant-C,2026-05-10,2026-08-08,Maintenance,98.64,Stanley,SN100093
M9976,MA1AB100000002976,WO12976,Sedan X,PAINT-1,STN-02,2026-03-03 20:00,ENG-1163,SUP-119,EMP199,TL-016,,Tool_16,Robot Arm,Plant-B,2026-04-27,2026-07-26,Active,98.18,Atlas Copco,SN100015
M9977,MA1AB100000002977,WO12977,Sedan X,PAINT-1,STN-02,2026-03-03 20:01,ENG-1495,SUP-147,EMP163,TL-099,B,Tool_99,Welding Gun,Plant-B,2026-05-20,2026-08-18,Active,97.05,Atlas Copco,SN100098
M9978,MA1AB100000002978,WO12978,SUV Pro,GA-1,STN-04,2026-03-03 20:02,ENG-1084,SUP-009,EMP201,TL-016,B,Tool_16,Robot Arm,Plant-B,2026-04-27,2026-07-26,Active,98.18,Atlas Copco,SN100015
M9979,MA1AB100000002979,WO12979,SUV Pro,PAINT-1,STN-03,2026-03-03 20:03,ENG-1363,SUP-040,EMP365,TL-100,,Tool_100,Welding Gun,Plant-A,2026-04-25,2026-07-24,Maintenance,97.13,Ingersoll Rand,SN100099
M9980,MA1AB100000002980,WO12980,Sedan X,GA-1,STN-05,2026-03-03 20:05,ENG-1330,SUP-048,EMP394,TL-093,,Tool_93,Nut Runner,Plant-A,2026-03-03,2026-06-01,Out of Service,98.43,Ingersoll Rand,SN100092
M9981,MA1AB100000002981,WO12981,Sedan X,PAINT-1,STN-02,2026-03-03 20:06,ENG-1368,SUP-096,EMP280,TL-085,B,Tool_85,Nut Runner,Plant-A,2026-01-29,2026-04-29,Out of Service,98.68,Stanley,SN100084
M9982,MA1AB100000002982,WO12982,Sedan X,GA-2,STN-02,2026-03-03 20:07,ENG-1077,SUP-164,EMP326,TL-030,B,Tool_30,Nut Runner,Plant-A,2026-02-18,2026-05-19,Out of Service,97.07,Ingersoll Rand,SN100029
M9983,MA1AB100000002983,WO12983,Hatch Z,GA-2,STN-01,2026-03-03 20:08,ENG-1147,SUP-094,EMP342,TL-089,B,Tool_89,Welding Gun,Plant-B,2026-06-20,2026-09-18,Out of Service,97.46,Stanley,SN100088
M9984,MA1AB100000002984,WO12984,SUV Pro,GA-2,STN-02,2026-03-03 20:10,ENG-1116,SUP-109,EMP318,TL-012,C,Tool_12,Press Tool,Plant-B,2026-05-30,2026-08-28,Out of Service,98.02,Bosch,SN100011
M9985,MA1AB100000002985,WO12985,Sedan X,TRIM-1,STN-04,2026-03-03 20:11,ENG-1046,SUP-013,EMP382,TL-059,A,Tool_59,Robot Arm,Plant-B,2026-04-15,2026-07-14,Active,95.72,Stanley,SN100058
M9986,MA1AB100000002986,WO12986,Hatch Z,GA-2,STN-04,2026-03-03 20:12,ENG-1310,SUP-128,EMP161,TL-098,B,Tool_98,Press Tool,Plant-A,2026-06-01,2026-08-30,Active,98.11,Stanley,SN100097
M9987,MA1AB100000002987,WO12987,Sedan X,TRIM-1,STN-01,2026-03-03 20:13,ENG-1050,SUP-004,EMP351,TL-016,B,Tool_16,Robot Arm,Plant-B,2026-04-27,2026-07-26,Active,98.18,Atlas Copco,SN100015
M9988,MA1AB100000002988,WO12988,SUV Pro,GA-1,STN-03,2026-03-03 20:15,ENG-1330,SUP-142,EMP213,TL-072,B,Tool_72,Robot Arm,Plant-C,2026-05-05,2026-08-03,Maintenance,99.87,Atlas Copco,SN100071
M9989,MA1AB100000002989,WO12989,Hatch Z,GA-1,Stn-03,2026-03-03 20:16,ENG-1252,SUP-171,EMP322,TL-091,C,Tool_91,Nut Runner,Plant-B,2026-03-20,2026-06-18,Active,95.45,Atlas Copco,SN100090
M9990,MA1AB100000002990,WO12990,Hatch Z,PAINT-1,Stn-03,2026-03-03 20:17,ENG-1206,SUP-123,EMP202,TL-042,,Tool_42,Welding Gun,Plant-C,2026-03-03,2026-06-01,Out of Service,97.14,Ingersoll Rand,SN100041
M9991,MA1AB100000002991,WO12991,SUV Pro,GA-2,STN-02,2026-03-03 20:18,ENG-1107,SUP-056,EMP178,TL-019,B,Tool_19,Torque Wrench,Plant-B,2026-05-30,2026-08-28,Active,96.08,Atlas Copco,SN100018
M9992,MA1AB100000002992,WO12992,Hatch Z,GA-1, stn-05 ,2026-03-03 20:20,ENG-1054,SUP-194,EMP249,TL-033,B,Tool_33,Welding Gun,Plant-C,2026-02-25,2026-05-26,Active,97.63,Bosch,SN100032
M9993,MA1AB100000002993,WO12993,SUV Pro,GA-2, stn-05 ,2026-03-03 20:21,ENG-1417,SUP-171,EMP194,TL-023,C,Tool_23,Welding Gun,Plant-A,2026-04-29,2026-07-28,Active,95.35,Bosch,SN100022
M9994,MA1AB100000002994,WO12994,SUV Pro,GA-1,STN-04,2026-03-03 20:22,ENG-1093,SUP-159,EMP272,TL-028,C,Tool_28,Press Tool,Plant-C,2026-01-25,2026-04-25,Out of Service,97.87,Ingersoll Rand,SN100027
M9995,MA1AB100000002995,WO12995,Hatch Z,GA-1,STN-04,2026-03-03 20:23,ENG-1124,SUP-163,EMP345,TL-032,A,Tool_32,Press Tool,Plant-A,2026-03-27,2026-06-25,Maintenance,97.67,Bosch,SN100031
M9996,MA1AB100000002996,WO12996,Hatch Z,GA-1,STN-05,2026-03-03 20:25,ENG-1028,SUP-070,EMP303,TL-088,,Tool_88,Welding Gun,Plant-B,2026-04-25,2026-07-24,Active,95.24,Stanley,SN100087
M9997,XX1 2 3 4,WO12997,SUV Pro,GA-1,Stn-03,2026-03-03 20:26,ENG-1120,SUP-002,EMP348,TL-086,C,Tool_86,Press Tool,Plant-B,2026-03-20,2026-06-18,Active,96.21,Bosch,SN100085
M9998,MA1AB100000002998,WO12998,Sedan X,PAINT-1,Stn-03,2026-03-03 20:27,ENG-1062,SUP-168,EMP387,TL-042,B,Tool_42,Welding Gun,Plant-C,2026-03-03,2026-06-01,Out of Service,97.14,Ingersoll Rand,SN100041
M9999,MA1AB100000002999,WO12999,Sedan X,GA-1,STN-02,2026-03-03 20:28,ENG-1396,SUP-099,EMP189,TL-052,A,Tool_52,Torque Wrench,Plant-A,2026-04-12,2026-07-11,Out of Service,99.68,Ingersoll Rand,SN100051
M10000,MA1AB100000003000,WO13000,Hatch Z,PAINT-1, stn-05 ,2026-03-03 20:30,ENG-1204,SUP-059,EMP392,TL-093,,Tool_93,Nut Runner,Plant-A,2026-03-03,2026-06-01,Out of Service,98.43,Ingersoll Rand,SN100092
M10001,MA1AB100000003001,WO13001,Hatch Z,PAINT-1,STN-04,2026-03-03 20:31,ENG-1032,SUP-081,EMP241,TL-061,A,Tool_61,Nut Runner,Plant-C,2026-06-29,2026-09-27,Active,99.71,Ingersoll Rand,SN100060
M10002,MA1AB100000003002,WO13002,SUV Pro,PAINT-1,STN-03,2026-03-03 20:32,ENG-1291,SUP-019,EMP189,TL-081,A,Tool_81,Nut Runner,Plant-A,2026-06-21,2026-09-19,Maintenance,97.61,Atlas Copco,SN100080
M10003,MA1AB100000003003,WO13003,SUV Pro,GA-1,STN-04,2026-03-03 20:33,ENG-1368,SUP-069,EMP136,TL-010,C,Tool_10,Welding Gun,Plant-B,2026-02-07,2026-05-08,Maintenance,98.91,Atlas Copco,SN100009
M10004,MA1AB100000003004,WO13004,SUV Pro,TRIM-1,STN-03,2026-03-03 20:35,ENG-1008,SUP-146,EMP146,TL-074,,Tool_74,Robot Arm,Plant-B,2026-01-04,2026-04-04,Active,97.63,Stanley,SN100073
M10005,MA1AB100000003005,WO13005,Hatch Z,GA-2,STN-05,2026-03-03 20:36,ENG-1164,SUP-116,EMP380,TL-064,C,Tool_64,Press Tool,Plant-A,2026-02-03,2026-05-04,Active,98.09,Atlas Copco,SN100063
M10006,MA1AB100000003006,WO13006,Sedan X,GA-1,STN-04,2026-03-03 20:37,ENG-1411,SUP-001,EMP170,TL-003,C,Tool_3,Robot Arm,Plant-C,2026-02-25,2026-05-26,Active,97.36,Atlas Copco,SN100002
M10007,MA1AB100000003007,WO13007,Sedan X,TRIM-1,STN-02,2026-03-03 20:38,ENG-1341,SUP-004,EMP136,TL-080,,Tool_80,Robot Arm,Plant-B,2026-03-23,2026-06-21,Maintenance,97.79,Atlas Copco,SN100079
M10008,MA1AB100000003008,WO13008,Sedan X,GA-2, stn-05 ,2026-03-03 20:40,ENG-1338,SUP-023,EMP176,TL-040,A,Tool_40,Welding Gun,Plant-A,2026-04-02,2026-07-01,Active,98.84,Atlas Copco,SN100039
M10009,MA1AB100000003009,WO13009,Sedan X,GA-2,Stn-03,2026-03-03 20:41,ENG-1366,SUP-111,EMP306,TL-060,,Tool_60,Welding Gun,Plant-B,2026-02-09,2026-05-10,Active,95.55,Atlas Copco,SN100059
M10010,MA1AB100000003010,WO13010,SUV Pro,GA-1,STN-05,2026-03-03 20:42,ENG-1488,SUP-134,EMP342,TL-028,A,Tool_28,Press Tool,Plant-C,2026-01-25,2026-04-25,Out of Service,97.87,Ingersoll Rand,SN100027
M10011,MA1AB100000003011,WO13011,Sedan X,TRIM-1,STN-04,2026-03-03 20:43,ENG-1457,SUP-124,EMP218,TL-011,B,Tool_11,Welding Gun,Plant-B,2026-01-03,2026-04-03,Out of Service,99.43,Atlas Copco,SN100010
M10012,MA1AB100000003012,WO13012,Sedan X,TRIM-1, stn-05 ,2026-03-03 20:45,ENG-1199,SUP-173,EMP114,TL-059,C,Tool_59,Robot Arm,Plant-B,2026-04-15,2026-07-14,Active,95.72,Stanley,SN100058
M10013,MA1AB100000003013,WO13013,Hatch Z,TRIM-1, stn-05 ,2026-03-03 20:46,ENG-1278,SUP-108,EMP280,TL-031,B,Tool_31,Nut Runner,Plant-A,2026-01-31,2026-05-01,Active,97.01,Atlas Copco,SN100030
M10014,MA1AB100000003014,WO13014,Hatch Z,PAINT-1,STN-02,2026-03-03 20:47,ENG-1059,SUP-155,EMP146,TL-081,,Tool_81,Nut Runner,Plant-A,2026-06-21,2026-09-19,Maintenance,97.61,Atlas Copco,SN100080
M10015,MA1AB100000003015,WO13015,SUV Pro,PAINT-1,STN-02,2026-03-03 20:48,ENG-1015,SUP-132,EMP396,TL-082,C,Tool_82,Nut Runner,Plant-B,2026-03-18,2026-06-16,Active,95.75,Atlas Copco,SN100081
M10016,MA1AB100000003016,WO13016,Sedan X,GA-2,STN-01,2026-03-03 20:50,ENG-1074,SUP-012,EMP181,TL-016,A,Tool_16,Robot Arm,Plant-B,2026-04-27,2026-07-26,Active,98.18,Atlas Copco,SN100015
M10017,MA1AB100000003017,WO13017,SUV Pro,GA-1,Stn-03,2026-03-03 20:51,ENG-1178,SUP-125,EMP293,TL-035,C,Tool_35,Torque Wrench,Plant-A,2026-04-06,2026-07-05,Active,95.1,Atlas Copco,SN100034
M10018,MA1AB100000003018,WO13018,Hatch Z,TRIM-1,Stn-03,2026-03-03 20:52,ENG-1471,SUP-073,EMP345,TL-001,A,Tool_1,Welding Gun,Plant-A,2026-05-21,2026-08-19,Maintenance,98.97,Bosch,SN100000
M10019,MA1AB100000003019,WO13019,Sedan X,GA-2,STN-04,2026-03-03 20:53,ENG-1495,SUP-144,EMP337,TL-051,C,Tool_51,Nut Runner,Plant-C,2026-04-06,2026-07-05,Active,97.28,Bosch,SN100050
M10020,MA1AB100000003020,WO13020,SUV Pro,TRIM-1,STN-04,2026-03-03 20:55,ENG-1205,SUP-077,EMP393,TL-058,,Tool_58,Robot Arm,Plant-C,2026-04-28,2026-07-27,Active,96.6,Stanley,SN100057
M10021,MA1AB100000003021,WO13021,SUV Pro,GA-1,STN-04,2026-03-03 20:56,ENG-1417,SUP-052,EMP297,TL-045,,Tool_45,Welding Gun,Plant-C,2026-03-10,2026-06-08,Active,98.94,Stanley,SN100044
M10022,MA1AB100000003022,WO13022,Hatch Z,GA-1,STN-03,2026-03-03 20:57,ENG-1439,SUP-085,EMP116,TL-003,,Tool_3,Robot Arm,Plant-C,2026-02-25,2026-05-26,Active,97.36,Atlas Copco,SN100002
M10023,MA1AB100000003023,WO13023,Sedan X,PAINT-1,STN-03,2026-03-03 20:58,ENG-1357,SUP-057,EMP340,TL-026,A,Tool_26,Robot Arm,Plant-A,2026-05-25,2026-08-23,Out of Service,99.11,Atlas Copco,SN100025
M10024,MA1AB100000003024,WO13024,Hatch Z,TRIM-1,STN-03,2026-03-03 21:00,ENG-1289,SUP-110,EMP195,TL-060,,Tool_60,Welding Gun,Plant-B,2026-02-09,2026-05-10,Active,95.55,Atlas Copco,SN100059
M10025,MA1AB100000003025,WO13025,Sedan X,GA-1, stn-05 ,2026-03-03 21:01,ENG-1289,SUP-167,EMP283,TL-018,,Tool_18,Robot Arm,Plant-B,2026-06-15,2026-09-13,Out of Service,95.48,Stanley,SN100017
M10026,MA1AB100000003026,WO13026,Sedan X,PAINT-1,STN-02,2026-03-03 21:02,ENG-1025,SUP-178,EMP289,TL-076,,Tool_76,Welding Gun,Plant-C,2026-02-22,2026-05-23,Maintenance,98.13,Ingersoll Rand,SN100075
M10027,MA1AB100000003027,WO13027,Hatch Z,GA-1,STN-02,2026-03-03 21:03,ENG-1188,SUP-090,EMP156,TL-021,B,Tool_21,Press Tool,Plant-C,2026-01-09,2026-04-09,Out of Service,95.18,Atlas Copco,SN100020
M10028,MA1AB100000003028,WO13028,SUV Pro,TRIM-1, stn-05 ,2026-03-03 21:05,ENG-1105,SUP-110,EMP253,TL-031,A,Tool_31,Nut Runner,Plant-A,2026-01-31,2026-05-01,Active,97.01,Atlas Copco,SN100030
M10029,MA1AB100000003029,WO13029,SUV Pro,PAINT-1,STN-05,2026-03-03 21:06,ENG-1317,SUP-144,EMP391,TL-098,C,Tool_98,Press Tool,Plant-A,2026-06-01,2026-08-30,Active,98.11,Stanley,SN100097
M10030,MA1AB100000003030,WO13030,Hatch Z,TRIM-1,STN-03,2026-03-03 21:07,ENG-1472,SUP-073,EMP311,TL-085,,Tool_85,Nut Runner,Plant-A,2026-01-29,2026-04-29,Out of Service,98.68,Stanley,SN100084
M10031,MA1AB100000003031,WO13031,Sedan X,PAINT-1,STN-03,2026-03-03 21:08,ENG-1385,SUP-068,EMP249,TL-096,B,Tool_96,Nut Runner,Plant-A,2026-04-26,2026-07-25,Active,95.35,Stanley,SN100095
M10032,MA1AB100000003032,WO13032,SUV Pro,PAINT-1,Stn-03,2026-03-03 21:10,ENG-1037,SUP-079,EMP162,TL-051,B,Tool_51,Nut Runner,Plant-C,2026-04-06,2026-07-05,Active,97.28,Bosch,SN100050
M10033,MA1AB100000003033,WO13033,Hatch Z,GA-2,Stn-03,2026-03-03 21:11,ENG-1361,SUP-067,EMP241,TL-075,,Tool_75,Press Tool,Plant-C,2026-04-22,2026-07-21,Active,99.86,Ingersoll Rand,SN100074
M10034,MA1AB100000003034,WO13034,SUV Pro,GA-2,STN-05,2026-03-03 21:12,ENG-1451,SUP-070,EMP309,TL-034,A,Tool_34,Torque Wrench,Plant-A,2026-06-25,2026-09-23,Out of Service,99.85,Stanley,SN100033
M10035,MA1AB100000003035,WO13035,Hatch Z,GA-2,STN-02,2026-03-03 21:13,ENG-1114,SUP-013,EMP268,TL-065,,Tool_65,Torque Wrench,Plant-C,2026-01-31,2026-05-01,Maintenance,97.24,Bosch,SN100064
M10036,MA1AB100000003036,WO13036,Sedan X,TRIM-1, stn-05 ,2026-03-03 21:15,ENG-1478,SUP-056,EMP394,TL-086,C,Tool_86,Press Tool,Plant-B,2026-03-20,2026-06-18,Active,96.21,Bosch,SN100085
M10037,MA1AB100000003037,WO13037,Sedan X,GA-2,STN-02,2026-03-03 21:16,ENG-1053,SUP-003,EMP392,TL-058,B,Tool_58,Robot Arm,Plant-C,2026-04-28,2026-07-27,Active,96.6,Stanley,SN100057
M10038,MA1AB100000003038,WO13038,Sedan X,GA-2,STN-01,2026-03-03 21:17,ENG-1440,SUP-123,EMP122,TL-062,C,Tool_62,Robot Arm,Plant-A,2026-04-28,2026-07-27,Out of Service,95.44,Bosch,SN100061
M10039,MA1AB100000003039,WO13039,SUV Pro,PAINT-1,STN-02,2026-03-03 21:18,ENG-1146,SUP-162,EMP311,TL-048,C,Tool_48,Nut Runner,Plant-B,2026-04-17,2026-07-16,Active,96.56,Stanley,SN100047
M10040,MA1AB100000003040,WO13040,SUV Pro,GA-2,Stn-03,2026-03-03 21:20,ENG-1398,SUP-033,EMP119,TL-032,A,Tool_32,Press Tool,Plant-A,2026-03-27,2026-06-25,Maintenance,97.67,Bosch,SN100031
M10041,MA1AB100000003041,WO13041,Sedan X,PAINT-1,STN-03,2026-03-03 21:21,ENG-1290,SUP-111,EMP255,TL-049,A,Tool_49,Press Tool,Plant-A,2026-01-18,2026-04-18,Active,97.7,Atlas Copco,SN100048
M10042,MA1AB100000003042,WO13042,Sedan X,GA-2,STN-05,2026-03-03 21:22,ENG-1027,SUP-008,EMP172,TL-095,C,Tool_95,Nut Runner,Plant-A,2026-06-25,2026-09-23,Active,99.37,Bosch,SN100094
M10043,MA1AB100000003043,WO13043,Sedan X,GA-2,Stn-03,2026-03-03 21:23,ENG-1058,SUP-053,EMP336,TL-043,,Tool_43,Torque Wrench,Plant-B,2026-04-28,2026-07-27,Active,96.51,Ingersoll Rand,SN100042
M10044,MA1AB100000003044,WO13044,SUV Pro,TRIM-1,STN-02,2026-03-03 21:25,ENG-1169,SUP-150,EMP272,TL-081,,Tool_81,Nut Runner,Plant-A,2026-06-21,2026-09-19,Maintenance,97.61,Atlas Copco,SN100080
M10045,MA1AB100000003045,WO13045,Sedan X,TRIM-1,Stn-03,2026-03-03 21:26, eng-1001 ,SUP-021,EMP393,TL-079,B,Tool_79,Press Tool,Plant-C,2026-04-14,2026-07-13,Active,96.15,Ingersoll Rand,SN100078
M10046,MA1AB100000003046,WO13046,Sedan X,PAINT-1, stn-05 ,2026-03-03 21:27,ENG-1184,SUP-142,EMP252,TL-025,C,Tool_25,Nut Runner,Plant-C,2026-02-19,2026-05-20,Out of Service,98.88,Atlas Copco,SN100024
M10047,MA1AB100000003047,WO13047,Hatch Z,PAINT-1,STN-04,2026-03-03 21:28,ENG-1198,SUP-057,EMP143,TL-010,B,Tool_10,Welding Gun,Plant-B,2026-02-07,2026-05-08,Maintenance,98.91,Atlas Copco,SN100009
M10048,MA1AB100000003048,WO13048,Hatch Z,PAINT-1,STN-01,2026-03-03 21:30,ENG-1453,SUP-053,EMP251,TL-024,B,Tool_24,Robot Arm,Plant-A,2026-02-23,2026-05-24,Active,96.19,Ingersoll Rand,SN100023
M10049,MA1AB100000003049,WO13049,SUV Pro,GA-2, stn-05 ,2026-03-03 21:31,ENG-1379,SUP-035,EMP117,TL-032,B,Tool_32,Press Tool,Plant-A,2026-03-27,2026-06-25,Maintenance,97.67,Bosch,SN100031
M10050,MA1AB100000003050,WO13050,SUV Pro,TRIM-1,STN-03,2026-03-03 21:32,ENG-1093,SUP-068,EMP308,TL-027,A,Tool_27,Robot Arm,Plant-A,2026-03-13,2026-06-11,Active,95.63,Atlas Copco,SN100026
M10051,MA1AB100000003051,WO13051,Sedan X,PAINT-1,STN-02,2026-03-03 21:33,ENG-1339,SUP-116,EMP396,TL-054,,Tool_54,Press Tool,Plant-C,2026-01-18,2026-04-18,Active,99.35,Ingersoll Rand,SN100053
M10052,MA1AB100000003052,WO13052,Hatch Z,GA-1,STN-01,2026-03-03 21:35,ENG-1282,SUP-167,EMP260,TL-091,B,Tool_91,Nut Runner,Plant-B,2026-03-20,2026-06-18,Active,95.45,Atlas Copco,SN100090
M10053,MA1AB100000003053,WO13053,Hatch Z,PAINT-1,STN-04,2026-03-03 21:36,ENG-1385,SUP-150,EMP125,TL-020,A,Tool_20,Robot Arm,Plant-C,2026-06-24,2026-09-22,Active,99.27,Ingersoll Rand,SN100019
M10054,MA1AB100000003054,WO13054,Hatch Z,TRIM-1,STN-04,2026-03-03 21:37,ENG-1455,SUP-074,EMP132,TL-060,C,Tool_60,Welding Gun,Plant-B,2026-02-09,2026-05-10,Active,95.55,Atlas Copco,SN100059
M10055,MA1AB100000003055,WO13055,Sedan X,GA-1,STN-03,2026-03-03 21:38,ENG-1106,SUP-082,EMP129,TL-020,B,Tool_20,Robot Arm,Plant-C,2026-06-24,2026-09-22,Active,99.27,Ingersoll Rand,SN100019
M10056,MA1AB100000003056,WO13056,Hatch Z,PAINT-1,STN-01,2026-03-03 21:40,ENG-1083,SUP-042,EMP386,TL-079,C,Tool_79,Press Tool,Plant-C,2026-04-14,2026-07-13,Active,96.15,Ingersoll Rand,SN100078
M10057,MA1AB100000003057,WO13057,SUV Pro,TRIM-1,STN-03,2026-03-03 21:41,ENG-1092,SUP-115,EMP272,TL-094,B,Tool_94,Press Tool,Plant-C,2026-05-10,2026-08-08,Maintenance,98.64,Stanley,SN100093
M10058,MA1AB100000003058,WO13058,Sedan X,GA-2,STN-02,2026-03-03 21:42,ENG-1266,SUP-040,EMP219,TL-002,B,Tool_2,Nut Runner,Plant-A,2026-04-22,2026-07-21,Active,97.47,Bosch,SN100001
M10059,MA1AB100000003059,WO13059,Sedan X,GA-2,STN-03,2026-03-03 21:43,ENG-1205,SUP-147,EMP155,TL-028,B,Tool_28,Press Tool,Plant-C,2026-01-25,2026-04-25,Out of Service,97.87,Ingersoll Rand,SN100027
M10060,MA1AB100000003060,WO13060,Sedan X,GA-2,STN-01,2026-03-03 21:45,ENG-1112,SUP-051,EMP229,TL-053,,Tool_53,Nut Runner,Plant-A,2026-02-27,2026-05-28,Out of Service,96.41,Stanley,SN100052
