Insp_ID,Event_ID,VIN,Source,Defect,Scrap_Code,Is_Rework
QI-960,EVT-11367,XX1722,Human-QA1,None,,False
QI-961,EVT-10122,XX0687,Cam-1,na,S-03,False
QI-962,EVT-10749,XX4467,Cam-2,None,,False
QI-963,EVT-14414,XX3484,Cam-1,None,,False
QI-964,EVT-11597,XX4251,Cam-1,None,,False
QI-965,EVT-10585,XX3633,Cam-2,na,,False
QI-966,EVT-10543,XX4778,Human-QA2,None,,False
QI-967,EVT-12200,XX3278,Human-QA2,None,,False
QI-968,EVT-12703,XX3940,Cam-1,None,,False
QI-969,EVT-10014,XX2945,Cam-2,OK,,False
QI-970,EVT-11466,XX3500,Cam-1,OK,,False
QI-971,EVT-13375,XX2919,Cam-2,None,,False
QI-972,EVT-10244,XX1445,Cam-2,None,,False
QI-973,EVT-12614,XX0088,Human-QA2,None,,False
QI-974,EVT-10898,XX1530,Cam-1,na,,False
QI-975,EVT-11478,XX3240,Cam-1,OK,,True
QI-976,EVT-11382,XX3186,Cam-1,OK,,False
QI-977,EVT-10051,XX0013,Cam-1,None,,True
QI-978,EVT-12058,XX2929,Cam-1,Repair,,False
QI-979,EVT-14918,XX0320,Cam-1,None,,False
QI-980,EVT-12274,XX4388,Human-QA1,None,,False
QI-981,EVT-12161,XX4869,Cam-1,None,,False
QI-982,EVT-13608,XX1684,Human-QA1,None,,False
QI-983,EVT-10603,XX2450,Human-QA1,None,,True
QI-984,EVT-14043,XX4254,Human-QA1,None,,False
QI-985,EVT-14688,XX0384,Cam-1,None,,False
QI-986,EVT-13492,XX4494,Cam-2,None,S-01,True
QI-987,EVT-12998,XX1097,Human-QA2,None,,False
QI-988,EVT-13592,XX0970,Cam-2,None,,False
QI-989,EVT-11004,XX2521,Cam-2,Reject,,False
QI-990,EVT-13128,XX3252,Cam-1,None,,False
QI-991,EVT-13134,XX3675,Cam-2,Repair,,False
QI-992,EVT-11811,XX0194,Cam-2,None,,False
QI-993,EVT-14820,XX2845,Cam-1,None,,False
QI-994,EVT-10814,XX4856,Cam-1,None,,False
QI-995,EVT-10531,XX1253,Human-QA2,None,S-01,False
QI-996,EVT-10758,XX0795,Human-QA2,None,,False
QI-997,EVT-10005,XX2723,Human-QA1,OK,S-02,False
QI-998,EVT-10584,XX1627,Human-QA2,None,,False
QI-999,EVT-14714,XX2842,Cam-1,None,,False
QI-1000,EVT-13676,XX0091,Cam-2,None,,False
QI-1001,EVT-11534,XX3678,Cam-1,None,,False
QI-1002,EVT-14892,XX4173,Cam-1,None,,False
QI-1003,EVT-11484,XX3520,Cam-2,None,,False
QI-1004,EVT-14451,XX1321,Human-QA2,None,,False
QI-1005,EVT-12266,XX3460,Cam-2,Reject,,False
QI-1006,EVT-12414,XX2370,Cam-1,None,,False
QI-1007,EVT-14984,XX2469,Human-QA2,None,,False
QI-1008,EVT-10560,XX2594,Cam-1,None,,False
QI-1009,EVT-14459,XX1658,Cam-1,None,,True
QI-1010,EVT-11413,XX3378,Human-QA2,na,,True
QI-1011,EVT-11318,XX4038,Cam-2,OK,,False
QI-1012,EVT-12552,XX0346,Human-QA1,None,,False
QI-1013,EVT-12860,XX3882,Human-QA2,None,,False
QI-1014,EVT-11077,XX1665,Cam-1,na,,False
QI-1015,EVT-12866,XX3874,Cam-1,None,S-01,False
QI-1016,EVT-11834,XX2773,Human-QA2,None,,False
QI-1017,EVT-12526,XX0650,Cam-1,None,,False
QI-1018,EVT-10721,XX2707,Human-QA1,None,,False
QI-1019,EVT-11244,XX1913,Human-QA2,Repair,S-01,False
QI-1020,EVT-11345,XX3686,Cam-1,Reject,,False
QI-1021,EVT-14676,XX4862,Human-QA1,None,,False
QI-1022,EVT-10745,XX1810,Cam-1,None,,False
QI-1023,EVT-10877,XX3261,Human-QA2,None,,False
QI-1024,EVT-10133,XX2113,Cam-2,OK,,False
QI-1025,EVT-14813,XX1483,Human-QA1,OK,,False
QI-1026,EVT-11047,XX0676,Human-QA2,None,,False
QI-1027,EVT-12424,XX0476,Human-QA2,OK,,False
QI-1028,EVT-12699,XX0326,Human-QA2,None,,False
QI-1029,EVT-11462,XX3264,Cam-2,None,,False
QI-1030,EVT-11347,XX2136,Cam-1,None,,False
QI-1031,EVT-11364,XX4254,Cam-2,None,,False
QI-1032,EVT-11231,XX1297,Human-QA2,None,,False
QI-1033,EVT-14261,XX0282,Human-QA1,None,,False
QI-1034,EVT-13705,XX0657,Cam-1,None,,False
QI-1035,EVT-14082,XX2211,Cam-2,None,,False
QI-1036,EVT-11579,XX3246,Human-QA1,None,,False
QI-1037,EVT-13419,XX0901,Human-QA2,None,,False
QI-1038,EVT-12017,XX4427,Human-QA1,None,,False
QI-1039,EVT-14017,XX0144,Human-QA1,None,,False
QI-1040,EVT-13037,XX3370,Human-QA2,OK,,False
QI-1041,EVT-10761,XX3934,Cam-2,None,,True
QI-1042,EVT-13972,XX2488,Human-QA2,None,,False
QI-1043,EVT-14744,XX2536,Human-QA1,None,,False
QI-1044,EVT-14646,XX1414,Human-QA2,None,,False
QI-1045,EVT-10598,XX1044,Cam-1,None,,False
QI-1046,EVT-12202,XX2584,Cam-1,None,,False
QI-1047,EVT-13743,XX3675,Human-QA1,None,,True
QI-1048,EVT-10416,XX0650,Human-QA2,None,,False
QI-1049,EVT-13433,XX4761,Human-QA1,None,,False
QI-1050,EVT-13417,XX3292,Human-QA2,None,,False
QI-1051,EVT-12564,XX2922,Cam-1,None,,False
QI-1052,EVT-11082,XX0173,Cam-1,None,,False
QI-1053,EVT-10587,XX3022,Human-QA1,None,,False
QI-1054,EVT-14867,XX2049,Cam-1,OK,,False
QI-1055,EVT-12807,XX4079,Human-QA1,None,,False
QI-1056,EVT-13658,XX3097,Cam-2,OK,,False
QI-1057,EVT-12223,XX2928,Human-QA1,None,,False
QI-1058,EVT-14417,XX1895,Human-QA2,None,S-02,False
QI-1059,EVT-12183,XX3977,Human-QA2,None,S-02,False
QI-1060,EVT-12021,XX3263,Human-QA2,None,S-01,False
QI-1061,EVT-14775,XX0409,Human-QA1,OK,,False
QI-1062,EVT-13613,XX3550,Cam-2,None,,False
QI-1063,EVT-12369,XX3376,Human-QA1,None,,False
QI-1064,EVT-11359,XX4023,Human-QA1,None,,False
QI-1065,EVT-10780,XX0578,Cam-2,None,,False
QI-1066,EVT-11536,XX3608,Cam-1,Repair,S-03,False
QI-1067,EVT-10170,XX4178,Cam-1,Repair,,False
QI-1068,EVT-10019,XX0603,Cam-1,None,,True
QI-1069,EVT-14224,XX3756,Cam-1,None,,False
QI-1070,EVT-12727,XX4070,Cam-1,None,,False
QI-1071,EVT-14492,XX0988,Cam-2,na,,False
QI-1072,EVT-12108,XX4237,Cam-2,None,,False
QI-1073,EVT-11658,XX2316,Human-QA1,Reject,,False
QI-1074,EVT-11795,XX4235,Cam-1,None,,False
QI-1075,EVT-12785,XX3119,Human-QA2,None,,False
QI-1076,EVT-10396,XX1084,Cam-2,na,,False
QI-1077,EVT-10803,XX2609,Cam-2,na,,False
QI-1078,EVT-13004,XX1588,Cam-1,None,,False
QI-1079,EVT-13769,XX1085,Human-QA2,None,,False
QI-1080,EVT-13289,XX1750,Human-QA2,None,,False
QI-1081,EVT-10654,XX3167,Cam-2,None,,False
QI-1082,EVT-11876,XX1656,Human-QA1,None,,False
QI-1083,EVT-10267,XX3547,Human-QA2,OK,,False
QI-1084,EVT-11092,XX0040,Human-QA1,None,,False
QI-1085,EVT-11468,XX1351,Cam-1,None,,False
QI-1086,EVT-11321,XX1995,Cam-1,None,,False
QI-1087,EVT-11497,XX2454,Cam-1,None,,False
QI-1088,EVT-14993,XX0744,Human-QA1,None,,False
QI-1089,EVT-13079,XX3283,Cam-2,None,,False
QI-1090,EVT-11754,XX4134,Human-QA1,None,,False
QI-1091,EVT-11508,XX2365,Cam-1,None,,False
QI-1092,EVT-10821,XX1107,Human-QA2,None,,False
QI-1093,EVT-13975,XX3428,Cam-2,na,,False
QI-1094,EVT-12135,XX0630,Human-QA1,Repair,,False
QI-1095,EVT-11164,XX4911,Human-QA2,na,,False
QI-1096,EVT-12572,XX4635,Human-QA2,None,,False
QI-1097,EVT-14921,XX2257,Cam-1,None,,False
QI-1098,EVT-14670,XX3986,Cam-1,Reject,,False
QI-1099,EVT-10686,XX0492,Human-QA2,None,,False
QI-1100,EVT-10974,XX4680,Cam-2,na,,False
QI-1101,EVT-13287,XX4154,Human-QA1,None,,False
QI-1102,EVT-10505,XX1483,Cam-2,None,,False
QI-1103,EVT-11770,XX1950,Cam-2,OK,,False
QI-1104,EVT-10073,XX2444,Human-QA1,None,,False
QI-1105,EVT-14901,XX3134,Human-QA1,Repair,,False
QI-1106,EVT-10580,XX3518,Human-QA1,None,,False
QI-1107,EVT-13140,XX2135,Cam-2,None,,False
QI-1108,EVT-10222,XX1862,Cam-2,None,S-02,True
QI-1109,EVT-14007,XX0611,Human-QA1,OK,,False
QI-1110,EVT-10896,XX1148,Human-QA2,None,,False
QI-1111,EVT-12433,XX4742,Human-QA2,Repair,,False
QI-1112,EVT-13952,XX2331,Human-QA1,None,,False
QI-1113,EVT-12169,XX2562,Cam-2,None,S-02,False
QI-1114,EVT-10732,XX0829,Human-QA1,None,,False
QI-1115,EVT-11464,XX1696,Cam-1,None,S-02,False
QI-1116,EVT-10822,XX2205,Human-QA2,None,,False
QI-1117,EVT-10456,XX2274,Human-QA2,na,,False
QI-1118,EVT-12211,XX2881,Human-QA2,None,,False
QI-1119,EVT-13334,XX3466,Human-QA1,None,,False
QI-1120,EVT-12139,XX0266,Cam-1,None,,False
QI-1121,EVT-13849,XX1290,Human-QA2,OK,,False
QI-1122,EVT-12383,XX3621,Cam-1,None,,False
QI-1123,EVT-14681,XX3392,Cam-2,na,,False
QI-1124,EVT-10313,XX0473,Cam-2,None,,False
QI-1125,EVT-12649,XX2576,Human-QA2,None,,False
QI-1126,EVT-11889,XX1897,Cam-2,Reject,,False
QI-1127,EVT-13879,XX3155,Human-QA1,na,,False
QI-1128,EVT-11489,XX0890,Cam-2,None,,False
QI-1129,EVT-11664,XX3500,Human-QA1,None,,False
QI-1130,EVT-12608,XX1612,Cam-2,na,,False
QI-1131,EVT-12532,XX4477,Cam-1,OK,,False
QI-1132,EVT-10655,XX0186,Cam-2,None,,False
QI-1133,EVT-13718,XX4006,Cam-1,None,,False
QI-1134,EVT-13982,XX3334,Human-QA1,None,,True
QI-1135,EVT-12674,XX2227,Cam-2,None,S-03,False
QI-1136,EVT-14015,XX3214,Cam-2,None,,False
QI-1137,EVT-10200,XX4016,Cam-1,None,,False
QI-1138,EVT-14529,XX1292,Cam-2,Repair,,False
QI-1139,EVT-10137,XX2674,Human-QA1,None,,False
QI-1140,EVT-13063,XX2518,Cam-1,None,,False
QI-1141,EVT-11075,XX3764,Human-QA1,None,,False
QI-1142,EVT-11748,XX3049,Human-QA2,None,,False
QI-1143,EVT-11475,XX2155,Human-QA1,None,,False
QI-1144,EVT-14957,XX3103,Cam-1,None,,False
QI-1145,EVT-13413,XX3619,Human-QA1,None,,False
QI-1146,EVT-13904,XX3844,Cam-2,None,,False
QI-1147,EVT-14231,XX0521,Human-QA1,na,,False
QI-1148,EVT-13146,XX1645,Cam-2,None,,False
QI-1149,EVT-10448,XX0655,Cam-1,na,,False
QI-1150,EVT-10068,XX0042,Cam-2,None,,False
QI-1151,EVT-14908,XX2912,Human-QA1,OK,,False
QI-1152,EVT-13632,XX3785,Human-QA2,None,S-03,False
QI-1153,EVT-11190,XX3952,Cam-2,None,,False
QI-1154,EVT-11740,XX1824,Human-QA2,OK,,False
QI-1155,EVT-13732,XX4944,Human-QA2,None,,False
QI-1156,EVT-12019,XX2309,Human-QA2,None,,False
QI-1157,EVT-13192,XX1514,Human-QA2,None,,False
QI-1158,EVT-13892,XX4767,Human-QA1,None,,False
QI-1159,EVT-10096,XX3737,Cam-2,None,,False
QI-1160,EVT-14472,XX1281,Cam-1,None,,False
QI-1161,EVT-11514,XX4925,Cam-1,Repair,,False
QI-1162,EVT-11076,XX3139,Cam-2,None,,False
QI-1163,EVT-10008,XX0220,Cam-1,None,,False
QI-1164,EVT-13052,XX3395,Cam-2,None,,False
QI-1165,EVT-10250,XX4010,Human-QA1,None,,False
QI-1166,EVT-10359,XX4960,Cam-2,None,,False
QI-1167,EVT-12396,XX3808,Human-QA1,None,,False
QI-1168,EVT-10123,XX2033,Cam-2,na,,False
QI-1169,EVT-14729,XX1630,Human-QA2,None,,False
QI-1170,EVT-14294,XX3250,Human-QA2,None,S-02,False
QI-1171,EVT-10828,XX0461,Human-QA1,None,,False
QI-1172,EVT-11434,XX0290,Cam-1,None,,False
QI-1173,EVT-10013,XX1136,Human-QA2,None,,False
QI-1174,EVT-12077,XX2514,Cam-2,None,,False
QI-1175,EVT-11115,XX0224,Cam-1,Repair,,False
QI-1176,EVT-10595,XX2446,Cam-1,OK,,True
QI-1177,EVT-13086,XX0454,Human-QA1,None,,False
QI-1178,EVT-12702,XX4459,Cam-1,na,,False
QI-1179,EVT-12507,XX2047,Human-QA1,na,,False
QI-1180,EVT-11744,XX2723,Human-QA2,None,,True
QI-1181,EVT-10022,XX4099,Human-QA2,None,S-02,False
QI-1182,EVT-10325,XX4689,Cam-1,None,,False
QI-1183,EVT-14972,XX3876,Cam-1,None,,False
QI-1184,EVT-10262,XX0691,Cam-2,OK,,False
QI-1185,EVT-13500,XX0849,Cam-2,None,,False
QI-1186,EVT-11585,XX3387,Human-QA1,None,,False
QI-1187,EVT-10432,XX4702,Cam-1,None,,False
QI-1188,EVT-10559,XX4825,Cam-1,OK,,False
QI-1189,EVT-12555,XX2469,Cam-2,None,,False
QI-1190,EVT-14144,XX1429,Human-QA1,None,,False
QI-1191,EVT-11702,XX2316,Cam-2,None,,False
QI-1192,EVT-12488,XX3926,Cam-1,None,,False
QI-1193,EVT-14689,XX2616,Human-QA1,None,,False
QI-1194,EVT-14323,XX0739,Human-QA2,None,S-02,False
QI-1195,EVT-10213,XX4752,Cam-1,None,,True
QI-1196,EVT-11665,XX2219,Cam-2,Repair,,False
QI-1197,EVT-12655,XX2353,Human-QA1,None,,False
QI-1198,EVT-13478,XX3240,Cam-2,None,,False
QI-1199,EVT-13815,XX0875,Human-QA2,None,,False
QI-1200,EVT-12797,XX0335,Cam-1,None,,False
QI-1201,EVT-11041,XX1179,Cam-1,None,,False
QI-1202,EVT-14562,XX0630,Cam-2,None,,False
QI-1203,EVT-12391,XX0081,Cam-1,None,,False
QI-1204,EVT-12371,XX0910,Cam-2,None,,False
QI-1205,EVT-11083,XX0450,Cam-2,None,,False
QI-1206,EVT-14957,XX3071,Human-QA1,None,,False
QI-1207,EVT-12725,XX2971,Human-QA2,OK,S-01,False
QI-1208,EVT-11950,XX4079,Cam-1,None,,False
QI-1209,EVT-10847,XX1980,Cam-1,None,,False
QI-1210,EVT-14671,XX4776,Cam-2,None,,False
QI-1211,EVT-10544,XX3396,Human-QA2,Repair,,False
QI-1212,EVT-14153,XX0730,Human-QA1,None,,False
QI-1213,EVT-13889,XX3300,Cam-2,None,,False
QI-1214,EVT-12111,XX3012,Human-QA2,None,,False
QI-1215,EVT-14994,XX3021,Cam-1,None,,False
QI-1216,EVT-12172,XX1014,Human-QA1,na,,False
QI-1217,EVT-12108,XX4776,Human-QA1,None,,False
QI-1218,EVT-10379,XX1321,Cam-2,None,,False
QI-1219,EVT-11161,XX3265,Cam-2,None,,False
QI-1220,EVT-10065,XX4609,Human-QA1,None,,False
QI-1221,EVT-10797,XX4683,Cam-1,Repair,,False
QI-1222,EVT-11816,XX4944,Cam-1,na,,False
QI-1223,EVT-10631,XX2909,Human-QA1,OK,,False
QI-1224,EVT-11367,XX3044,Cam-2,None,S-01,False
QI-1225,EVT-13775,XX2191,Cam-2,na,,False
QI-1226,EVT-13258,XX2242,Cam-1,Repair,,False
QI-1227,EVT-10226,XX2570,Human-QA2,Reject,,False
QI-1228,EVT-10191,XX3505,Human-QA2,Repair,,False
QI-1229,EVT-12799,XX1303,Human-QA2,None,,False
QI-1230,EVT-11149,XX0790,Cam-1,None,,False
QI-1231,EVT-13003,XX3300,Human-QA1,None,,False
QI-1232,EVT-13545,XX1965,Human-QA2,OK,,False
QI-1233,EVT-14194,XX0417,Cam-1,None,,False
QI-1234,EVT-14439,XX3273,Cam-1,None,,False
QI-1235,EVT-10019,XX1345,Cam-2,None,,False
QI-1236,EVT-13700,XX2738,Cam-2,None,,False
QI-1237,EVT-12406,XX2416,Cam-1,None,,False
QI-1238,EVT-10432,XX2646,Cam-2,None,,False
QI-1239,EVT-10999,XX2608,Cam-2,None,,False
QI-1240,EVT-12658,XX0805,Cam-2,Reject,,False
QI-1241,EVT-12534,XX2766,Cam-1,na,,False
QI-1242,EVT-13962,XX1953,Human-QA2,None,,False
QI-1243,EVT-14425,XX3398,Cam-2,None,,False
QI-1244,EVT-11690,XX4919,Cam-1,Reject,,False
QI-1245,EVT-10334,XX1964,Cam-1,na,,False
QI-1246,EVT-12553,XX4406,Human-QA1,None,,False
QI-1247,EVT-12510,XX4799,Human-QA1,None,,True
QI-1248,EVT-12050,XX2576,Human-QA2,None,S-01,False
QI-1249,EVT-12716,XX3375,Human-QA1,None,,False
QI-1250,EVT-12222,XX4793,Cam-1,Repair,,False
QI-1251,EVT-11871,XX3714,Human-QA1,None,,False
QI-1252,EVT-11604,XX3749,Cam-2,None,,False
QI-1253,EVT-11556,XX0605,Human-QA1,None,,False
QI-1254,EVT-12345,XX3351,Cam-1,None,,False
QI-1255,EVT-12165,XX3797,Human-QA2,None,,False
QI-1256,EVT-10788,XX2701,Human-QA2,None,,False
QI-1257,EVT-10641,XX1651,Human-QA2,None,,False
QI-1258,EVT-14301,XX4417,Human-QA2,None,S-03,False
QI-1259,EVT-13106,XX3549,Cam-2,na,,False
QI-1260,EVT-11451,XX0304,Cam-2,None,,False
QI-1261,EVT-12989,XX0519,Cam-2,None,,False
QI-1262,EVT-14918,XX4031,Human-QA1,None,,False
QI-1263,EVT-12304,XX0941,Human-QA1,None,,False
QI-1264,EVT-12229,XX2879,Human-QA1,None,,True
QI-1265,EVT-14303,XX0080,Human-QA2,None,,False
QI-1266,EVT-10878,XX0103,Human-QA2,Repair,,False
QI-1267,EVT-13712,XX0729,Human-QA1,None,,False
QI-1268,EVT-12389,XX4238,Cam-2,Repair,,False
QI-1269,EVT-11612,XX2451,Cam-1,None,S-03,False
QI-1270,EVT-14473,XX0956,Human-QA1,None,S-01,False
QI-1271,EVT-14506,XX3661,Cam-1,None,,False
QI-1272,EVT-14478,XX4866,Cam-2,Repair,,False
QI-1273,EVT-13464,XX4915,Cam-1,None,,False
QI-1274,EVT-10570,XX0740,Human-QA2,Repair,,False
QI-1275,EVT-11174,XX4258,Cam-1,None,,False
QI-1276,EVT-10279,XX0594,Human-QA1,na,,True
QI-1277,EVT-12670,XX3550,Human-QA1,None,,False
QI-1278,EVT-12552,XX0563,Cam-2,na,,False
QI-1279,EVT-12153,XX1700,Human-QA1,None,,False
QI-1280,EVT-14109,XX0725,Cam-1,None,,False
QI-1281,EVT-12052,XX1434,Human-QA2,None,,False
QI-1282,EVT-13066,XX1343,Cam-1,None,S-03,True
QI-1283,EVT-13710,XX1896,Cam-1,None,S-02,False
QI-1284,EVT-10857,XX4484,Cam-1,OK,,False
QI-1285,EVT-13800,XX4101,Human-QA1,None,,True
QI-1286,EVT-14561,XX2283,Cam-2,None,,False
QI-1287,EVT-14841,XX0375,Human-QA1,None,,True
QI-1288,EVT-11856,XX2323,Cam-1,None,,False
QI-1289,EVT-14227,XX1395,Cam-2,None,,False
QI-1290,EVT-10776,XX3874,Cam-2,None,,False
QI-1291,EVT-13762,XX1556,Cam-1,na,,False
QI-1292,EVT-12463,XX0924,Cam-1,None,,False
QI-1293,EVT-14439,XX0841,Human-QA1,na,S-03,False
QI-1294,EVT-13448,XX1731,Cam-2,None,,False
QI-1295,EVT-11555,XX4073,Human-QA2,None,,False
QI-1296,EVT-13367,XX4724,Cam-2,Repair,,False
QI-1297,EVT-10577,XX2052,Human-QA1,None,,False
QI-1298,EVT-14440,XX3911,Cam-1,na,,False
QI-1299,EVT-12522,XX1548,Cam-2,None,,False
QI-1300,EVT-14620,XX3979,Human-QA2,None,S-01,False
QI-1301,EVT-10045,XX2454,Human-QA1,na,S-01,False
QI-1302,EVT-11934,XX1437,Cam-2,None,,True
QI-1303,EVT-10980,XX3261,Human-QA1,na,,False
QI-1304,EVT-13294,XX2365,Cam-2,None,S-02,False
QI-1305,EVT-12070,XX4615,Cam-1,OK,,False
QI-1306,EVT-12114,XX0924,Human-QA2,None,S-01,False
QI-1307,EVT-10625,XX1451,Cam-1,None,,False
QI-1308,EVT-13554,XX1546,Cam-2,None,,False
QI-1309,EVT-13649,XX4787,Human-QA2,None,,False
QI-1310,EVT-13724,XX3814,Cam-2,None,,False
QI-1311,EVT-10257,XX2905,Cam-2,None,,False
QI-1312,EVT-14043,XX2259,Human-QA2,OK,,False
QI-1313,EVT-12010,XX3865,Human-QA2,OK,,True
QI-1314,EVT-12593,XX4543,Human-QA1,None,,False
QI-1315,EVT-10252,XX0070,Human-QA2,None,,False
QI-1316,EVT-11212,XX1325,Cam-1,None,,False
QI-1317,EVT-12124,XX3140,Human-QA2,None,,False
QI-1318,EVT-10724,XX2330,Human-QA2,Reject,,False
QI-1319,EVT-12416,XX0368,Human-QA1,Reject,,False
QI-1320,EVT-14663,XX1884,Cam-1,None,,False
QI-1321,EVT-12671,XX2089,Cam-1,None,,False
QI-1322,EVT-11177,XX0685,Human-QA2,None,,False
QI-1323,EVT-12202,XX1774,Human-QA2,Reject,,False
QI-1324,EVT-12841,XX3714,Human-QA1,None,S-03,True
QI-1325,EVT-10270,XX2565,Cam-1,None,,False
QI-1326,EVT-10561,XX3942,Cam-1,None,,False
QI-1327,EVT-13139,XX3202,Cam-2,None,,False
QI-1328,EVT-12179,XX1921,Human-QA1,None,,False
QI-1329,EVT-11693,XX0688,Human-QA1,None,,False
QI-1330,EVT-10844,XX3094,Human-QA2,OK,,False
QI-1331,EVT-13753,XX2089,Cam-1,None,,False
QI-1332,EVT-13853,XX0153,Human-QA2,na,,False
QI-1333,EVT-14315,XX4654,Human-QA1,None,,True
QI-1334,EVT-13623,XX4029,Cam-1,OK,,False
QI-1335,EVT-14994,XX1071,Cam-1,OK,,False
QI-1336,EVT-11102,XX3791,Human-QA1,None,,False
QI-1337,EVT-10750,XX4099,Cam-1,None,,False
QI-1338,EVT-12367,XX4872,Cam-2,None,,False
QI-1339,EVT-14413,XX1060,Human-QA1,None,,False
QI-1340,EVT-11772,XX2859,Human-QA1,OK,,False
QI-1341,EVT-14683,XX4092,Cam-1,na,,False
QI-1342,EVT-12086,XX4339,Human-QA1,None,,False
QI-1343,EVT-13270,XX3822,Human-QA2,na,S-01,False
QI-1344,EVT-14200,XX1442,Human-QA1,None,,False
QI-1345,EVT-13865,XX2267,Human-QA2,None,,False
QI-1346,EVT-10506,XX2249,Cam-2,None,,True
QI-1347,EVT-14665,XX4490,Cam-2,None,,False
QI-1348,EVT-10328,XX0601,Human-QA2,None,,True
QI-1349,EVT-11714,XX0836,Human-QA1,OK,,False
QI-1350,EVT-10221,XX0400,Human-QA2,None,,False
QI-1351,EVT-12703,XX2329,Cam-1,None,,False
QI-1352,EVT-13887,XX1008,Human-QA2,None,,False
QI-1353,EVT-14246,XX0767,Cam-2,None,,False
QI-1354,EVT-12770,XX0433,Cam-2,None,,False
QI-1355,EVT-13939,XX0400,Human-QA2,None,S-01,False
QI-1356,EVT-10978,XX0329,Cam-2,None,S-01,False
QI-1357,EVT-13093,XX4731,Cam-1,None,,False
QI-1358,EVT-12924,XX1772,Human-QA1,None,,False
QI-1359,EVT-10620,XX1613,Human-QA1,None,,False
QI-1360,EVT-13465,XX4174,Human-QA2,None,,False
QI-1361,EVT-11631,XX4428,Cam-2,None,,False
QI-1362,EVT-13406,XX4246,Human-QA1,None,S-02,False
QI-1363,EVT-11837,XX2005,Cam-2,None,S-02,False
QI-1364,EVT-14935,XX3011,Human-QA2,OK,,True
QI-1365,EVT-11560,XX4246,Cam-2,None,,False
QI-1366,EVT-10043,XX1609,Cam-1,None,,False
QI-1367,EVT-14692,XX3119,Cam-1,OK,,False
QI-1368,EVT-14117,XX0362,Cam-2,None,,False
QI-1369,EVT-14321,XX1717,Cam-1,None,,False
QI-1370,EVT-14644,XX2422,Human-QA2,OK,,True
QI-1371,EVT-14469,XX4191,Cam-1,OK,S-03,False
QI-1372,EVT-11027,XX3462,Cam-1,Repair,,False
QI-1373,EVT-11985,XX3982,Human-QA1,None,S-01,False
QI-1374,EVT-11726,XX2130,Human-QA1,None,,False
QI-1375,EVT-10832,XX4729,Human-QA2,Reject,,False
QI-1376,EVT-13393,XX2461,Cam-1,None,,False
QI-1377,EVT-12586,XX2051,Human-QA1,na,,False
QI-1378,EVT-14467,XX4109,Cam-2,None,,False
QI-1379,EVT-11388,XX4260,Cam-2,None,,False
QI-1380,EVT-10912,XX4713,Cam-1,None,,False
QI-1381,EVT-11092,XX1369,Human-QA2,None,,False
QI-1382,EVT-11269,XX4262,Cam-1,None,,False
QI-1383,EVT-10757,XX3147,Human-QA1,None,,False
QI-1384,EVT-11788,XX0661,Cam-1,None,,False
QI-1385,EVT-12833,XX4563,Cam-1,None,,False
QI-1386,EVT-13762,XX0516,Cam-2,None,,False
QI-1387,EVT-13061,XX0720,Cam-2,None,,False
QI-1388,EVT-12087,XX0172,Human-QA1,None,,False
QI-1389,EVT-13110,XX1470,Human-QA2,OK,,False
QI-1390,EVT-12792,XX1174,Human-QA2,None,,False
QI-1391,EVT-14661,XX4667,Human-QA1,OK,,False
QI-1392,EVT-13243,XX4901,Human-QA1,None,,False
QI-1393,EVT-14397,XX1175,Cam-1,None,,True
QI-1394,EVT-11724,XX3745,Cam-1,na,,False
QI-1395,EVT-10933,XX4209,Human-QA2,None,,False
QI-1396,EVT-10554,XX1942,Cam-1,None,,False
QI-1397,EVT-10003,XX4032,Cam-1,None,,False
QI-1398,EVT-11284,XX1398,Cam-2,None,,False
QI-1399,EVT-14068,XX4022,Human-QA1,Repair,,False
QI-1400,EVT-14976,XX0698,Human-QA1,Repair,,False
QI-1401,EVT-13620,XX1775,Cam-2,na,,False
QI-1402,EVT-14505,XX3212,Cam-2,None,,False
QI-1403,EVT-10087,XX3474,Cam-1,na,,False
QI-1404,EVT-14194,XX4064,Human-QA1,None,,False
QI-1405,EVT-11640,XX2755,Human-QA2,None,,False
QI-1406,EVT-10216,XX4452,Human-QA1,None,,False
QI-1407,EVT-10190,XX4335,Human-QA2,None,S-01,False
QI-1408,EVT-11733,XX3054,Cam-2,OK,,False
QI-1409,EVT-14712,XX4609,Human-QA1,None,,False
QI-1410,EVT-11205,XX2681,Cam-2,None,,False
QI-1411,EVT-12642,XX3604,Human-QA1,na,S-02,False
QI-1412,EVT-13230,XX3345,Human-QA2,OK,S-02,False
QI-1413,EVT-13306,XX1430,Cam-2,None,,False
QI-1414,EVT-12847,XX2162,Cam-1,None,,False
QI-1415,EVT-13457,XX0027,Human-QA1,None,,False
QI-1416,EVT-14625,XX3772,Human-QA2,None,,False
QI-1417,EVT-13355,XX1442,Cam-1,None,,False
QI-1418,EVT-14166,XX4688,Cam-2,None,,False
QI-1419,EVT-12164,XX2228,Human-QA1,None,,False
QI-1420,EVT-10099,XX0567,Human-QA1,None,,False
QI-1421,EVT-10599,XX0247,Cam-1,None,S-01,False
QI-1422,EVT-10859,XX1524,Cam-1,None,,False
QI-1423,EVT-13891,XX2365,Cam-2,OK,,False
QI-1424,EVT-12681,XX3966,Cam-1,Reject,,False
QI-1425,EVT-12104,XX3693,Human-QA1,None,,False
