Defect_Code,Defect,Severity,Occurrence,Detection,RPN,Risk_Level
D004,OK,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,NONE,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D002,OK,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D001,REPAIR,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D004,REPAIR,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D002,REPAIR,5.0,9.0,6,270.0,Medium
D002,REJECT,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D001,NONE,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D004,REJECT,5.0,9.0,6,270.0,Medium
D003,REPAIR,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D001,OK,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D001,REJECT,5.0,9.0,6,270.0,Medium
D003,REJECT,5.0,9.0,6,270.0,Medium
D003,NONE,5.0,9.0,6,270.0,Medium
D002,NONE,5.0,9.0,6,270.0,Medium
D003,OK,5.0,9.0,6,270.0,Medium
D004,OK,5.0,9.0,6,270.0,Medium
