Event_ID,Line,Station,TS,Part_No,Torque,Temp,Pressure,Defect,VIN,Supplier,Work_Order,Sensor_ID,Calibration_Factor,Inspection_Source,Tool_ID,Shift,Scrap_Reason,BOM_Version,Effective_Date
M9838,GA-2, stn-05 ,2026-03-10 13:18,101-ABC,35 lb-ft,85C,5 bar, ok ,XX102838,SUP-11,WO12838,SEN-007,0.988,Automated,TL-002,A,Paint,v1,2025-12-31
M9839,GA-2,STN-05,2026-03-10 13:19,104-ABC,50Nm,,5 bar,na,XX102839,SUP-04,WO12839,SEN-006,0.97,Automated,TL-026,A,NA,V2,2026-01-01
M9840,GA-2,STN-02,2026-03-10 13:20,129-ABC,,95 F,5 bar,Repair,XX102840,SUP-09,WO12840,SEN-007,1.025,Automated,TL-023,C,NA,V2,2025-12-31
M9841,GA-1,STN-05,2026-03-10 13:21,100-ABC,60 nm,,4.5 bar,None,XX102841,SUP-20,WO12841,SEN-002,0.973,Human,TL-026,B,Paint,V2,2026-01-01
M9842,GA-1,STN-01,2026-03-10 13:22,142-ABC,50Nm,,4.5 bar,OK,XX102842,SUP-13,WO12842,SEN-007,1.005,Human,TL-008,A,Material,V2,2026-01-01
M9843,GA-2,STN-02,2026-03-10 13:23,135-ABC,60 nm,104F,5 bar,Repair,XX102843,SUP-04,WO12843,SEN-005,1.017,Automated,TL-024,C,Material,V1,2025-12-31
M9844,PAINT-1,STN-02,2026-03-10 13:24,127-ABC,35 lb-ft,85 C,65 psi,Repair,XX102844,SUP-02,WO12844,SEN-001,0.972,Automated,TL-021,A,NA,V1,2026-01-01
M9845,PAINT-1,STN-04,2026-03-10 13:25,111-ABC,45.0 ,104F,65 psi,OK,XX102845,SUP-20,WO12845,SEN-010,0.97,Human,TL-008,C,Material,V2,2025-12-31
M9846,PAINT-1,STN-04,2026-03-10 13:26,135-ABC,60 nm,40 C,4.5 bar,Reject,XX102846,SUP-16,WO12846,SEN-010,0.977,Human,TL-011,B,NA,V1,2025-12-31
M9847,GA-1, stn-05 ,2026-03-10 13:27,129-ABC,60 nm,40 C,65 psi,reject,XX102847,SUP-20,WO12847,SEN-004,1.007,Automated,TL-023,C,NA,v1,2026-01-01
M9848,PAINT-1,STN-01,2026-03-10 13:28,106-ABC,50Nm,85 C,5 bar,reject,XX102848,SUP-04,WO12848,SEN-007,1.013,Automated,TL-013,B,Paint,V2,2026-03-01
M9849,TRIM-1,STN-02,2026-03-10 13:29,116-ABC,60 nm,40 C,4.5 bar,OK,XX102849,SUP-19,WO12849,SEN-002,1.025,Automated,TL-027,,Weld,V1,2026-03-01
M9850,TRIM-1,STN-03,2026-03-10 13:30,100-ABC,45,85 C,65 psi,OK,XX102850,SUP-11,WO12850,SEN-007,0.977,Human,TL-012,A,NA,v1,2026-01-01
M9851,TRIM-1, stn-05 ,2026-03-10 13:31,132-ABC,45.0 ,85 C,4.5 bar,OK,XX102851,SUP-15,WO12851,SEN-003,0.982,Human,TL-008,B,Paint,v1,2026-03-01
M9852,PAINT-1,STN-02,2026-03-10 13:32,126-ABC,35 lb-ft,85C,65 psi,Repair,XX102852,SUP-06,WO12852,SEN-004,1.015,Human,TL-014,,Dimension,V2,2026-01-01
M9853,GA-2, stn-05 ,2026-03-10 13:33,106-ABC,60 nm,,65 psi,Reject,XX102853,SUP-12,WO12853,SEN-005,1.013,Human,TL-027,B,Weld,v1,2025-12-31
M9854,GA-1,Stn-03,2026-03-10 13:34,113-ABC,45.0 ,85C,65 psi,None,XX102854,SUP-05,WO12854,SEN-008,1.013,Automated,TL-008,A,Material,v1,2025-12-31
M9855,PAINT-1, stn-05 ,2026-03-10 13:35,132-ABC,45.0 ,,65 psi,na,XX102855,SUP-01,WO12855,SEN-004,1.028,Automated,TL-017,,NA,V1,2026-01-01
M9856,PAINT-1, stn-05 ,2026-03-10 13:36,146-ABC,60 nm,85C,5 bar,None,XX102856,SUP-13,WO12856,SEN-003,0.993,Automated,TL-007,C,Weld,v1,2026-03-01
M9857,PAINT-1,STN-04,2026-03-10 13:37,138-ABC,50Nm,104F,4.5 bar,Repair,XX102857,SUP-06,WO12857,SEN-009,0.992,Human,TL-005,B,Dimension,V1,2025-12-31
M9858,GA-1,STN-04,2026-03-10 13:38,137-ABC,45,85 C,4.5 bar,OK,XX102858,SUP-12,WO12858,SEN-005,1.012,Human,TL-016,A,NA,V1,2026-03-01
M9859,TRIM-1,STN-02,2026-03-10 13:39,127-ABC,,40 C,4.5 bar,Reject,XX102859,SUP-15,WO12859,SEN-010,1.013,Automated,TL-008,B,Paint,V2,2026-03-01
M9860,PAINT-1,STN-01,2026-03-10 13:40,141-ABC,45,40 C,5 bar,Repair,XX102860,SUP-18,WO12860,SEN-008,0.979,Automated,TL-023,C,Material,v1,2026-01-01
M9861,PAINT-1,Stn-03,2026-03-10 13:41,147-ABC,45,40 C,4.5 bar, ok ,XX102861,SUP-04,WO12861,SEN-007,0.994,Human,TL-007,B,Dimension,V2,2025-12-31
M9862,GA-1, stn-05 ,2026-03-10 13:42,105-ABC,50Nm,40 C,4.5 bar, ok ,XX102862,SUP-17,WO12862,SEN-007,0.984,Automated,TL-007,C,Dimension,v1,2026-01-01
M9863,TRIM-1,STN-02,2026-03-10 13:43,101-ABC,50Nm,,65 psi,Repair,XX102863,SUP-11,WO12863,SEN-001,1.019,Automated,TL-020,A,Dimension,v1,2026-03-01
M9864,PAINT-1,STN-02,2026-03-10 13:44,124-ABC,50Nm,,65 psi,Reject,XX102864,SUP-20,WO12864,SEN-001,0.981,Human,TL-025,,Weld,V2,2025-12-31
M9865,PAINT-1,STN-02,2026-03-10 13:45,121-ABC,,85C,65 psi,reject,XX102865,SUP-04,WO12865,SEN-003,1.012,Human,TL-004,B,NA,V1,2026-01-01
M9866,PAINT-1,STN-02,2026-03-10 13:46,106-ABC,50Nm,95 F,4.5 bar,na,XX102866,SUP-16,WO12866,SEN-004,1.029,Automated,TL-015,C,Dimension,V1,2026-03-01
M9867,GA-1,STN-03,2026-03-10 13:47,106-ABC,,104F,65 psi,OK,XX102867,SUP-13,WO12867,SEN-007,0.995,Human,TL-024,B,NA,v1,2026-01-01
M9868,TRIM-1,STN-04,2026-03-10 13:48,135-ABC,45,104F,4.5 bar,None,XX102868,SUP-08,WO12868,SEN-005,1.028,Human,TL-015,C,Dimension,V2,2026-03-01
M9869,PAINT-1,STN-01,2026-03-10 13:49,137-ABC,35 lb-ft,,65 psi,None,XX102869,SUP-16,WO12869,SEN-005,1.001,Human,TL-020,,Material,V1,2025-12-31
M9870,TRIM-1,STN-05,2026-03-10 13:50,112-ABC,60 nm,40 C,5 bar,Reject,XX102870,SUP-06,WO12870,SEN-009,1.005,Automated,TL-021,,Weld,V2,2025-12-31
M9871,GA-1,STN-01,2026-03-10 13:51,121-ABC,45,85 C,4.5 bar,na,XX102871,SUP-04,WO12871,SEN-008,0.982,Automated,TL-020,A,Paint,v1,2025-12-31
M9872,GA-2,STN-04,2026-03-10 13:52,144-ABC,45,85C,4.5 bar, ok ,XX102872,SUP-13,WO12872,SEN-005,0.994,Automated,TL-017,,Dimension,V2,2025-12-31
M9873,GA-1,STN-05,2026-03-10 13:53,132-ABC,35 lb-ft,85 C,5 bar, ok ,XX102873,SUP-20,WO12873,SEN-008,1.01,Human,TL-015,C,Paint,v1,2026-03-01
M9874,GA-2,STN-05,2026-03-10 13:54,122-ABC,60 nm,104F,5 bar,Repair,XX102874,SUP-18,WO12874,SEN-004,0.992,Automated,TL-026,,NA,V2,2025-12-31
M9875,TRIM-1, stn-05 ,2026-03-10 13:55,110-ABC,45.0 ,95 F,5 bar,Repair,XX102875,SUP-03,WO12875,SEN-001,1.008,Human,TL-003,B,Weld,V2,2025-12-31
M9876,PAINT-1,STN-03,2026-03-10 13:56,111-ABC,50Nm,85C,5 bar,reject,XX102876,SUP-13,WO12876,SEN-006,1.0,Automated,TL-018,A,Paint,v1,2026-03-01
M9877,PAINT-1,Stn-03,2026-03-10 13:57,104-ABC,60 nm,104F,65 psi,Reject,XX102877,SUP-07,WO12877,SEN-006,0.974,Human,TL-017,C,Weld,V2,2026-01-01
M9878,GA-2,Stn-03,2026-03-10 13:58,137-ABC,60 nm,95 F,5 bar,None,XX102878,SUP-11,WO12878,SEN-008,0.995,Human,TL-008,A,Paint,V2,2026-03-01
M9879,PAINT-1,STN-02,2026-03-10 13:59,120-ABC,45.0 ,85 C,5 bar,na,XX102879,SUP-03,WO12879,SEN-001,0.993,Automated,TL-023,,NA,v1,2026-01-01
M9880,PAINT-1,Stn-03,2026-03-10 14:00,133-ABC,45.0 ,104F,5 bar,None,XX102880,SUP-15,WO12880,SEN-009,1.0,Human,TL-014,B,Weld,v1,2025-12-31
M9881,PAINT-1, stn-05 ,2026-03-10 14:01,100-ABC,50Nm,104F,65 psi,Repair,XX102881,SUP-08,WO12881,SEN-003,1.018,Human,TL-999,B,Dimension,v1,2026-01-01
M9882,PAINT-1,Stn-03,2026-03-10 14:02,135-ABC,45.0 ,95 F,4.5 bar, ok ,XX102882,SUP-19,WO12882,SEN-008,1.008,Human,TL-024,B,Weld,v1,2026-01-01
M9883,GA-2,STN-04,2026-03-10 14:03,132-ABC,,104F,5 bar,None,XX102883,SUP-11,WO12883,SEN-004,0.975,Human,TL-007,C,Dimension,v1,2026-03-01
M9884,TRIM-1,STN-04,2026-03-10 14:04,146-ABC,60 nm,85C,4.5 bar,Repair,XX102884,SUP-14,WO12884,SEN-005,1.015,Human,TL-026,B,Material,V2,2026-01-01
M9885,GA-2,STN-04,2026-03-10 14:05,129-ABC,35 lb-ft,,5 bar,reject,XX102885,SUP-14,WO12885,SEN-002,0.973,Automated,TL-013,B,NA,v1,2025-12-31
M9886,GA-1,STN-01,2026-03-10 14:06,140-ABC,,85 C,65 psi,None,XX102886,,WO12886,SEN-010,0.99,Human,TL-023,A,Dimension,V2,2026-01-01
M9887,GA-1,STN-05,2026-03-10 14:07,110-ABC,35 lb-ft,40 C,65 psi,na,XX102887,SUP-15,WO12887,SEN-002,0.993,Automated,TL-008,,Material,V1,2025-12-31
M9888,GA-1,STN-04,2026-03-10 14:08,143-ABC,50Nm,85 C,4.5 bar,Repair,XX102888,SUP-19,WO12888,SEN-003,1.012,Human,TL-010,C,Weld,V2,2025-12-31
M9889,TRIM-1, stn-05 ,2026-03-10 14:09,126-ABC,45.0 ,85 C,65 psi,reject,XX102889,SUP-19,WO12889,SEN-001,0.982,Human,TL-006,,Paint,V2,2025-12-31
M9890,TRIM-1,STN-02,2026-03-10 14:10,129-ABC,,95 F,5 bar, ok ,XX102890,SUP-20,WO12890,SEN-005,0.984,Human,TL-030,A,Weld,V2,2025-12-31
M9891,GA-1,STN-04,2026-03-10 14:11,125-ABC,,85C,5 bar,na,XX102891,SUP-09,WO12891,SEN-007,0.993,Human,TL-018,,Weld,v1,2026-01-01
M9892,PAINT-1,Stn-03,2026-03-10 14:12,106-ABC,35 lb-ft,95 F,4.5 bar,OK,XX102892,SUP-04,WO12892,SEN-005,0.981,Automated,TL-015,B,Weld,V1,2026-01-01
M9893,PAINT-1,STN-01,2026-03-10 14:13,133-ABC,,104F,5 bar, ok ,XX102893,SUP-06,WO12893,SEN-007,0.988,Automated,TL-012,C,Material,V1,2026-03-01
M9894,PAINT-1,STN-03,2026-03-10 14:14,137-ABC,35 lb-ft,40 C,4.5 bar,Reject,XX102894,SUP-08,WO12894,SEN-002,0.984,Automated,TL-018,B,NA,V2,2026-03-01
M9895,GA-1,Stn-03,2026-03-10 14:15,138-ABC,,104F,65 psi,OK,XX102895,SUP-18,WO12895,SEN-001,0.988,Automated,TL-027,B,NA,V1,2026-03-01
M9896,TRIM-1,STN-03,2026-03-10 14:16,143-ABC,60 nm,85C,5 bar,OK,XX102896,SUP-16,WO12896,SEN-002,1.01,Human,TL-007,A,Material,V1,2025-12-31
M9897,GA-2,STN-03,2026-03-10 14:17,107-ABC,45.0 ,40 C,5 bar,Reject,XX102897,SUP-19,WO12897,SEN-007,1.003,Automated,TL-025,B,Weld,v1,2026-01-01
M9898,PAINT-1, stn-05 ,2026-03-10 14:18,120-ABC,45,40 C,65 psi,Repair,XX102898,SUP-13,WO12898,SEN-004,0.984,Human,TL-001,,Paint,V1,2025-12-31
M9899,PAINT-1,Stn-03,2026-03-10 14:19,140-ABC,50Nm,,65 psi,reject,XX102899,SUP-09,WO12899,SEN-008,0.976,Human,TL-008,B,Paint,V2,2026-01-01
M9900,PAINT-1,STN-04,2026-03-10 14:20, 139-abc ,45,95 F,4.5 bar,Reject,XX102900,SUP-18,WO12900,SEN-006,1.013,Human,TL-023,C,NA,V1,2025-12-31
M9901,GA-1,STN-01,2026-03-10 14:21,103-ABC,35 lb-ft,85 C,4.5 bar,None,XX102901,SUP-04,WO12901,SEN-006,0.98,Human,TL-024,C,NA,v1,2025-12-31
M9902,GA-1,STN-05,2026-03-10 14:22,147-ABC,45,,4.5 bar,None,XX102902,SUP-19,WO12902,SEN-007,0.992,Automated,TL-023,,Weld,V1,2026-03-01
M9903,TRIM-1,Stn-03,2026-03-10 14:23,139-ABC,35 lb-ft,104F,4.5 bar,Reject,XX102903,SUP-09,WO12903,SEN-007,1.008,Automated,TL-030,B,Dimension,V1,2026-03-01
M9904,GA-1,STN-05,2026-03-10 14:24,119-ABC,,40 C,5 bar,None,XX102904,SUP-19,WO12904,SEN-005,1.021,Automated,TL-013,C,NA,V2,2026-01-01
M9905,GA-1,STN-03,2026-03-10 14:25,137-ABC,60 nm,85C,5 bar, ok ,XX102905,SUP-10,WO12905,SEN-009,0.978,Automated,TL-013,,Material,v1,2025-12-31
M9906,PAINT-1,Stn-03,2026-03-10 14:26,128-ABC,35 lb-ft,40 C,5 bar,Repair,XX102906,SUP-20,WO12906,SEN-004,1.012,Automated,TL-026,A,Paint,v1,2026-03-01
M9907,PAINT-1,Stn-03,2026-03-10 14:27,126-ABC,45,,5 bar, ok ,XX102907,SUP-08,WO12907,SEN-001,1.009,Automated,TL-011,,NA,v1,2025-12-31
M9908,GA-2, stn-05 ,2026-03-10 14:28,128-ABC,60 nm,85C,5 bar,reject,XX102908,SUP-05,WO12908,SEN-008,1.007,Human,TL-012,C,Material,V2,2025-12-31
M9909,PAINT-1,STN-05,2026-03-10 14:29,106-ABC,45,40 C,5 bar,Reject,XX102909,SUP-08,WO12909,SEN-003,1.027,Automated,TL-004,B,Weld,V2,2026-01-01
M9910,GA-2,STN-05,2026-03-10 14:30,146-ABC,50Nm,40 C,4.5 bar,OK,XX102910,SUP-01,WO12910,SEN-006,1.014,Automated,TL-001,,Material,V1,2026-01-01
M9911,GA-2,STN-05,2026-03-10 14:31,116-ABC,50Nm,104F,4.5 bar,na,XX102911,SUP-18,WO12911,SEN-006,1.004,Automated,TL-020,B,Paint,v1,2026-03-01
M9912,GA-1,STN-04,2026-03-10 14:32,136-ABC,35 lb-ft,85C,5 bar,na,XX102912,SUP-15,WO12912,SEN-004,0.991,Automated,TL-004,C,Paint,v1,2025-12-31
M9913,GA-1,STN-02,2026-03-10 14:33,127-ABC,45.0 ,85 C,5 bar,OK,XX102913,SUP-07,WO12913,SEN-009,1.003,Human,TL-027,,Material,V1,2026-03-01
M9914,GA-1,STN-05,2026-03-10 14:34,130-ABC,45.0 ,85 C,5 bar,Repair,XX102914,SUP-13,WO12914,SEN-002,0.979,Human,TL-026,C,Material,v1,2026-03-01
M9915,GA-1, stn-05 ,2026-03-10 14:35,143-ABC,,85C,5 bar,Reject,XX102915,SUP-18,WO12915,SEN-003,1.014,Human,TL-025,A,NA,V1,2026-03-01
M9916,TRIM-1,STN-04,2026-03-10 14:36,136-ABC,60 nm,95 F,5 bar,OK,XX102916,SUP-06,WO12916,SEN-003,1.018,Human,TL-018,C,Weld,v1,2026-01-01
M9917,TRIM-1,STN-05,2026-03-10 14:37,135-ABC,50Nm,40 C,5 bar,Reject,XX102917,SUP-05,WO12917,SEN-002,0.987,Automated,TL-014,C,Paint,v1,2026-01-01
M9918,TRIM-1,STN-01,2026-03-10 14:38,121-ABC,60 nm,,5 bar,reject,XX102918,SUP-08,WO12918,SEN-004,1.01,Automated,TL-012,A,Material,V2,2026-03-01
M9919,GA-2,Stn-03,2026-03-10 14:39,113-ABC,50Nm,104F,4.5 bar,OK,XX102919,SUP-14,WO12919,SEN-009,0.983,Automated,TL-999,A,Dimension,v1,2026-03-01
M9920,GA-1,STN-01,2026-03-10 14:40,114-ABC,35 lb-ft,40 C,65 psi,Reject,XX102920,SUP-05,WO12920,SEN-010,1.015,Human,TL-016,B,Material,V1,2026-01-01
M9921,GA-1,Stn-03,2026-03-10 14:41,139-ABC,50Nm,40 C,4.5 bar,Repair,XX102921,SUP-09,WO12921,SEN-001,1.011,Human,TL-025,C,Paint,V1,2026-03-01
M9922,GA-2,Stn-03,2026-03-10 14:42,142-ABC,60 nm,85C,65 psi,None,XX102922,SUP-15,WO12922,SEN-005,1.023,Automated,TL-016,C,Weld,v1,2026-01-01
M9923,TRIM-1,STN-02,2026-03-10 14:43,134-ABC,45,104F,4.5 bar,OK,XX102923,SUP-13,WO12923,SEN-004,1.013,Human,TL-029,B,Weld,v1,2026-03-01
M9924,TRIM-1,Stn-03,2026-03-10 14:44,109-ABC,45.0 ,40 C,4.5 bar,na,XX102924,SUP-06,WO12924,SEN-009,0.979,Human,TL-017,C,Material,V1,2026-03-01
M9925,TRIM-1, stn-05 ,2026-03-10 14:45,118-ABC,45,40 C,5 bar,Reject,XX102925,SUP-07,WO12925,SEN-005,0.998,Automated,TL-007,B,NA,v1,2026-01-01
M9926,PAINT-1,STN-03,2026-03-10 14:46,140-ABC,,85 C,5 bar,Repair,XX102926,SUP-07,WO12926,SEN-002,0.981,Human,TL-024,B,Material,V2,2025-12-31
M9927,GA-2,Stn-03,2026-03-10 14:47,143-ABC,,85C,65 psi,na,XX102927,SUP-20,WO12927,SEN-010,1.001,Human,TL-027,A,Dimension,V2,2026-01-01
M9928,GA-2,STN-05,2026-03-10 14:48,126-ABC,35 lb-ft,,5 bar,Repair,XX102928,SUP-01,WO12928,SEN-001,1.027,Human,TL-026,B,Material,V2,2026-03-01
M9929,GA-1,STN-04,2026-03-10 14:49,142-ABC,35 lb-ft,85C,4.5 bar,reject,XX102929,SUP-09,WO12929,SEN-005,0.976,Automated,TL-014,,Weld,v1,2025-12-31
M9930,GA-1,STN-01,2026-03-10 14:50,146-ABC,60 nm,104F,65 psi,na,XX102930,SUP-06,WO12930,SEN-008,1.027,Human,TL-011,,Material,V2,2026-03-01
M9931,PAINT-1,STN-05,2026-03-10 14:51,131-ABC,45.0 ,85C,65 psi,None,XX102931,SUP-08,WO12931,SEN-001,0.97,Automated,TL-026,,Weld,V1,2026-01-01
M9932,GA-1,Stn-03,2026-03-10 14:52,100-ABC,45,40 C,5 bar,reject,XX102932,SUP-12,WO12932,SEN-007,0.982,Human,TL-022,B,Dimension,v1,2025-12-31
M9933,PAINT-1,Stn-03,2026-03-10 14:53,108-ABC,,85 C,5 bar,na,XX102933,SUP-01,WO12933,SEN-006,0.993,Automated,TL-020,,Weld,V1,2026-03-01
M9934,GA-1,Stn-03,2026-03-10 14:54,112-ABC,60 nm,40 C,4.5 bar,None,XX102934,SUP-15,WO12934,SEN-008,0.98,Automated,TL-027,C,Material,v1,2025-12-31
M9935,GA-2,STN-01,2026-03-10 14:55,126-ABC,45,95 F,65 psi,reject,XX102935,SUP-03,WO12935,SEN-006,1.014,Human,TL-029,B,Material,v1,2026-01-01
M9936,GA-1,STN-04,2026-03-10 14:56,125-ABC,45,,4.5 bar,na,XX102936,SUP-15,WO12936,SEN-010,1.013,Automated,TL-014,B,Material,V2,2025-12-31
M9937,TRIM-1, stn-05 ,2026-03-10 14:57,128-ABC,45.0 ,40 C,5 bar,reject,XX102937,SUP-02,WO12937,SEN-003,1.006,Automated,TL-010,B,Material,V2,2026-03-01
M9938,GA-1,STN-05,2026-03-10 14:58,120-ABC,,104F,65 psi,na,XX102938,SUP-09,WO12938,SEN-001,0.989,Human,TL-028,C,Dimension,V1,2026-03-01
M9939,PAINT-1,STN-04,2026-03-10 14:59,135-ABC,60 nm,104F,4.5 bar,None,XX102939,SUP-10,WO12939,SEN-009,1.006,Automated,TL-002,,Material,V2,2026-01-01
M9940,PAINT-1,STN-04,2026-03-10 15:00,125-ABC,35 lb-ft,85 C,5 bar,None,XX102940,SUP-16,WO12940,SEN-001,1.011,Human,TL-008,C,Weld,V2,2026-01-01
M9941,TRIM-1,STN-03,2026-03-10 15:01,100-ABC,50Nm,85C,5 bar,Repair,XX102941,SUP-08,WO12941,SEN-010,1.003,Human,TL-014,B,Paint,V1,2026-01-01
M9942,TRIM-1,STN-05,2026-03-10 15:02,113-ABC,60 nm,95 F,5 bar,None,XX102942,SUP-05,WO12942,SEN-003,1.013,Automated,TL-025,C,Paint,V2,2025-12-31
M9943,GA-1,STN-01,2026-03-10 15:03,144-ABC,50Nm,85 C,4.5 bar,Repair,XX102943,SUP-14,WO12943,SEN-005,0.978,Automated,TL-028,A,Dimension,V1,2026-03-01
M9944,TRIM-1,STN-05,2026-03-10 15:04,146-ABC,35 lb-ft,104F,5 bar, ok ,XX102944,SUP-20,WO12944,SEN-001,0.983,Automated,TL-001,A,Paint,V1,2026-01-01
M9945,PAINT-1,STN-05,2026-03-10 15:05,143-ABC,50Nm,,5 bar, ok ,XX102945,SUP-02,WO12945,SEN-003,1.008,Human,TL-001,,Paint,V1,2026-01-01
M9946,GA-2,Stn-03,2026-03-10 15:06,142-ABC,35 lb-ft,85 C,4.5 bar,na,XX102946,SUP-18,WO12946,SEN-003,1.01,Automated,TL-024,B,NA,V1,2025-12-31
M9947,GA-2,STN-04,2026-03-10 15:07,141-ABC,45.0 ,85 C,4.5 bar,OK,XX102947,SUP-15,WO12947,SEN-001,1.001,Automated,TL-022,C,Dimension,v1,2026-03-01
M9948,PAINT-1, stn-05 ,2026-03-10 15:08,144-ABC,50Nm,104F,4.5 bar,Repair,XX102948,SUP-10,WO12948,SEN-010,1.022,Automated,TL-013,A,NA,V2,2026-01-01
M9949,PAINT-1,STN-05,2026-03-10 15:09,149-ABC,,95 F,4.5 bar,None,XX102949,SUP-20,WO12949,SEN-002,1.007,Automated,TL-999,,NA,V2,2026-03-01
M9950,PAINT-1,Stn-03,2026-03-10 15:10,124-ABC,45,40 C,5 bar,Reject,XX102950,SUP-05,WO12950,SEN-006,1.011,Human,TL-012,,Paint,v1,2025-12-31
M9951,PAINT-1, stn-05 ,2026-03-10 15:11,132-ABC,45.0 ,,65 psi,reject,XX102951,SUP-12,WO12951,SEN-009,0.99,Human,TL-014,A,NA,V2,2026-01-01
M9952,PAINT-1,STN-05,2026-03-10 15:12,134-ABC,,40 C,4.5 bar,reject,XX102952,SUP-09,WO12952,SEN-006,0.976,Automated,TL-017,A,NA,V1,2026-03-01
M9953,TRIM-1,Stn-03,2026-03-10 15:13,121-ABC,35 lb-ft,95 F,4.5 bar,None,XX102953,SUP-19,WO12953,SEN-001,1.017,Automated,TL-026,C,Paint,v1,2026-01-01
M9954,PAINT-1,Stn-03,2026-03-10 15:70,134-ABC,,104F,4.5 bar,na,XX102954,SUP-20,WO12954,SEN-003,1.02,Automated,TL-020,A,Weld,V1,2025-12-31
M9955,TRIM-1,Stn-03,2026-03-10 15:15,140-ABC,45,40 C,4.5 bar,None,XX102955,SUP-16,WO12955,SEN-006,0.974,Automated,TL-016,B,Weld,V2,2026-01-01
M9956,TRIM-1,STN-05,2026-03-10 15:16,109-ABC,50Nm,104F,5 bar,Reject,XX102956,SUP-03,WO12956,SEN-005,0.992,Automated,TL-030,,NA,V1,2026-01-01
M9957,GA-2,Stn-03,2026-03-10 15:17,106-ABC,60 nm,85C,4.5 bar,na,XX102957,SUP-03,WO12957,SEN-001,1.015,Automated,TL-020,,Material,V1,2026-01-01
M9958,GA-1,STN-05,2026-03-10 15:18,143-ABC,,,65 psi,reject,XX102958,SUP-18,WO12958,SEN-008,1.014,Human,TL-015,C,Material,v1,2025-12-31
M9959,PAINT-1,STN-01,2026-03-10 15:19,144-ABC,,104F,4.5 bar,reject,XX102959,SUP-01,WO12959,SEN-004,0.999,Human,TL-010,B,Weld,v1,2025-12-31
M9960,TRIM-1, stn-05 ,2026-03-10 15:20,130-ABC,60 nm,,65 psi,None,XX102960,SUP-03,WO12960,SEN-006,0.978,Automated,TL-013,C,NA,v1,2026-01-01
M9961,GA-1,STN-05,2026-03-10 15:21,146-ABC,,95 F,5 bar, ok ,XX102961,SUP-19,WO12961,SEN-001,0.971,Human,TL-029,B,Dimension,V2,2026-01-01
M9962,GA-2,STN-04,2026-03-10 15:22,149-ABC,35 lb-ft,104F,5 bar, ok ,XX102962,SUP-05,WO12962,SEN-004,1.008,Human,TL-011,C,Paint,v1,2026-03-01
M9963,TRIM-1,STN-05,2026-03-10 15:23,118-ABC,35 lb-ft,104F,4.5 bar,OK,XX102963,SUP-11,WO12963,SEN-006,1.008,Human,TL-025,,Paint,V1,2025-12-31
M9964,TRIM-1,STN-03,2026-03-10 15:24,115-ABC,45,40 C,5 bar,na,XX102964,SUP-03,WO12964,SEN-006,0.995,Human,TL-019,B,NA,v1,2025-12-31
M9965,GA-1,Stn-03,2026-03-10 15:25,145-ABC,60 nm,85C,4.5 bar, ok ,XX102965,SUP-20,WO12965,SEN-002,1.019,Automated,TL-012,,NA,V2,2026-01-01
M9966,GA-1, stn-05 ,2026-03-10 15:26,132-ABC,60 nm,104F,5 bar,OK,XX102966,SUP-19,WO12966,SEN-009,0.982,Automated,TL-013,B,Material,V1,2025-12-31
M9967,PAINT-1,STN-04,2026-03-10 15:27,101-ABC,,40 C,65 psi,na,XX102967,SUP-05,WO12967,SEN-008,1.018,Automated,TL-999,C,NA,V2,2025-12-31
M9968,GA-1,STN-05,2026-03-10 15:28,110-ABC,35 lb-ft,85C,65 psi, ok ,XX102968,SUP-01,WO12968,SEN-008,0.976,Automated,TL-002,C,Dimension,v1,2026-03-01
M9969,GA-2,STN-05,2026-03-10 15:29,132-ABC,50Nm,104F,65 psi,Reject,XX102969,SUP-17,WO12969,SEN-003,1.024,Human,TL-003,B,Paint,v1,2026-03-01
M9970,GA-1,STN-04,2026-03-10 15:30,120-ABC,50Nm,85 C,65 psi,na,XX102970,SUP-03,WO12970,SEN-003,0.971,Human,TL-015,C,Paint,V1,2026-03-01
M9971,TRIM-1, stn-05 ,2026-03-10 15:31,130-ABC,45,104F,65 psi,reject,XX102971,SUP-13,WO12971,SEN-004,0.982,Human,TL-020,,NA,V1,2026-03-01
M9972,GA-2,STN-02,2026-03-10 15:32,105-ABC,,95 F,5 bar, ok ,XX102972,SUP-17,WO12972,SEN-006,1.019,Automated,TL-028,A,Material,V2,2026-01-01
M9973,GA-1,STN-01,2026-03-10 15:33,114-ABC,,85C,4.5 bar,Repair,XX102973,SUP-16,WO12973,SEN-007,1.0,Automated,TL-027,B,NA,V2,2026-01-01
M9974,GA-1,Stn-03,2026-03-10 15:34,107-ABC,50Nm,85 C,5 bar,Repair,XX102974,SUP-07,WO12974,SEN-010,1.025,Automated,TL-021,A,Paint,V1,2026-01-01
M9975,PAINT-1,STN-01,2026-03-10 15:35,103-ABC,50Nm,40 C,4.5 bar,Repair,XX102975,SUP-11,WO12975,SEN-004,1.003,Automated,TL-030,C,Material,V2,2026-03-01
M9976,GA-1,STN-01,2026-03-10 15:36,147-ABC,50Nm,104F,65 psi,na,XX102976,SUP-15,WO12976,SEN-010,1.016,Automated,TL-003,B,Material,V2,2026-03-01
M9977,PAINT-1,STN-03,2026-03-10 15:37,113-ABC,60 nm,,5 bar,None,XX102977,SUP-04,WO12977,SEN-005,1.014,Human,TL-008,B,Paint,V1,2026-03-01
