Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,BOM_Status,Machine_ID,Planned_Time_Minutes,Run_Time_Minutes,Downtime_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units
M9282,MA1AB100000002282,WO12282,SUV Pro,GA-1,STN-04,2026-03-03 05:32,ENG-1033,SUP-144,EMP143,TL-091,B,Valid,MC-103,480,438,42,0.92,554,12,542
M9283,MA1AB100000002283,WO12283,Hatch Z,GA-1,STN-03,2026-03-03 05:33,ENG-1142,SUP-101,EMP243,TL-060,C,Valid,MC-104,480,430,50,0.95,456,11,445
M9284,MA1AB100000002284,WO12284,SUV Pro,PAINT-1,STN-03,2026-03-03 05:35,ENG-1437,SUP-121,EMP361,TL-063,,Valid,MC-105,480,467,13,1.04,493,12,481
M9285,MA1AB100000002285,WO12285,Hatch Z,GA-2,STN-04,2026-03-03 05:36,ENG-1172,SUP-024,EMP350,TL-044,A,Valid,MC-101,480,466,14,0.86,590,0,590
M9286,MA1AB100000002286,WO12286,SUV Pro,PAINT-1,STN-03,2026-03-03 05:37,ENG-1447,SUP-074,EMP362,TL-030,C,Valid,MC-102,480,456,24,1.2,486,7,479
M9287,MA1AB100000002287,WO12287,SUV Pro,GA-2,STN-05,2026-03-03 05:38,ENG-1097,SUP-090,EMP256,TL-025,C,Valid,MC-103,480,466,14,0.87,452,4,448
M9288,MA1AB100000002288,WO12288,Hatch Z,TRIM-1,STN-03,2026-03-03 05:40,ENG-1135,SUP-154,EMP317,TL-086,B,Valid,MC-104,480,478,2,1.17,553,13,540
M9289,MA1AB100000002289,WO12289,Hatch Z,GA-2,Stn-03,2026-03-03 05:41,ENG-1394,SUP-177,EMP251,TL-025,C,Valid,MC-105,480,462,18,1.18,458,10,448
M9290,MA1AB100000002290,WO12290,Hatch Z,PAINT-1,STN-02,2026-03-03 05:42,ENG-1408,SUP-119,EMP397,TL-067,B,Valid,MC-101,480,450,30,1.1,538,13,525
M9291,MA1AB100000002291,WO12291,Sedan X,PAINT-1, stn-05 ,2026-03-03 05:43,ENG-1126,SUP-053,EMP272,TL-024,,Valid,MC-102,480,467,13,1.19,527,13,514
M9292,MA1AB100000002292,WO12292,SUV Pro,GA-2,STN-04,2026-03-03 05:45,ENG-1247,SUP-184,EMP238,TL-073,,Valid,MC-103,480,464,16,1.05,600,8,592
M9293,MA1AB100000002293,WO12293,Hatch Z,PAINT-1,STN-02,2026-03-03 05:46,ENG-1130,SUP-156,EMP136,TL-033,A,Valid,MC-104,480,477,3,0.9,539,11,528
M9294,MA1AB100000002294,WO12294,SUV Pro,TRIM-1,STN-01,2026-03-03 05:47,ENG-1034,SUP-049,EMP230,TL-064,,Valid,MC-105,480,464,16,0.93,568,4,564
M9295,MA1AB100000002295,WO12295,Hatch Z,PAINT-1,STN-05,2026-03-03 05:48,ENG-1290,SUP-108,EMP201,TL-035,A,Valid,MC-101,480,446,34,0.91,532,15,517
M9296,MA1AB100000002296,WO12296,SUV Pro,TRIM-1,STN-05,2026-03-03 05:50,ENG-1055,SUP-122,EMP323,TL-050,C,Valid,MC-102,480,432,48,0.93,500,3,497
M9297,MA1AB100000002297,WO12297,Sedan X,GA-2,STN-02,2026-03-03 05:51,ENG-1062,SUP-093,EMP127,TL-006,A,Valid,MC-103,480,432,48,1.01,514,6,508
M9298,MA1AB100000002298,WO12298,SUV Pro,GA-1,STN-05,2026-03-03 05:52,ENG-1274,SUP-069,EMP165,TL-999,A,Valid,MC-104,480,474,6,0.94,579,9,570
M9299,MA1AB100000002299,WO12299,Hatch Z,TRIM-1,STN-02,2026-03-03 05:53,ENG-1020,SUP-170,EMP390,TL-008,A,Valid,MC-105,480,453,27,0.87,557,6,551
M9300,MA1AB100000002300,WO12300,Sedan X,PAINT-1,STN-05,2026-03-03 05:55,ENG-1368,SUP-071,EMP245,TL-056,B,Valid,MC-101,480,439,41,0.98,478,7,471
M9301,MA1AB100000002301,WO12301,Sedan X,GA-2,STN-05,2026-03-03 05:56,ENG-1309,SUP-147,EMP236,TL-071,C,Valid,MC-102,480,465,15,1.1,491,9,482
M9302,MA1AB100000002302,WO12302,Sedan X,GA-2,STN-01,2026-03-03 05:57,ENG-1283,SUP-150,EMP262,TL-098,B,Valid,MC-103,480,440,40,0.84,519,14,505
M9303,MA1AB100000002303,WO12303,Sedan X,TRIM-1,STN-02,2026-03-03 05:58,ENG-1277,SUP-158,EMP108,TL-021,A,Valid,MC-104,480,437,43,0.88,483,0,483
M9304,MA1AB100000002304,WO12304,Hatch Z,PAINT-1,Stn-03,2026-03-03 06:00,ENG-1248,SUP-032,EMP148,TL-032,,Valid,MC-105,480,453,27,0.82,459,0,459
M9305,MA1AB100000002305,WO12305,Sedan X,GA-2,STN-04,2026-03-03 06:01,ENG-1312,SUP-043,EMP188,TL-029,C,Valid,MC-101,480,449,31,1.15,521,7,514
M9306,MA1AB100000002306,WO12306,Sedan X,GA-1,STN-02,2026-03-03 06:02,ENG-1343,SUP-079,EMP322,TL-075,,Valid,MC-102,480,466,14,0.86,470,5,465
M9307,MA1AB100000002307,WO12307,SUV Pro,GA-2,STN-02,2026-03-03 06:03,ENG-1051,SUP-021,EMP309,TL-092,,Valid,MC-103,480,458,22,0.97,461,14,447
M9308,MA1AB100000002308,WO12308,SUV Pro,GA-2, stn-05 ,2026-03-03 06:05,ENG-1454,SUP-099,EMP294,TL-003,C,Valid,MC-104,480,438,42,0.97,588,7,581
M9309,MA1AB100000002309,WO12309,Sedan X,TRIM-1,STN-04,2026-03-03 06:06,ENG-1404,SUP-135,EMP275,TL-042,A,Valid,MC-105,480,459,21,1.18,537,10,527
M9310,MA1AB100000002310,WO12310,SUV Pro,TRIM-1,Stn-03,2026-03-03 06:07,ENG-1226,SUP-156,EMP205,TL-048,B,Valid,MC-101,480,460,20,1.07,537,15,522
M9311,MA1AB100000002311,WO12311,Hatch Z,GA-1,STN-05,2026-03-03 06:08,ENG-1428,SUP-179,EMP293,TL-022,,Valid,MC-102,480,449,31,1.09,472,1,471
M9312,MA1AB100000002312,WO12312,Sedan X,GA-2,STN-03,2026-03-03 06:10,ENG-1180,SUP-104,EMP240,TL-032,C,Valid,MC-103,480,457,23,0.86,495,14,481
M9313,MA1AB100000002313,WO12313,Sedan X,TRIM-1,STN-05,2026-03-03 06:11,ENG-1449,SUP-121,EMP112,TL-088,B,Valid,MC-104,480,468,12,1.01,525,1,524
M9314,MA1AB100000002314,WO12314,Hatch Z,GA-1,STN-04,2026-03-03 06:12,ENG-1365,SUP-006,EMP299,TL-074,C,Valid,MC-105,480,463,17,0.84,557,2,555
M9315,MA1AB100000002315,WO12315,SUV Pro,TRIM-1,STN-01,2026-03-03 06:13,ENG-1251,SUP-112,EMP328,TL-055,A,Valid,MC-101,480,447,33,1.11,532,5,527
M9316,MA1AB100000002316,WO12316,SUV Pro,PAINT-1,STN-03,2026-03-03 06:15,ENG-1117,SUP-069,EMP287,TL-034,,Valid,MC-102,480,449,31,0.98,557,13,544
M9317,MA1AB100000002317,WO12317,Sedan X,GA-2,STN-02,2026-03-03 06:16,ENG-1437,SUP-150,EMP364,TL-077,B,Valid,MC-103,480,476,4,0.88,535,4,531
M9318,MA1AB100000002318,WO12318,Sedan X,TRIM-1,STN-03,2026-03-03 06:17,ENG-1024,SUP-195,EMP217,TL-012,B,Valid,MC-104,480,467,13,0.86,598,14,584
M9319,MA1AB100000002319,WO12319,Sedan X,GA-1,STN-03,2026-03-03 06:18,ENG-1040,SUP-135,EMP230,TL-058,B,Valid,MC-105,480,448,32,1.16,546,4,542
M9320,MA1AB100000002320,WO12320,SUV Pro,GA-2,Stn-03,2026-03-03 06:20,ENG-1001,SUP-112,EMP242,TL-024,B,Valid,MC-101,480,479,1,1.07,590,12,578
M9321,MA1AB100000002321,WO12321,SUV Pro,PAINT-1,STN-02,2026-03-03 06:70,ENG-1266,SUP-018,EMP218,TL-012,A,Valid,MC-102,480,459,21,0.85,462,5,457
M9322,MA1AB100000002322,WO12322,Hatch Z,GA-2,STN-03,2026-03-03 06:22,ENG-1280,SUP-121,EMP316,TL-022,B,Valid,MC-103,480,460,20,0.91,466,7,459
M9323,MA1AB100000002323,WO12323,Sedan X,GA-2,STN-05,2026-03-03 06:23,ENG-1364,SUP-020,EMP134,TL-099,A,Valid,MC-104,480,455,25,0.8,582,15,567
M9324,MA1AB100000002324,WO12324,SUV Pro,GA-2,STN-05,2026-03-03 06:25,ENG-1063,SUP-200,EMP336,TL-071,C,Valid,MC-105,480,449,31,1.07,532,5,527
M9325,MA1AB100000002325,WO12325,Hatch Z,GA-2,STN-02,2026-03-03 06:26,ENG-1273,SUP-048,EMP225,TL-999,A,Valid,MC-101,480,474,6,0.86,491,6,485
M9326,MA1AB100000002326,WO12326,SUV Pro,GA-2,Stn-03,2026-03-03 06:27,ENG-1139,SUP-132,EMP110,TL-065,A,Valid,MC-102,480,432,48,1.08,512,9,503
M9327,MA1AB100000002327,WO12327,SUV Pro,GA-2,STN-02,2026-03-03 06:28,ENG-1024,SUP-121,EMP179,TL-017,B,Valid,MC-103,480,433,47,0.88,551,1,550
M9328,MA1AB100000002328,WO12328,Hatch Z,PAINT-1,STN-05,2026-03-03 06:30,ENG-1400,SUP-072,EMP336,TL-032,,Valid,MC-104,480,477,3,1.14,535,1,534
M9329,MA1AB100000002329,WO12329,Sedan X,GA-1, stn-05 ,2026-03-03 06:31,ENG-1127,SUP-042,EMP121,TL-009,,Valid,MC-105,480,431,49,0.89,588,6,582
M9330,MA1AB100000002330,WO12330,Sedan X,GA-1,STN-03,2026-03-03 06:32,ENG-1235,SUP-136,EMP350,TL-087,,Valid,MC-101,480,467,13,1.01,599,3,596
M9331,XX1 2 3 4,WO12331,Hatch Z,TRIM-1,STN-05,2026-03-03 06:33,ENG-1238,SUP-166,EMP366,TL-046,,Valid,MC-102,480,458,22,1.11,523,15,508
M9332,MA1AB100000002332,WO12332,SUV Pro,TRIM-1,STN-02,2026-03-03 06:35,ENG-1257,SUP-128,EMP164,TL-005,B,Valid,MC-103,480,459,21,1.04,539,5,534
M9333,MA1AB100000002333,WO12333,Sedan X,PAINT-1,Stn-03,2026-03-03 06:36,ENG-1152,SUP-030,EMP311,TL-049,,Valid,MC-104,480,472,8,0.91,547,6,541
M9334,MA1AB100000002334,WO12334,SUV Pro,PAINT-1,STN-01,2026-03-03 06:37,ENG-1161,SUP-125,EMP201,TL-097,A,Valid,MC-105,480,456,24,1.17,469,6,463
M9335,MA1AB100000002335,WO12335,Sedan X,TRIM-1,Stn-03,2026-03-03 06:38,ENG-1326,SUP-193,EMP175,TL-058,B,Valid,MC-101,480,441,39,1.15,542,12,530
M9336,MA1AB100000002336,WO12336,Hatch Z,PAINT-1,STN-04,2026-03-03 06:40,ENG-1125,SUP-037,EMP108,TL-030,,Valid,MC-102,480,430,50,0.84,593,14,579
M9337,MA1AB100000002337,WO12337,SUV Pro,TRIM-1,STN-04,2026-03-03 06:41,ENG-1238,SUP-183,EMP338,TL-048,B,Valid,MC-103,480,474,6,1.17,599,4,595
M9338,MA1AB100000002338,WO12338,SUV Pro,GA-2,STN-04,2026-03-03 06:42,ENG-1491,SUP-014,EMP225,TL-019,A,Valid,MC-104,480,437,43,0.85,540,0,540
M9339,MA1AB100000002339,WO12339,SUV Pro,PAINT-1,STN-01,2026-03-03 06:43,ENG-1179,SUP-120,EMP297,TL-084,,Valid,MC-105,480,436,44,1.16,595,14,581
M9340,MA1AB100000002340,WO12340,Sedan X,PAINT-1,STN-03,2026-03-03 06:45,ENG-1420,SUP-132,EMP382,TL-062,A,Valid,MC-101,480,459,21,0.89,503,0,503
M9341,MA1AB100000002341,WO12341,SUV Pro,GA-1,STN-03,2026-03-03 06:46,ENG-1169,SUP-050,EMP258,TL-065,B,Valid,MC-102,480,432,48,0.83,582,10,572
M9342,MA1AB100000002342,WO12342,Sedan X,GA-1,STN-02,2026-03-03 06:47,ENG-1381,SUP-183,EMP387,TL-035,A,Valid,MC-103,480,451,29,0.8,560,14,546
M9343,MA1AB100000002343,WO12343,Sedan X,GA-2, stn-05 ,2026-03-03 06:48,ENG-1266,SUP-096,EMP112,TL-058,,Valid,MC-104,480,446,34,1.04,500,10,490
M9344,MA1AB100000002344,WO12344,SUV Pro,TRIM-1,STN-03,2026-03-03 06:50,ENG-1318,SUP-084,EMP245,TL-048,A,Valid,MC-105,480,472,8,0.97,487,2,485
M9345,MA1AB100000002345,WO12345,Hatch Z,GA-1,STN-04,2026-03-03 06:51,ENG-1388,SUP-125,EMP321,TL-098,A,Valid,MC-101,480,447,33,1.05,519,15,504
M9346,MA1AB100000002346,WO12346,Hatch Z,GA-1,STN-02,2026-03-03 06:52,ENG-1477,SUP-097,EMP269,TL-085,,Valid,MC-102,480,445,35,1.03,505,3,502
M9347,MA1AB100000002347,WO12347,Hatch Z,PAINT-1,STN-02,2026-03-03 06:53,ENG-1072,SUP-196,EMP200,TL-012,,Valid,MC-103,480,445,35,0.94,571,0,571
M9348,MA1AB100000002348,WO12348,SUV Pro,TRIM-1,STN-02,2026-03-03 06:55,ENG-1021,SUP-012,EMP255,TL-002,B,Valid,MC-104,480,430,50,1.09,503,12,491
M9349,MA1AB100000002349,WO12349,Sedan X,TRIM-1,STN-05,2026-03-03 06:56,ENG-1099,SUP-107,EMP177,TL-055,C,Valid,MC-105,480,477,3,1.05,543,7,536
M9350,MA1AB100000002350,WO12350,Sedan X,GA-1,STN-01,2026-03-03 06:57,ENG-1083,SUP-010,EMP235,TL-094,,Valid,MC-101,480,461,19,0.81,458,3,455
M9351,MA1AB100000002351,WO12351,Sedan X,GA-2,STN-04,2026-03-03 06:58,ENG-1468,SUP-043,EMP352,TL-015,A,Valid,MC-102,480,447,33,1.16,562,5,557
M9352,MA1AB100000002352,WO12352,Hatch Z,TRIM-1,Stn-03,2026-03-03 07:00,ENG-1460,SUP-088,EMP290,TL-061,C,Valid,MC-103,480,462,18,0.84,485,5,480
M9353,MA1AB100000002353,WO12353,Hatch Z,PAINT-1, stn-05 ,2026-03-03 07:01,ENG-1340,SUP-084,EMP369,TL-020,C,Valid,MC-104,480,471,9,0.84,558,11,547
M9354,MA1AB100000002354,WO12354,Hatch Z,GA-2,STN-02,2026-03-03 07:02,ENG-1417,SUP-006,EMP322,TL-062,C,Valid,MC-105,480,446,34,1.17,515,5,510
M9355,MA1AB100000002355,WO12355,SUV Pro,PAINT-1,STN-04,2026-03-03 07:03,ENG-1498,SUP-186,EMP307,TL-007,C,Valid,MC-101,480,436,44,1.08,493,5,488
M9356,MA1AB100000002356,WO12356,SUV Pro,GA-1,Stn-03,2026-03-03 07:05,ENG-1075,SUP-143,EMP214,TL-999,B,Valid,MC-102,480,462,18,1.09,507,12,495
M9357,MA1AB100000002357,WO12357,Sedan X,TRIM-1,STN-02,2026-03-03 07:06,ENG-1474,SUP-026,EMP377,TL-065,C,Valid,MC-103,480,475,5,0.9,546,1,545
M9358,MA1AB100000002358,WO12358,SUV Pro,TRIM-1,STN-04,2026-03-03 07:07,ENG-1290,SUP-085,EMP253,TL-011,B,Valid,MC-104,480,473,7,1.09,474,13,461
M9359,MA1AB100000002359,WO12359,Sedan X,TRIM-1, stn-05 ,2026-03-03 07:08,ENG-1033,SUP-199,EMP260,TL-008,,Valid,MC-105,480,460,20,1.01,503,4,499
M9360,MA1AB100000002360,WO12360,SUV Pro,TRIM-1,STN-02,2026-03-03 07:10,ENG-1212,SUP-122,EMP115,TL-043,C,Valid,MC-101,480,465,15,1.0,476,1,475
M9361,MA1AB100000002361,WO12361,Sedan X,PAINT-1,STN-02,2026-03-03 07:11,ENG-1249,SUP-126,EMP302,TL-076,B,Valid,MC-102,480,460,20,0.84,596,12,584
M9362,MA1AB100000002362,WO12362,SUV Pro,TRIM-1,Stn-03,2026-03-03 07:12,ENG-1120,SUP-074,EMP224,TL-079,B,Valid,MC-103,480,449,31,1.07,465,0,465
M9363,MA1AB100000002363,WO12363,SUV Pro,GA-2,STN-05,2026-03-03 07:13,ENG-1167,SUP-152,EMP292,TL-011,A,Valid,MC-104,480,450,30,1.1,597,14,583
M9364,MA1AB100000002364,WO12364,Sedan X,GA-1,Stn-03,2026-03-03 07:15,ENG-1377,SUP-003,EMP176,TL-070,,Valid,MC-105,480,452,28,1.06,535,11,524
M9365,MA1AB100000002365,WO12365,SUV Pro,GA-1,Stn-03,2026-03-03 07:16,ENG-1413,SUP-179,EMP177,TL-007,A,Valid,MC-101,480,475,5,1.14,477,9,468
M9366,MA1AB100000002366,WO12366,SUV Pro,GA-2,STN-01,2026-03-03 07:17,ENG-1068,SUP-075,EMP287,TL-087,C,Valid,MC-102,480,452,28,1.02,567,13,554
M9367,MA1AB100000002367,WO12367,Hatch Z,GA-1,STN-01,2026-03-03 07:18,ENG-1084,SUP-080,EMP269,TL-013,A,Valid,MC-103,480,430,50,0.95,570,15,555
M9368,MA1AB100000002368,WO12368,Hatch Z,GA-1,STN-01,2026-03-03 07:20,ENG-1314,SUP-001,EMP198,TL-022,,Valid,MC-104,480,470,10,1.05,589,15,574
M9369,MA1AB100000002369,WO12369,SUV Pro,GA-1,STN-03,2026-03-03 07:21,ENG-1303,SUP-075,EMP369,TL-010,C,Valid,MC-105,480,437,43,1.16,487,4,483
M9370,MA1AB100000002370,WO12370,Sedan X,GA-1,STN-04,2026-03-03 07:22,ENG-1310,SUP-067,EMP180,TL-083,A,Valid,MC-101,480,455,25,1.01,549,8,541
M9371,MA1AB100000002371,WO12371,SUV Pro,GA-2, stn-05 ,2026-03-03 07:23,ENG-1145,SUP-009,EMP301,TL-044,B,Valid,MC-102,480,475,5,0.97,553,15,538
M9372,MA1AB100000002372,WO12372,Hatch Z,TRIM-1,Stn-03,2026-03-03 07:25,ENG-1231,SUP-092,EMP360,TL-040,C,Valid,MC-103,480,448,32,1.18,554,3,551
M9373,MA1AB100000002373,WO12373,Hatch Z,TRIM-1,STN-04,2026-03-03 07:26,ENG-1413,SUP-061,EMP258,TL-086,C,Valid,MC-104,480,433,47,1.03,491,14,477
M9374,MA1AB100000002374,WO12374,Sedan X,GA-2,STN-04,2026-03-03 07:27,ENG-1076,SUP-181,EMP179,TL-005,A,Valid,MC-105,480,476,4,0.92,478,2,476
M9375,MA1AB100000002375,WO12375,Sedan X,GA-1,STN-02,2026-03-03 07:28,ENG-1055,SUP-115,EMP164,TL-020,A,Valid,MC-101,480,473,7,1.0,471,15,456
M9376,MA1AB100000002376,WO12376,SUV Pro,PAINT-1, stn-05 ,2026-03-03 07:30,ENG-1163,SUP-149,EMP222,TL-092,,Valid,MC-102,480,470,10,1.03,475,6,469
M9377,MA1AB100000002377,WO12377,SUV Pro,TRIM-1,STN-01,2026-03-03 07:31,ENG-1476,SUP-165,EMP382,TL-094,C,Valid,MC-103,480,432,48,0.93,577,1,576
M9378,MA1AB100000002378,WO12378,Hatch Z,GA-2,STN-04,2026-03-03 07:32,ENG-1335,SUP-009,EMP286,TL-021,,Valid,MC-104,480,430,50,0.94,519,11,508
M9379,MA1AB100000002379,WO12379,Sedan X,PAINT-1,STN-01,2026-03-03 07:33,ENG-1025,SUP-009,EMP229,TL-050,B,Valid,MC-105,480,457,23,0.82,459,10,449
M9380,MA1AB100000002380,WO12380,SUV Pro,TRIM-1, stn-05 ,2026-03-03 07:35,ENG-1494,SUP-102,EMP265,TL-058,B,Valid,MC-101,480,440,40,1.14,569,0,569
M9381,MA1AB100000002381,WO12381,SUV Pro,TRIM-1, stn-05 ,2026-03-03 07:36,ENG-1161,SUP-193,EMP390,TL-090,B,Valid,MC-102,480,430,50,0.8,470,15,455
M9382,MA1AB100000002382,WO12382,Sedan X,GA-2,STN-03,2026-03-03 07:37,ENG-1212,SUP-024,EMP349,TL-043,B,Valid,MC-103,480,469,11,0.85,501,10,491
M9383,MA1AB100000002383,WO12383,Sedan X,GA-2,STN-02,2026-03-03 07:38,ENG-1262,SUP-155,EMP353,TL-036,B,Valid,MC-104,480,452,28,0.94,457,11,446
M9384,MA1AB100000002384,WO12384,Hatch Z,GA-2,STN-04,2026-03-03 07:40,ENG-1019,SUP-198,EMP104,TL-081,C,Valid,MC-105,480,442,38,0.96,558,13,545
M9385,MA1AB100000002385,WO12385,Hatch Z,PAINT-1,Stn-03,2026-03-03 07:41,ENG-1314,SUP-096,EMP272,TL-001,A,Valid,MC-101,480,474,6,1.16,589,8,581
M9386,MA1AB100000002386,WO12386,SUV Pro,GA-2,STN-02,2026-03-03 07:42,ENG-1075,SUP-086,EMP358,TL-036,,Valid,MC-102,480,444,36,0.98,564,13,551
M9387,MA1AB100000002387,WO12387,Hatch Z,GA-2,STN-04,2026-03-03 07:43,ENG-1394,SUP-188,EMP120,TL-059,C,Valid,MC-103,480,444,36,0.96,550,12,538
M9388,MA1AB100000002388,WO12388,Hatch Z,TRIM-1,STN-01,2026-03-03 07:45,ENG-1145,SUP-086,EMP109,TL-053,A,Valid,MC-104,480,443,37,0.98,486,6,480
M9389,MA1AB100000002389,WO12389,SUV Pro,TRIM-1,STN-04,2026-03-03 07:46,ENG-1468,SUP-156,EMP392,TL-030,C,Valid,MC-105,480,452,28,1.11,483,3,480
M9390,MA1AB100000002390,WO12390,Hatch Z,GA-2,STN-04,2026-03-03 07:47,ENG-1135,SUP-077,EMP119,TL-030,C,Valid,MC-101,480,470,10,1.12,461,15,446
M9391,MA1AB100000002391,WO12391,SUV Pro,PAINT-1,STN-01,2026-03-03 07:48,ENG-1271,SUP-059,EMP120,TL-029,,Valid,MC-102,480,444,36,1.05,585,13,572
M9392,MA1AB100000002392,WO12392,Sedan X,TRIM-1,STN-01,2026-03-03 07:50,ENG-1220,SUP-013,EMP138,TL-036,,Valid,MC-103,480,453,27,1.11,547,13,534
M9393,MA1AB100000002393,WO12393,Sedan X,PAINT-1,Stn-03,2026-03-03 07:51,ENG-1307,SUP-170,EMP126,TL-064,B,Valid,MC-104,480,458,22,1.0,523,15,508
M9394,MA1AB100000002394,WO12394,Hatch Z,PAINT-1,Stn-03,2026-03-03 07:52,ENG-1059,SUP-061,EMP299,TL-072,C,Valid,MC-105,480,454,26,1.03,592,2,590
M9395,MA1AB100000002395,WO12395,Sedan X,GA-2,STN-01,2026-03-03 07:53,ENG-1350,SUP-110,EMP140,TL-043,B,Valid,MC-101,480,465,15,1.11,508,0,508
M9396,MA1AB100000002396,WO12396,SUV Pro,GA-1,STN-01,2026-03-03 07:55,ENG-1066,SUP-192,EMP232,TL-022,C,Valid,MC-102,480,470,10,1.08,563,9,554
M9397,MA1AB100000002397,WO12397,Hatch Z,PAINT-1,STN-04,2026-03-03 07:56,ENG-1082,SUP-110,EMP204,TL-094,B,Valid,MC-103,480,459,21,1.08,573,14,559
M9398,MA1AB100000002398,WO12398,SUV Pro,GA-1,Stn-03,2026-03-03 07:57,ENG-1477,SUP-074,EMP258,TL-070,A,Valid,MC-104,480,446,34,0.92,461,9,452
M9399,MA1AB100000002399,WO12399,Sedan X,GA-2,Stn-03,2026-03-03 07:58,ENG-1062,SUP-001,EMP222,TL-009,C,Valid,MC-105,480,451,29,1.01,527,3,524
M9400,MA1AB100000002400,WO12400,Sedan X,GA-1,Stn-03,2026-03-03 08:00,ENG-1231,SUP-087,EMP162,TL-065,,Valid,MC-101,480,434,46,1.1,530,13,517
M9401,MA1AB100000002401,WO12401,Hatch Z,GA-1,STN-04,2026-03-03 08:01,ENG-1342,SUP-158,EMP242,TL-999,A,Valid,MC-102,480,463,17,1.04,471,4,467
M9402,MA1AB100000002402,WO12402,SUV Pro,GA-1,STN-03,2026-03-03 08:02,ENG-1090,SUP-100,EMP196,TL-070,C,Valid,MC-103,480,468,12,1.14,556,0,556
M9403,MA1AB100000002403,WO12403,Hatch Z,GA-1,STN-05,2026-03-03 08:03,ENG-1411,SUP-197,EMP144,TL-009,B,Valid,MC-104,480,472,8,0.81,504,7,497
M9404,MA1AB100000002404,WO12404,Sedan X,PAINT-1,STN-02,2026-03-03 08:05,ENG-1267,SUP-177,EMP373,TL-025,,Valid,MC-105,480,435,45,1.07,551,8,543
M9405,MA1AB100000002405,WO12405,Hatch Z,PAINT-1,STN-01,2026-03-03 08:06,ENG-1174,SUP-100,EMP321,TL-014,,Valid,MC-101,480,470,10,0.98,488,13,475
M9406,MA1AB100000002406,WO12406,Sedan X,GA-2,STN-02,2026-03-03 08:07,ENG-1317,SUP-164,EMP347,TL-100,A,Valid,MC-102,480,475,5,1.18,525,9,516
M9407,MA1AB100000002407,WO12407,Hatch Z,GA-2,Stn-03,2026-03-03 08:08,ENG-1336,SUP-200,EMP353,TL-072,,Valid,MC-103,480,455,25,0.97,583,11,572
M9408,MA1AB100000002408,WO12408,SUV Pro,PAINT-1, stn-05 ,2026-03-03 08:10,ENG-1188,SUP-051,EMP121,TL-005,,Valid,MC-104,480,464,16,1.02,459,0,459
M9409,MA1AB100000002409,WO12409,Sedan X,GA-1,STN-05,2026-03-03 08:11,ENG-1181,SUP-005,EMP290,TL-084,C,Valid,MC-105,480,453,27,0.98,525,15,510
M9410,MA1AB100000002410,WO12410,SUV Pro,GA-1,STN-03,2026-03-03 08:12,ENG-1441,SUP-119,EMP143,TL-018,A,Valid,MC-101,480,444,36,1.1,543,12,531
M9411,MA1AB100000002411,WO12411,Hatch Z,GA-1,STN-05,2026-03-03 08:13,ENG-1069,SUP-122,EMP353,TL-071,C,Valid,MC-102,480,457,23,0.92,477,14,463
M9412,MA1AB100000002412,WO12412,Sedan X,GA-1,Stn-03,2026-03-03 08:15,ENG-1427,SUP-164,EMP262,TL-032,C,Valid,MC-103,480,451,29,0.95,523,0,523
M9413,MA1AB100000002413,WO12413,Hatch Z,TRIM-1,STN-03,2026-03-03 08:16,ENG-1019,SUP-028,EMP128,TL-039,B,Valid,MC-104,480,444,36,1.16,479,9,470
M9414,MA1AB100000002414,WO12414,Hatch Z,PAINT-1,Stn-03,2026-03-03 08:17,ENG-1194,SUP-040,EMP243,TL-044,,Valid,MC-105,480,461,19,1.13,576,2,574
M9415,MA1AB100000002415,WO12415,Sedan X,PAINT-1,STN-01,2026-03-03 08:18,ENG-1255,SUP-079,EMP253,TL-053,A,Valid,MC-101,480,457,23,1.02,573,10,563
M9416,MA1AB100000002416,WO12416,Sedan X,PAINT-1,STN-03,2026-03-03 08:20,ENG-1094,SUP-183,EMP147,TL-018,A,Valid,MC-102,480,441,39,1.03,480,11,469
M9417,MA1AB100000002417,WO12417,SUV Pro,GA-1,STN-01,2026-03-03 08:21,ENG-1499,SUP-068,EMP270,TL-041,A,Valid,MC-103,480,446,34,0.84,482,8,474
M9418,MA1AB100000002418,WO12418,Sedan X,GA-2,STN-05,2026-03-03 08:22,ENG-1409,SUP-021,EMP218,TL-007,C,Valid,MC-104,480,440,40,1.1,466,7,459
M9419,MA1AB100000002419,WO12419,SUV Pro,GA-1,Stn-03,2026-03-03 08:23,ENG-1364,SUP-141,EMP395,TL-089,C,Valid,MC-105,480,438,42,0.98,562,5,557
M9420,MA1AB100000002420,WO12420,Hatch Z,PAINT-1,STN-01,2026-03-03 08:25,ENG-1458,SUP-104,EMP120,TL-040,,Valid,MC-101,480,444,36,1.01,479,10,469
M9421,MA1AB100000002421,WO12421,Sedan X,PAINT-1,STN-03,2026-03-03 08:26,ENG-1379,SUP-014,EMP170,TL-009,A,Valid,MC-102,480,469,11,0.81,597,15,582
M9422,MA1AB100000002422,WO12422,Hatch Z,GA-1,STN-01,2026/03/03 08:27,ENG-1456,SUP-123,EMP121,TL-061,C,Valid,MC-103,480,447,33,0.94,531,12,519
